Filename,GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML,GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML,GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML,GF_CC_MC_RCG_1_neg_20210511_Run76.mzML,GF_CC_MC_RCG_2_neg_20210511_Run112.mzML,GF_CC_MC_RCG_3_neg_20210511_Run177.mzML
2138/301.1403mz/4.2min,78926.28,50168.12,141716.67,168452.16,130250.65,174995.55
2139/297.1132mz/4.21min,1471068.8,1271326.6,1213587.4,1424278.4,1414883.1,1070070.6
2140/329.1718mz/4.21min,195357.16,173596.19,228785.92,126635.64,79470.53,153251.72
2147/271.0183mz/4.23min,206484.8,172359.61,335384.22,436465.03,349556.78,354081.0
2148/234.1136mz/4.23min,264444.75,225183.45,349510.88,292801.06,232885.45,238967.25
2149/451.2926mz/4.23min,988044.25,884752.7,790346.25,532506.0,548982.3,432779.7
2150/354.2398mz/4.24min,1932429.4,1568771.8,1858786.2,2034248.8,1881610.5,1644186.1
2151/527.2513mz/4.24min,786193.25,813958.75,485970.7,476569.6,722337.75,292556.56
2152/268.098mz/4.27min,567332.6,541729.3,639307.6,470999.72,461324.7,427307.06
2153/612.3151mz/4.27min,315056.38,305727.34,385217.44,267669.6,282478.6,376536.94
2154/471.2612mz/4.27min,229542.27,200427.47,184967.47,94339.26,93946.625,85254.625
2155/595.1651mz/4.27min,33256.67,0.0,145031.89,413504.47,219386.23,491204.8
2156/374.2085mz/4.26min,230905.22,174396.84,195051.3,261304.47,179462.02,143539.77
2157/248.1292mz/4.28min,3511564.8,2072379.8,2982521.2,3505915.2,2948591.5,2054307.2
2159/327.2177mz/4.31min,5754758.5,4860329.0,5517806.5,7304723.0,7534560.5,7589052.0
2161/201.1496mz/4.33min,35983.594,33192.047,30096.65,196511.39,256332.84,225254.9
2162/227.1289mz/4.33min,529859.0,616815.0,542421.0,799380.9,837487.7,810135.6
2164/242.1762mz/4.36min,539223.2,513863.94,489750.66,525116.3,592150.4,481177.62
2167/398.2295mz/4.37min,596259.4,431782.0,898219.3,1024690.8,796483.1,886513.94
2169/282.1136mz/4.38min,6762155.5,5812442.0,7054734.0,5261950.5,5261494.5,4251612.0
2170/299.1611mz/4.36min,172679.62,76577.266,187655.47,108673.39,33602.77,43190.008
2171/649.3569mz/4.39min,1553502.0,1298226.1,1837316.4,1549400.9,1595438.6,1617449.8
2172/495.2822mz/4.39min,78457.28,54860.97,91190.37,75178.81,91058.25,66877.57
2173/432.2139mz/4.4min,206776.23,141677.53,326662.53,376367.6,318892.22,351196.03
2174/718.451mz/4.41min,490409.16,444472.97,478843.5,415751.4,404405.97,332906.1
2176/488.2402mz/4.42min,494401.28,356029.7,624224.25,590821.8,629915.7,566708.9
2177/343.2124mz/4.43min,216214.0,196720.33,207035.0,261218.28,509501.22,270880.94
2178/229.1444mz/4.52min,3197024.5,2381615.5,5316116.0,7864556.0,6461137.5,9166257.0
2179/755.3623mz/4.45min,602057.06,499139.7,791253.5,530650.94,474429.56,615989.44
2180/529.2668mz/4.46min,236012.08,175079.05,216580.16,459415.12,387125.03,442516.72
2181/325.177mz/4.47min,938650.75,735983.1,1051086.6,574228.56,531539.75,617239.9
2182/470.2506mz/4.47min,314877.22,202691.19,474134.7,529274.56,458201.8,543587.0
2184/481.2665mz/4.48min,320573.06,251163.25,340479.4,372733.25,419084.66,349826.8
2185/228.1242mz/4.49min,4185557.5,3479379.8,4831240.5,5040232.5,4835248.5,4447181.0
2186/184.1342mz/4.49min,1611479.5,1373366.4,1858349.5,1932696.4,1854983.1,1742240.6
2187/609.2677mz/4.49min,121976.58,69203.42,235177.8,337481.72,220008.05,354048.5
2188/347.1974mz/4.49min,389166.6,310057.5,314418.38,223526.86,248741.66,137896.05
2189/307.1914mz/4.5min,1194071.2,944552.7,1060703.4,1274742.0,1442670.0,1301229.2
2191/507.282mz/4.5min,395801.25,347827.1,511175.7,507302.28,503706.4,602038.6
2192/330.2366mz/4.5min,2413995.8,2118807.5,2481388.8,3406495.2,3339403.8,3522206.2
2193/329.2333mz/4.5min,13054260.0,11265764.0,13391695.0,17711174.0,17760914.0,17832464.0
2195/388.2241mz/4.5min,534563.44,462590.5,454841.1,338045.28,382390.2,285396.97
2197/349.1403mz/4.51min,180446.33,138915.14,283524.78,416190.06,336182.38,480135.34
2200/398.2296mz/4.53min,200785.03,129547.875,291234.0,311873.72,262834.03,281831.03
2202/262.1084mz/4.55min,997197.56,852502.3,1148885.0,1342009.5,1125911.9,1214538.8
2203/718.451mz/4.55min,636967.3,489025.62,571047.4,568671.06,541403.06,452268.25
2204/497.2403mz/4.56min,149487.17,110541.47,196626.25,324588.56,282949.62,329202.28
2205/228.1604mz/4.56min,566873.2,475015.72,551525.2,621634.7,600411.6,597602.94
2206/327.2178mz/4.56min,4862372.5,3869481.8,4590341.0,6349276.5,5005714.0,5104239.0
2207/328.2212mz/4.57min,946528.3,600501.9,696996.44,966873.7,967524.7,1238159.1
2208/375.1845mz/4.6min,244290.55,196272.28,472095.2,411190.56,404081.8,961394.94
2209/296.0928mz/4.58min,1185961.8,1156385.5,1085837.5,904601.44,929481.06,843609.75
2211/495.2821mz/4.59min,123851.45,64109.797,150162.02,110829.38,98574.516,112864.88
2212/227.9666mz/4.61min,833320.56,1033518.8,723674.3,558711.4,694574.8,556682.94
2213/229.9644mz/4.61min,808810.1,1001924.2,708925.25,550330.56,677662.44,540337.4
2214/262.1448mz/4.63min,1555197.4,1266419.6,1510827.5,1701734.9,1678443.8,1635174.4
2215/394.271mz/4.63min,777667.5,601748.7,670201.0,329314.8,255216.97,232531.56
2218/311.1864mz/4.65min,265984.0,184115.47,238068.03,322080.97,362747.47,349693.47
2220/646.3249mz/4.66min,450532.72,349073.1,360743.1,324557.66,390905.28,228767.4
2221/432.2139mz/4.66min,257179.02,179533.88,342243.75,375356.28,319922.34,350860.56
2222/180.103mz/4.67min,287168.62,162046.36,251297.69,456190.34,405360.4,414425.1
2224/251.1038mz/4.67min,193551.62,128969.125,361927.34,373745.75,233844.81,416996.78
2225/375.1845mz/4.64min,342115.53,212602.95,448461.25,866405.1,727509.5,760273.7
2228/513.1118mz/4.69min,0.0,0.0,64758.92,246232.11,93850.35,311847.47
2230/187.1339mz/4.71min,1777174.5,1547532.9,1831831.9,2128384.5,2461412.5,2221520.8
2232/309.2072mz/4.72min,2349622.0,1802592.6,2053236.0,2681786.0,3072162.8,2976277.8
2234/539.3242mz/4.73min,427794.2,378525.28,353517.16,316728.06,362885.03,216526.17
2235/307.1915mz/4.73min,298050.28,216570.31,239685.22,317698.25,343892.97,342950.2
2236/398.2296mz/4.75min,123306.61,70064.016,135689.14,85728.26,69251.7,72689.055
2237/886.4357mz/4.75min,449481.9,359750.56,553923.06,210844.42,167400.03,281406.25
2238/408.1849mz/4.83min,132178.1,105691.625,169515.31,271921.94,360097.25,394938.22
2239/511.2768mz/4.76min,244230.89,161154.3,396279.5,391437.84,326554.62,404934.0
2241/550.3611mz/4.77min,232105.62,189895.75,202349.45,243338.61,283212.88,179350.47
2242/501.1767mz/4.78min,1364848.5,492022.56,484693.4,482660.3,99754.61,299609.1
2243/495.2821mz/4.79min,70472.05,47242.133,81070.52,51887.363,52805.527,54599.566
2244/329.2334mz/4.81min,9094683.0,6963007.5,9443454.0,11766209.0,12299457.0,11886455.0
2245/330.2367mz/4.8min,2334271.5,1269590.8,1699476.1,2393872.0,2450958.2,2210679.0
2246/424.2453mz/4.82min,331676.5,243608.98,396593.62,360815.66,366394.78,377776.16
2249/243.16mz/4.84min,245091.11,258941.78,324316.8,500343.25,563421.5,612350.7
2250/521.2977mz/4.84min,339814.25,277444.22,448026.6,415337.72,435405.3,465897.22
2251/287.1864mz/4.84min,939704.4,1023509.94,961885.56,1258782.1,1571550.2,1261618.2
2252/762.4408mz/4.84min,433300.12,315634.72,542512.06,452539.75,424148.3,475809.34
2253/718.4511mz/4.85min,123082.836,86249.69,130479.76,124557.18,123869.05,120325.24
2254/198.1499mz/4.86min,1239960.9,970490.5,1599246.4,2079183.0,1927434.0,1886721.6
2255/242.1398mz/4.86min,3656042.8,2770942.0,4749122.0,6256842.0,5762220.5,5751121.0
2256/313.2385mz/4.87min,426332.25,859866.94,434987.94,642616.6,653235.3,659768.25
2258/276.1241mz/4.88min,1528984.4,1119660.9,1979810.6,2946486.5,2718696.8,2623275.8
2259/1022.52mz/4.87min,338284.78,251010.92,461432.4,394670.5,306606.34,424802.34
2260/633.2931mz/4.87min,529007.44,350227.62,677791.9,302020.22,273427.34,333079.66
2262/232.1343mz/4.88min,371706.7,285045.12,513061.53,758044.6,693615.0,658650.7
2263/555.2824mz/4.9min,498329.78,403371.2,614210.2,533685.9,600411.3,623788.2
2264/640.3355mz/4.91min,232010.1,65155.367,349352.6,438693.7,387989.2,422997.8
2265/401.187mz/4.92min,647416.25,588550.2,656243.3,726688.8,786357.9,735473.56
2266/437.1635mz/4.92min,410804.97,285464.3,254140.3,387729.84,331790.4,253197.22
2268/447.1922mz/4.92min,309172.5,276003.8,329686.66,389469.28,412708.72,387168.12
2269/314.2419mz/4.92min,123331.94,103516.59,133506.47,194854.56,316790.62,206469.3
2270/481.2455mz/4.92min,439634.2,332421.94,368768.25,252612.2,273303.4,231476.16
2271/313.2384mz/4.92min,792563.06,1038964.5,887506.06,1091647.5,1154264.0,1185516.4
2273/384.1928mz/4.94min,342232.2,254206.19,341571.75,343079.88,331780.56,320268.88
2274/269.1758mz/4.94min,133657.12,84914.016,250227.97,374299.38,334174.88,467479.47
2277/559.2771mz/4.96min,50809.734,34561.145,68840.03,59979.156,52885.633,61933.617
2278/187.1339mz/4.97min,243085.61,206315.12,241425.48,265393.06,302744.72,283724.8
2281/311.1866mz/4.98min,2217294.5,1729567.4,2338664.0,3107935.5,3292201.2,3354104.8
2282/312.1898mz/4.97min,385697.47,302454.28,409884.88,545060.06,584781.3,587222.75
2284/410.2006mz/5.06min,187353.22,97392.984,232126.38,446158.53,451838.53,517350.75
2285/396.2153mz/4.94min,149307.88,121072.375,159265.05,112472.69,77847.66,45822.695
2286/309.171mz/5.03min,28025.398,43610.023,58345.133,29958.86,35525.113,38732.164
2287/312.2262mz/5.0min,634831.94,525517.5,639007.4,776747.1,919871.44,846357.5
2288/311.2227mz/5.0min,3797359.8,3127493.2,3963022.5,4656462.5,4985829.0,4829437.5
2289/612.3151mz/5.0min,70252.62,21536.232,89700.89,164033.23,150093.52,135367.05
2291/341.208mz/5.01min,1812859.6,1323528.8,2171751.0,919328.8,775641.7,1095179.5
2292/426.9677mz/4.97min,14237492.0,12851761.0,14508187.0,14796984.0,13728302.0,12751456.0
2293/229.1809mz/5.02min,0.0,0.0,7734.828,220205.8,268273.44,243230.81
2294/438.2609mz/5.04min,366045.44,262834.44,435472.88,319827.16,321489.88,333777.38
2295/493.3394mz/5.04min,191349.92,127862.48,205199.98,147922.56,162460.97,128109.94
2296/257.1759mz/5.04min,314704.34,222130.5,496453.62,709877.94,611513.25,857525.0
2299/309.2072mz/5.05min,3367016.5,3084160.2,3337223.2,3732343.0,5046938.5,3904126.0
2304/307.1916mz/5.08min,170330.45,85526.05,140052.02,238101.58,263209.5,250455.3
2307/201.1496mz/5.12min,368793.1,307421.94,374690.9,695065.56,445900.1,724637.44
2308/221.1547mz/5.12min,213854.64,161455.28,368716.9,346413.9,351893.56,209047.78
2310/293.1759mz/5.12min,3790705.2,2790348.5,6375291.5,5999156.0,6044722.5,3789340.2
2311/236.1054mz/5.12min,421635.72,309880.75,718480.3,654165.5,658657.56,405761.78
2313/327.2178mz/5.13min,1150039.1,434661.78,1266106.4,1565238.4,793216.5,1656194.2
2314/301.202mz/5.14min,203892.88,182430.97,228065.97,297555.2,353554.9,306756.6
2315/257.1759mz/5.15min,247896.44,163800.03,258501.62,409183.56,383852.47,467722.97
2316/315.2539mz/5.16min,42427.586,26175.72,42720.18,572300.06,596436.9,601481.0
2317/435.188mz/5.16min,3959.0703,0.0,40039.668,116849.97,44790.332,142884.47
2318/329.2333mz/5.17min,810325.44,353063.22,774806.8,1026802.4,1113437.5,774305.75
2319/642.2909mz/5.17min,28769.453,29308.254,7161.9526,0.0,6847.9795,0.0
2320/313.2384mz/5.19min,565652.75,426847.97,614086.7,874696.7,911519.56,928508.2
2325/314.2416mz/5.24min,112779.08,70214.11,110051.51,209987.88,102485.15,165295.55
2326/309.1709mz/5.27min,396460.88,312173.34,642324.56,445410.7,446426.56,421645.4
2327/312.2261mz/5.29min,2072134.1,1683040.6,2059957.9,2707006.0,2610480.2,2769683.8
2328/311.2228mz/5.28min,11858264.0,9515950.0,11771190.0,16561094.0,16544694.0,17342872.0
2329/347.199mz/5.29min,138906.95,35149.734,81707.414,218558.73,132597.14,141375.58
2330/347.1725mz/5.29min,112931.62,33576.05,248781.2,463103.72,305253.06,416065.62
2331/686.3309mz/5.29min,465796.84,280592.2,321702.53,403832.72,393350.03,308316.22
2333/201.1496mz/5.32min,76044.18,61528.633,28818.79,39468.81,49014.445,39222.266
2334/256.1918mz/5.3min,610049.94,426294.5,658976.1,786434.6,729068.1,766190.0
2335/381.2646mz/5.3min,474403.28,327810.2,510968.06,666007.44,663748.75,684714.75
2337/287.1865mz/5.33min,70938.94,52444.992,103522.32,104996.086,79790.84,113886.96
2338/271.1915mz/5.33min,158890.84,186971.39,154215.72,196823.14,240378.77,168325.6
2341/290.1762mz/5.34min,647808.3,437508.72,694186.9,859068.7,760216.44,828812.7
2342/243.1964mz/5.35min,17736.516,0.0,3596.686,157792.36,229101.5,167168.05
2343/315.2538mz/5.35min,140053.1,48024.17,139571.9,795869.06,877422.06,870411.94
2344/420.2503mz/5.36min,743763.56,256355.0,456892.97,2469288.8,687397.25,597810.94
2345/374.2447mz/5.36min,521724.44,168851.53,319484.28,1697956.0,461191.06,394172.06
2346/410.2206mz/5.36min,74738.016,0.0,21866.574,340254.8,53186.812,38501.414
2348/391.2853mz/5.36min,101161.086,73472.664,118459.49,168843.66,139688.36,171620.38
2349/201.1496mz/5.36min,73703.836,61528.633,82392.68,97079.69,101329.7,101580.81
2350/480.3096mz/5.37min,0.0,0.0,0.0,3208182.5,0.0,0.0
2352/452.2766mz/5.39min,160407.3,88762.16,200417.27,95703.65,67092.82,106588.125
2353/242.1186mz/5.39min,146981.83,60667.605,182492.66,297129.4,300548.44,301162.03
2354/285.2071mz/5.4min,152769.64,108512.41,168362.36,139769.66,148269.97,154699.31
2355/314.2417mz/5.4min,192678.33,148628.78,224600.75,273976.28,250925.47,391492.78
2356/313.2384mz/5.4min,1015218.2,762213.25,1679448.4,2085538.9,1875839.4,2024114.8
2359/343.2125mz/5.43min,181825.06,74055.984,273737.75,387330.78,358959.72,456915.28
2360/384.1928mz/5.44min,34873.0,13241.266,40442.242,55021.742,46968.02,52362.793
2361/410.3023mz/5.45min,413765.38,470704.1,511033.7,451446.34,694531.8,483259.34
2362/640.3465mz/5.45min,180530.81,67734.266,245549.06,397148.5,354197.03,341615.53
2364/271.1915mz/5.45min,361445.2,300504.94,462533.66,945366.1,1119801.8,1091278.1
2365/293.1741mz/5.45min,22824.98,19671.516,32454.398,57283.55,77935.13,71422.11
2366/381.2645mz/5.49min,482022.44,276716.84,477161.47,328030.94,352651.8,354577.56
2367/363.179mz/5.49min,30445.145,31678.523,31524.037,43182.84,45550.137,45161.203
2368/295.1914mz/5.49min,1926689.5,1409396.6,1976618.8,2511562.2,2615539.8,2653801.0
2369/215.1652mz/5.5min,2952896.0,2399725.8,3149015.5,3634036.2,3512154.0,3662569.2
2370/313.2384mz/5.52min,4794601.5,3471448.8,5003185.0,6068073.5,6045298.0,6185901.0
2372/603.1919mz/5.55min,100553.35,0.0,7723.1987,469082.12,173095.7,90157.24
2374/424.2469mz/5.61min,1128392.0,976653.8,1276188.9,89141.76,682124.9,645747.3
2375/285.2071mz/5.55min,182442.64,153164.7,237911.64,242803.05,206837.17,258926.4
2376/290.1187mz/5.55min,297711.2,147314.67,320681.06,465140.22,495983.47,495703.4
2377/311.2228mz/5.56min,2272044.5,1876551.0,2285422.2,2540688.8,2608245.0,3018764.5
2378/312.2262mz/5.56min,438863.44,317694.84,442725.5,458957.22,493966.53,480973.53
2379/301.2383mz/5.56min,71685.84,44887.465,73001.34,119413.73,104151.164,116007.08
2380/729.4278mz/5.58min,597314.9,659073.6,726018.0,879637.8,855947.8,811248.25
2381/775.4335mz/5.58min,1088182.9,1143676.9,1344313.5,1527023.0,1447009.0,1421714.8
2382/765.4046mz/5.58min,508688.12,319582.94,388368.56,615846.1,474749.56,408300.34
2383/313.2384mz/5.59min,9080639.0,6676161.5,9523663.0,11703640.0,11043975.0,11342970.0
2384/381.2258mz/5.59min,346049.44,347184.06,388981.84,574928.94,401059.53,407667.88
2385/341.2696mz/5.61min,30274.04,16572.02,41952.55,59606.906,52536.74,49876.016
2386/303.2176mz/5.62min,383420.78,304375.5,439921.34,333600.6,543640.44,553062.94
2387/307.1914mz/5.62min,50956.938,0.0,40914.84,269158.6,220622.39,102293.27
2390/208.0978mz/5.64min,464634.5,0.0,0.0,426256.44,573062.4,3562.932
2391/688.3465mz/5.64min,247422.58,92144.1,267964.44,396160.44,366721.34,301013.8
2392/654.3623mz/5.66min,297280.34,100838.23,369522.9,614445.0,503362.38,452131.5
2394/257.2122mz/5.67min,13896.371,0.0,20152.398,170254.05,172867.14,149810.81
2395/256.1343mz/5.67min,217335.16,72031.664,255298.39,477642.72,431252.47,420313.66
2398/269.2122mz/5.76min,105531.89,171834.39,178461.28,211433.4,308021.3,128921.26
2400/603.1919mz/5.74min,195773.0,17774.984,129765.55,160317.9,308884.78,347433.16
2401/215.1652mz/5.74min,905538.25,695930.5,1012107.8,1038117.0,1098009.9,1093911.6
2403/391.2853mz/5.74min,424081.88,313630.3,490530.1,659373.6,551780.2,627429.75
2404/285.2071mz/5.75min,196513.69,139474.6,259743.06,376861.7,392857.38,405389.25
2405/527.2425mz/5.76min,117859.62,77596.86,53157.21,75144.87,75423.805,46736.707
2406/491.2662mz/5.76min,725984.2,823371.06,731937.06,664567.7,766198.06,661594.8
2407/424.2469mz/5.72min,589167.56,288286.44,0.0,915536.1,14453.722,0.0
2408/243.1964mz/5.77min,32256.61,20899.023,33852.465,43788.14,52410.85,54090.555
2409/315.2539mz/5.77min,994290.56,761130.4,1155390.5,1917210.4,1851186.8,1901707.1
2410/388.3067mz/5.78min,155271.06,101347.84,113537.97,172742.67,137429.7,144543.06
2411/383.1761mz/5.78min,2107819.8,1504350.5,2852023.0,2189709.5,2857096.8,2721252.8
2413/293.176mz/5.78min,176732.55,140441.11,146020.53,91630.266,175210.69,87560.516
2414/347.1993mz/5.79min,1136354.5,834852.25,1705984.1,1280446.2,1568584.2,1686563.4
2415/229.1808mz/5.8min,3792888.5,2997531.2,4189339.8,4468128.5,4121306.5,4271979.5
2416/322.1659mz/5.83min,454654.22,14927.416,62574.45,247259.94,448911.75,59971.09
2417/269.2122mz/5.83min,526000.7,511700.3,744949.44,787275.1,815272.2,757629.2
2418/571.1654mz/5.84min,1257212.0,666217.8,320162.4,0.0,1170373.5,388032.12
2419/365.2695mz/5.84min,737115.25,550010.5,821115.06,925376.9,924962.1,909694.5
2420/381.2646mz/5.85min,547736.1,290189.56,560765.06,712829.9,710390.94,691540.3
2421/603.1919mz/5.88min,420512.72,20941.447,117857.27,765951.06,665190.75,224208.72
2422/315.2538mz/5.88min,5300918.5,3915712.0,5723579.5,6960018.5,6639155.0,6548020.5
2423/131.0713mz/5.88min,7099.592,19735.145,27779.94,33833.285,94366.914,36882.316
2424/361.1996mz/5.9min,583673.06,586592.1,577109.25,471281.7,441259.8,375407.5
2425/293.2122mz/5.89min,16981744.0,12667083.0,15699618.0,14935606.0,16644474.0,15037685.0
2426/309.2071mz/5.89min,246112.11,137326.52,278410.97,322073.75,292730.97,281562.22
2427/285.2071mz/5.9min,73420.87,33897.504,109177.29,85424.03,136654.38,109397.16
2428/347.1993mz/5.86min,446869.38,346691.25,974084.9,424448.06,922060.8,533161.9
2429/249.1495mz/5.91min,134540.36,148576.67,128696.984,114428.44,125876.06,108123.766
2430/383.176mz/5.91min,954472.06,667644.9,1095681.8,759397.2,1007841.0,871371.3
2433/438.2624mz/5.93min,4324619.0,3936567.8,4907285.5,0.0,2497660.5,2591950.5
2434/265.1478mz/5.93min,5010490.0,5316541.5,8514779.0,0.0,11331208.0,14291799.0
2436/306.2074mz/5.94min,290560.47,159286.64,238690.4,401406.4,350302.47,305202.34
2437/297.1527mz/5.95min,1187730.9,558555.4,636959.06,36475.89,666304.94,626069.4
2438/381.2646mz/5.95min,96465.69,57753.543,94335.164,119931.68,121557.62,127674.93
2439/365.2695mz/5.97min,752234.2,558242.6,864840.75,925564.1,923830.5,974485.1
2440/415.2812mz/5.98min,574719.3,439529.38,820431.56,888656.0,681945.5,883698.8
2441/271.2278mz/5.99min,1459926.9,1121663.4,1617769.8,2666254.5,2590546.8,2655983.2
2442/613.3804mz/6.01min,593892.56,674624.3,751263.7,759856.0,663406.8,697762.1
2443/311.2227mz/6.02min,266931.75,167781.89,360361.03,526374.8,491090.8,615405.8
2444/239.0673mz/6.03min,1887747.8,299495.53,142542.11,1410853.1,2027164.5,299527.5
2446/571.1656mz/5.99min,30588.635,5279.788,0.0,1574040.0,0.0,0.0
2447/603.1919mz/6.0min,0.0,0.0,0.0,1227597.2,3175.2336,0.0
2448/309.2071mz/6.05min,102987.27,18734.117,108769.805,82642.78,119510.73,111774.195
2449/307.1915mz/6.06min,0.0,0.0,0.0,33160.55,22097.193,12382.399
2452/229.1808mz/6.09min,74686.42,50031.15,83618.055,73963.516,90691.55,95331.55
2453/365.2694mz/6.11min,48421.73,29327.133,60434.65,69110.766,72555.445,81200.44
2454/337.2054mz/6.14min,5349906.5,3249518.0,7175572.0,118802.42,4523537.5,5464308.5
2455/293.2123mz/6.07min,48740.582,64568.707,167271.95,44095.7,48129.645,138063.44
2456/265.1478mz/6.13min,9686.977,0.0,0.0,15320594.0,0.0,0.0
2458/347.1992mz/6.16min,210046.3,140415.8,249420.12,124284.32,239836.2,166020.05
2459/383.176mz/6.16min,664116.4,487254.8,770198.3,385942.47,737990.3,585054.2
2461/311.2226mz/6.1min,237897.75,84121.375,226789.12,267624.47,231806.34,122857.67
2462/363.2152mz/6.17min,675006.94,762374.2,812625.4,589092.4,674299.56,634398.2
2463/296.231mz/6.17min,3483629.8,3803238.8,3759440.2,2708033.5,4145732.8,3026316.0
2466/295.2277mz/6.17min,18086814.0,19603618.0,19448428.0,15012394.0,21499042.0,15535634.0
2468/438.2624mz/6.11min,921795.0,449072.88,33475.938,2950701.2,51444.97,24994.115
2471/448.2736mz/6.19min,1165068.0,1096729.8,1183288.8,958637.6,962466.06,906352.94
2472/249.1495mz/6.19min,26192.207,0.0,56208.5,131108.92,89634.22,151962.33
2473/452.2781mz/6.22min,174150.97,194361.0,1476138.9,29180.19,47693.33,1476662.0
2475/311.1838mz/6.21min,396598.34,527542.94,391940.03,456738.88,406052.6,411561.6
2476/243.1964mz/6.21min,9247052.0,8882738.0,10117740.0,9793061.0,9298921.0,9484754.0
2477/337.2054mz/6.17min,3086434.2,3970207.0,0.0,5891709.5,1725032.5,100433.36
2479/429.2967mz/6.22min,2466573.2,1821934.8,3266246.8,3341518.5,2797105.0,3359076.8
2481/298.2466mz/6.25min,174047.64,119806.016,193716.84,264623.3,213154.84,257132.94
2482/297.2432mz/6.25min,909789.7,712619.6,1027683.06,1379685.4,1153297.1,1342396.1
2484/295.2277mz/6.21min,11945631.0,12233354.0,5367595.0,4585029.5,9411515.0,4850496.5
2485/227.1289mz/6.26min,223560.52,218073.17,224521.66,227496.39,210987.75,209378.36
2486/201.1132mz/6.26min,50546.87,53849.504,52869.1,54103.855,46257.293,50771.652
2487/603.1917mz/6.26min,83745.17,12368.028,0.0,68360.45,37072.586,0.0
2488/663.2132mz/6.27min,540907.5,228936.16,112763.76,466008.97,375707.72,103739.78
2489/313.2384mz/6.32min,83093.64,53843.375,163042.94,240182.66,192017.0,279137.5
2490/293.2123mz/6.32min,406885.3,209890.6,320791.47,263453.4,306633.47,245314.22
2491/271.2279mz/6.33min,124251.63,103636.266,160083.27,205708.11,213666.69,218088.38
2492/257.2122mz/6.33min,77725.32,54130.754,92874.57,87107.734,132263.06,100782.77
2493/437.3118mz/6.34min,454169.28,497782.38,498257.3,530477.94,470979.9,413371.22
2494/269.2122mz/6.39min,44480.66,53329.965,228387.9,31270.574,26899.93,37975.58
2495/394.2727mz/6.35min,180374.92,89871.125,104219.96,259840.31,185584.61,161175.25
2496/404.3016mz/6.36min,242696.12,270795.3,274852.84,340393.0,357889.25,336715.6
2497/311.1686mz/6.37min,3912608.8,2447220.8,2858474.0,325153.44,2708612.0,2846324.5
2498/328.2492mz/6.36min,652960.5,494402.7,1016896.3,1017950.06,814656.5,1099817.6
