Filename,GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML,GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML,GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML,GF_CC_MC_RCG_1_neg_20210511_Run76.mzML,GF_CC_MC_RCG_2_neg_20210511_Run112.mzML,GF_CC_MC_RCG_3_neg_20210511_Run177.mzML
2499/187.134mz/6.38min,0.0,0.0,0.0,3322.4888,41270.62,0.0
2500/343.2853mz/6.39min,56900.977,40073.1,70949.945,75585.445,89213.57,88563.32
2502/269.2122mz/6.43min,81279.1,58671.71,88542.86,39493.195,47796.906,45508.145
2503/243.1964mz/6.44min,724601.1,600654.3,794092.5,747240.75,864980.4,1013032.0
2505/271.2278mz/6.44min,348845.53,290844.88,398118.62,427311.72,413026.66,416408.03
2507/469.257mz/6.42min,737394.2,1910304.2,24408.492,0.0,0.0,0.0
2508/297.2434mz/6.46min,6158206.0,6461262.5,8070792.5,6998974.0,6965014.0,7563035.0
2509/298.2467mz/6.46min,684261.2,1008610.1,624068.7,1341819.1,683689.7,1440203.9
2510/351.221mz/6.47min,14696427.0,11269482.0,21156054.0,0.0,12497514.0,15556935.0
2511/452.2782mz/6.47min,9058363.0,7918479.5,10198748.0,0.0,5882919.0,5950063.5
2512/295.2278mz/6.45min,184644.69,215206.5,248973.83,114591.32,100744.11,45930.527
2513/257.2122mz/6.55min,3132429.8,3095564.8,3677736.2,2397504.5,3412929.8,3488413.8
2514/637.1418mz/6.49min,361261.28,275030.03,368398.2,171958.08,323287.44,198789.7
2516/371.3166mz/6.54min,77726.87,63742.22,107969.81,87265.84,100294.375,116287.09
2518/269.2122mz/6.56min,261938.55,222713.0,299108.0,276647.53,275082.84,286959.47
2521/701.1543mz/6.58min,228548.81,197517.61,232716.75,90993.19,197821.16,95560.77
2522/271.2279mz/6.6min,218303.73,192607.36,289475.53,289696.25,305983.8,335319.3
2523/299.2591mz/6.63min,501373.1,469235.2,509627.3,1421039.0,563207.56,968921.2
2524/342.2649mz/6.61min,727042.3,603878.6,1126337.6,1216902.2,1023028.56,1341067.8
2525/249.1496mz/6.62min,520010.66,222928.84,254568.83,248002.64,601844.06,374050.6
2526/555.2844mz/6.6min,285289.97,336415.84,0.0,0.0,0.0,0.0
2527/311.1686mz/6.55min,251818.89,296050.78,144059.25,3682330.2,183562.48,85268.91
2528/321.2199mz/6.6min,70713.13,123234.26,62120.812,13423329.0,76273.77,68609.78
2529/394.2361mz/6.65min,0.0,0.0,0.0,548171.75,0.0,0.0
2530/269.2122mz/6.66min,573877.44,525204.25,667751.8,598779.8,652920.94,706661.25
2531/371.3166mz/6.66min,33575.617,33155.605,52835.957,42986.9,46266.27,58202.63
2533/300.2625mz/6.67min,39023.094,31312.674,35498.95,264758.7,189420.75,404582.06
2534/295.2278mz/6.67min,200902.83,476678.34,393312.56,253068.72,309921.38,264155.22
2535/765.1669mz/6.69min,148558.08,140731.47,141646.8,50428.04,122010.81,40904.598
2537/401.1422mz/6.69min,909616.75,830455.75,1448918.8,807084.06,1273316.4,1208279.4
2538/301.2383mz/6.69min,895786.5,723007.4,1136623.2,597467.56,1029732.94,883035.5
2539/452.2783mz/6.62min,1893064.9,1126601.4,192231.1,6106381.5,237777.36,7202.529
2540/637.1418mz/6.7min,769059.3,526235.3,759290.0,323755.9,710509.2,468138.97
2541/299.2591mz/6.69min,347963.16,277440.06,399964.56,1535338.5,2445793.5,2332550.8
2542/257.2122mz/6.7min,662710.06,596049.0,1521442.1,1451195.8,1856331.0,1867215.1
2543/369.3009mz/6.7min,299203.88,283236.34,370102.5,280218.53,359146.28,362657.1
2545/555.2844mz/6.69min,207105.89,508918.9,0.0,0.0,0.0,0.0
2546/342.2649mz/6.74min,784702.6,607430.0,1220759.0,1143290.9,1081870.5,1420792.4
2547/351.221mz/6.73min,0.0,14852.473,0.0,15435520.0,0.0,0.0
2550/701.1543mz/6.78min,893275.7,709352.56,871203.4,279862.66,792798.8,511850.6
2551/325.1843mz/6.8min,3299597.2,2096625.2,2315414.5,275446.4,2026257.9,2432286.0
2553/483.2728mz/6.78min,934022.8,1112058.8,383695.2,0.0,359592.34,122575.65
2554/269.2123mz/6.83min,549618.6,448943.34,584803.3,549196.06,609363.2,635850.7
2555/765.1668mz/6.86min,688912.94,616003.94,703540.1,305443.84,601516.1,380159.66
2556/295.2277mz/6.86min,104985.11,70830.92,148791.22,112481.19,116100.26,122992.4
2557/433.2362mz/6.82min,5001189.0,436721.84,114198.58,343722.6,200637.31,180786.78
2558/369.3009mz/6.86min,143482.9,185680.47,226975.36,107421.05,172149.45,221053.11
2559/339.2151mz/6.86min,207039.02,324093.66,289413.8,354444.0,206292.48,251651.77
2560/271.2279mz/6.86min,6763681.0,7332669.5,7951292.5,7452618.0,6756343.0,7162540.0
2562/297.2434mz/6.87min,458242.4,332001.5,487877.3,228793.23,240499.6,238059.38
2564/637.1417mz/6.87min,187570.86,130646.336,190876.34,48344.555,189714.61,89792.89
2565/315.2539mz/6.88min,142151.14,127357.37,185940.64,108559.07,170173.23,158102.45
2566/371.3165mz/6.89min,468658.6,461467.22,536841.25,386578.47,466137.25,440214.1
2567/388.3068mz/6.9min,120398.2,126727.66,130044.125,464328.66,437313.8,423587.78
2568/356.2806mz/6.91min,319739.22,279977.44,563252.0,479183.3,562777.56,685234.75
2569/483.2727mz/6.91min,876651.06,3986153.8,151123.78,18150.098,209943.42,0.0
2572/478.2937mz/6.86min,1938997.9,598023.3,511476.75,0.0,399919.94,215333.64
2575/329.2697mz/6.93min,500789.0,413291.06,615867.56,356000.22,643675.44,604303.06
2576/187.1339mz/6.93min,25400.193,18264.584,31716.062,186594.78,353322.9,143623.06
2577/325.2747mz/6.94min,137046.45,167604.6,208754.94,235795.47,190588.86,266247.3
2578/459.3116mz/6.95min,113515.64,93774.695,136280.69,103317.11,108223.34,147391.03
2579/701.1542mz/6.95min,461804.47,366677.6,467376.44,175329.69,456463.72,285666.94
2581/826.5607mz/6.98min,15281735.0,3476396.2,2982634.2,0.0,13559558.0,0.0
2582/365.2365mz/7.02min,6651088.0,3642527.2,6849061.0,0.0,7485505.5,12068753.0
2584/366.2399mz/7.02min,1447312.1,727427.1,1361571.9,0.0,1514183.1,2373633.0
2585/765.1666mz/7.01min,557569.6,538227.0,537218.25,162331.42,554702.2,354703.25
2586/483.2727mz/6.98min,1501637.9,1202212.9,43478.785,76636.65,31522.545,0.0
2589/297.2433mz/7.04min,162411.86,151791.94,211389.64,134684.23,74150.09,84750.76
2593/271.2279mz/7.07min,7714282.0,8276757.5,9648310.0,7694910.5,9375971.0,9297519.0
2594/339.215mz/7.07min,126191.414,208591.95,197800.64,260006.92,130188.664,188303.81
2595/365.2365mz/7.07min,10502022.0,7828799.0,13659625.0,0.0,10503613.0,2392934.8
2596/826.5606mz/7.06min,2488176.8,21078908.0,18179234.0,0.0,1260136.1,0.0
2597/371.3165mz/7.08min,499092.75,511856.88,597032.94,339128.12,550225.1,456086.66
2600/329.2697mz/7.09min,617250.3,600745.25,842242.06,499798.22,881602.94,804312.4
2601/677.4875mz/7.1min,0.0,0.0,0.0,232714.16,508273.62,303756.56
2602/285.2434mz/7.1min,755721.7,891767.8,923769.25,1032018.75,958832.56,965365.6
2605/325.1842mz/7.09min,209326.77,206278.78,106977.95,3081417.5,44373.062,142392.61
2607/293.1794mz/7.14min,0.0,0.0,0.0,971967.3,0.0,0.0
2608/421.2267mz/7.14min,0.0,0.0,0.0,1411958.0,0.0,0.0
2609/328.2938mz/7.14min,1446959.0,1392703.8,1557345.5,1570942.0,1598512.9,1474915.5
2611/427.2154mz/7.14min,149147.17,219236.16,250145.33,511577.5,201837.3,274176.78
2613/327.2904mz/7.14min,6768945.5,6426103.0,7200450.5,7276959.5,7456066.5,6856014.0
2614/343.2852mz/7.16min,161665.36,147871.39,237837.81,108325.68,244435.44,251051.5
2615/473.327mz/7.15min,204992.48,180456.88,266226.7,175673.67,184121.69,258779.75
2616/373.2958mz/7.16min,497124.53,458954.94,663050.56,349893.56,715672.06,743662.0
2617/285.2435mz/7.16min,1285894.5,1558532.9,1607044.6,1681139.4,1403826.0,1522599.2
2618/299.2591mz/7.2min,124436.97,134437.22,162080.95,208976.81,141107.77,181317.45
2619/828.5751mz/7.22min,1238987.4,1441009.0,654406.75,7131.343,257037.78,7927515.0
2623/409.2357mz/7.19min,2542123.0,518053.9,142037.52,68318.25,73576.1,36459.387
2624/297.2434mz/7.24min,150155.0,130783.53,207347.12,280011.44,283404.56,339068.84
2625/397.3321mz/7.24min,191113.34,200637.45,239800.95,186980.23,214943.34,238680.77
2627/655.4429mz/7.26min,1150815.2,1300879.8,1461185.9,1856110.1,931553.5,1433572.8
2628/339.2001mz/7.26min,2273242.5,578049.94,504720.7,34252.9,823170.6,469443.16
2629/586.4688mz/7.27min,191670.67,444386.16,256293.5,282761.88,174368.67,194079.5
2630/455.3141mz/7.35min,86565.84,174574.67,44387.04,70286.67,120561.03,40479.48
2631/341.2696mz/7.31min,486417.66,572596.3,685339.06,427634.6,526717.75,562709.44
2632/370.2958mz/7.31min,66046.336,70632.9,134998.8,169709.03,211258.23,261480.73
2633/494.3962mz/7.33min,493016.16,616140.3,478961.62,218612.27,333797.03,241419.52
2634/621.4007mz/7.33min,38569.33,75412.31,27747.318,0.0,0.0,0.0
2635/397.3321mz/7.33min,1901123.9,3083972.2,3057392.2,1443420.5,2139670.2,2805700.2
2637/441.2526mz/7.34min,0.0,0.0,0.0,276413.38,0.0,0.0
2640/354.3009mz/7.35min,101195.7,162703.98,142989.98,193777.45,198756.31,236373.1
2641/337.1975mz/7.35min,0.0,0.0,0.0,3459502.5,0.0,0.0
2642/285.2434mz/7.36min,634000.3,755172.9,809796.9,635770.8,638158.25,719829.94
2643/321.2201mz/7.36min,0.0,0.0,0.0,1553520.1,0.0,0.0
2645/369.3009mz/7.36min,2657640.2,2656233.2,3404753.2,4041093.0,2966312.8,4385422.5
2646/391.2829mz/7.36min,129565.56,208472.81,199983.95,380344.12,42352.777,240694.64
2649/469.2259mz/7.37min,27405.738,50116.727,68730.64,208524.89,85796.055,117994.31
2650/313.2748mz/7.37min,586387.5,623406.56,699630.75,695523.44,585055.0,667023.5
2652/457.3326mz/7.39min,89899.38,101448.89,121239.87,167099.3,65811.86,129839.836
2653/353.3059mz/7.4min,88881.22,147345.58,153158.67,93924.41,95253.805,151537.53
2654/341.3061mz/7.4min,1100583.6,1113061.8,1119365.6,1071085.2,975636.06,926273.94
2655/339.254mz/7.45min,682594.5,483399.78,659434.75,490234.56,767620.75,827876.8
2658/343.2852mz/7.42min,14956328.0,15236997.0,17907896.0,12464988.0,16766057.0,17227346.0
2659/455.3126mz/7.42min,615890.06,921230.6,914164.25,453654.97,700735.44,791273.75
2660/443.2105mz/7.42min,259488.7,223156.17,357507.0,659985.5,313978.3,440497.28
2661/426.2078mz/7.43min,30928.97,150167.17,77655.81,95751.84,43907.574,32995.01
2663/297.2434mz/7.43min,785872.5,896296.8,899818.75,819768.25,697539.3,844048.2
2664/738.5083mz/7.51min,189408.39,382321.53,97023.98,0.0,17944324.0,1321363.6
2665/838.4332mz/7.5min,0.0,3421.6123,14180.158,0.0,3392587.8,171599.66
2666/298.2467mz/7.43min,131267.84,152255.4,149735.14,127412.42,111339.734,136497.17
2668/497.2884mz/7.44min,222181.6,658287.2,0.0,0.0,0.0,0.0
2669/299.259mz/7.44min,1151157.0,1397361.4,1441951.6,1532175.9,1038494.25,1304009.5
2670/114.9341mz/7.45min,560089.06,586135.9,640692.75,1188029.6,387417.56,717707.56
2671/117.9286mz/7.45min,1257169.5,1299721.1,1448457.8,2507464.5,1173605.6,1598134.6
2673/742.5031mz/7.45min,1159330.0,96245.16,362205.25,3465.9316,199704.83,66401.5
2674/480.3094mz/7.48min,0.0,1128858.2,9819075.0,0.0,0.0,7585699.0
2675/134.8946mz/7.45min,6805906.0,2867674.8,3894412.8,5633151.5,7538044.5,7989612.5
2677/113.9262mz/7.45min,537897.06,475075.0,601126.6,715072.4,489695.56,549268.75
2678/132.9234mz/7.45min,374802.97,409803.38,503585.22,493525.72,337715.53,489091.3
2679/467.2777mz/7.5min,0.0,70042.77,305252.9,0.0,55968.08,338321.22
2681/116.9285mz/7.45min,11015569.0,11372363.0,12753573.0,23974182.0,10273815.0,13867939.0
2682/379.1581mz/7.45min,204896.8,179287.45,260381.5,836217.6,146986.62,238660.86
2684/435.2514mz/7.41min,755894.0,62717.64,9199.641,2943.8157,0.0,0.0
2686/365.2367mz/7.45min,0.0,0.0,0.0,15173232.0,0.0,0.0
2687/457.0818mz/7.45min,332100.56,123084.05,259595.7,282294.9,135818.3,220646.02
2689/419.1082mz/7.45min,540221.9,488354.34,715289.94,595518.25,433660.66,576264.9
2690/421.1052mz/7.45min,692632.6,634140.2,931157.44,784108.8,576486.5,756730.9
2693/354.3012mz/7.49min,286996.28,358761.44,351806.7,335076.84,417137.53,448590.47
2695/637.4324mz/7.52min,272653.12,372581.1,360635.34,189204.45,58115.297,132717.67
2696/411.3478mz/7.55min,320841.5,695591.1,620806.75,263217.16,404884.38,546157.94
2698/455.3163mz/7.55min,87241.625,101343.26,113338.17,132463.9,101849.74,122149.32
2700/447.3479mz/7.56min,54171.527,75810.95,57163.633,151992.3,54096.875,58791.65
2701/383.3166mz/7.59min,121965.03,245750.14,292622.72,170183.22,124626.21,252440.39
2702/399.348mz/7.63min,381841.4,499068.53,327946.6,429570.8,220805.9,213099.38
2703/313.2748mz/7.6min,3202257.2,2963791.5,3653007.5,2993393.2,3130146.5,3491560.2
2704/481.3531mz/7.61min,299846.6,295734.1,226227.4,563852.94,241760.19,215453.28
2707/134.8946mz/7.62min,2739101.0,6657594.0,8633210.0,13678023.0,1964932.0,2699769.2
2708/399.1843mz/7.63min,95587.9,250226.6,252475.8,426922.03,155114.73,173897.7
2709/580.2347mz/7.63min,0.0,478159.16,534125.06,0.0,868201.06,386288.9
2711/508.4116mz/7.64min,614392.7,892625.6,822870.94,277328.16,248228.83,170954.14
2712/402.3011mz/7.64min,703998.1,969496.0,1123439.0,1475642.8,1187681.4,1054965.9
2713/299.259mz/7.64min,4691099.0,6366665.5,6637710.0,6250201.5,5305526.5,5493448.5
2714/471.2417mz/7.65min,173894.77,330130.47,281815.53,457473.16,193287.4,169568.58
2717/838.4332mz/7.64min,22032.354,34011.863,104849.61,0.0,967006.1,1460457.9
2718/467.3852mz/7.65min,9631.032,20320.232,25864.85,497531.56,361093.88,284193.28
2720/453.2521mz/7.65min,387042.75,495193.56,513776.34,597636.25,417921.8,401751.4
2721/455.2469mz/7.65min,8069882.0,10288768.0,10505018.0,13003639.0,8992728.0,8261873.0
2723/751.3465mz/7.66min,239852.28,806728.8,771415.75,875809.8,601772.25,444491.2
2724/368.3167mz/7.65min,1450270.6,1949165.1,2300816.5,3149919.8,2224274.2,2287698.2
2726/771.3909mz/7.65min,598135.4,0.0,35373.65,0.0,528137.0,1252663.1
2727/758.4972mz/7.67min,269072.75,295119.38,366574.94,0.0,3305690.5,315265.56
2728/782.497mz/7.67min,30574.05,59959.61,169743.03,0.0,2864346.2,21692.031
2730/457.3322mz/7.66min,1855412.2,2084837.9,2440192.0,2629343.2,2144758.2,1896615.6
2732/423.3091mz/7.66min,622581.75,1061218.4,899910.3,1706786.0,312447.44,473488.9
2733/738.5084mz/7.66min,1957715.1,1791115.4,2130435.8,2877.7075,6059558.0,10387516.0
2734/451.1114mz/7.66min,164863.86,284944.84,339275.8,519082.0,274134.78,323776.1
2737/749.3498mz/7.66min,350740.28,584500.3,571709.75,648759.9,439584.38,337348.5
2739/357.3279mz/7.66min,1893309.1,2458750.8,2450424.0,2244993.2,1885436.4,1508957.0
2743/356.325mz/7.66min,14843528.0,19315196.0,19124466.0,17585888.0,15065349.0,12080130.0
2744/355.3217mz/7.66min,61722256.0,79839096.0,79596990.0,72846000.0,62422256.0,50027240.0
2746/833.5186mz/7.66min,11356472.0,1887943.5,11277634.0,6659.8027,4379289.0,18915.805
2748/391.2983mz/7.67min,1344561.6,1657785.4,1419412.8,1388267.6,1273986.0,907174.75
2749/497.2883mz/7.67min,671664.5,766850.8,3547.1318,84257.164,0.0,0.0
2750/387.1627mz/7.67min,524280.66,500218.75,576590.1,708114.7,529522.8,504252.34
2751/544.4218mz/7.67min,90643.52,175762.06,129004.164,404461.7,159480.88,129912.61
2758/313.2383mz/7.68min,431061.5,594697.0,339502.56,101872.69,89220.6,53072.637
2759/731.4862mz/7.68min,706823.5,64540.363,577164.6,32815.24,103538.61,81283.11
2760/343.2852mz/7.68min,825950.56,851448.9,976834.1,1259528.8,921297.7,714016.9
2762/313.2747mz/7.66min,2580067.5,492286.44,603153.6,757049.75,512230.06,568725.75
2763/480.309mz/7.68min,136878.05,15148057.0,14125590.0,24399.344,21228608.0,10295244.0
2767/769.5011mz/7.68min,13193354.0,127080.75,41560.047,2967.107,893476.94,9303.822
2768/766.503mz/7.68min,4174174.8,2457522.8,875963.06,3205.2568,2676587.5,344067.9
2769/756.5187mz/7.69min,59048.04,25638.062,198436.58,2882.8826,604701.94,272932.94
2770/351.1864mz/7.68min,2717554.2,3087382.2,4076541.5,4433468.5,3362959.8,3523578.8
2773/742.5031mz/7.68min,7944074.0,1696768.4,1141019.9,302920.72,1384874.5,868787.8
2780/354.1868mz/7.68min,276760.62,358105.03,466603.66,509829.7,378452.2,407312.78
2781/713.4759mz/7.68min,1049061.0,32690.814,872346.7,78124.31,370370.22,139766.88
2783/397.3321mz/7.68min,444679.5,744487.06,705665.06,850263.44,646732.5,612906.06
2784/307.195mz/7.68min,0.0,0.0,0.0,767145.5,0.0,0.0
2786/325.2747mz/7.66min,327091.4,387744.3,321132.94,1025838.3,210350.12,492359.5
2789/653.3013mz/7.66min,0.0,7862.1206,0.0,1197755.8,0.0,0.0
2790/901.3645mz/7.68min,0.0,0.0,0.0,1448055.2,0.0,0.0
2792/325.1842mz/7.68min,496731.12,328031.9,523053.9,461636.22,546790.4,534244.7
2796/339.1998mz/7.68min,433892.25,308739.53,387059.2,3963453.5,423469.44,366191.47
2800/695.4657mz/7.68min,5445293.5,399860.0,1479253.4,218550.47,6725520.5,1746444.5
2802/116.9285mz/7.69min,45633480.0,54282720.0,59195636.0,55442880.0,44083924.0,58920012.0
2803/117.9286mz/7.69min,5241524.0,6220592.5,6675998.0,6243255.5,4962659.5,6837788.0
2804/321.2103mz/7.68min,776165.1,196634.78,100256.26,16306.205,600610.7,657371.5
2805/729.47mz/7.69min,705849.25,631430.25,7197.1636,0.0,0.0,0.0
2806/671.4659mz/7.69min,7202847.0,1243477.2,2152367.5,1783182.2,7103746.5,11671995.0
2807/467.2776mz/7.68min,792713.4,241465.27,751232.1,0.0,897986.25,561570.1
2808/355.1583mz/7.69min,4601820.0,5685776.5,5665605.0,9431141.0,4951691.5,6183964.0
2809/419.1082mz/7.69min,200757.89,237903.48,336883.28,361078.78,262815.03,256067.44
2811/409.2359mz/7.68min,1036159.3,194122.8,104234.09,299387.47,35627.965,60339.312
2812/435.2516mz/7.68min,604808.56,74925.945,25565.14,206476.3,19822.592,3389.2476
2814/337.206mz/7.69min,0.0,0.0,0.0,1272533.6,0.0,0.0
2816/579.3301mz/7.69min,593291.4,380888.75,113863.28,50729.227,607665.8,490199.06
2817/356.1603mz/7.69min,1052542.0,1308021.6,1314614.2,2220731.0,1140720.0,1417168.8
2818/835.5307mz/7.67min,1138212.2,100391.72,1039667.4,1324668.4,64218.227,1846977.0
2821/421.1052mz/7.69min,253550.97,320348.44,450384.38,463553.9,342134.34,331986.56
2822/285.2071mz/7.69min,215809.73,346249.28,326577.3,432690.62,204979.75,249730.95
2824/255.2328mz/7.69min,302724.25,150149.97,319127.66,407211.56,320204.62,116098.664
2826/327.2904mz/7.69min,8525813.0,10654043.0,12037253.0,15097775.0,9760164.0,10344220.0
2827/114.9341mz/7.69min,2337688.2,2751469.8,2943546.8,2871840.2,2207095.5,3055031.5
2828/118.9268mz/7.69min,1216487.1,1458561.2,1695729.1,1606283.6,1232471.0,1633053.6
2830/473.2822mz/7.69min,10095334.0,2977614.2,5393519.0,0.0,8522472.0,7163239.0
2835/323.2591mz/7.7min,883371.1,1175408.9,1588887.8,1931370.8,1198724.4,1324994.4
2836/379.252mz/7.66min,57535.65,124417.45,12108.808,883315.06,15713.262,0.0
2837/132.9234mz/7.7min,1127259.9,1307456.4,1400259.5,1614387.1,1091132.1,1215043.8
2839/100.9336mz/7.71min,4456407.5,4601349.0,5046653.5,4774380.0,3895740.5,4777032.0
2843/459.3116mz/7.71min,927769.06,871242.7,1418510.5,861180.5,1267006.4,1485902.4
2844/115.9207mz/7.71min,38329424.0,29646234.0,30392572.0,31366182.0,26828762.0,58366944.0
2845/113.9262mz/7.72min,1932085.8,1536486.0,1557827.5,1617116.9,1373733.1,3310946.8
2846/144.9234mz/7.72min,5759917.0,5785280.5,8345768.0,6581151.0,5381392.0,6167423.5
2847/371.3165mz/7.72min,208654.56,292595.34,332701.88,321729.34,208579.84,191916.31
2851/637.433mz/7.74min,99608.29,143238.36,131320.02,119242.15,44816.31,43367.555
2852/473.3261mz/7.72min,7066.1997,114131.945,94074.51,269369.8,101729.375,182504.94
2853/99.9258mz/7.72min,4149464.5,6049877.0,3183115.5,6417479.0,4603542.5,29125938.0
2854/134.8946mz/7.74min,8013436.5,11290804.0,10858834.0,3877721.2,4191424.5,9003762.0
2856/461.3635mz/7.77min,66478.02,104974.05,80504.22,231540.97,101397.766,76983.73
2857/381.1737mz/7.79min,201746.69,183669.77,336224.56,747951.2,73678.99,115144.55
2859/397.3321mz/7.81min,1203114.9,1424807.2,1515398.5,1671187.6,1166879.8,1322290.0
2861/381.3373mz/7.82min,84911.77,146205.36,159852.39,219161.39,283787.75,348964.8
2863/437.2169mz/7.85min,0.0,3909.542,0.0,189623.86,0.0,3238.6357
2864/327.2904mz/7.94min,213316.55,458937.47,488938.8,473209.47,393872.75,205332.92
2865/134.8946mz/7.82min,7274173.0,5663385.5,6406473.0,15215784.0,3965573.2,5150304.5
2866/313.2748mz/7.87min,373427.78,451148.72,486683.47,390228.4,356050.25,423796.44
2867/480.3093mz/7.8min,6309818.0,2912982.5,4296481.5,0.0,3159276.5,3257867.0
2869/469.2626mz/7.88min,12221.865,34247.887,37936.594,69878.62,17020.771,8174.0566
2870/370.3406mz/7.88min,301358.53,332498.5,326065.44,257859.06,256541.61,201804.0
2871/369.3372mz/7.88min,1239236.2,1399158.0,1400571.0,1130861.0,1084417.4,872174.06
2872/637.4325mz/7.92min,239711.81,297610.56,333319.34,353048.06,107796.99,226380.1
2873/580.2347mz/7.88min,1621473.9,448576.47,606951.94,0.0,731338.4,601026.06
2874/473.2822mz/7.88min,0.0,598721.4,0.0,5702952.0,3374.5024,0.0
2875/469.3321mz/7.92min,601787.6,316106.06,0.0,286097.72,647369.56,334060.16
2877/554.4788mz/7.94min,38616.977,110295.75,58722.79,976568.06,372811.22,392469.28
2878/714.5084mz/8.02min,65239.887,401090.66,529006.1,0.0,21284790.0,875471.4
2879/353.2696mz/7.96min,450958.94,506518.9,563019.0,0.0,579937.2,667779.0
2880/814.4341mz/8.02min,0.0,3426.817,0.0,0.0,3080578.0,105035.195
2881/447.3478mz/7.98min,116536.67,181041.62,164577.23,402417.16,141602.1,213161.39
2882/441.2029mz/7.99min,0.0,0.0,85131.93,31946.39,3415.3862,0.0
2884/411.3478mz/8.01min,93782.33,114922.04,108387.664,111749.34,76665.51,92242.664
2886/461.3272mz/8.0min,295972.53,297892.38,366200.34,370162.4,330548.5,627008.2
2887/371.3165mz/8.04min,522441.2,695712.0,711872.3,428993.84,832410.0,805187.1
2890/353.2697mz/8.03min,0.0,209030.88,0.0,717332.0,3276.0984,12776.3545
2891/427.2154mz/8.09min,185731.67,556908.9,422717.22,908995.7,219874.53,172094.17
2892/383.353mz/8.09min,4438981.0,6332643.5,5698003.5,5875373.5,4026978.0,3036441.0
2893/483.2781mz/8.09min,220497.33,511506.1,444758.3,624630.7,274972.56,180184.86
2895/327.2904mz/8.11min,7169550.0,11719007.0,10955779.0,12952957.0,7191677.0,7305775.5
2899/395.3528mz/8.12min,177543.67,333747.84,339739.16,403588.5,152117.78,195385.86
2900/673.4097mz/8.13min,584161.6,846270.0,920582.06,1216399.6,395281.6,408518.8
2901/321.2106mz/8.13min,0.0,0.0,0.0,696325.3,0.0,0.0
2902/572.4535mz/8.13min,68408.21,266994.75,153802.55,466365.25,99826.85,65571.46
2904/481.3532mz/8.13min,242042.53,531095.25,426962.8,722530.2,310404.03,227127.47
2905/371.3165mz/8.1min,174183.34,383125.8,326621.2,541651.06,488737.06,484378.4
2910/771.3907mz/8.13min,1629796.8,123284.32,448916.72,47575.26,2220072.0,3853825.0
2911/833.5185mz/8.13min,7251766.5,1624388.5,6883247.0,0.0,2287526.8,6864.913
2913/729.4685mz/8.14min,1133779.0,1497405.6,68068.69,0.0,10064.99,3534.9663
2915/99.9258mz/8.14min,3036380.8,38313276.0,4143310.2,38052052.0,30001406.0,5226351.0
2916/397.3321mz/8.14min,484623.62,856915.5,798761.5,1323295.0,564287.6,587293.5
2917/508.3639mz/8.13min,818660.25,1292175.4,708953.94,774667.8,637822.94,224428.06
2918/766.5029mz/8.14min,2939648.0,2053699.4,766848.5,0.0,1846358.1,263858.25
2925/469.2835mz/8.14min,0.0,0.0,0.0,495760.7,0.0,0.0
2926/473.327mz/8.09min,223557.47,248158.75,249402.72,1636027.0,286821.1,237955.56
2927/381.301mz/8.14min,102319.07,289102.47,265418.1,411112.78,162963.23,146946.12
2928/713.4761mz/8.14min,1067252.9,271135.4,1252274.1,123369.32,269907.53,280980.03
2930/461.3273mz/8.14min,445171.25,540320.2,524024.25,927502.2,436870.16,202406.5
2931/339.1997mz/8.14min,796795.06,440256.2,514967.88,480178.25,496148.0,432879.5
2932/480.3093mz/8.14min,6155272.5,2991166.0,4708523.5,0.0,4780284.5,673005.0
2933/383.1895mz/8.14min,2427951.2,4041960.5,3326131.8,7194362.0,2420717.0,2166635.8
2935/742.5033mz/8.14min,4306514.0,1376294.5,636557.1,227931.14,1382378.4,1185512.0
2937/756.5199mz/8.14min,50437.176,73547.375,62566.75,0.0,599020.56,332100.9
2938/115.9207mz/8.14min,122135520.0,63775636.0,171636080.0,63824896.0,124857710.0,27014184.0
2939/114.9341mz/8.14min,553791.4,2837923.2,2686108.2,3209006.5,1005887.25,978945.2
2940/657.4503mz/8.14min,843437.94,43580.938,117356.83,0.0,1084416.0,124649.24
2943/769.5019mz/8.14min,2275906.5,146204.39,41627.34,7431.169,961669.3,154975.31
2950/384.1918mz/8.14min,635715.2,1050644.5,863377.8,1937327.5,612854.7,563216.25
2951/731.4858mz/8.14min,703871.4,237920.47,681675.6,18140.582,99726.64,96454.28
2953/697.4806mz/8.14min,4113919.8,401375.03,1725804.5,310319.5,3222949.8,4556222.0
2955/695.4658mz/8.14min,9814745.0,1290872.5,4297574.0,390605.47,9076020.0,4941241.5
2958/132.9234mz/8.14min,2115976.2,2507335.0,810907.5,2637494.5,4305170.0,168808.12
2960/671.4661mz/8.14min,19427176.0,4620358.0,8158236.5,3452991.5,12751900.0,34664144.0
2962/116.9284mz/8.14min,2126206.8,53915772.0,51154170.0,61369196.0,19052078.0,18519970.0
2963/117.9286mz/8.14min,255993.14,6225463.0,6071532.0,7256927.0,2185172.0,2123956.0
2964/563.3354mz/8.14min,694237.5,420495.78,541557.0,160026.94,670210.94,1751261.1
2966/311.1686mz/8.14min,1145279.2,912317.9,1428502.5,658057.7,1011854.7,1432835.1
2967/283.2641mz/8.14min,79059.7,285847.47,237085.25,433050.97,167430.9,145552.12
