"MetaboAnalyst_ID","POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML","POS_TJGIp8_1_Run19.mzML","POS_TJGIp8_2_Run84.mzML","POS_TJGIp8_3_Run206.mzML","shared_name"
"278/254.1385mz/2.08min",2.40014668822348,1.88643632283613,2.08235216217226,2.44051915387686,2.31644821246065,2.02840710809881,"278"
"281/102.0914mz/2.13min",2.32104600028095,2.32136742855333,2.49699123332338,2.40534211251482,2.60911844503576,2.44370950732876,"281"
"282/232.1543mz/2.1min",2.91113891738252,2.75361499109184,2.72520968433347,2.37553872544892,2.72019674523119,2.6187740156074,"282"
"285/217.1047mz/2.2min",2.97426146738622,2.92533875719431,2.98136673172231,3.01735200544421,2.80498737783199,2.81507144482868,"285"
"286/195.1227mz/2.21min",2.82745052047528,2.27452404899781,2.28279832822168,2.74731584123275,2.37929600460191,2.20265527511825,"286"
"287/157.0835mz/2.21min",2.69662974348443,2.45605951916696,2.55636457247912,2.65002761895784,2.54152305201578,2.54808542781241,"287"
"288/113.0597mz/2.22min",3.10637915052967,2.76719736158,2.82689243473036,2.79121459518512,2.80666428020214,2.75700804279257,"288"
"292/231.1702mz/2.32min",2.29404077762947,1.73896531734894,2.17658452417088,2.38803263704591,2.2495442454552,2.20250448107253,"292"
"293/146.06mz/2.34min",3.05109462627606,2.68761532271249,2.75544058409718,2.75829958839064,2.77415156229851,2.65904893857966,"293"
"296/157.0835mz/2.38min",2.6733859380836,2.91527173919804,3.01670811595073,2.6731962817012,2.76193831613398,2.90491863455336,"296"
"300/114.0914mz/2.4min",3.00743968886685,2.60860673126099,2.55157279355627,2.84203528810083,2.72912581560469,2.59990837617135,"300"
"301/190.0499mz/2.41min",2.92829700458122,2.90978030876149,2.94969495031951,2.79922051432761,2.93550816030964,2.91805818091715,"301"
"306/141.0546mz/2.45min",2.60843289958913,2.76913365327571,2.82844881017814,2.73359150395794,2.91530737528628,2.8877272199016,"306"
"307/201.1597mz/2.46min",2.31998537174121,2.11124079317612,2.06170760098734,2.06128196639577,2.42570306791557,1.86035812986174,"307"
"309/102.0914mz/2.49min",3.64853153182046,3.21309773930456,3.24168289019678,3.26642889771922,3.58378709533132,2.99295699039399,"309"
"311/231.1702mz/2.47min",1.43679030284112,2.43517531029663,2.1289679770825,0.699864351972898,2.18388976156401,2.20489905829771,"311"
"313/216.123mz/2.52min",2.1514275001123,2.25308617108246,2.2272452993684,2.16288245776065,2.25516906013213,2.20281323467247,"313"
"314/246.1699mz/2.55min",2.86567051706768,2.572851451929,2.55294783912442,2.59511523388381,2.59448153007927,2.46838213345409,"314"
"316/130.1591mz/2.53min",3.28121791692045,2.31404016731849,2.316650976762,3.1663210838971,2.3774463423202,2.30606393847362,"316"
"323/771.2479mz/2.57min",2.73698895863525,2.55218552194554,2.59636419367579,2.86775607228945,2.77176523735299,2.54932728173549,"323"
"324/793.23mz/2.57min",2.90490740741424,2.76658742804623,2.80556075366414,2.98962943891978,2.8896210705775,2.74899241016315,"324"
"326/405.1007mz/2.57min",2.19588953566059,2.56920096535837,2.62492878707113,2.42363347601075,2.64607051578644,2.62124212379478,"326"
"331/197.1285mz/2.61min",1.6631954273129,2.27318318439633,2.34187145200254,1.73746011367268,2.59814281445621,2.39515741261734,"331"
"335/316.2117mz/2.67min",2.65081349970149,2.41652017301736,2.39551497165717,2.60953123621904,2.48187683664249,2.37919729545298,"335"
"337/130.1591mz/2.64min",2.11346047624386,2.98737530209462,3.0933342409105,2.39806140539643,3.2325848510648,2.92471611865,"337"
"342/120.0445mz/2.73min",3.09871957682155,3.13558999895962,3.15548963407698,3.02936857714043,3.262552990008,3.21023879857333,"342"
"343/138.055mz/2.73min",2.49381773900367,2.55017303362028,2.57255161255008,2.43757123150417,2.67681017775497,2.65533235202034,"343"
"344/245.1859mz/2.76min",2.03570203622351,2.36183966429076,2.35969051087738,2.09406968021274,2.45589102860115,2.57815544070934,"344"
"351/317.1705mz/2.85min",2.29575021070083,2.50437788540376,2.48773238571782,2.59099956256653,2.48811719532641,2.55109385436972,"351"
"352/339.1525mz/2.85min",2.09367364989824,2.54958686767738,2.50651364947622,2.44101939649088,2.50364502889223,2.54417500565954,"352"
"355/215.1255mz/2.89min",2.5133284775891,2.30552165539717,2.25483014146142,2.38167690275011,2.22996487171802,2.15923834580186,"355"
"357/215.1755mz/2.89min",2.60591104639056,2.3763483942693,2.13074656308909,2.0980397575008,2.52022291791929,1.99159668624294,"357"
"361/170.1176mz/2.95min",2.7661237399415,2.51793380218048,2.43584144012259,2.69830252874998,2.06152996836773,1.90659095048893,"361"
"363/210.1101mz/2.96min",2.76778035446162,2.59097705003411,2.48216996107663,2.74353237680531,2.10969675264034,1.88883076696732,"363"
"365/428.2042mz/2.97min",2.65215381389051,2.64518256342507,2.60593794050999,2.72805601240406,2.60659641661453,2.58362365959172,"365"
"368/155.0703mz/2.98min",2.50033897714185,2.63611432865663,2.70754335591216,2.52582632626233,2.78848106150996,2.75745029068138,"368"
"373/231.1703mz/2.99min",1.9024178289751,2.13143905475849,2.14830809237353,2.0426460128636,2.20059445955007,2.13702184432402,"373"
"378/210.0737mz/3.05min",2.21151272144106,2.27138299462108,2.30366617325212,2.3453154842028,2.40159925143918,2.31944862832753,"378"
"380/114.055mz/3.06min",2.27850159210806,2.05047156761102,2.09746755602877,2.31407912564701,2.33747387430618,2.03060211404055,"380"
