"","filter","POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML","POS_TJGIp8_1_Run19.mzML","POS_TJGIp8_2_Run84.mzML","POS_TJGIp8_3_Run206.mzML"
"275/146.1176mz/2.07min",321330.03,390600.94,258922.44,330650.62,312009.44,335462.28,300961.2
"276/144.1019mz/2.09min",80660.05,49199.188,15103.947,113513.625,94770.45,340955.16,66549.65
"278/254.1385mz/2.08min",429094.55,492422.66,234368.27,365766.44,589753.8,545135.6,331013.6
"280/170.0812mz/2.1min",255111.41,243944.94,232905.72,329703.4,220548.53,316250.84,266277.88
"281/102.0914mz/2.13min",749650.65,410428.34,638013.6,950261.06,543868.25,1069485.2,861287.7
"282/232.1543mz/2.1min",1489141.05,1597093.2,1726145.9,1607168.4,507797.22,1381188.9,1288880.8
"284/184.1696mz/2.16min",177525.94,84380.1,114198.85,240853.03,114154.91,654497.8,931675
"285/217.1047mz/2.2min",2125643.3,1846940.1,2563310.8,2898801.2,2225889.5,1678973,2025397.1
"286/195.1227mz/2.21min",605156.85,1317170.1,572778.3,580296.6,1195273.9,630017.1,494417.7
"287/157.0835mz/2.21min",964987.405,974588.06,870005.56,1089472.5,955386.75,915333.56,1095277.5
"288/113.0597mz/2.22min",1776457.15,2503632,1780983.4,2031160,1322410.2,1685468.4,1771930.9
"290/116.0528mz/2.26min",66516.457,14489.091,145005.38,98870.98,2897.8182,179799.16,34161.934
"291/144.1019mz/2.26min",23911.294,27831.307,19991.281,12809.636,115762.516,144240.69,8970.332
"292/231.1702mz/2.32min",460851.48,385684.44,166889.03,454397.8,522617.84,467305.16,494246.06
"293/146.06mz/2.34min",1523339.95,2204377.5,1482783.8,1723027.8,1225889.1,1563896.1,1414124.6
"294/187.094mz/2.34min",273893.32,200853.92,737196.5,323563.44,44913.18,254634.7,293151.94
"295/146.1175mz/2.32min",220508.445,124545.61,157340.03,227835.97,213180.92,243187.69,274109.6
"296/157.0835mz/2.38min",2005717.5,923798.56,2504576.2,3144559.5,1007738.56,1520528.8,2490906.2
"300/114.0914mz/2.4min",1323012.25,1993567.9,1236144.5,1077517.9,1486575.2,1409880,1234090.8
"301/190.0499mz/2.41min",2370348.15,1661454.1,2473106.5,2694924.8,1347014,2267589.8,2567420
"305/239.1488mz/2.44min",185916.375,581280.1,188410.78,176440.69,421430.5,183421.97,129799.37
"306/141.0546mz/2.45min",1913696.85,795470.8,1788941.6,2038452.1,1158092.1,2164530.5,2394230.5
"307/201.1597mz/2.46min",371033.75,409427.22,393281.3,348786.2,246282.5,701066.8,224800.28
"308/386.1273mz/2.52min",83560.0885,52520.445,140264.05,46275.547,225773.92,109961.81,57158.367
"309/102.0914mz/2.49min",5125563,8724145,4972333.5,5278792.5,3949849,10088891,3050673.5
"310/103.0947mz/2.49min",257829.64,460195.47,246678.53,268980.75,197094.19,518651,131312.88
"311/231.1702mz/2.47min",404476.05,53577.383,829159,407211.16,10715.4766,401740.94,496978.72
"312/184.1696mz/2.47min",153003.775,12037.457,136735.1,169272.45,35144,196433.38,203475.05
"313/216.123mz/2.52min",483997.22,277727.47,545191,510619.03,311196.03,473396.88,494597.56
"314/246.1699mz/2.55min",1057488.075,1438341,1138450,1080934.9,841912.25,1034041.25,911634.75
"315/245.1859mz/2.58min",77389.612,109859.61,53720.004,27969.926,149997.88,101059.22,5593.9852
"316/130.1591mz/2.53min",627339.56,3744633,627339.56,627339.56,3136697.8,627339.56,627339.56
"322/167.1067mz/2.57min",134293.86,250235.83,93345.26,87482.92,250516.34,174833.7,93754.02
"323/771.2479mz/2.57min",1146497.85,1069498.8,1085545.5,1194581.8,1577275.9,1555326.5,1098413.9
"324/793.23mz/2.57min",1856143.95,1574340.8,1778483.9,1933804,2088243,2040221.9,1739526.9
"325/386.1273mz/2.57min",270296.79,135564.78,405028.8,712930.1,435944.4,74467.34,123931.72
"326/405.1007mz/2.57min",1146693.45,307666.97,1128920.8,1275793.8,567263.8,1164466.1,1296226.4
"328/202.1802mz/2.65min",159838.755,165587.67,132051.69,136155.72,154089.84,182557.75,174911.98
"329/231.1202mz/2.61min",305969.9,96936.07,402516.62,450779.06,132508.36,248709.05,363230.75
"331/197.1285mz/2.61min",617930.9,90237.43,571012.6,664849.2,116845.414,1042795.5,770186.94
"333/283.1749mz/2.62min",126476.22,291131.97,126411.66,126540.78,186494.61,94796.9,91216.43
"334/245.1859mz/2.64min",205005.57,459128.06,172183.3,202329.83,539901.7,194973.44,207681.31
"335/316.2117mz/2.67min",796084.23,877010.6,794296.56,752257.75,870327.75,797871.9,742396.7
"337/130.1591mz/2.64min",2781995.5,254478.92,2956908,3751335.8,534826.6,4494084,2607083
"341/114.0914mz/2.73min",273972.415,295603.5,246469.36,268298.75,270909.03,375259.84,277035.8
"342/120.0445mz/2.73min",4244074,2459863,4159609,4328539,2288338,4815144.5,5031269
