"","filter","POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML","POS_TJGIp8_1_Run19.mzML","POS_TJGIp8_2_Run84.mzML","POS_TJGIp8_3_Run206.mzML"
"343/138.055mz/2.73min",1105686.2,610954.8,1080526.8,1130845.6,585764.2,1249874.8,1402074.5
"344/245.1859mz/2.76min",696512.175,212761.66,700329.1,692695.25,265595.84,751531.8,1173800.2
"345/344.2277mz/2.78min",135377.475,389971.7,135761.78,134993.17,270669.53,117830.695,109922.62
"351/317.1705mz/2.85min",882094,387205.53,972389.8,930216.6,833971.4,809419.25,1102891
"352/339.1525mz/2.85min",905104.845,243144.8,1079069.4,971326.75,590433.5,838882.94,1085459.8
"354/428.2041mz/2.88min",163985.61,117402.266,217620.47,217878.69,154836.14,156418.25,171552.97
"355/215.1255mz/2.89min",529564.56,639027.9,615154.44,544103.9,515025.22,446705.4,447380.53
"356/393.2092mz/2.92min",75451.305,86437.19,35876.863,148759.61,64465.42,57010.496,166327.28
"357/215.1755mz/2.89min",566501.425,790865.06,724120.6,408882.25,268034.9,871523.8,304113.3
"358/388.2539mz/2.91min",109834.863,412532.97,95153.94,147756.88,108987.89,64886.137,110681.836
"361/170.1176mz/2.95min",914337.4,1143707.8,1003220.3,825454.5,1067712,303100.25,250051.62
"363/210.1101mz/2.96min",1033228.6,1148078.8,1186969.5,918378.4,1184906.2,338651.56,240032.19
"365/428.2042mz/2.97min",1166048.9,879721.4,1344760.9,1221208,1143424.8,1063292.5,1188673
"367/120.0808mz/2.98min",151642.685,131713.84,132579.64,158335.75,144949.62,259346.69,175113.42
"368/155.0703mz/2.98min",1430038.2,620197.94,1316972.9,1543103.5,717757.8,1616357.4,1773736.2
"369/412.2092mz/3.0min",178720.93,160273.88,200099.64,181809.34,192735.94,175632.52,174261.25
"372/303.1412mz/3.03min",329182.68,133668.62,368192.66,384830.38,65776.02,290172.7,586791.4
"373/231.1703mz/2.99min",414749.325,156534.17,412004.12,425755.03,235937.84,417494.53,425070.12
"374/432.28mz/3.03min",117676.002,359834.03,127074.02,90355.734,284644.3,107385.85,108277.984
"375/249.1594mz/3.07min",278770.4,459464.97,298302.38,250110.62,259238.42,697434.7,171339.06
"378/210.0737mz/3.05min",588755.6,318936.38,568650.6,608860.6,473660.4,663216.9,646974.8
"380/114.055mz/3.06min",375424.69,372128.5,341927.53,378720.88,440788.97,572176.75,332690.84
"381/142.0863mz/3.06min",615921.825,604984.9,509180.75,562535.3,696117.6,782053.1,626858.75
"382/188.0917mz/3.06min",941006.875,932429.5,776665.44,844840,1067978.9,1131599.4,949584.25
"383/219.1128mz/3.06min",562258.095,352725.3,559658.94,642998.25,349878.5,570683.75,564857.25
"384/211.1441mz/3.07min",529513.76,47302.594,490311.22,568716.3,165511.31,866134.7,801958.56
"386/387.1405mz/3.08min",19706.6805,24192.236,18566.328,20847.033,3713.2656,353412.03,3713.2656
"387/245.1358mz/3.08min",24130610,9619871,27615982,29707324,12607005,22303192,25958028
"388/240.1805mz/3.08min",16049017.5,24648038,13498619,12559696,22108186,18599416,10731429
"389/268.2115mz/3.08min",363282.99,104349.625,498661.44,442106.28,127873.95,286194.78,440371.2
"390/103.0753mz/3.08min",1981210.75,1985031.4,1977390.1,2013739.2,1951832.6,2284312.8,1634151.6
"391/147.1015mz/3.08min",831653.73,837494.56,825812.9,850057.1,814249.25,959109.3,681897.06
"392/223.154mz/3.08min",7341886.75,8144471.5,6878766.5,6982858,7700915.5,8147859.5,5770771
"394/261.1096mz/3.09min",781432.37,277666.9,928071.8,943931,536623.4,634792.94,1175124
"395/271.115mz/3.1min",508843.815,293022.4,573502.6,513225.88,375046.44,504461.75,767643.56
"397/186.1125mz/3.09min",434707.455,294238.56,457625.22,424271.75,244986.36,445143.16,474645.84
"398/412.2091mz/3.11min",1228061.8,990968.3,1444257.4,1360155.8,1047178.3,1216467.8,1239655.8
"402/109.1012mz/3.14min",594044.075,722184.4,555626.56,648579.4,619027.75,569060.4,527577.9
"404/172.1332mz/3.15min",560378.42,1526660.6,476312.84,765657.7,644444,460371.12,418720.5
"405/194.1152mz/3.14min",715718.8,1266361.2,796221.2,1111965.1,586969.94,623254.8,635216.4
"411/269.0895mz/3.2min",279438.97,171044.14,311951.06,287119,187450.64,301700.66,271758.94
"412/247.1077mz/3.2min",1345523.35,1016043.75,1403087.2,1328729.1,1009766.3,1407103.1,1362317.6
"416/182.0812mz/3.24min",1032523.825,650780.56,1104357.8,1121868.5,509181.38,1005267.25,1059780.4
"420/284.2066mz/3.27min",7025185.25,10578400,6193035,5825764.5,9771429,7857335.5,5267444
"421/103.0753mz/3.27min",316625.91,243595.92,341012.1,348278.88,244874.42,343504.2,292239.72
"422/147.1015mz/3.27min",225823.915,168259.2,243612.02,249738.9,177915.08,239448.8,212199.03
"423/267.18mz/3.27min",1400869.05,1146126.4,1455278.6,1505080,1171069.1,1452147.1,1349591
"424/289.1619mz/3.27min",5597683,2389022.5,8008495.5,9561840,3546828.2,4954946,6240420
"425/245.137mz/3.26min",539530.795,752860.8,1280700.8,565731.25,513330.34,268905.3,303277.94
"426/146.06mz/3.27min",379130.28,392434.8,342876.88,386974.22,287344.8,422953.5,371286.34
"427/285.1306mz/3.29min",135318.855,114972.98,115287.766,869745.6,158032.47,120956.73,149680.98
"429/215.1253mz/3.29min",212506.64,61642.508,294998.66,333013.56,73900.375,203399.84,221613.44
"430/179.0702mz/3.3min",83885.57,74835.836,71389.79,98817.99,87350.16,105293.77,80420.98
"431/200.0973mz/3.3min",342923.31,164366.97,498894.22,583003.25,170542.92,315168.5,370678.12
"432/177.1121mz/3.3min",585297.9,1097636.2,573954.1,582042.5,896905.9,588553.3,413158.22
"433/245.1858mz/3.26min",450819.295,248104.22,422889.12,478749.47,345652.28,507786.28,507845.53
"434/87.0441mz/3.3min",1711319.7,2501364,1678397.4,1744242,2106466.8,1605602.1,1197791.5
"435/199.0941mz/3.3min",4181742.75,2144506.8,5972365,7008861,2469089.2,3857825,4505660.5
"437/284.1392mz/3.33min",83178.594,83178.594,83178.594,83178.594,415892.97,705235.44,83178.594
"439/448.197mz/3.34min",373118.39,161016.28,158646.98,418328.06,327908.72,466652.56,429522.53
"441/147.0804mz/3.35min",350562.595,198937.72,375875.8,345680.16,292037.4,384953.72,355445.03
"442/165.0911mz/3.35min",141120.1,215334.06,91231.98,134709.86,147530.34,173729.2,100866.2
"443/199.1441mz/3.42min",129459.905,384798.8,69968.59,62871.188,462066.94,188951.22,19564.953
"444/245.1382mz/3.36min",1858862.5,1470129,1817354.6,1193309.5,2168137.5,1900370.4,1912943.9
"445/227.1277mz/3.36min",827473.12,772191.75,784784.44,766933.94,995400.8,870161.8,881223
"446/285.1307mz/3.36min",1681035.05,1314347.8,1620793.2,1560354.9,1768902.5,1741276.9,1765897.8
"447/440.3115mz/3.38min",50211.405,185736.1,142265.66,59036.23,41386.58,8277.316,8277.316
"449/265.1413mz/3.4min",139418.345,98382.516,150580.12,169865.3,70689.85,132857.69,145979
"450/325.2272mz/3.44min",4647.6118,4647.6118,4647.6118,4647.6118,206136.36,23238.059,4647.6118
"453/462.6738mz/3.42min",794925.3,337960.47,808599.4,808913,463042.16,781251.2,849643.06
"455/946.3228mz/3.43min",319634.735,300704.25,317430.75,307142.47,365862.72,407880.5,321838.72
"458/125.0961mz/3.45min",194967.15,160574.69,172326.6,177306,212628.3,233482.23,232270.8
"459/105.0699mz/3.45min",520000.275,334054.03,554116.75,562311.5,485883.8,471678.62,585719.7
"460/164.1071mz/3.45min",1764505.8,1218127.2,1857517.8,1914666.8,1671493.8,1607041.1,1992475.4
"461/273.1671mz/3.45min",489124.67,668929.5,544900.06,427806.4,607644.7,433349.28,400275.56
"462/230.1175mz/3.47min",308894.73,352051.84,325531.4,282917.1,252408.31,429712.72,292258.06
"463/228.2322mz/3.44min",2247.279,256864.25,749.093,749.093,230213.05,3745.465,749.093
"464/267.157mz/3.54min",635329.2,413028.9,670489.6,694031.2,412139.22,766746.44,600168.8
"467/185.0809mz/3.48min",1238400.25,1139599.5,1223288.6,1182665.6,1348207.1,1253511.9,1380464.6
"468/207.0628mz/3.48min",688284.58,171686.88,809820.1,883909.2,265555.06,566749.06,982403.3
"469/269.1358mz/3.49min",338594.61,360662.34,329812.47,350354.16,255691.66,337372.88,339816.34
"471/229.1428mz/3.52min",494860.91,508894.6,480827.22,475961.9,1584386.6,586334,477489.2
"473/455.2049mz/3.51min",170831.995,89669.11,178599.3,176930.89,164733.1,126758.625,252705.48
"475/877.3769mz/3.52min",429163.65,353421.06,472788,377562.9,545026.7,413582.6,444744.7
"476/439.1918mz/3.51min",857399.45,347447.6,1064453,918483.3,701826.06,796315.6,1049658
"477/458.1653mz/3.52min",235699.96,94954.8,252171.69,385831.94,92262.61,219228.23,458815.4
"479/899.3588mz/3.52min",1644104,1077664.9,1792621.1,1641518.9,1646689.1,1592883.6,1673754.5
"481/163.1329mz/3.53min",185914.62,395944.34,152160.44,124824.17,389962.22,219668.8,139152.14
"482/179.0703mz/3.53min",641085.325,452340.25,509075.88,687321.75,599992.9,692915.8,682177.75
"483/185.1148mz/3.53min",686985.42,333462.22,703486.3,688020.94,457828.5,685949.9,721098
"484/231.1702mz/3.53min",142340.36,733578.94,142340.36,142340.36,711701.8,142340.36,142340.36
"486/383.2325mz/3.55min",98780.024,98780.024,98780.024,98780.024,493900.12,696545,98780.024
"487/245.1364mz/3.55min",29900.213,15530.326,102796.85,225320.52,34907.99,24892.436,19482.344
"488/181.1335mz/3.56min",177190.58,62966.824,171741,173830.36,314446.6,905418.7,180550.8
"489/468.2354mz/3.59min",64738.459,123896.65,80868.07,65353.285,47474.805,50900.926,64123.633
"490/186.1488mz/3.58min",130407.765,447544.22,106979.67,133256.53,206179.55,127559,52228.066
"494/960.3383mz/3.6min",613959.56,146332.86,835839.6,724097.4,470554.62,503821.72,851442.7
"495/469.6816mz/3.6min",452113.55,111369.84,683915.5,571975.7,301697.8,332251.4,722058.44
"496/229.1433mz/3.6min",3239451.85,3477090.5,3085855.2,2580493.8,3422105.5,3393048.5,2656901.2
"497/269.1358mz/3.6min",2427759.85,2488001.5,2438870.2,2399549.5,2341335.2,2460418,2416649.5
"499/228.2322mz/3.61min",192344.055,1949.252,183672.42,201039.48,9746.26,253772.86,201015.69
"500/207.0991mz/3.62min",574752.21,165246.81,730313,703473.8,237368,509249.22,640255.2
"501/167.1066mz/3.62min",611185.4,386247.94,719101.4,662354.1,457785.1,595863.5,626507.3
"502/906.3301mz/3.64min",306216.05,298142.72,332903.62,278685.44,476342.97,314289.38,288769.72
"503/928.3121mz/3.64min",1570058.75,999082.5,1772899.4,1647962,1568941.9,1510688.1,1571175.6
"504/453.6684mz/3.64min",735047.9,307041.66,888870.4,850574.9,631749.6,637933.2,832162.6
"505/177.1274mz/3.65min",1977228.85,1161418,1949836.5,2210381.8,1602274.6,2128315.8,2004621.2
"507/159.1169mz/3.65min",312296.09,175806.83,403252.47,420848.94,320665.28,303926.9,227197.14
"508/158.154mz/3.65min",206207.44,38927.004,243084.06,317136.56,38927.004,217779.86,194635.02
"513/468.2353mz/3.67min",460428.39,294481.1,607303.5,562091.44,388508.75,409883.72,510973.06
"514/142.0414mz/3.67min",398865,183232.42,456218,501676.2,210290.75,341512,494556.12
"516/163.0752mz/3.68min",4112081,4226938.5,4041869.2,3575648.5,3289989.2,4243413,4182292.8
"520/150.057mz/3.68min",391064.39,150161.69,435836.7,436584.22,198550.77,346834.44,435294.34
"521/161.0961mz/3.68min",16387701.5,12557463,17309730,16291437,13115391,16483966,17174312
"522/162.0666mz/3.68min",185324.08,66275.2,215037.12,210327.16,78905.95,160321,213434.61
"524/162.0993mz/3.68min",1905399.05,1434094.1,1998962.5,1896994.6,1538037.8,1913803.5,2006872.1
"525/179.1066mz/3.68min",620746.85,539089.06,647763.6,593730.1,585102.1,655292.2,671995.25
"526/161.5649mz/3.68min",1038761.9,464539.12,1190850.6,1218922.8,574257.9,886673.2,1231616.2
"528/294.1333mz/3.69min",621790.3,642691.44,509388.03,612502.4,631078.2,821545.56,328697.78
"529/231.1702mz/3.69min",246346.005,44125.962,272062.2,305404.97,44125.962,506259.66,220629.81
"530/218.028mz/3.69min",1293392.95,698190,1525410.4,2141472,475417.66,2405003.5,1061375.5
"531/116.0528mz/3.7min",896783.83,1471848.9,787424.4,943821.56,849746.1,1739954.6,502877.75
"532/198.1488mz/3.7min",256870.41,600278.7,276483.94,360183.34,237256.88,76919.195,68726.49
"533/88.0216mz/3.7min",242277.83,415053.3,212226.08,243793.14,240762.52,503840.3,120650.82
"534/461.2966mz/3.75min",556567.24,628549.1,484585.38,185368.73,725122.06,631416.6,353983.88
"537/211.0965mz/3.72min",89171.753,153398.55,98158.086,35176.438,127972.76,80185.42,40168.12
"538/233.0783mz/3.72min",787558.55,706730.8,1048135.4,761273.6,824256.75,813843.5,694991.4
"539/149.0597mz/3.72min",581715.75,873878.2,567265.56,526388.25,916596.56,596165.94,513979.1
"540/167.1067mz/3.74min",207965.23,102369.016,217479.88,200740.23,215190.23,236666.7,183802.83
"541/207.0991mz/3.74min",110170.5,55749.5,143906.19,144690.12,60921.133,109893.74,110447.26
"544/158.1541mz/3.74min",69093.623,339266.47,7296.396,36481.98,228360.19,101705.266,7296.396
"547/473.1804mz/3.79min",540458.235,485519.53,468278.12,595396.94,714835.25,656787.3,478278.9
"549/367.2377mz/3.8min",2526521.8,2526521.8,2526521.8,2526521.8,12632609,2526521.8,2526521.8
"550/202.1802mz/3.8min",33660.7055,83293.43,59851.48,76991.08,7469.931,1493.9862,1493.9862
"551/383.2324mz/3.81min",155569.66,155569.66,155569.66,155569.66,777848.3,155569.66,155569.66
"552/208.115mz/3.81min",95101.324,95101.324,95101.324,95101.324,475506.62,95101.324,95101.324
"554/399.2274mz/3.87min",27639.6,27639.6,27639.6,27639.6,811475.75,138198,27639.6
"555/181.1335mz/3.83min",15662.525,1364.604,6823.02,14406.657,22319.254,90269.88,16918.393
"556/251.1624mz/3.85min",165845.215,147225,165823.03,182271.69,116949.56,165867.4,174701.16
"558/325.2272mz/3.88min",34006.4904,221452.8,11335.4968,11335.4968,370968.2,56677.484,11335.4968
"559/473.1805mz/3.87min",713234.55,710513,596197.9,715956.1,819791.9,982678.4,629364.06
"560/519.241mz/3.87min",496854.84,254064.31,481107.06,512602.62,195346.61,639101.94,518342.88
"561/514.2858mz/3.87min",344611.97,708235.8,209159.78,192088.62,706408.4,480064.16,184989.81
"566/318.6262mz/3.92min",311830.96,162770.05,358421.8,377400.88,202665.67,312000.72,311661.2
"567/598.2986mz/3.92min",1145450.7,1070542.9,1129330.4,1161571,1222315,1346600.6,935453.25
"568/208.115mz/3.93min",32472.6516,10824.2172,10824.2172,10824.2172,104758.22,1053709.1,54121.086
"569/367.2377mz/3.93min",85406.796,28468.932,28468.932,28468.932,772468.75,14607433,142344.66
"570/415.2224mz/3.89min",20782.8328,20782.8328,20782.8328,20782.8328,103914.164,570313.44,20782.8328
"572/297.1672mz/3.94min",127567.593,63388.484,183806.89,153796.17,62929.027,101339.016,155405.55
"573/393.2261mz/3.94min",137658.7,107108.484,119524.92,138099.06,143521.39,181850.64,137218.34
"574/398.2384mz/3.95min",12126.0897,89340.086,3370.8164,674.16328,83660.58,20881.363,674.16328
"576/125.0961mz/3.96min",133233.615,136979.19,131826.17,137452.1,121983.766,114426.22,134641.06
"579/383.2324mz/3.98min",2431.0626,810.3542,810.3542,810.3542,330354.16,1013781.6,4051.771
"580/191.1042mz/3.97min",598644.125,116330.97,676408.4,928115.3,183626.83,582679.25,614609
"581/399.2273mz/3.97min",7887.48,7887.48,7887.48,7887.48,39437.4,883180,7887.48
"582/133.1012mz/3.98min",283253.69,288308.94,311622.34,335225.1,232964.53,278198.44,259124.72
"585/233.1536mz/4.0min",138759.16,228009.97,90635.05,106438.82,183616.56,171079.5,92653.75
"586/227.1278mz/3.99min",89359.4325,139287.39,65558.92,64411.504,142938.1,107907.17,70811.695
"587/323.1828mz/4.0min",185934.4,226247.06,127129.734,187781.69,219192.66,166919.42,184087.11
"590/301.1408mz/3.99min",93190.735,34939.336,103859.12,113298.91,61716.785,82522.35,134379.66
"591/120.0444mz/4.0min",67183.645,53740.32,124776.38,80947.836,40057.426,65923.6,68443.69
"593/352.1964mz/4.01min",167281.65,363199.97,131667.8,103055.08,378206,202895.5,118329.24
"594/357.1517mz/4.01min",359279.965,177007.77,409351.53,375591.4,254789.6,342968.53,432641.53
"596/186.1489mz/4.02min",104847.9,108427.33,99853.02,107594.78,102932.36,106763.44,101238.945
"597/200.1646mz/4.02min",164994.655,800359.3,180762.73,337071.72,149226.58,71278.33,60566.72
"598/201.1598mz/4.02min",1216999.95,1064543.8,1227982.1,1206017.8,1251039.2,1492589.9,781740.1
"600/212.1645mz/4.03min",355555.29,725788.75,411770.2,481684.06,299340.38,71242.266,70235.57
"601/203.1179mz/4.04min",633090.56,683774.94,598471.06,705863.75,490575.34,667710.06,577334.25
"605/325.162mz/4.08min",85036.2825,48529.4,106994.79,88180.375,70100.63,81892.19,93114.9
"606/285.1694mz/4.08min",157765.03,150932.5,174274.2,154980.69,171559.38,156073.67,159456.39
"607/359.2213mz/4.08min",601657.825,512947.47,565201.4,494461.78,638114.25,646388.56,661400.3
"609/217.1586mz/4.08min",48717.858,81196.43,16239.286,16239.286,146339.67,245348.55,16239.286
"610/489.3894mz/4.16min",586615.8,801245.1,371986.5,240106.16,1109821.8,869973.8,148549.73
"616/604.2851mz/4.12min",672941.155,741796.56,604085.75,545352.2,915932.06,792293.9,370005
"618/277.5882mz/4.12min",800826.12,554326.1,832317.94,842230.2,677639.94,769334.3,854101.9
"619/582.3032mz/4.12min",2758044.6,2877090,2579293,2638999.2,3167936.5,2971359.5,1979845.2
"620/298.1014mz/4.13min",523613.27,423779.56,167878.69,673037.44,499278.34,547948.2,706133.4
"624/357.1692mz/4.13min",1076740.925,1041529.3,967660.94,1110214.1,1143733.6,1112116,1043267.75
"625/971.3663mz/4.13min",386248.9,340505.34,383269.1,408826.16,428381.3,389228.7,378640.66
"627/297.1482mz/4.13min",4665695.75,4529953,4312765,4801438.5,5443230.5,5325541.5,4454099
"628/369.1692mz/4.13min",644462.18,634030.3,601143.75,654894.06,747529.2,719368.7,599825.2
"629/397.1641mz/4.13min",9358032.5,9245481,8602534,9470584,10595998,10410536,8803108
"631/538.2043mz/4.13min",780619.75,746289.6,758174.8,865392.8,909849.6,782391.9,778847.6
"632/949.3843mz/4.13min",761304.975,659662.75,711125,836521.3,771219.2,906662.8,751390.75
"634/339.1588mz/4.13min",22305393,21995448,20571282,22615338,24939964,24672134,20953126
"635/439.1747mz/4.13min",1421099.65,1374070.2,1329292.2,1468129.1,1583148.4,1649493,1367445.4
"637/497.1774mz/4.13min",1484127.95,1266724,1458714.9,1509541,1649189.9,1514624.9,1361835.4
"638/415.1745mz/4.13min",414933.21,346682.62,399445.3,430421.12,447878.62,474292.72,355043.4
"639/355.1535mz/4.13min",320887.125,316121.25,296164.38,325653,371838.47,386771.94,312727.25
"640/387.1798mz/4.13min",3905799.1,3618286.2,3535256.5,3995755.2,4309376.5,4257015.5,3815843
"641/457.1852mz/4.13min",8856424,8535145,8542098,9170750,10139421,11229666,8283046
"642/475.1958mz/4.13min",2128127.95,2001285.2,1937719.5,2169431.8,2264495.8,2319510,2086824.1
"648/443.206mz/4.14min",6068371.5,5897359,6458949,6242305.5,5255114.5,5522884.5,6239384
"649/385.1642mz/4.14min",479056.185,394232.66,509218.62,525359.5,406490.5,468990.97,489121.4
"651/425.1953mz/4.14min",444937.48,360133.22,484811.12,452315.3,405534.84,437559.66,462066.56
"653/432.1647mz/4.15min",60247.3615,649785.94,47381.26,65252.508,55242.215,128817.016,46149.242
"657/195.1379mz/4.16min",757380.15,361143.5,968233.4,821600.2,492631.1,693160.1,931515.8
"659/285.1693mz/4.15min",1237918.7,1260048.9,1265453.5,1134168.1,1373590.2,1176540,1215788.5
"660/522.2095mz/4.15min",91660.6055,675441.56,81423.516,101897.695,64850.168,169824.4,73810.3
"661/267.1588mz/4.15min",336601.42,457195.25,332870.34,277810.1,451841.03,340332.5,299216.6
"663/325.1618mz/4.16min",952664.7,616783.2,1183508.9,1019465.7,778329.1,885863.7,1090087
"666/471.2004mz/4.17min",390875.775,364592.3,368511.38,382329.25,482233.97,417704.12,399422.3
"668/529.2043mz/4.17min",507302.87,256437.39,560281.94,587547.1,454323.8,427054.12,625675.94
"672/473.1803mz/4.18min",4442048.5,4513368,3735650.2,4370729,4972531,4807881.5,3953412.5
"673/527.1884mz/4.18min",676833.67,486069.4,672025.44,746645.75,715252.2,610929.8,681641.9
"674/324.2319mz/4.22min",210181.164,825546.06,70060.388,70060.388,1005903.1,350301.94,70060.388
"677/217.1587mz/4.2min",150165.49,231832.61,57422.625,65421.496,351475.7,345956.06,68498.37
"678/293.1722mz/4.2min",746565.3,319832.5,734672.5,811556.94,556086.75,758458.1,928215.3
"679/235.1691mz/4.2min",424515.015,462088.47,297168.66,340358.22,917847.8,1013099.8,386941.56
"681/489.3895mz/4.21min",670490.8,165899.92,671427.1,669554.5,162967.2,1091006.5,690962.56
"682/309.1781mz/4.21min",142897.555,109720.78,192824.12,131500.39,154294.72,173577.98,92454.86
"683/287.1962mz/4.21min",263527.755,235457.42,311044.34,244641.67,282413.84,327152.38,185141.61
"688/202.2166mz/4.23min",196078.88,980394.4,196078.88,196078.88,1052479.1,196078.88,196078.88
"690/125.0961mz/4.24min",691924.65,546181.8,713548.9,736416.94,670300.4,638074.25,753150.3
"691/185.1173mz/4.24min",509574.15,279115.9,548309.44,544207.5,387673.84,474940.8,600954.1
"692/162.0676mz/4.24min",427584.31,165177.84,514306.62,546371.9,244071.8,340862,575740.94
"693/203.1278mz/4.24min",1008554.33,675939.9,1106897.1,1193589.9,897745.6,910211.56,1394565.5
"694/517.2406mz/4.25min",94517.098,58305.723,88540.34,121409.99,95930.43,127055.945,93103.766
"695/459.2372mz/4.25min",274103.56,276082.12,254765.27,272125,346928.84,314444.66,241876.58
"697/425.1955mz/4.25min",817109.92,637526.25,729531.2,816800.44,817419.4,889128.44,831476.3
"698/385.1642mz/4.24min",241412.155,239775.47,385590.38,255386.1,215472.81,243048.84,239180.86
"700/367.1537mz/4.26min",200953.495,192312.84,194106.42,236684.34,197460.72,230120.33,204446.27
"702/347.1632mz/4.27min",106030.6925,20257.934,110962.44,120068.41,27763.412,101098.945,112997
"703/195.1492mz/4.27min",57236.135,23494.754,40138.332,51306.426,176346.4,418090,63165.844
