"","Filename","POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML","POS_TJGIp8_1_Run19.mzML","POS_TJGIp8_2_Run84.mzML","POS_TJGIp8_3_Run206.mzML"
"33","316/130.1591mz/2.53min","3744633.0","0.0","0.0","3136697.8","0.0","0.0"
"34","322/167.1067mz/2.57min","250235.83","93345.26","87482.92","250516.34","174833.7","93754.02"
"35","323/771.2479mz/2.57min","1069498.8","1085545.5","1194581.8","1577275.9","1555326.5","1098413.9"
"36","324/793.23mz/2.57min","1574340.8","1778483.9","1933804.0","2088243.0","2040221.9","1739526.9"
"37","325/386.1273mz/2.57min","135564.78","405028.8","712930.1","435944.4","74467.34","123931.72"
"38","326/405.1007mz/2.57min","307666.97","1128920.8","1275793.8","567263.8","1164466.1","1296226.4"
"39","328/202.1802mz/2.65min","165587.67","132051.69","136155.72","154089.84","182557.75","174911.98"
"40","329/231.1202mz/2.61min","96936.07","402516.62","450779.06","132508.36","248709.05","363230.75"
"41","331/197.1285mz/2.61min","90237.43","571012.6","664849.2","116845.414","1042795.5","770186.94"
"42","333/283.1749mz/2.62min","291131.97","126411.66","126540.78","186494.61","94796.9","91216.43"
"43","334/245.1859mz/2.64min","459128.06","172183.3","202329.83","539901.7","194973.44","207681.31"
"44","335/316.2117mz/2.67min","877010.6","794296.56","752257.75","870327.75","797871.9","742396.7"
"45","337/130.1591mz/2.64min","254478.92","2956908.0","3751335.8","534826.6","4494084.0","2607083.0"
"46","341/114.0914mz/2.73min","295603.5","246469.36","268298.75","270909.03","375259.84","277035.8"
"47","342/120.0445mz/2.73min","2459863.0","4159609.0","4328539.0","2288338.0","4815144.5","5031269.0"
"48","343/138.055mz/2.73min","610954.8","1080526.8","1130845.6","585764.2","1249874.8","1402074.5"
"49","344/245.1859mz/2.76min","212761.66","700329.1","692695.25","265595.84","751531.8","1173800.2"
"50","345/344.2277mz/2.78min","389971.7","135761.78","134993.17","270669.53","117830.695","109922.62"
"51","351/317.1705mz/2.85min","387205.53","972389.8","930216.6","833971.4","809419.25","1102891.0"
"52","352/339.1525mz/2.85min","243144.8","1079069.4","971326.75","590433.5","838882.94","1085459.8"
"53","354/428.2041mz/2.88min","117402.266","217620.47","217878.69","154836.14","156418.25","171552.97"
"54","355/215.1255mz/2.89min","639027.9","615154.44","544103.9","515025.22","446705.4","447380.53"
"55","356/393.2092mz/2.92min","86437.19","35876.863","148759.61","64465.42","57010.496","166327.28"
"56","357/215.1755mz/2.89min","790865.06","724120.6","408882.25","268034.9","871523.8","304113.3"
"57","358/388.2539mz/2.91min","412532.97","95153.94","147756.88","108987.89","64886.137","110681.836"
"58","361/170.1176mz/2.95min","1143707.8","1003220.3","825454.5","1067712.0","303100.25","250051.62"
"59","363/210.1101mz/2.96min","1148078.8","1186969.5","918378.4","1184906.2","338651.56","240032.19"
"60","365/428.2042mz/2.97min","879721.4","1344760.9","1221208.0","1143424.8","1063292.5","1188673.0"
"61","367/120.0808mz/2.98min","131713.84","132579.64","158335.75","144949.62","259346.69","175113.42"
"62","368/155.0703mz/2.98min","620197.94","1316972.9","1543103.5","717757.8","1616357.4","1773736.2"
"63","369/412.2092mz/3.0min","160273.88","200099.64","181809.34","192735.94","175632.52","174261.25"
"64","372/303.1412mz/3.03min","133668.62","368192.66","384830.38","65776.02","290172.7","586791.4"
"65","373/231.1703mz/2.99min","156534.17","412004.12","425755.03","235937.84","417494.53","425070.12"
"66","374/432.28mz/3.03min","359834.03","127074.02","90355.734","284644.3","107385.85","108277.984"
"67","375/249.1594mz/3.07min","459464.97","298302.38","250110.62","259238.42","697434.7","171339.06"
"68","378/210.0737mz/3.05min","318936.38","568650.6","608860.6","473660.4","663216.9","646974.8"
"69","380/114.055mz/3.06min","372128.5","341927.53","378720.88","440788.97","572176.75","332690.84"
"70","381/142.0863mz/3.06min","604984.9","509180.75","562535.3","696117.6","782053.1","626858.75"
"71","382/188.0917mz/3.06min","932429.5","776665.44","844840.0","1067978.9","1131599.4","949584.25"
"72","383/219.1128mz/3.06min","352725.3","559658.94","642998.25","349878.5","570683.75","564857.25"
"73","384/211.1441mz/3.07min","47302.594","490311.22","568716.3","165511.31","866134.7","801958.56"
"74","386/387.1405mz/3.08min","24192.236","18566.328","20847.033","0.0","353412.03","0.0"
"75","387/245.1358mz/3.08min","9619871.0","27615982.0","29707324.0","12607005.0","22303192.0","25958028.0"
"76","388/240.1805mz/3.08min","24648038.0","13498619.0","12559696.0","22108186.0","18599416.0","10731429.0"
"77","389/268.2115mz/3.08min","104349.625","498661.44","442106.28","127873.95","286194.78","440371.2"
"78","390/103.0753mz/3.08min","1985031.4","1977390.1","2013739.2","1951832.6","2284312.8","1634151.6"
"79","391/147.1015mz/3.08min","837494.56","825812.9","850057.1","814249.25","959109.3","681897.06"
"80","392/223.154mz/3.08min","8144471.5","6878766.5","6982858.0","7700915.5","8147859.5","5770771.0"
"81","394/261.1096mz/3.09min","277666.9","928071.8","943931.0","536623.4","634792.94","1175124.0"
"82","395/271.115mz/3.1min","293022.4","573502.6","513225.88","375046.44","504461.75","767643.56"
"83","397/186.1125mz/3.09min","294238.56","457625.22","424271.75","244986.36","445143.16","474645.84"
"84","398/412.2091mz/3.11min","990968.3","1444257.4","1360155.8","1047178.3","1216467.8","1239655.8"
"85","402/109.1012mz/3.14min","722184.4","555626.56","648579.4","619027.75","569060.4","527577.9"
"86","404/172.1332mz/3.15min","1526660.6","476312.84","765657.7","644444.0","460371.12","418720.5"
"87","405/194.1152mz/3.14min","1266361.2","796221.2","1111965.1","586969.94","623254.8","635216.4"
"88","411/269.0895mz/3.2min","171044.14","311951.06","287119.0","187450.64","301700.66","271758.94"
"89","412/247.1077mz/3.2min","1016043.75","1403087.2","1328729.1","1009766.3","1407103.1","1362317.6"
"90","416/182.0812mz/3.24min","650780.56","1104357.8","1121868.5","509181.38","1005267.25","1059780.4"
"91","420/284.2066mz/3.27min","10578400.0","6193035.0","5825764.5","9771429.0","7857335.5","5267444.0"
"92","421/103.0753mz/3.27min","243595.92","341012.1","348278.88","244874.42","343504.2","292239.72"
"93","422/147.1015mz/3.27min","168259.2","243612.02","249738.9","177915.08","239448.8","212199.03"
"94","423/267.18mz/3.27min","1146126.4","1455278.6","1505080.0","1171069.1","1452147.1","1349591.0"
"95","424/289.1619mz/3.27min","2389022.5","8008495.5","9561840.0","3546828.2","4954946.0","6240420.0"
"96","425/245.137mz/3.26min","752860.8","1280700.8","565731.25","513330.34","268905.3","303277.94"
"97","426/146.06mz/3.27min","392434.8","342876.88","386974.22","287344.8","422953.5","371286.34"
"98","427/285.1306mz/3.29min","114972.98","115287.766","869745.6","158032.47","120956.73","149680.98"
"99","429/215.1253mz/3.29min","61642.508","294998.66","333013.56","73900.375","203399.84","221613.44"
"100","430/179.0702mz/3.3min","74835.836","71389.79","98817.99","87350.16","105293.77","80420.98"
