"","FC","log2(FC)","raw.pval","-log10(p)"
"6095/452.3521mz/8.58min",5.6725,2.504,0.00072097,3.1421
"6808/377.3198mz/9.87min",2.8375,1.5046,0.003512,2.4545
"3269/371.101mz/6.59min",0.25214,-1.9877,0.0061586,2.2105
"4833/519.1385mz/7.72min",0.33528,-1.5766,0.0068079,2.167
"5075/310.31mz/7.88min",0.31845,-1.6509,0.0095978,2.0178
"4195/282.2789mz/7.38min",0.33338,-1.5848,0.010003,1.9999
"2299/246.0906mz/5.52min",2.1723,1.1192,0.011894,1.9247
"2302/674.4185mz/5.52min",2.5585,1.3553,0.01198,1.9215
"5894/445.1198mz/8.43min",0.27208,-1.8779,0.021162,1.6745
"6990/800.5776mz/10.27min",13.82,3.7887,0.021792,1.6617
"5400/223.0635mz/8.11min",0.39611,-1.336,0.026294,1.5801
"4994/800.5791mz/7.77min",6.9706,2.8013,0.029257,1.5338
"3130/407.1851mz/6.48min",0.10916,-3.1955,0.031945,1.4956
"4853/559.1309mz/7.72min",0.3586,-1.4796,0.032356,1.49
"5382/445.1196mz/8.11min",0.32331,-1.629,0.033708,1.4723
"3965/485.1121mz/7.21min",0.39661,-1.3342,0.038794,1.4112
"5902/703.2141mz/8.43min",0.23889,-2.0656,0.046365,1.3338
"5895/702.2134mz/8.43min",0.2456,-2.0256,0.048941,1.3103
