CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
115	242	1	0.8436	-26.016
339	882	1	0.9579	-0.000
622	1018	1	0.9666	-0.018
1114	1327	1	0.7838	-0.984
199	461	1	0.9613	-42.047
815	882	1	0.9726	-0.000
386	1018	1	0.9479	-28.050
896	947	1	0.8942	0.018
81	240	1	0.9778	0.000
332	947	1	0.9353	-0.019
339	815	1	0.9562	0.000
751	1327	1	0.7981	-16.031
882	1327	1	0.8051	-16.031
88	115	1	0.8398	26.016
1018	1062	1	0.9567	0.018
88	242	1	0.9816	0.000
461	1114	1	0.7999	9.000
332	1018	1	0.9718	-0.018
720	818	1	0.8646	-16.031
312	461	1	0.8081	-14.016
347	386	1	0.8882	-14.016
339	505	1	0.9045	0.000
461	720	1	0.8615	16.031
505	751	1	0.9097	-0.000
1030	1062	1	0.9763	0.036
677	1263	1	0.9377	-0.000
832	947	1	0.905	0.018
332	1499	1	0.9718	-14.016
332	832	1	0.9477	-0.036
1030	1263	1	0.8962	-0.000
791	1263	1	0.9391	-0.000
81	720	1	0.7887	1.003
115	601	1	0.926	-42.047
677	1030	1	0.9096	0.000
62	1499	1	0.8621	-42.047
332	896	1	0.9421	-0.036
818	1114	1	0.7797	9.000
88	199	1	0.8628	26.016
1031	1063	1	0.9333	0.036
601	818	1	0.9686	-0.000
88	273	1	0.727	0.966
832	1062	1	0.9339	0.036
461	818	1	0.9804	-0.000
81	199	1	0.7629	27.019
81	242	1	0.778	1.003
86	339	1	0.9502	-0.000
622	896	1	0.9559	-0.036
220	815	1	0.8624	-40.031
386	1499	1	0.9354	-42.047
601	1114	1	0.7969	9.000
896	1263	1	0.9278	-0.000
1030	1031	1	0.8709	-1.003
896	1030	1	0.9181	0.000
211	339	1	0.7799	-0.000
242	601	1	0.8753	-16.031
336	882	1	0.7635	-26.016
677	791	1	0.9405	0.000
677	896	1	0.9694	0.000
242	273	1	0.7209	0.966
331	1031	1	0.8932	-0.036
86	211	1	0.7826	0.000
220	1499	1	0.8579	-56.063
242	818	1	0.8746	-16.031
211	505	1	0.7669	0.000
86	505	1	0.9106	0.000
199	240	1	0.7442	-27.019
336	815	1	0.8028	-26.016
211	815	1	0.7973	-0.000
62	86	1	0.7374	-26.016
336	1327	1	0.9219	-42.047
86	882	1	0.9478	-0.000
220	882	1	0.8113	-40.031
622	1499	1	0.9492	-14.016
88	818	1	0.8753	-16.031
336	751	1	0.7769	-26.016
115	818	1	0.9504	-42.047
240	720	1	0.7683	1.003
62	220	1	0.8381	14.016
677	832	1	0.9514	0.000
339	1327	1	0.8207	-16.031
86	1327	1	0.7799	-16.031
947	1062	1	0.9021	0.018
332	1030	1	0.9361	-0.036
622	947	1	0.9307	-0.019
622	832	1	0.9766	-0.036
386	1062	1	0.921	-28.031
677	1018	1	0.9351	0.018
332	677	1	0.9261	-0.036
751	815	1	0.9883	0.000
622	1062	1	0.9444	-0.000
505	1327	1	0.7452	-16.031
312	601	1	0.7963	-14.016
115	116	1	0.7644	-57.058
220	751	1	0.8334	-40.031
116	199	1	0.7865	57.058
240	242	1	0.7577	1.003
115	461	1	0.9365	-42.047
332	1062	1	0.9364	-0.000
86	1499	1	0.7541	-16.031
947	1499	1	0.9174	-13.997
1062	1499	1	0.9282	-14.016
677	1062	1	0.8944	0.036
947	1018	1	0.9384	0.000
115	312	1	0.8032	-28.031
832	1030	1	0.9272	0.000
896	1062	1	0.9125	0.036
86	751	1	0.9525	-0.000
242	461	1	0.8713	-16.031
791	832	1	0.9328	0.000
199	312	1	0.8279	-28.031
81	88	1	0.7828	1.003
1031	1263	1	0.8075	1.003
751	882	1	0.959	-0.000
505	882	1	0.9391	-0.000
88	240	1	0.7624	-1.003
199	242	1	0.8674	-26.016
677	947	1	0.8688	0.018
312	342	1	0.9073	0.048
461	601	1	0.9871	0.000
88	461	1	0.8723	-16.031
339	751	1	0.9683	0.000
312	818	1	0.8188	-14.016
81	115	1	0.7423	27.019
88	601	1	0.8755	-16.031
896	1018	1	0.9416	0.018
1114	1275	1	0.8017	-33.984
81	461	1	0.7487	-15.028
115	240	1	0.7244	-27.019
601	720	1	0.8644	16.031
62	386	1	0.8709	0.000
81	601	1	0.7491	-15.028
347	882	1	0.7518	-40.031
1114	1138	1	0.8209	-33.984
211	882	1	0.7887	-0.000
332	622	1	0.9548	0.000
86	815	1	0.9522	-0.000
199	818	1	0.9757	-42.047
815	1327	1	0.8105	-16.031
242	720	1	0.9831	0.000
81	818	1	0.7602	-15.028
386	947	1	0.9217	-28.050
211	751	1	0.7922	-0.000
386	622	1	0.9347	-28.031
832	1018	1	0.9597	0.018
199	601	1	0.9506	-42.047
62	347	1	0.7917	14.016
832	1263	1	0.9067	-0.000
791	896	1	0.9383	0.000
832	896	1	0.9577	-0.000
