Filename,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML,NEG_D5-227-C3-a_Run275.mzML,NEG_D5-227-C3-b_Run278.mzML,NEG_D5-227-C3-c_Run281.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
32/217.1047mz/2.24min,873157.44,1119584.6,874888.25,0.0,0.0,0.0
33/140.0683mz/2.44min,43240.918,86922.38,86683.18,0.0,0.0,0.0
34/316.2115mz/2.52min,378905.0,172567.9,192132.47,0.0,0.0,0.0
35/121.0294mz/2.66min,0.0,0.0,0.0,619268.94,752210.94,745175.2
36/316.2116mz/2.68min,483951.94,316461.5,108783.01,0.0,0.0,0.0
37/89.0598mz/2.75min,1227202.5,462431.1,361792.6,0.0,0.0,0.0
38/272.1855mz/2.75min,457010.9,316054.78,286595.44,0.0,0.0,0.0
39/217.1071mz/2.8min,302399.5,251867.11,562677.25,0.0,0.0,0.0
40/257.0995mz/2.8min,635531.0,551323.1,1194898.0,0.0,0.0,0.0
41/120.0445mz/2.83min,2561646.0,2504766.0,2225040.0,0.0,0.0,0.0
42/138.0551mz/2.83min,729429.0,699165.94,635383.44,0.0,0.0,0.0
43/131.0712mz/2.9min,0.0,0.0,0.0,895713.8,183582.05,566716.06
45/172.0978mz/3.04min,0.0,0.0,0.0,542728.2,562740.4,533891.6
46/165.0555mz/3.09min,0.0,0.0,0.0,598551.8,547515.1,1035119.1
47/345.1518mz/3.13min,252543.84,184725.34,539637.94,0.0,0.0,0.0
48/172.1333mz/3.19min,1050209.2,1000862.06,1013033.6,0.0,0.0,0.0
49/194.1153mz/3.19min,5550690.0,5608868.5,5752086.5,0.0,0.0,0.0
51/239.089mz/3.35min,585025.5,621064.56,785703.9,0.0,0.0,0.0
52/219.0571mz/3.52min,472468.16,704063.7,571939.8,0.0,0.0,0.0
53/217.0422mz/3.53min,0.0,0.0,0.0,570434.9,821959.8,527456.44
54/233.0726mz/3.55min,111962.734,61915.23,174515.22,0.0,0.0,0.0
55/255.0545mz/3.55min,103437.08,40652.473,154486.44,0.0,0.0,0.0
56/201.0596mz/3.65min,183206.77,150574.69,383144.03,0.0,0.0,0.0
57/217.1071mz/3.66min,123977.27,96024.46,165238.33,0.0,0.0,0.0
58/385.1465mz/3.65min,311265.3,259329.77,648033.3,0.0,0.0,0.0
59/361.1502mz/3.65min,0.0,0.0,0.0,591094.06,603917.9,651141.3
60/345.1541mz/3.66min,50080.805,46512.25,134678.56,0.0,0.0,0.0
61/140.0683mz/3.74min,70989.58,104845.33,104798.42,0.0,0.0,0.0
62/322.0966mz/3.77min,60915.984,55392.29,106577.98,0.0,0.0,0.0
63/302.1304mz/3.8min,955356.5,634986.25,1293005.6,0.0,0.0,0.0
64/324.1123mz/3.8min,2224620.2,1698226.6,3029360.2,0.0,0.0,0.0
65/217.1072mz/3.85min,77007.41,56348.49,150358.2,0.0,0.0,0.0
66/468.2438mz/3.85min,326846.06,266037.78,521222.72,0.0,0.0,0.0
67/449.2027mz/3.84min,0.0,0.0,0.0,966568.2,1069532.1,942792.25
68/245.0858mz/3.85min,520364.78,465661.06,900811.2,0.0,0.0,0.0
69/433.2065mz/3.85min,140299.77,108370.22,256059.61,0.0,0.0,0.0
70/451.2171mz/3.85min,556432.06,477445.4,979511.1,0.0,0.0,0.0
71/473.1992mz/3.85min,2087157.5,1775188.2,3451053.8,0.0,0.0,0.0
72/300.1147mz/3.9min,959815.4,733447.1,1374672.9,0.0,0.0,0.0
73/322.0965mz/3.9min,789315.5,610660.44,1131831.0,0.0,0.0,0.0
74/203.0621mz/3.91min,159196.42,175056.88,221874.0,0.0,0.0,0.0
75/561.2514mz/4.0min,252184.88,131366.05,417414.56,0.0,0.0,0.0
76/222.1464mz/4.05min,555436.4,555364.0,540602.9,0.0,0.0,0.0
77/325.1255mz/4.24min,856377.1,824488.94,809217.3,0.0,0.0,0.0
78/233.0726mz/4.36min,430908.72,316282.84,681919.6,0.0,0.0,0.0
79/255.0544mz/4.36min,429370.25,324965.4,696547.7,0.0,0.0,0.0
80/266.1726mz/4.37min,88478.78,83416.31,90807.68,0.0,0.0,0.0
81/242.1761mz/4.37min,0.0,0.0,0.0,107235.92,120688.92,449989.9
82/226.1801mz/4.37min,138396.81,117282.11,127039.375,0.0,0.0,0.0
84/236.162mz/4.45min,82167.91,66461.484,77752.49,0.0,0.0,0.0
86/689.2987mz/4.5min,553162.1,431136.62,874201.06,0.0,0.0,0.0
87/433.2067mz/4.54min,5378270.0,4720300.0,8173895.5,0.0,0.0,0.0
88/450.2335mz/4.54min,2713164.2,2280884.2,3885283.5,0.0,0.0,0.0
89/455.1886mz/4.54min,36426240.0,33078956.0,46258470.0,0.0,0.0,0.0
90/236.0805mz/4.54min,2251770.5,2062183.1,3239293.5,0.0,0.0,0.0
92/244.0667mz/4.55min,392515.88,343792.88,535368.5,0.0,0.0,0.0
93/469.109mz/4.69min,404024.0,341365.66,429135.84,0.0,0.0,0.0
94/211.9707mz/4.69min,3885960.8,4098365.8,4073209.0,0.0,0.0,0.0
96/229.9813mz/4.69min,8713632.0,9201769.0,9118387.0,0.0,0.0,0.0
97/231.9791mz/4.69min,8553489.0,9007000.0,8944106.0,0.0,0.0,0.0
98/232.9823mz/4.69min,706129.5,762901.06,750166.3,0.0,0.0,0.0
99/230.9845mz/4.69min,722326.3,755746.25,758790.56,0.0,0.0,0.0
100/227.9665mz/4.69min,0.0,0.0,0.0,2091111.4,2059085.1,2128619.0
101/229.9643mz/4.69min,0.0,0.0,0.0,2026771.0,1989605.2,2074159.4
102/295.9538mz/4.69min,0.0,0.0,0.0,483182.9,486913.38,486064.56
103/297.9517mz/4.69min,0.0,0.0,0.0,471604.78,466037.66,474316.66
104/447.127mz/4.69min,489896.84,396407.16,514181.6,0.0,0.0,0.0
105/247.0883mz/4.7min,456514.1,474250.84,599881.7,0.0,0.0,0.0
106/269.0701mz/4.71min,416761.0,436035.22,552757.1,0.0,0.0,0.0
107/568.2963mz/4.73min,768481.94,756033.0,653115.9,0.0,0.0,0.0
108/573.2517mz/4.73min,4522530.0,4588901.5,4186200.5,0.0,0.0,0.0
109/228.1959mz/4.82min,216914.27,135601.77,210690.34,0.0,0.0,0.0
110/250.1777mz/4.82min,560718.4,393789.3,574866.4,0.0,0.0,0.0
111/270.1464mz/4.85min,496937.72,353035.2,666895.4,0.0,0.0,0.0
113/448.2032mz/4.9min,95138.88,83090.31,121074.984,0.0,0.0,0.0
114/426.9675mz/5.1min,0.0,0.0,0.0,4282216.5,7252820.0,8187793.5
115/494.955mz/5.1min,0.0,0.0,0.0,217486.03,384246.03,438766.2
117/344.1301mz/5.23min,716908.6,616682.4,1003180.8,0.0,0.0,0.0
118/649.3063mz/5.23min,1071198.9,881551.06,1451975.6,0.0,0.0,0.0
119/666.333mz/5.23min,998123.44,802883.44,1186714.6,0.0,0.0,0.0
120/671.2884mz/5.24min,10904982.0,9207097.0,13314125.0,0.0,0.0,0.0
121/318.3mz/5.24min,2385896.0,2681978.2,2260510.0,0.0,0.0,0.0
123/203.062mz/5.28min,368459.94,289328.8,399944.6,0.0,0.0,0.0
124/298.2739mz/5.3min,593503.06,598996.5,555201.94,0.0,0.0,0.0
125/256.2998mz/5.42min,11307937.0,11312143.0,11063268.0,0.0,0.0,0.0
126/264.092mz/5.43min,458984.72,398626.7,472174.56,0.0,0.0,0.0
127/284.6053mz/5.43min,601384.6,552727.4,640882.44,0.0,0.0,0.0
128/448.2033mz/5.43min,7044495.5,6236443.5,7188043.0,0.0,0.0,0.0
129/470.1853mz/5.43min,12976840.0,11808889.0,13135237.0,0.0,0.0,0.0
130/917.3813mz/5.43min,682053.44,563541.94,722467.9,0.0,0.0,0.0
131/304.2997mz/5.46min,420237.8,1600779.4,781189.0,0.0,0.0,0.0
132/284.2946mz/5.48min,122752.555,143970.66,93965.07,0.0,0.0,0.0
133/302.3052mz/5.48min,4338535.0,4959930.0,3558313.5,0.0,0.0,0.0
134/303.3085mz/5.48min,842388.94,950029.44,679248.75,0.0,0.0,0.0
136/322.2713mz/5.58min,458712.03,531342.1,355391.0,0.0,0.0,0.0
137/437.193mz/5.58min,2009082.9,2349523.8,2140853.8,0.0,0.0,0.0
138/300.2896mz/5.58min,23287200.0,25048578.0,17675370.0,0.0,0.0,0.0
139/344.3157mz/5.61min,1565503.1,1719950.9,1235153.4,0.0,0.0,0.0
140/195.1016mz/5.61min,763165.75,753661.0,792258.3,0.0,0.0,0.0
142/347.3347mz/5.65min,972210.75,1045634.9,693086.06,0.0,0.0,0.0
143/346.3313mz/5.66min,4567720.0,4998122.5,4014102.8,0.0,0.0,0.0
144/105.0335mz/5.68min,1846915.0,2467678.5,2597630.5,0.0,0.0,0.0
145/118.0651mz/5.68min,832281.06,1088992.5,1140044.9,0.0,0.0,0.0
146/225.091mz/5.68min,1899133.2,2506728.2,2575933.2,0.0,0.0,0.0
147/279.0991mz/5.68min,15139993.0,19929360.0,20734506.0,0.0,0.0,0.0
148/320.1255mz/5.68min,1905326.9,2570896.2,2744408.2,0.0,0.0,0.0
149/535.2088mz/5.68min,541581.44,869413.3,919714.56,0.0,0.0,0.0
151/211.0754mz/5.68min,1131671.8,1541299.8,1620104.2,0.0,0.0,0.0
152/887.3878mz/5.68min,1196454.2,1040328.06,1421480.6,0.0,0.0,0.0
153/377.1662mz/5.72min,1376944.8,1170561.6,1339226.5,0.0,0.0,0.0
154/399.1482mz/5.73min,3258261.8,2931925.0,3253686.2,0.0,0.0,0.0
155/284.2946mz/5.75min,577704.06,687102.5,558324.5,0.0,0.0,0.0
156/344.3157mz/5.77min,676021.5,770903.5,717970.06,0.0,0.0,0.0
157/314.3051mz/5.79min,476036.06,518330.34,406002.38,0.0,0.0,0.0
158/402.3574mz/5.81min,139989.27,311782.38,359235.12,0.0,0.0,0.0
159/517.2518mz/5.81min,538624.25,740317.6,575078.3,0.0,0.0,0.0
160/339.1118mz/5.83min,547895.56,725215.44,619556.4,0.0,0.0,0.0
161/147.0805mz/5.83min,233216.47,295731.25,255060.53,0.0,0.0,0.0
162/631.3266mz/5.88min,1050586.8,821282.8,1042287.9,0.0,0.0,0.0
163/332.331mz/5.88min,179873.08,678632.56,343547.97,0.0,0.0,0.0
164/330.3364mz/5.89min,1416246.5,1549509.8,1088510.6,0.0,0.0,0.0
165/371.1167mz/5.91min,120014.67,84054.51,121271.25,0.0,0.0,0.0
167/291.0778mz/5.95min,478262.47,501012.03,493525.06,0.0,0.0,0.0
168/449.1847mz/5.95min,517060.9,571628.44,560082.3,0.0,0.0,0.0
170/328.3208mz/5.99min,12168890.0,12757800.0,10163997.0,0.0,0.0,0.0
171/400.1797mz/5.99min,391462.44,288788.03,393096.47,0.0,0.0,0.0
172/337.1712mz/5.99min,2623870.0,1889774.9,2594750.2,0.0,0.0,0.0
173/359.1532mz/5.99min,1600124.2,1198200.2,1627965.5,0.0,0.0,0.0
174/629.3109mz/5.99min,434086.2,271733.2,435374.4,0.0,0.0,0.0
175/354.2847mz/6.0min,389500.53,460759.3,445157.3,0.0,0.0,0.0
176/359.2401mz/6.0min,775073.0,949466.8,942602.25,0.0,0.0,0.0
177/563.2381mz/6.01min,384757.25,374614.94,464846.44,0.0,0.0,0.0
178/372.347mz/6.04min,3556494.8,3996401.8,2820518.8,0.0,0.0,0.0
179/532.2585mz/6.07min,517858.97,339406.1,506841.6,0.0,0.0,0.0
181/217.0422mz/6.1min,0.0,0.0,0.0,504989.56,865454.56,504415.66
183/119.0856mz/6.1min,1330526.4,2233152.8,1468033.6,0.0,0.0,0.0
184/147.0805mz/6.1min,20449328.0,33783200.0,22549684.0,0.0,0.0,0.0
185/165.0911mz/6.1min,1058426.0,1798361.6,1163049.0,0.0,0.0,0.0
186/244.0766mz/6.1min,497848.2,913132.8,605505.1,0.0,0.0,0.0
187/349.135mz/6.1min,5556000.0,9163973.0,6053599.0,0.0,0.0,0.0
188/697.2629mz/6.1min,882939.06,2269270.2,1110335.6,0.0,0.0,0.0
189/235.0712mz/6.1min,478825.16,755374.6,515278.03,0.0,0.0,0.0
190/255.5845mz/6.1min,744731.94,1270634.2,886366.75,0.0,0.0,0.0
191/219.057mz/6.11min,647338.25,1139331.4,737153.9,0.0,0.0,0.0
192/371.117mz/6.11min,26425906.0,38862788.0,29274146.0,0.0,0.0,0.0
193/372.1202mz/6.11min,6319610.5,9259321.0,7032656.0,0.0,0.0,0.0
194/719.245mz/6.11min,5666258.0,10464346.0,6753778.5,0.0,0.0,0.0
195/412.1433mz/6.11min,703571.25,1128885.2,852731.9,0.0,0.0,0.0
196/388.6215mz/6.1min,101973.68,290964.75,143797.67,0.0,0.0,0.0
197/312.3258mz/6.16min,415140.75,454608.84,374668.06,0.0,0.0,0.0
198/532.2584mz/6.16min,607117.8,405210.72,584279.44,0.0,0.0,0.0
199/313.2347mz/6.19min,1839281.8,1805279.5,2191061.2,0.0,0.0,0.0
201/430.3886mz/6.2min,127621.22,275812.16,356671.38,0.0,0.0,0.0
202/271.2277mz/6.2min,0.0,0.0,0.0,167830.33,157697.56,227582.27
204/357.2608mz/6.22min,1521307.1,2144841.0,2540760.8,0.0,0.0,0.0
205/480.308mz/6.22min,322152.88,407095.1,475879.5,0.0,0.0,0.0
206/629.3109mz/6.24min,411784.16,248855.86,408828.3,0.0,0.0,0.0
207/401.287mz/6.24min,1438889.8,1517338.9,1878982.4,0.0,0.0,0.0
208/445.3131mz/6.25min,618542.56,691050.0,1103891.2,0.0,0.0,0.0
209/671.2879mz/6.25min,219836.03,233972.44,249598.16,0.0,0.0,0.0
210/385.1324mz/6.27min,214629.77,622317.56,215233.44,0.0,0.0,0.0
