"","filter","2024_NEG_CC-Media_1_Run18.mzML","2024_NEG_CC-Media_1_Run54.mzML","2024_NEG_CC-Media_1_Run74.mzML","2024_NEG_CC_1_Run21.mzML","2024_NEG_CC_2_Run48.mzML","2024_NEG_CC_3_Run62.mzML"
"366/650.5002mz/8.28min",39639.4404,13213.1468,13213.1468,13213.1468,374424.53,66065.734,148996.69
"369/186.9706mz/8.33min",953529.6,343102.28,142165,527509.6,1379549.6,1402241.4,1461867.8
"370/383.1893mz/8.28min",1367371.995,138783.19,104686.17,81722.69,6036727.5,2595960.8,4178555.2
"371/115.9208mz/8.28min",10910255,4010668.2,5247871.5,18440454,15939919,11631265,10189245
"372/122.9758mz/8.32min",100528.75,24090.814,29717.36,5698.798,277312.34,171340.14,199805.2
"374/134.8947mz/8.29min",4297872.6,1607085.2,3052754.2,5517853.5,5096363,3577977.2,5017768
"375/683.4855mz/8.29min",182506.668,60835.556,60835.556,60835.556,476523.2,304177.78,341733.22
"377/144.9235mz/8.31min",9554544,13417294,10864106,10769115,8339973,7705497,7372342
"378/161.9136mz/8.31min",803314.575,510288.72,701128.9,648384.94,1030833.75,905500.25,1320749.2
"379/100.9337mz/8.32min",1399159.25,1092597.6,2772637.5,3341746.5,1122458.5,691006.7,1675860
"380/667.4906mz/8.28min",548140.08,182713.36,182713.36,182713.36,1188587.5,913566.8,966859.6
"382/648.4607mz/8.39min",196553.904,65517.968,65517.968,65517.968,443367.1,327589.84,405531.06
"384/134.8947mz/8.4min",2341397.1,9571101,2419678.2,2318082,1913497.9,1840936.1,2364712.2
"385/161.9136mz/8.41min",1932241.9,5685793.5,3046384.8,2713872.2,902665.4,1064480.1,1150611.6
"387/186.9706mz/8.41min",606300.865,482011.4,726477.7,747682.3,350417.66,826025.6,486124.03
"388/683.4851mz/8.41min",64320.726,21440.242,21440.242,21440.242,170900.12,107201.21,205609.45
"389/100.9337mz/8.38min",831212.05,868866.6,1330634.2,461190.38,840325.1,822099,264724.84
"390/711.457mz/8.43min",173819.796,57939.932,57939.932,57939.932,418797.16,289699.66,446058.9
"391/665.475mz/8.44min",189140.868,63046.956,63046.956,63046.956,560801,315234.78,430254.75
"392/697.5374mz/8.46min",207989.22,69329.74,69329.74,69329.74,615398.6,346648.7,445378.47
"393/100.9337mz/8.42min",698103.75,701282.4,460505.47,943681.2,599070.4,810787.75,694925.1
"395/652.5163mz/8.48min",44957.625,14985.875,14985.875,14985.875,184652.77,74929.375,137143.22
"396/669.5064mz/8.48min",504564.06,168188.02,168188.02,168188.02,1815548.1,840940.1,1372063.6
"398/583.433mz/8.51min",203628.972,67876.324,67876.324,67876.324,606330.1,339381.62,489031.56
"400/711.5167mz/8.54min",393211.8,131070.6,131070.6,131070.6,1094673.4,655353,801634.9
"401/146.9659mz/8.53min",2301927.55,19083320,12796357,3116247.2,1077917.4,1487607.9,795263
"402/221.8746mz/8.62min",2195107.45,2857266.8,4567691.5,4650669.5,1260835.2,1532948.1,1362741
"403/223.8723mz/8.61min",1580004.9,2031791.9,3253303.2,3300927,904012.94,1128217.9,798143.75
"404/1035.7314mz/8.59min",223467.882,74489.294,74489.294,74489.294,1313194.6,372446.47,1203093.2
"405/248.8936mz/8.62min",3150615.75,12497570,4106182.2,3943007.5,2021043,2318880,2358224
"406/683.5216mz/8.59min",101663.4,33887.8,33887.8,33887.8,432212.72,169439,366309.2
"408/250.8917mz/8.64min",1467096.5,5518471,1829081.5,1797804.5,900798,1136388.5,1028378.3
"410/695.5218mz/8.62min",346584.45,115528.15,115528.15,115528.15,1005657.6,577640.75,677596.1
"411/697.5366mz/8.62min",223394.064,74464.688,74464.688,74464.688,706354.06,372323.44,529036.4
"412/499.3753mz/8.63min",261244.92,87081.64,87081.64,87081.64,902901,435408.2,756183.06
"415/655.5634mz/8.68min",1788168.48,596056.16,596056.16,596056.16,5740539.5,2980280.8,4364645.5
"417/717.5792mz/8.72min",427895.94,142631.98,142631.98,142631.98,1205468.6,883646.2,713159.9
"418/245.8948mz/8.73min",6902494.5,10194107,7792976,8498430,6012013,5680209,5271789
"419/243.8993mz/8.73min",17973555,26420690,20319792,22048624,15627318,14672924,13773033
"420/651.4955mz/8.73min",275304.096,91768.032,91768.032,91768.032,607114.94,458840.16,494360.16
"421/711.5162mz/8.74min",93884.1,31294.7,31294.7,31294.7,340811.53,156473.5,209729.77
"422/709.5012mz/8.74min",133396.314,44465.438,44465.438,44465.438,697393.6,222327.19,272709.4
"423/695.5203mz/8.75min",131116.716,43705.572,43705.572,43705.572,571011,218527.86,308606.53
"424/693.5062mz/8.75min",396470.25,132156.75,132156.75,132156.75,1649538.6,660783.75,785434.06
"425/186.9058mz/8.76min",5682874.25,7505236,5627421,6033905.5,5738327.5,4949710,4821247
"426/694.5094mz/8.76min",158834.232,52944.744,52944.744,52944.744,697547.75,264723.72,271715.28
"427/221.8746mz/8.75min",2598678.15,577480.6,1375505.8,537606.6,3821850.5,4302809.5,3934483.8
"428/223.8723mz/8.72min",1941745.85,370492.25,996628.3,1168027.2,2715464.5,3088502.2,2839537
"429/591.4381mz/8.77min",272146.464,90715.488,90715.488,90715.488,739451.3,464032.3,453577.44
"430/250.8917mz/8.78min",3518748,1943608.5,4849910,5199620.5,3392488.5,3645007.5,2225919.8
"431/188.9039mz/8.77min",2500254.35,3227395.5,2452839.2,2647680.2,2547669.5,2164254.5,2165871.5
"432/248.8936mz/8.79min",7942468,4371354,11074519,11828278,7615335.5,8269600.5,5037829
"433/146.966mz/8.76min",1404713,4179954.2,1208063.2,11406799,1057853.4,1601362.8,825940
"434/797.5535mz/8.79min",262992.504,87664.168,87664.168,87664.168,625299.4,438320.84,474782.56
"435/697.5376mz/8.82min",946207.92,315402.64,315402.64,315402.64,3654560.5,1577013.2,2515630.8
"436/751.5852mz/8.82min",61725.675,20575.225,20575.225,20575.225,179192.11,102876.125,119608.805
"437/735.5533mz/8.86min",92003.07,30667.69,30667.69,30667.69,388489.8,153338.45,221369.4
"439/545.4537mz/8.9min",652567.14,217522.38,217522.38,217522.38,1887433.6,1087611.9,1925045.2
"442/683.5218mz/8.93min",124494.636,41498.212,41498.212,41498.212,371122.66,207491.06,395998.4
"443/115.9208mz/8.95min",1383241.9,1050374.2,1716109.6,4937334,791375.9,2873669.8,1032670.6
"445/607.4695mz/8.96min",334614.564,111538.188,111538.188,111538.188,694066.5,557690.94,561870.75
"446/186.9706mz/8.94min",492725.13,80486.58,81320.83,205522.7,800297.25,799944.06,779927.56
"447/735.5508mz/8.96min",11754.1626,3918.0542,3918.0542,3918.0542,64852.88,19590.271,41078.19
"449/100.9337mz/8.97min",613142.5,361639.88,721486,1900238.4,208869.45,696236.4,530048.6
"450/144.9235mz/8.96min",1707335.7,2089694.9,1924683,3341708,1440261.2,1489988.4,1245223.5
"451/122.9758mz/9.01min",286436.22,216129.06,206725.3,209791.78,470112.53,356743.38,360409.03
"452/180.9812mz/9.03min",187351.567,111751.914,98327.45,93625.164,262951.22,348261.06,366183.97
"453/662.4767mz/9.01min",91585.05,30528.35,30528.35,30528.35,190316.08,193675.34,152641.75
"454/465.2676mz/9.01min",384418.95,128139.65,128139.65,128139.65,799605.2,692886.8,640698.25
"455/311.1687mz/9.01min",299590.36,578948.8,375190.84,373892.12,225288.6,224110.19,196495.12
"456/325.1843mz/9.01min",171282.43,416086.88,183393.33,189877.02,143837.53,159171.53,111838.32
"457/856.6885mz/9.02min",360747.06,120249.02,120249.02,120249.02,601245.1,1042322.06,1384980.5
"458/873.6787mz/9.07min",554083.44,184694.48,184694.48,184694.48,1609922.9,923472.4,1279657.4
"459/751.5844mz/9.08min",5731.8678,1910.6226,1910.6226,1910.6226,46816.63,9553.113,25838.979
"460/621.485mz/9.21min",917407.5,305802.5,305802.5,305802.5,2462108,1529012.5,1690155.2
"461/604.495mz/9.21min",555076.05,185025.35,185025.35,185025.35,1165879.9,925126.75,974919.8
"462/751.5843mz/9.24min",88480.914,29493.638,29493.638,29493.638,417955.16,147468.19,285917.28
"463/573.485mz/9.31min",692159.88,230719.96,230719.96,230719.96,2120806,1153599.8,1560145.2
"464/556.4948mz/9.31min",456426.564,152142.188,152142.188,152142.188,1175858.1,760710.94,940245.2
"465/618.5105mz/9.37min",1319483.7,439827.9,439827.9,439827.9,2906701.2,2199139.5,2239133.5
"466/635.5008mz/9.37min",1247525.34,415841.78,415841.78,415841.78,2906184.5,2225450.5,2079208.9
"467/573.485mz/9.42min",35995.863,11998.621,11998.621,11998.621,65062.6,59993.105,72964.734
"468/467.2833mz/9.44min",171260.928,57086.976,57086.976,57086.976,772931.6,285434.88,336049.3
"469/325.1843mz/9.44min",44060.66,22911.988,50804.55,37316.77,101063.88,26891.41,62154.918
"470/311.1687mz/9.42min",171012.52,188601.4,130673.17,153423.64,211164.33,76428.63,211513.47
"471/711.6259mz/9.46min",153339.215,28689.01,163233.38,385099.6,28689.01,1023639.94,143445.05
"472/662.4767mz/9.5min",72046.02,24015.34,24015.34,24015.34,850454.4,120076.7,142361.53
"475/649.5164mz/9.69min",323827.836,107942.612,107942.612,107942.612,1325754.4,539713.06,762257.25
"476/632.5262mz/9.7min",451669.236,150556.412,150556.412,150556.412,1273757.9,752782.06,901870.6
"477/683.5945mz/9.8min",253230.864,84410.288,84410.288,84410.288,978145.5,422051.44,648173.44
"478/666.6045mz/9.81min",330849.036,110283.012,110283.012,110283.012,1034950.25,551415.06,759469.8
"479/89.0244mz/9.83min",872227.075,8888606,1201961.2,1183055.9,552287.7,561398.25,458497.56
"480/646.5419mz/9.9min",1422723.6,474241.2,474241.2,474241.2,3339945.8,2371206,2447901.5
"481/663.5321mz/9.91min",593702.82,197900.94,197900.94,197900.94,1717784.8,989504.7,1046262.3
"482/89.0244mz/9.98min",1036599.45,910281.75,1217856.1,1197928.4,916433.9,868413.6,1156765
"483/89.0244mz/10.08min",971542.7,1118686.4,8279982,8243402.5,774601.7,824399,746778.56
"484/248.9604mz/10.16min",44501.082,115603.03,38662.59,40620.703,41204.66,112043.47,47797.504
"485/316.948mz/10.17min",12544.805,40109.55,5904.5757,17930.57,5503.085,51434.29,7159.04
"486/112.9857mz/10.17min",594646.06,543504.94,567727.06,558320.9,709261.4,1020180.7,621565.06
"487/115.9208mz/10.2min",4322948.65,6102739,5001268.5,4685319.5,3631693,3960577.8,3447992.5
"489/311.1687mz/10.2min",168046.325,162807.6,148569.52,154710.84,215316.81,173285.05,191683.5
"490/134.8947mz/10.2min",251038.315,336746.84,260842.08,241234.55,264733.03,239107.34,223433.77
"492/325.1844mz/10.21min",152208.54,121745.02,149583.5,135495.94,181915.69,154833.58,174655.28
"493/144.9235mz/10.2min",2399958.9,3297115.2,3094667.8,2809229.8,1843753.1,1865728.2,1990688
"494/100.9337mz/10.22min",1165316.1,1037183.9,3210115,2785997,1177540.8,857878.56,1153091.4
"495/132.8679mz/10.21min",183123.84,248888.03,247426.86,196190.8,170056.88,151837.06,147972.39
"496/665.4403mz/10.24min",94327.248,31442.416,382847.28,594327.4,31442.416,31442.416,157212.08
"498/662.4769mz/10.24min",360119.364,120039.788,120039.788,120039.788,2839854,600198.94,1793104.1
"500/648.4613mz/10.26min",215915.268,71971.756,71971.756,71971.756,1655254.9,359858.78,598411.5
"501/112.9857mz/10.27min",3273366.25,4271278,3740123,3630231,2314974.2,2167654.2,2916501.5
"502/520.9102mz/10.27min",121970.565,422541.16,202636.86,146536.89,97404.24,93001.99,86445.55
"503/742.5394mz/10.28min",264748.183,10062.6132,1193514.4,495684.12,10062.6132,479183.3,50313.066
"504/248.9604mz/10.27min",454368.84,1102679.2,578806.1,513365.12,391951.1,395372.56,352088.6
"505/316.948mz/10.27min",396341.045,970938.6,554850,442332.53,350349.56,344075.06,326094.44
"506/384.9351mz/10.27min",251910.575,632618.44,347417.6,288991.9,214829.25,201405.95,186446.88
"507/588.8978mz/10.27min",89109.288,329002.75,149746.94,108604.31,69614.266,68378.39,47522.773
"508/716.5239mz/10.29min",188969.288,11906.0352,318408.4,364347.1,11906.0352,549673.5,59530.176
"509/452.9226mz/10.28min",198394.66,566189.7,295541.22,225901.9,170887.42,159320.69,149829.62
"511/661.4648mz/10.29min",45464.718,15154.906,15154.906,15154.906,338493.34,75774.53,143267.97
"512/674.4017mz/10.28min",194873.604,64957.868,64957.868,64957.868,647736.8,324789.34,448522.8
"513/606.4144mz/10.3min",1251103.5,417034.5,417034.5,417034.5,4827875,2085172.5,3214635
"514/660.4613mz/10.31min",213031.14,71010.38,71010.38,71010.38,1012343.6,355051.9,634573.6
"515/116.9286mz/10.36min",1484210.5,1372200,1685961.6,1642246.1,1521580,1446841,1409579.6
"516/694.4683mz/10.37min",35364.6258,11788.2086,11788.2086,11788.2086,204268.67,58941.043,116028.77
"518/744.5538mz/10.36min",11496.228,3832.076,708310.6,2104890.2,3832.076,19160.38,3832.076
"519/132.8679mz/10.47min",642506.925,583486.6,589647.4,750073.06,690288.9,616797.6,668216.25
"520/160.842mz/10.47min",267548.42,239066.88,255946.47,278001.94,307263.28,257094.9,296139.72
"521/162.8391mz/10.47min",270955.61,242521.33,267802.6,274108.62,309871.12,258142.45,304972.44
"522/257.8192mz/10.48min",288926.05,260834.14,287453.9,303777.44,259929.69,290398.2,300644.62
"523/255.8222mz/10.48min",296630.125,270011.22,298294.78,313525.97,269882.94,294965.47,309278.66
"524/195.8109mz/10.48min",411062.875,342664,401584.28,468268.47,405695.72,416430.03,462736.62
"525/197.808mz/10.48min",539198.8,428160.72,512229.06,573824.4,551406.5,526991.1,618042.7
"526/187.861mz/10.49min",710964.23,668638.6,689796.94,698241.4,808752.9,723687.06,820527.7
"527/216.8768mz/10.52min",549025.345,519288.06,533982.25,222887.53,750248.9,564068.44,602045.94
"528/214.88mz/10.52min",2299405.25,2298451.5,2208747.5,2300359,2492331,2240876,2418514
"529/243.8993mz/10.52min",6535693.5,5403121,6323247.5,6517777,6564409.5,6553610,6755751.5
"530/245.8948mz/10.52min",2480703.25,2113851,2414215,2484935.5,2501359,2501461.5,2476471
"531/241.899mz/10.54min",4671125.75,4678534,4683926,4570532,5041547,4663717.5,4596702
"533/195.906mz/10.54min",647011.4,689250.9,584252.3,566062.7,741965.9,718314.7,604771.9
"535/328.9796mz/10.59min",496956.76,490697.4,503216.12,515539.62,548118.2,442171.1,457513.5
"537/560.9991mz/10.61min",76694.565,82057.57,74937.11,78452.02,90768.02,69895.4,65125.71
"538/255.8221mz/10.63min",50324.3695,10654.783,43859.344,56789.395,36575.13,60793.812,135194.53
"539/96.9601mz/10.61min",5358522.75,9073602,2547528,8169517.5,8978525,1153870,2538561.8
