"","FC","log2(FC)","raw.pval","-log10(p)"
"475/649.5164mz/9.69min",8.3893,3.0685,0.0012099,2.9172
"457/856.6885mz/9.02min",8.8205,3.1409,0.0013572,2.8674
"424/693.5062mz/8.75min",8.0527,3.0095,0.0016607,2.7797
"275/711.457mz/7.44min",11.73,3.5521,0.0027049,2.5679
"446/186.9706mz/8.94min",6.7237,2.7493,0.0030983,2.5089
"498/662.4769mz/10.24min",15.044,3.9111,0.0052357,2.281
"402/221.8746mz/8.62min",0.35733,-1.4847,0.005335,2.2729
"427/221.8746mz/8.75min",5.0177,2.327,0.0053441,2.2721
"194/634.4456mz/6.8min",13.302,3.7335,0.0054851,2.2608
"403/223.8723mz/8.61min",0.34134,-1.5507,0.0055597,2.255
"385/161.9136mz/8.41min",0.28587,-1.8066,0.0069897,2.1555
"369/186.9706mz/8.33min",4.3708,2.1279,0.013879,1.8577
"297/134.8947mz/7.71min",2.8537,1.5128,0.019244,1.7157
"212/765.1668mz/6.97min",2.1038,1.073,0.020039,1.6981
"428/223.8723mz/8.72min",3.5284,1.819,0.021035,1.6771
"401/146.9659mz/8.53min",0.10018,-3.3194,0.021338,1.6708
"338/134.8947mz/8.01min",2.6543,1.4083,0.027298,1.5639
"332/186.9706mz/7.95min",3.5434,1.8251,0.034816,1.4582
"333/115.9208mz/7.98min",2.4073,1.2674,0.037437,1.4267
"255/134.8947mz/7.34min",2.5131,1.3294,0.040016,1.3978
