"","FC","log2(FC)","raw.pval","-log10(p)"
"454/465.2676mz/9.01min",5.7605,2.5262,2.9416e-06,5.5314
"445/607.4695mz/8.96min",5.6277,2.4926,7.5791e-06,5.1204
"461/604.495mz/9.21min",5.7376,2.5204,8.1819e-06,5.0871
"380/667.4906mz/8.28min",5.8141,2.5396,1.4115e-05,4.8503
"420/651.4955mz/8.73min",5.8856,2.5572,1.781e-05,4.7493
"465/618.5105mz/9.37min",5.7764,2.5302,2.1307e-05,4.6715
"320/685.5011mz/7.93min",5.8883,2.5579,2.7246e-05,4.5647
"466/635.5008mz/9.37min",5.9923,2.5831,2.9634e-05,4.5282
"227/565.2823mz/7.07min",6.2163,2.6361,3.7627e-05,4.4245
"86/421.1867mz/4.15min",0.14322,-2.8037,4.3414e-05,4.3624
"480/646.5419mz/9.9min",5.9474,2.5723,4.894e-05,4.3103
"362/703.5633mz/8.28min",6.267,2.6478,5.1678e-05,4.2867
"160/540.3309mz/6.3min",6.2512,2.6441,5.2725e-05,4.278
"84/438.1768mz/4.15min",0.1348,-2.8911,7.6847e-05,4.1144
"182/573.1293mz/6.68min",5.1833,2.3739,7.9579e-05,4.0992
"304/116.9286mz/7.84min",0.24506,-2.0288,8.8787e-05,4.0517
"464/556.4948mz/9.31min",6.5448,2.7103,9.8145e-05,4.0081
"155/452.2782mz/6.13min",6.8222,2.7702,0.00013262,3.8774
"417/717.5792mz/8.72min",6.7737,2.7599,0.00013751,3.8617
"128/484.2681mz/5.14min",6.7999,2.7655,0.00014002,3.8538
"158/452.2782mz/6.24min",6.8717,2.7807,0.00014264,3.8457
"180/299.2592mz/6.68min",6.7849,2.7623,0.00014467,3.8396
"460/621.485mz/9.21min",6.4173,2.682,0.00015534,3.8087
"129/501.2583mz/5.14min",6.852,2.7765,0.00016128,3.7924
"140/424.2469mz/5.66min",6.949,2.7968,0.00016894,3.7723
"400/711.5167mz/8.54min",6.7306,2.7507,0.00017709,3.7518
"350/660.4613mz/8.11min",7.0168,2.8108,0.00018792,3.726
"370/383.1893mz/8.28min",40.955,5.356,0.00018988,3.7215
"476/632.5262mz/9.7min",6.7216,2.7488,0.00019836,3.7025
"200/480.3096mz/6.83min",7.1068,2.8292,0.000205,3.6882
"168/566.3466mz/6.47min",7.1061,2.8291,0.00020686,3.6843
"135/424.2468mz/5.55min",7.1375,2.8354,0.00020834,3.6812
"429/591.4381mz/8.77min",6.3005,2.6555,0.00021835,3.6609
"120/396.2154mz/4.99min",7.1756,2.8431,0.00022893,3.6403
"458/873.6787mz/9.07min",7.146,2.8371,0.00024388,3.6128
"410/695.5218mz/8.62min",6.7584,2.7567,0.00025168,3.5992
"122/484.2681mz/5.03min",7.3054,2.869,0.00025888,3.5869
"125/396.2154mz/5.1min",7.3469,2.8771,0.00027897,3.5544
"331/381.1737mz/7.94min",7.1323,2.8344,0.0003071,3.5127
"463/573.485mz/9.31min",7.2453,2.857,0.00032065,3.494
"481/663.5321mz/9.91min",6.5415,2.7096,0.00032387,3.4896
"301/720.4824mz/7.8min",6.3437,2.6653,0.00035031,3.4555
"478/666.6045mz/9.81min",7.3547,2.8787,0.00035986,3.4439
"291/455.2106mz/7.68min",7.5052,2.9079,0.00036949,3.4324
"177/637.1419mz/6.63min",2.8136,1.4924,0.00041845,3.3784
"415/655.5634mz/8.68min",7.5946,2.925,0.00042184,3.3749
"165/478.2939mz/6.41min",7.779,2.9596,0.00042702,3.3696
"286/501.3546mz/7.59min",7.7744,2.9587,0.00045686,3.3402
"439/545.4537mz/8.9min",7.8258,2.9682,0.00045895,3.3382
"159/478.2939mz/6.3min",7.9683,2.9943,0.00051037,3.2921
"206/299.2593mz/6.88min",279.53,8.1268,0.00052631,3.2788
"287/484.3644mz/7.6min",7.9592,2.9926,0.00057349,3.2415
"274/694.4669mz/7.44min",8.2594,3.046,0.00063861,3.1948
"396/669.5064mz/8.48min",8.2861,3.0507,0.00072691,3.1385
"346/529.3859mz/8.07min",8.2641,3.0469,0.00073493,3.1338
"284/134.8947mz/7.59min",3.5627,1.833,0.00087329,3.0588
"513/606.4144mz/10.3min",8.3861,3.068,0.00092103,3.0357
"435/697.5376mz/8.82min",8.486,3.0851,0.00092606,3.0334
"316/634.4455mz/7.92min",324.98,8.3442,0.00092906,3.032
"307/355.1579mz/7.84min",42.189,5.3988,0.00096493,3.0155
"187/701.1544mz/6.71min",2.8002,1.4855,0.0010244,2.9895
