row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_TJGIp8_3_Run206.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML Peak area,POS_TJGIp8_1_Run19.mzML Peak area,POS_TJGIp8_2_Run84.mzML Peak area,POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML Peak area,
261,118.08624552653517,1.9114617,,,,,,,,,,,62892.938,92381.3,164960.19,387669.3,276271.12,159021.06,
57,118.12233069701843,0.37605652,,,,44,,,,,,,1212583.8,1062059.0,1318597.5,963936.4,1202371.6,1174897.2,
6924,118.12247725119117,10.191466,,,,,,,,,,,901773.6,1468948.4,2288782.0,1251927.0,2212553.0,1527149.1,
54,119.08944595907184,0.3701135,,,,44,,,,,,,7978706.0,9183696.0,9035944.0,7657580.0,5007976.0,9454905.0,
591,120.04442212857266,4.0003376,,,,,,,,,,,68443.69,124776.38,80947.836,40057.426,65923.6,53740.32,
342,120.04445966874776,2.726965,,,,254,,,,,,,5031269.0,4159609.0,4328539.0,2288338.0,4815144.5,2459863.0,
239,120.08074977903425,1.400033,,,,,,,,,,,2267326.5,592244.4,820732.1,258163.31,2657263.0,40677.36,
367,120.08081221417802,2.9757168,,,,,,,,,,,175113.42,132579.64,158335.75,144949.62,259346.69,131713.84,
5755,121.02831759716423,8.293178,,,,3,,,,,,,578180.9,520364.22,132236.95,675723.8,712909.44,640632.2,
2,122.0191228356263,0.038647432,,,,,,,,,,,203305.45,297892.94,947090.56,63840.453,305260.38,36586.72,
7055,122.5469473165573,10.561208,,,,20,,,,,,,3774871.0,3430722.2,3647725.0,1953533.2,3320928.0,2501638.8,
125,123.05517806595618,0.5857731,,,,,,,,,,,3635177.0,2514388.0,2875764.2,2395673.5,2076433.8,2769155.2,
122,124.03923586112664,0.5367915,,,,,,,,,,,1190443.4,1023544.44,1193103.9,939950.44,1340425.2,1197842.4,
1030,125.0595605373476,4.6701818,,,,1,,,,,,,355804.0,316262.2,295087.16,736564.1,338116.22,689084.3,
1545,125.09601987274486,5.028133,,,,174,88,[M-H2O+H]+,,2,1545;1544,142.09925,78461.28,55829.484,65422.867,155950.94,85882.65,143934.08,
690,125.09609363013949,4.2389455,,,,264,,,,,,,753150.3,713548.9,736416.94,670300.4,638074.25,546181.8,
458,125.09611725465645,3.450301,,,,65,,,,,,,232270.8,172326.6,177306.0,212628.3,233482.23,160574.69,
576,125.0961275286594,3.9559002,,,,,,,,,,,134641.06,131826.17,137452.1,121983.766,114426.22,136979.19,
7069,125.98608522986898,10.579712,,,,20,,,,,,,2.0164406E7,1.9059398E7,1.8633936E7,1.2474287E7,1.723984E7,1.2618687E7,
106,129.0545005870628,0.4488143,,,,44,,,,,,,2365010.8,409918.94,1091276.4,3106040.8,1058669.0,1510054.6,
129,130.0498516380224,0.60740906,,,,,,,,,,,2064436.4,607307.4,1798827.8,803614.6,1867620.2,457844.75,
77,130.08614801005209,0.3850832,,,,44,,,,,,,859743.44,209238.77,863038.94,1013287.44,1094671.9,1241511.2,
147,130.08625871749186,0.6657753,,,,,,,,,,,126714.83,19197.86,110846.42,18916.73,65227.53,292044.06,
6099,130.15903873158334,8.596183,,,,,,,,,,,413430.6,453957.97,332625.84,435392.34,448052.16,393989.8,
316,130.15905035113545,2.5278769,,,,,,,,,,,0,0,0,3136697.8,0,3744633.0,
337,130.1590877241914,2.636432,,,,,,,,,,,2607083.0,2956908.0,3751335.8,534826.6,4494084.0,254478.92,
90,131.07017787690245,0.3979553,,,,44,,,,,,,1020777.5,145819.34,281793.44,1106835.1,224094.88,1917520.5,
55,132.10179346685155,0.37530443,,,,44,,,,,,,2072432.5,2251360.0,2172792.2,2934706.8,3767692.2,2937153.8,
149,132.10188543042585,0.73803383,,,,,,,,,,,7107088.0,4650389.5,6301070.0,4923282.5,6515048.0,3778701.2,
2112,133.10103840273325,5.3689632,,,,178,141,[M-2H2O+H]+,,2,2102;2112,168.11544,921159.06,971426.1,1120070.0,1202549.8,1193256.9,966499.8,
4121,133.1010749521777,7.3280435,,,,2,,,,,,,266011.0,286279.4,195613.45,535666.7,558785.9,542168.3,
582,133.10120612630303,3.9758508,,,,100,36,[M-2H2O+H]+,,2,580;582,168.115,259124.72,311622.34,335225.1,232964.53,278198.44,288308.94,
5672,134.06332736886432,8.217493,,,,,,,,,,,116382.33,290650.4,116167.78,10167.918,575401.06,104520.86,
87,135.06505311882992,0.39569107,,,,,,,,,,,116153.3,87593.73,197683.39,877323.44,210279.9,1526312.2,
297,135.10156374476205,2.3778684,,,,131,11,[M+H]+,,1,296,134.0943,607136.0,607675.2,681281.2,857127.1,588831.06,1016350.2,
2433,135.11671458087412,5.6189094,,,,,,,,,,,340574.84,289246.16,457820.75,654812.75,518440.97,614894.75,
343,138.05503371006662,2.727868,,,,254,,,,,,,1402074.5,1080526.8,1130845.6,585764.2,1249874.8,610954.8,
7046,139.98772458970646,10.475503,,,,259,,,,,,,6581225.0,6671539.5,6374150.0,8718705.0,7072289.0,8180492.0,
7011,140.06804004898345,10.321791,,,,,,,,,,,0,0,0,31032.506,0,157462.97,
29,140.06810438020761,0.35751775,,,,44,1,[M+Na]+,,2,28;29,117.07884,2.491449E7,2.4247618E7,2.508826E7,1.4764091E7,2.3092594E7,1.9264638E7,
240,140.06813445074977,1.4574622,,,,,,,,,,,177350.72,182402.47,298317.75,192956.92,11488.521,55287.918,
159,140.06815731858492,0.7751544,,,,,,,,,,,647630.7,506336.34,1069848.8,175874.56,511355.16,266349.75,
236,140.068161226476,1.3720325,,,,,,,,,,,181981.14,210768.16,193579.94,167692.31,11488.521,73249.48,
229,140.06816584658836,1.2552927,,,,,,,,,,,581474.44,894843.6,211318.47,310732.7,90824.06,154796.03,
176,140.06816672523806,0.835363,,,,,,,,,,,571380.0,516041.06,314230.47,122124.43,419755.03,153693.94,
217,140.0681751041004,1.1295884,,,,,,,,,,,216279.33,479166.66,295728.78,204300.03,413658.84,128545.36,
209,140.06818154054682,1.0463071,,,,,,,,,,,216279.33,376498.06,214004.86,1257663.9,341113.94,365184.2,
246,140.06819102194456,1.6188086,,,,,,,,,,,177279.25,301194.72,290769.16,144761.6,20584.74,242929.62,
260,140.0682017518646,1.8454086,,,,,,,,,,,258870.5,155983.0,74603.34,189982.31,7845.244,84947.8,
306,141.05462682905153,2.4542992,,,,,,,,,,,2394230.5,1788941.6,2038452.1,1158092.1,2164530.5,795470.8,
7032,141.98318272531563,10.467157,,,,259,,,,,,,2333682.8,2526076.2,2413904.0,3331418.8,2687954.5,3116434.5,
514,142.0413555381568,3.667013,,,,223,,,,,,,494556.12,456218.0,501676.2,210290.75,341512.0,183232.42,
381,142.08628304468786,3.05885,,,,50,,,,,,,626858.75,509180.75,562535.3,696117.6,782053.1,604984.9,
7155,143.03949042730727,11.006838,,,,,,,,,,,3678.899,0,0,5975566.0,26620.95,4660285.5,
4440,143.07019839969217,7.5211716,,,,171,,,,,,,0,73820.54,34007.285,196561.9,243182.44,453921.16,
3635,143.0702363823976,6.936596,,,,225,,,,,,,219127.52,261644.25,248338.44,462929.97,493517.28,524469.3,
83,144.1018215080295,0.38734326,,,,44,,,,,,,4.089373E7,3.96154E7,4.641276E7,4.848532E7,4.3274356E7,5.815258E7,
218,144.10187791466595,1.1220196,,,,,,,,,,,127565.58,59265.133,134785.31,67237.164,104395.73,120623.766,
226,144.10188506770885,1.2106749,,,,,,,,,,,104678.6,396939.1,174134.31,71709.71,181602.58,44721.42,
174,144.10189241693539,0.8365796,,,,52,,,,,,,804383.8,703451.9,339080.38,210931.53,571021.75,1457696.2,
194,144.10190078697136,0.9259267,,,,,,,,,,,66985.84,151873.38,428030.22,533713.4,531097.25,134151.83,
276,144.10190694146164,2.0877302,,,,,,,,,,,66549.65,15103.947,113513.625,94770.45,340955.16,49199.188,
154,144.10191350023794,0.7061785,,,,,,,,,,,77912.93,220747.81,199609.86,157531.75,544975.4,78079.7,
291,144.10193531980343,2.2607534,,,,,,,,,,,8970.332,19991.281,12809.636,115762.516,144240.69,27831.307,
6868,144.9820075666277,10.052313,,,,,,,,,,,6362782.5,7408645.5,751466.2,1879213.1,1589595.0,2431878.2,
6776,144.98202270490728,9.770078,,,,,,,,,,,1263511.8,1577404.6,6072444.5,2028723.8,5044493.5,1.4977138E7,
6299,144.98202913028896,8.766287,,,,,,,,,,,363529.78,456089.1,222977.0,369987.97,567850.06,1044039.0,
6650,144.98206389847948,9.4234085,,,,,,,,,,,1213581.6,602596.75,1132811.4,1.539494E7,3205290.0,3109496.2,
6554,144.98209030656355,9.164277,,,,,,,,,,,559396.94,570379.9,577297.25,1897026.2,768486.44,751252.3,
6105,144.98213680069406,8.599688,,,,,,,,,,,1390968.1,1682901.1,1029024.0,1336351.6,1977099.9,1733140.9,
7150,145.0351168935705,11.020932,,,,,,,,,,,211968.34,184224.84,49624.12,7854682.5,327447.97,6741027.5,
50,145.04694272284186,0.37011418,,,,44,,,,,,,4373585.0,2472836.8,2506009.5,2426310.0,1270615.8,1905855.2,
426,146.06003129680622,3.2743168,,,,54,,,,,,,371286.34,342876.88,386974.22,287344.8,422953.5,392434.8,
293,146.0600493972098,2.3415563,,,,,,,,,,,1414124.6,1482783.8,1723027.8,1225889.1,1563896.1,2204377.5,
142,146.08109537722933,0.6486997,,,,193,8,[M+H]+,,2,142;140,145.07379,5639321.0,3963932.5,5790025.0,6038683.0,5314707.0,8944878.0,
295,146.1175381291417,2.3197217,,,,,,,,,,,274109.6,157340.03,227835.97,213180.92,243187.69,124545.61,
275,146.11758171143728,2.067063,,,,,,,,,,,300961.2,258922.44,330650.62,312009.44,335462.28,390600.94,
6774,146.98019136530672,9.764354,,,,,,,,,,,560709.9,241259.75,554971.75,1069094.9,352500.25,7351157.0,
6652,146.98021844715046,9.410252,,,,,,,,,,,533217.44,591285.9,487952.75,6876669.5,756220.25,1287747.0,
108,147.0650534461988,0.44960842,,,,44,,,,,,,2919192.8,479742.9,1280911.0,3726268.5,1206165.8,1691853.5,
441,147.08043226269157,3.3537302,,,,,,,,,,,355445.03,375875.8,345680.16,292037.4,384953.72,198937.72,
391,147.10153206409325,3.0849411,,,,214,,,,,,,681897.06,825812.9,850057.1,814249.25,959109.3,837494.56,
422,147.1015356196706,3.2700891,,,,54,,,,,,,212199.03,243612.02,249738.9,177915.08,239448.8,168259.2,
1707,147.1167239708088,5.137392,,,,141,,,,,,,859858.44,832958.0,900500.6,726669.2,744794.4,606746.8,
718,147.11679497614628,4.3352685,,,,165,,,,,,,315880.94,230374.11,233498.03,354186.62,320101.0,219944.88,
76,148.06024814711805,0.38356617,,,,44,,,,,,,1277741.2,252136.72,1113707.0,1227624.5,1021811.0,786764.56,
1084,148.07889998524823,4.723488,,,,261,,,,,,,359467.22,429348.25,495930.2,293165.88,929327.75,289538.2,
6330,149.02317781870522,8.8181305,,,,,,,,,,,0,60893.23,0,632681.75,119967.66,50778.934,
1559,149.0232611801221,5.039966,,,,24,,,,,,,750887.75,988741.4,843131.06,1056182.2,960540.44,999771.25,
5757,149.02328046046603,8.293942,,,,3,,,,,,,2.1567078E7,1.9085462E7,1.2160341E7,2.4291982E7,2.4883718E7,2.3703956E7,
3133,149.0233135261509,6.5315766,,,,267,,,,,,,2682079.5,2616165.5,2359080.8,2382939.8,3546613.5,4100743.0,
4840,149.04476596474308,7.720307,,,,30,279,[M-H+2Na]+,,2,4840;4828,104.07334,60263.41,372246.3,292785.34,53942.15,133923.55,196013.11,
3971,149.04479708271185,7.2125716,,,,48,,,,,,,205441.8,861976.94,541523.6,514708.53,474695.0,1573456.1,
2497,149.05959740787384,5.7031274,,,,11,,,,,,,201324.78,535066.3,514675.8,1000203.8,344903.3,1433184.6,
539,149.05974172704586,3.7234526,,,,82,,,,,,,513979.1,567265.56,526388.25,916596.56,596165.94,873878.2,
91,149.08073543244453,0.398056,,,,44,,,,,,,750884.2,195064.36,201307.84,837533.8,217165.45,1643671.6,
520,150.05702517153273,3.6821232,,,,223,,,,,,,435294.34,435836.7,436584.22,198550.77,346834.44,150161.69,
3821,151.07530541219742,7.1062846,,,,152,,,,,,,344505.94,283145.53,214526.89,953869.44,669990.3,416566.88,
138,152.07056749067658,0.6182645,,,,245,,,,,,,713336.1,545409.8,655079.2,462505.75,738618.56,404806.0,
7072,154.00474563962618,10.575885,,,,,,,,,,,1097240.0,504277.4,757048.6,276826.44,124892.25,429433.84,
7110,154.99006802125393,10.788739,,,,,,,,,,,410174.0,767787.94,683550.6,9892064.0,619089.2,1.0722917E7,
368,155.0703011205335,2.9792728,,,,,,,,,,,1773736.2,1316972.9,1543103.5,717757.8,1616357.4,620197.94,
5451,155.0853973816305,8.127246,,,,13,,,,,,,591671.75,456495.3,65051.48,437795.28,828824.9,637398.2,
28,156.04195597670355,0.35603997,,,,44,1,[M+K]+,,2,28;29,117.07884,3229638.8,3462345.8,3574280.5,2363230.5,3169437.2,2278242.0,
121,156.04203167413732,0.55193025,,,,,,,,,,,149540.39,213312.23,414017.22,60154.297,145823.1,48294.246,
219,156.0420612131716,1.1547507,,,,,,,,,,,141390.6,185438.39,221683.67,100599.664,34822.203,64730.082,
7037,156.99045606860824,10.487878,,,,259,,,,,,,2474496.5,2667663.8,2444710.0,2935303.5,2631984.0,2822420.8,
287,157.0835257980415,2.2149916,,,,157,,,,,,,1095277.5,870005.56,1089472.5,955386.75,915333.56,974588.06,
296,157.0835327036509,2.3751535,,,,131,11,[M+Na]+,,2,296;297,134.0943,2490906.2,2504576.2,3144559.5,1007738.56,1520528.8,923798.56,
130,158.11752807843024,0.6266374,,,,,,,,,,,17605.83,44278.68,141194.14,127072.39,137391.08,137307.77,
1229,158.15379420363243,4.8081956,,,,172,,,,,,,2381988.2,2752297.8,2928283.0,1934149.8,3149362.2,2598971.0,
141,158.1538992101044,0.6454286,,,,,,,,,,,485994.84,376413.5,423618.25,345884.66,457226.2,341865.94,
508,158.15400157272862,3.6495829,,,,,,,,,,,194635.02,243084.06,317136.56,0,217779.86,0,
544,158.15405711136248,3.7366424,,,,,,,,,,,0,0,36481.98,228360.19,101705.266,339266.47,
6989,158.96389291653725,10.297435,,,,,,,,,,,0,0,0,47050.57,0,164281.23,
507,159.1168563992349,3.6483438,,,,,,,,,,,227197.14,403252.47,420848.94,320665.28,303926.9,175806.83,
521,161.09613266335273,3.6837883,,,,223,,,,,,,1.7174312E7,1.730973E7,1.6291437E7,1.3115391E7,1.6483966E7,1.2557463E7,
526,161.5649179106621,3.6846457,,,,223,,,,,,,1231616.2,1190850.6,1218922.8,574257.9,886673.2,464539.12,
522,162.06657989723058,3.6846201,,,,,,,,,,,213434.61,215037.12,210327.16,78905.95,160321.0,66275.2,
692,162.06755344816682,4.240643,,,,264,,,,,,,575740.94,514306.62,546371.9,244071.8,340862.0,165177.84,
524,162.0993387075714,3.6846333,,,,223,,,,,,,2006872.1,1998962.5,1896994.6,1538037.8,1913803.5,1434094.1,
36,162.11231681884445,0.36343646,,,,44,4,[M+H]+,,3,64;56;36,161.10504,1.2192752E7,1.0989437E7,1.2450918E7,1.1297054E7,1.300155E7,1.0922338E7,
516,163.07523540786642,3.6777143,,,,223,,,,,,,4182292.8,4041869.2,3575648.5,3289989.2,4243413.0,4226938.5,
845,163.0752537028482,4.5400925,,,,222,,,,,,,367011.28,637469.94,362072.53,966148.0,780771.56,901160.1,
3094,163.07530849927957,6.3789515,,,,73,,,,,,,548929.2,911068.8,720811.3,2667978.8,755944.9,2691889.2,
481,163.1328717670142,3.5329034,,,,,,,,,,,139152.14,152160.44,124824.17,389962.22,219668.8,395944.34,
460,164.1070672462587,3.4511712,,,,65,,,,,,,1992475.4,1857517.8,1914666.8,1671493.8,1607041.1,1218127.2,
21,164.9298354718955,0.34932303,,,,,,,,,,,679961.06,528169.56,582490.5,600188.94,612260.3,271297.28,
109,165.0756606595153,0.44965807,,,,44,,,,,,,5011945.5,1404901.1,2370814.8,6375151.0,2108408.8,3041601.5,
6339,165.09085800462597,8.836712,,,,,,,,,,,81315.195,88693.945,33083.688,273809.7,144379.19,440783.06,
442,165.09106139056678,3.3545258,,,,,,,,,,,100866.2,91231.98,134709.86,147530.34,173729.2,215334.06,
1712,165.12734027654543,5.1389832,,,,141,,,,,,,857657.1,889814.1,929969.3,572876.1,646257.25,493736.72,
716,165.12740373405293,4.3342147,,,,165,,,,,,,367883.72,272133.7,275160.5,418761.88,364070.44,297482.12,
115,166.0836605263985,0.4336582,,,,,,,,,,,2695888.2,1434234.5,964072.8,115965.984,1292710.1,278008.56,
64,166.08367769316138,0.37684056,,,,44,4,[M-H2O+Na]+,,2,64;36,161.10504,5514232.0,4670936.0,5236509.5,2397518.2,3846359.2,3159929.5,
197,166.08371663633946,0.96735686,,,,,,,,,,,45485.18,105444.64,69089.94,65511.902,4074.558,15553.783,
