"MetaboAnalyst_ID","Yeast_HE_D5.Ctrl_a_pos_20190515_Run37.mzML","Yeast_HE_D5.Ctrl_b_pos_20190515_Run40.mzML","Yeast_HE_D5.Ctrl_c_pos_20190515_Run43.mzML","POS_D5.227.C3.a_Run274.mzML","POS_D5.227.C3.b_Run277.mzML","POS_D5.227.C3.c_Run280.mzML","shared_name"
"39/217.1048mz/2.24min",2.00089700092232,2.08518806972111,1.98203855176966,1.99609980458015,2.17262896403591,2.00615848091115,"39"
"47/257.0995mz/2.8min",1.86294442704533,1.77754509071044,2.1174149519162,1.91790964254817,1.9707562219365,1.90270653882609,"47"
"48/120.0445mz/2.83min",2.46832032363466,2.43489632842651,2.38742041896347,2.72482793337277,2.52320525431844,2.54622632444447,"48"
"49/138.0551mz/2.84min",1.92278905060173,1.88071529658922,1.84312543291041,2.18478184778696,1.98050841081149,2.00476480023486,"49"
"50/171.0993mz/2.86min",1.75776479687154,1.72041712568225,1.46692679945031,2.46838401561431,2.46103410632562,2.46372745220487,"50"
"54/172.1333mz/3.19min",2.08107913151158,2.0365060035789,2.0457088044594,2.10034562536334,2.12004717794736,2.10232230390854,"54"
"55/194.1154mz/3.19min",2.80414784905031,2.78500403031846,2.79990748016181,2.8756628921967,2.88870305702795,2.89906570565741,"55"
"56/212.1259mz/3.2min",1.8075625093479,1.77177854992698,1.78589032885111,1.92717815338711,1.93364234015592,1.92535155838747,"56"
"58/239.0891mz/3.35min",1.82698372716639,1.8292734809189,1.93534583355668,2.64857028357886,1.96297212099317,2.02446801885787,"58"
"69/302.1304mz/3.8min",2.0399693026559,1.83890070489228,2.15168421135565,1.92753528252955,1.8626359633452,1.8512070659549,"69"
"70/324.1123mz/3.8min",2.40705722513636,2.26612539053266,2.521433227519,2.43029756379973,2.37452901650837,2.35311266184715,"70"
"73/451.2172mz/3.85min",1.80522193414689,1.71506602464114,2.03109452326963,1.77897690555249,1.83130409854319,1.74527647333388,"73"
"74/473.1993mz/3.85min",2.37935664820426,2.28537406236095,2.57803396562323,2.33796717256669,2.38142127285496,2.30472143725975,"74"
"75/245.0859mz/3.85min",1.77611897507984,1.7042129325766,1.99471951888362,1.7751981782054,1.83365404316069,1.76273511629285,"75"
"77/300.1148mz/3.9min",2.04199152536291,1.90150324832419,2.17828296619592,1.93296969801066,1.89815469757065,1.86390161614337,"77"
"78/322.0966mz/3.9min",1.95705589133579,1.82193679652085,2.09386594738146,1.99583631898279,1.96529180523236,1.92093349732862,"78"
"81/222.1465mz/4.06min",1.80444415905249,1.78071647730184,1.77732868523487,1.90521819123321,1.91437303278821,1.88591916788291,"81"
"82/325.1256mz/4.24min",1.99246963223215,1.95231808100024,1.94815180033724,1.99180443696662,1.96210449648957,1.95303076403346,"82"
"84/255.0545mz/4.36min",1.69264785641244,1.5479952332734,1.88303913414266,1.84546225154989,1.73898452514615,1.82486073142776,"84"
"90/689.2989mz/4.5min",1.80266231277369,1.67076031070474,1.98169730292329,1.73123253799572,1.77072853547996,1.691280072252,"90"
"91/450.2336mz/4.54min",2.49327724209592,2.39423250779685,2.62950489551618,2.12130049783144,2.18908962816327,2.04111234382913,"91"
"92/455.1887mz/4.54min",3.62121513221571,3.55568047064062,3.70527324533788,3.56805085481299,3.61480740155509,3.51764294762015,"92"
"93/433.2068mz/4.55min",2.79044348270365,2.71009841415735,2.95251110636118,2.78301683275462,2.84458520300646,2.71396649131272,"93"
"95/236.0806mz/4.55min",2.41232546047691,2.35045662787783,2.55053257003571,2.42995192588735,2.48062364879432,2.36717287527075,"95"
"97/230.9846mz/4.69min",1.91853955639734,1.91451011746951,1.92020920096718,1.91583211186878,1.91176256269521,1.91960087712082,"97"
"98/211.9707mz/4.69min",2.64929938534674,2.64873957728651,2.65001885824171,2.65042803020058,2.64557234436266,2.6435740681412,"98"
"101/231.9791mz/4.69min",2.99194412473999,2.99070887447206,2.9916189552633,2.99142429863051,2.99067438743774,2.99183097700529,"101"
"102/232.9824mz/4.69min",1.908690731859,1.91860223327896,1.91524495460083,1.91301677139683,1.91007742727214,1.91564798763717,"102"
"106/269.0702mz/4.71min",1.67772224073628,1.67566659448964,1.78262630050483,1.72258509602989,1.73308387663677,1.71443534677761,"106"
"109/573.2518mz/4.73min",2.71518237814843,2.6978375567793,2.66190217898119,2.68221823192009,2.62599016312924,2.64526644882102,"109"
"112/250.1778mz/4.82min",1.80855445991656,1.63141263198719,1.79965814269597,1.81348747887196,1.82071605203111,1.81272406558693,"112"
"114/270.1465mz/4.85min",1.75611403727979,1.58397162547649,1.86414656540298,1.81031819233094,1.7102383667632,1.80204796152954,"114"
"119/344.1303mz/5.23min",1.91526999977915,1.82619840211802,2.04146422457987,1.92521152597531,1.99671523816073,1.85236309524966,"119"
"120/649.3066mz/5.23min",2.08967333300371,1.98138014585444,2.2020427458343,2.06672546880579,2.13561904426997,1.98839261638265,"120"
"121/671.2887mz/5.23min",3.09742576193393,3.00025142870115,3.16439462678084,3.0628934680022,3.10219448056294,2.99990192363558,"121"
"122/318.3002mz/5.24min",2.43745278423967,2.46458434906378,2.39428900957387,2.33065080688063,2.36030905327776,2.37986882447021,"122"
"123/666.3333mz/5.24min",2.05898783844682,1.94078599661056,2.11443043275982,1.75683944722734,1.78363174626581,1.6706023042014,"123"
"126/298.274mz/5.3min",1.83323166213081,1.81356162281377,1.78454285801003,1.92382326693447,1.93798765400357,1.90558649456399,"126"
"129/256.2999mz/5.42min",3.1131841874694,3.08967358422823,3.08396543748354,2.61735869053816,2.6127889643177,2.57672397972367,"129"
"132/917.3817mz/5.43min",1.89362518179556,1.78706470526607,1.89890638394442,1.96404544045203,1.86291522764473,1.91194624882165,"132"
"133/284.6054mz/5.43min",1.83896079628763,1.7786498434692,1.8468677842843,1.89232314823631,1.83537255492767,1.85906481861747,"133"
"134/448.2035mz/5.43min",2.90765073764797,2.8310657454824,2.89669270508773,2.84875508875066,2.78712764604197,2.81329444081854,"134"
"135/470.1855mz/5.43min",3.1729697519512,3.10833773608554,3.15851991043207,3.17525837869932,3.12784467498144,3.14439289732189,"135"
"136/304.2998mz/5.45min",1.68331168498385,2.24046137349267,1.93284310133865,1.12205821884757,1.41636329445441,2.16565241325795,"136"
"138/302.3053mz/5.47min",2.69714403889972,2.73160434707183,2.59132642896313,2.68051257225479,2.73614030423956,2.73334383218606,"138"
"139/303.3086mz/5.48min",1.98531737024123,2.01386918159601,1.86908113841653,1.96274834351934,2.02496541368959,2.02679576348857,"139"
"142/301.293mz/5.57min",2.70003846906604,2.70154849032269,2.56183709652703,2.67445588526763,2.73113139451101,2.70887263093563,"142"
"143/322.2714mz/5.57min",1.72135416387842,1.76151391278951,1.59081257384954,1.73379529675369,1.75021748669391,1.72190967841313,"143"
