"","Filename","Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML","POS_D5-227-C3-a_Run274.mzML","POS_D5-227-C3-b_Run277.mzML","POS_D5-227-C3-c_Run280.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","38/138.0551mz/2.11min","3749.0325","7292.825","9383.593","149662.1","178017.95","16084.215"
"3","39/217.1048mz/2.24min","873157.44","1119584.6","874888.25","1026339.5","1504943.8","1092454.6"
"4","40/140.0683mz/2.46min","43240.918","86922.38","86683.18","116857.16","64039.555","54247.55"
"5","41/316.2116mz/2.52min","378905.0","172567.9","192132.47","30506.629","180615.03","147145.19"
"6","42/140.0683mz/2.66min","38055.438","29201.422","96202.87","72971.42","41574.734","117258.64"
"7","43/316.2116mz/2.67min","483951.94","316461.5","108783.01","36904.562","365952.47","199004.7"
"8","44/89.0598mz/2.74min","1227202.5","457790.88","361792.6","297977.25","590428.9","406197.72"
"9","45/272.1855mz/2.75min","457010.9","316054.78","286595.44","96813.5","545248.56","287876.5"
"10","46/217.1072mz/2.8min","302399.5","251867.11","562677.25","286985.34","343921.38","327410.6"
"11","47/257.0995mz/2.8min","635531.0","551323.1","1194898.0","857233.75","945464.0","860893.2"
"12","48/120.0445mz/2.83min","2561646.0","2504766.0","2225040.0","5495697.0","3373633.5","3788563.0"
"13","49/138.0551mz/2.84min","729429.0","699165.94","635383.44","1584802.9","966935.2","1088954.4"
"14","50/171.0993mz/2.86min","498830.28","483364.94","267178.84","3044938.8","2923658.5","3133109.0"
"15","51/183.0918mz/2.88min","117735.86","237163.77","77984.47","536107.4","190036.31","409976.2"
"16","53/345.1519mz/3.13min","252543.84","184725.34","539637.94","288631.78","191078.27","169314.64"
"17","54/172.1333mz/3.19min","1050209.2","1000862.06","1013033.6","1304783.0","1333331.2","1363228.0"
"18","55/194.1154mz/3.19min","5550690.0","5608868.5","5752086.5","7777818.5","7827011.5","8537174.0"
"19","56/212.1259mz/3.2min","559439.1","544050.7","556927.3","875725.5","868021.2","906974.06"
"20","57/217.1072mz/3.35min","87067.195","85421.49","84089.23","548841.3","75033.69","105323.74"
"21","58/239.0891mz/3.35min","585025.5","621064.56","785703.9","4610681.0","928668.56","1139497.1"
