"","Filename","2024_NEG_Y-EV_1_CTRL_Run89.mzML","2024_NEG_Y-EV_2_CTRL_Run118.mzML","2024_NEG_Y-EV_3_CTRL_Run139.mzML","2024_NEG_Y-p10_1_Run104.mzML","2024_NEG_Y-p10_2_Run130.mzML","2024_NEG_Y-p10_3_Run145.mzML"
"75","213/811.0292mz/3.6min","319416.56","336302.72","282409.06","337374.6","318953.3","313141.38"
"76","214/406.0138mz/3.6min","3849010.0","3454241.5","3167832.8","3355958.8","3364453.0","3408981.8"
"77","216/421.0056mz/3.84min","470162.9","432973.6","526468.06","428232.12","498636.7","604044.4"
"78","217/309.1014mz/3.99min","401630.47","425955.4","425567.22","417834.7","412855.88","405122.53"
"79","218/271.9983mz/4.12min","165465.16","147111.36","158568.39","150819.84","159204.98","147193.95"
"80","219/419.0263mz/4.15min","300497.2","280903.5","293252.8","305788.34","300908.47","288185.47"
"81","220/603.01mz/4.15min","318339.25","303079.34","306254.62","324902.88","325206.34","329804.2"
"82","222/497.0371mz/4.41min","886725.5","852719.5","830051.6","855342.3","852333.1","843603.06"
"83","223/242.1762mz/4.42min","483586.22","444830.47","497085.88","491241.16","458520.2","470149.38"
"84","226/793.0186mz/4.43min","865492.7","947821.25","1099741.0","965423.25","937432.7","1021827.25"
"85","228/422.9768mz/4.52min","769498.75","752181.2","732330.94","760640.25","709861.8","729775.44"
"86","230/653.0255mz/4.54min","738599.8","787854.06","881052.6","785425.06","772209.44","804840.2"
"87","231/341.0486mz/4.56min","713415.0","724789.75","691402.25","740461.9","753151.25","705397.6"
"88","233/404.0444mz/4.56min","441468.97","450982.16","397570.47","468300.03","486186.44","447017.78"
"89","234/497.0371mz/4.67min","1529486.2","1528771.4","1537139.2","1554100.8","1462336.2","1553483.4"
"90","236/637.0305mz/4.74min","5148720.0","5728408.5","6099299.0","5943453.0","5198232.5","5370636.0"
"91","238/227.9666mz/4.74min","6044906.0","6444993.5","6507448.5","6530966.0","6221298.0","6227475.5"
"92","239/229.9645mz/4.74min","5962377.5","6257572.0","6281956.0","6414641.5","6100762.5","6156292.5"
"93","240/230.9678mz/4.74min","453998.22","476826.62","507543.5","507166.9","481247.88","501827.03"
"94","241/228.9699mz/4.74min","490618.6","506263.34","503694.16","507956.62","501137.47","507370.78"
"95","243/268.9857mz/4.76min","410500.8","464914.88","482757.22","499797.2","477244.66","478877.84"
"96","244/266.9888mz/4.76min","1341550.4","1477297.2","1509454.0","1558331.0","1426116.8","1488660.9"
"97","245/909.0177mz/4.92min","177093.1","647804.7","295000.0","458603.0","381777.0","320046.56"
"98","246/426.9678mz/4.92min","8612498.0","12882144.0","9713083.0","8206915.0","8863263.0","8157663.5"
"99","247/481.0421mz/4.92min","4716066.0","4431022.5","5408636.0","4784339.0","4557226.0","4442705.0"
"100","248/544.0379mz/4.92min","1927776.9","1844131.1","2129204.2","1863330.4","1758249.6","1763171.2"
