"","filter","2024_NEG_Y-EV_1_CTRL_Run89.mzML","2024_NEG_Y-EV_2_CTRL_Run118.mzML","2024_NEG_Y-EV_3_CTRL_Run139.mzML","2024_NEG_Y-p10_1_Run104.mzML","2024_NEG_Y-p10_2_Run130.mzML","2024_NEG_Y-p10_3_Run145.mzML"
"446/513.0637mz/7.88min",209213.705,233326.53,390487.47,174052.64,375022.56,76177.31,185100.88
"447/485.0688mz/7.88min",688189.25,776480.56,1228509.4,555348.1,1220730.4,244855.25,599897.94
"448/603.1141mz/7.88min",279020.845,315187.5,522505.2,216238,488134.22,101196.07,242854.19
"449/746.4981mz/7.97min",127980.007,3724.3292,18621.646,152147.39,110034.414,3022470.8,145925.6
"450/100.9337mz/7.95min",598850.27,639161.1,1072795.1,652849.2,558539.44,520577.38,547734.94
"451/186.9706mz/7.94min",182821.14,149128.28,245474.12,176463.62,189178.66,156971.2,225643.45
"452/134.8947mz/7.94min",718388.85,1670277.4,632510.6,1082014,756573.8,680203.9,588218.3
"454/161.9136mz/7.94min",214232.77,474334.8,224005.78,208435.12,220030.42,148805.86,202605.44
"455/381.1736mz/7.94min",44228.797,493932.72,58877.254,60497.83,29510.516,29580.34,20538.785
"456/144.9235mz/7.96min",1112488.9,2586009.5,1176081.8,1021217.5,1048896,827740.8,1391997.4
"457/115.9208mz/7.95min",2228636.5,2352779.5,1588231.2,2104493.5,2479707.8,1443195,3073781
"458/804.5744mz/8.01min",1990149.35,2575.0398,3029611,950687.7,6601046,12875.199,3931870.5
"459/100.9337mz/8.11min",412972.3,1167684.6,315357.94,485824.72,530389.5,249109.33,340119.88
"460/100.9337mz/8.15min",480307.38,3975952.5,668905.4,479332.1,481282.66,403343.5,250972.97
"461/144.9235mz/8.16min",1537546.7,9539415,1734851.9,1555028.6,1520064.8,1516145.8,1515230.1
"462/833.5193mz/8.12min",2787.2926,2787.2926,2787.2926,208797.98,13936.463,2787.2926,2787.2926
"463/115.9208mz/8.14min",1895283.8,15589761,2897094.8,2434756,1355811.6,758807.8,837968.3
"464/660.4613mz/8.14min",601780.675,945541.7,519551.62,543978.25,526364.4,1914313.1,659583.1
"465/100.9337mz/8.26min",1167536.6,1087178.4,2047086.9,666276.5,1247894.8,686998.7,3872332.8
"466/753.4558mz/8.17min",22572.262,22572.262,22572.262,22572.262,209071.77,112861.31,22572.262
"467/754.4637mz/8.24min",104303.235,198487.38,77365.33,34776.16,245554.66,131241.14,70097.52
"469/686.4768mz/8.27min",5991627.75,6603793,6302232,5540009,5681023.5,9486488,5636757.5
"471/134.8947mz/8.28min",1321789.25,3362314.5,1365443.9,991368.3,1130604.4,1690923.8,1278134.6
"472/186.9706mz/8.28min",456763.91,584930.5,389556.44,366614.4,543612.3,449318.62,464209.2
"473/144.9235mz/8.27min",2911534.35,2788523.2,2883870.5,2872249.8,6246870,2939198.2,3616496.5
"474/115.9208mz/8.28min",4750837.5,1783379.1,10993412,2740897.8,4362651.5,5556432.5,5139023.5
"475/161.9136mz/8.28min",267961.76,1077415.6,196865.73,144753.62,283984.8,251938.72,288642.16
"476/749.4724mz/8.38min",1018947.75,2876658.5,1986049.9,496903.16,552425.2,1089042,948853.5
"477/186.9706mz/8.41min",585096.5,1899462.2,553320.6,471908.03,1141025.4,616872.4,531026.75
"478/134.8947mz/8.4min",1534109.65,2330416,1374920.5,583123.6,1758867.8,1596693.2,1471526.1
"480/161.9136mz/8.41min",416266.36,691550.6,425187.38,125479.01,407345.34,454355.16,361425.22
"481/132.8679mz/8.47min",128274.895,75139.33,142024.44,156024.1,126119.44,29773.676,130430.35
"482/144.9235mz/8.41min",1814339.85,2331105,1792110.6,1171282,1971191.9,1836569.1,1690023
"483/115.9208mz/8.44min",2344768.85,2218319.2,3183338.8,2199949,4207728.5,2288652.5,2400885.2
"484/489.2774mz/8.46min",38993.632,38993.632,38993.632,459246.28,38993.632,194968.16,38993.632
"486/100.9337mz/8.45min",647814.3,371033.4,313244.03,874049.56,1282970,732487.1,563141.5
"487/100.9337mz/8.53min",382808.935,259101.08,313244.03,452373.84,470506.16,658159.7,184782.64
"488/489.2775mz/8.65min",222240.11,193800.17,260265.17,313777.22,88591.28,91499.83,250680.05
"490/245.8948mz/8.69min",802961.55,3817627.5,718980.5,109957.34,886942.6,549786.7,1207383.1
"491/243.8993mz/8.7min",2131581.8,9907516,1905565.6,106486.266,2357598,1525361.1,3212506.2
"492/223.8723mz/8.73min",1731564.95,2969693.2,1565024.5,222510.9,1898105.4,1494014.4,2400741.2
"493/186.9057mz/8.74min",2753684.1,4199124,2605403,570348.25,2901965.2,2509057.8,3195644.2
"494/221.8746mz/8.74min",2413661.2,4116407.2,2206743.2,316365.06,2620579.2,2104157.5,3278501.8
"495/188.9039mz/8.74min",745903.85,1836061.1,672659,340589.66,813645.4,678162.3,1377680.5
"496/248.8936mz/8.73min",2828249.5,7127003,2598794,29714.27,3057705,2005781.2,3913374.2
"497/146.9659mz/8.76min",7317053.5,8647813,6455144.5,2955383,7677465,6956642,8218398.5
"498/250.8917mz/8.73min",712150.87,3164954.8,626202.94,17483.238,798098.8,487872.97,1720702.1
"499/100.9336mz/8.86min",684637.38,721615.2,662212.06,2992499.5,429570.06,577303.75,707062.7
"500/115.9208mz/8.84min",3149362.5,1795836,4090532,2208193,1631028,4526246,4516271.5
"502/89.0244mz/8.97min",1201486,662958.06,1553249.5,1799351.2,1651220.1,768740.44,849722.5
"503/186.9706mz/8.95min",90809.165,469572.8,94405.53,9125.249,132395.23,87212.8,85411.6
"504/146.9659mz/9.0min",910896.9,1252229.8,693242.25,529836.2,933888.5,887905.3,975537
"505/325.1843mz/9.02min",131714.76,407907.78,153982.66,66758.04,118337.04,86119.93,145092.48
"506/112.9857mz/9.03min",405072.97,418583.78,472812.66,390934.75,391562.16,428124.16,262587.38
"507/311.1687mz/9.02min",443217.28,458654.62,474588.28,151949.39,427779.94,413428.2,480898.53
"508/686.4768mz/9.02min",112809.53,203047.94,139345.5,58732.035,60216.543,166540.23,86273.56
"509/616.516mz/9.05min",238576.375,146112.3,155445.28,236077.53,307901.62,241075.22,254813.89
"511/544.4161mz/9.13min",807234.475,1027976.94,1218720.8,909649.75,704819.2,198676.42,634983.25
"512/544.4161mz/9.3min",16543.601,30645.332,34050.973,21854.69,5843.591,1168.7182,11232.512
"513/411.3841mz/9.38min",721825.25,905600.5,1134214.9,698695.9,415158.75,353768.44,744954.6
"514/89.0244mz/9.82min",1273380.25,5976888,1273390,1273370.5,1201088.8,1215316.5,6256896.5
"515/89.0244mz/9.97min",6100616,1256348.4,6460971.5,6124960.5,6076271.5,6427031,1162043.1
"516/134.8947mz/10.2min",144616.735,199631.44,168424.02,116290.28,117721.71,128295.42,160938.05
"517/100.9337mz/10.22min",859706.7,1448070.4,333885.62,587081.5,345595.97,1337314.8,1132331.9
"518/115.9208mz/10.21min",3818966.85,4106015,3961647.5,3673958.8,3720742.2,2913729,3917191.5
"519/144.9235mz/10.21min",2109335.2,2468152.5,2186462,1817820.1,2032208.4,1735828.4,2209145.8
"521/325.1844mz/10.23min",125515.03,95049.414,90886.95,127244.08,134552.52,123785.98,140126.5
"523/311.1687mz/10.23min",164491.655,76688.695,157923.16,190894.34,169151.22,160872.83,168110.48
"527/805.4875mz/10.26min",189412.35,63137.45,63137.45,343018.16,315687.25,1966227.9,63137.45
"528/753.4561mz/10.25min",57436.144,57436.144,57436.144,57436.144,1965193.8,287180.72,57436.144
"529/835.5346mz/10.26min",5171432.25,929311.5,5299835,5535818.5,4646557.5,5043029.5,7691126
"530/807.5013mz/10.26min",86682.661,7117.258,49545.562,3862098.2,123819.76,163028.14,35586.29
"531/833.519mz/10.26min",41895.35,2114.729,73217.055,1453205.1,148248.16,2114.729,10573.645
"532/863.5655mz/10.26min",876333,78939.444,2464543,487551.6,2304815.8,394697.22,1265114.4
"533/686.4769mz/10.27min",1740209.95,6916424,1770916.9,1378323.1,1210575.5,2015237.5,1709503
"534/754.4632mz/10.28min",242835.25,966270,277298.9,66188.42,782287.25,165309.61,208371.6
"536/112.9857mz/10.28min",3547329.25,3818942.2,3771856,1897721.2,3501965,2508784.8,3592693.5
"537/758.4979mz/10.32min",80129.04,26709.68,26709.68,815347.06,133548.4,619697.1,26709.68
"538/632.4299mz/10.37min",175017.515,129954.58,146540.33,113179.336,203494.7,1916008.1,287996.8
"539/116.9286mz/10.35min",1566724.8,1693864.1,1620666.6,1367544.5,1512783,1292745.8,1644137.8
"540/776.545mz/10.43min",200256.282,66752.094,66752.094,5069826,333760.47,6314046,66752.094
"541/732.4824mz/10.37min",283562.964,94520.988,94520.988,573051.75,472604.94,2341699.2,94520.988
"542/760.5132mz/10.44min",1161968.9,64552.824,1544486.2,1006365.7,2635270.8,322764.12,1317572.1
"543/160.842mz/10.44min",284936.275,282082.25,287790.3,161181.33,310703.94,236955.81,291835.66
"544/162.839mz/10.44min",282852.325,279924.75,285779.9,159814.95,304613.5,230746.56,294189.1
"545/197.8079mz/10.44min",531931,503374.1,589876.94,304198.44,500427.84,560487.9,657884.9
"546/195.8109mz/10.44min",377752.1,374551.5,424620.7,352871.8,380952.7,313453.1,467267.6
"547/255.8222mz/10.44min",254988.76,326901.88,294749.56,24761.066,228238.77,120071.836,281738.75
"549/187.861mz/10.48min",464087.015,454903.53,941019,289349.16,473270.5,322387,937593.25
"550/243.8993mz/10.49min",7301704.75,7453913,8137977,7319117,7284292.5,7014591,7120966.5
"551/245.8948mz/10.49min",2732461.5,2530920.2,3125082,2783030.5,2824030.2,2681892.5,2677935.2
"552/241.899mz/10.52min",4276371,4835767.5,4514197,4094301.8,4450664.5,3940005,4102077.5
"553/214.88mz/10.52min",2745690.1,2486789.5,2710750.2,3068332.2,2784071.5,2780630,2624901.2
"554/132.8679mz/10.48min",572068.25,781053.2,286843.28,1317733,363083.3,961680.9,282446.8
"557/328.9796mz/10.55min",242005.885,277631.22,225123.66,212243.66,258888.11,216379.56,280430.2
"561/128.0353mz/10.62min",2811759.25,2201193,2937577.5,3250581.8,2685941,4147770.5,2326272
"562/96.9601mz/10.62min",8581903.5,8486505,3694926.5,8677302,9076936,9064067,8171078.5
"563/245.8947mz/11.28min",60176.2245,10950.416,80630.375,159997.28,6096.0605,154145.52,39722.074
