filename	ATTRIBUTE_GROUP
2024_POS_Y-EV_1_CTRL_Run88.mzML	CTRL
2024_POS_Y-EV_2_CTRL_Run117.mzML	CTRL
2024_POS_Y-EV_3_CTRL_Run138.mzML	CTRL
2024_POS_Y-p12_1_Run94.mzML	EXP
2024_POS_Y-p12_2_Run111.mzML	EXP
2024_POS_Y-p12_3_Run132.mzML	EXP
