Filename	Class
Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML	CTRL
Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML	CTRL
Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML	CTRL
NEG_D5-227-C2-a_Run248.mzML	EXP
NEG_D5-227-C2-b_Run251.mzML	EXP
NEG_D5-227-C2-c_Run254.mzML	EXP
