Filename,2024_NEG_CC_1_Run21.mzML,2024_NEG_CC_2_Run48.mzML,2024_NEG_CC_3_Run62.mzML,2024_NEG_CC-Nam_1_Run33.mzML,2024_NEG_CC-Nam_2_Run45.mzML,2024_NEG_CC-Nam_3_Run68.mzML
113/779.3652mz/5.3min,772023.94,432716.03,565327.4,446469.47,379709.94,724027.2
114/187.8609mz/5.35min,111107.55,47199.15,212259.11,157251.81,46586.973,205950.72
116/315.2541mz/5.45min,44681.258,26547.475,29931.889,46102.137,16892.121,87968.81
117/424.2468mz/5.55min,804076.6,500993.0,756293.56,455375.25,394970.53,700296.8
118/512.2994mz/5.6min,128773.26,76161.95,122300.74,97876.414,83411.2,133791.27
119/705.3284mz/5.63min,489167.97,264946.7,327699.4,304365.2,246929.6,394156.4
120/187.861mz/5.63min,0.0,0.0,0.0,0.0,0.0,257288.25
121/195.906mz/5.63min,0.0,0.0,0.0,0.0,0.0,231476.45
122/214.8799mz/5.65min,29718.564,99107.516,140187.6,226166.48,140698.4,1036437.5
123/241.8989mz/5.64min,144677.67,303288.0,276321.7,463933.66,224825.28,1756990.0
124/132.8679mz/5.65min,224952.4,184536.42,137159.48,177200.98,122864.94,337332.9
125/424.2469mz/5.66min,3059949.2,2058347.2,3118588.8,1795615.4,1714608.9,2733305.2
126/512.2994mz/5.71min,519598.2,375007.28,535724.9,412094.12,389648.2,626565.2
128/315.2541mz/5.8min,116824.41,66822.36,104149.8,86945.46,58592.957,135015.55
129/562.0038mz/5.83min,59231.617,56904.168,71395.22,58162.41,73590.734,60643.105
130/195.906mz/6.04min,0.0,198852.66,0.0,0.0,17456.615,0.0
131/214.8799mz/6.02min,16127.288,777054.6,216166.8,219337.9,205865.53,36747.367
132/241.8989mz/6.0min,262851.7,1409367.0,287083.3,473686.9,429914.2,292593.78
133/187.8609mz/6.05min,0.0,172636.62,0.0,0.0,15395.441,0.0
134/315.2542mz/6.02min,115011.51,74739.94,107926.07,97578.01,79458.85,151797.8
135/265.1479mz/6.02min,580032.0,215177.77,434567.06,261405.94,316198.2,296913.06
136/271.2279mz/6.06min,326082.88,179300.84,254945.56,217445.44,155367.77,340505.9
137/452.2782mz/6.13min,930154.94,628842.3,912900.4,707480.7,596265.25,998814.7
138/315.2541mz/6.14min,427414.44,236347.86,343795.9,315647.84,232404.6,450387.12
139/540.3308mz/6.19min,141203.97,98026.41,145578.94,133670.94,136530.39,187930.78
140/452.2782mz/6.24min,5552533.5,3698379.8,5394294.0,3960167.5,3525802.5,5566262.5
141/478.2939mz/6.3min,3028820.2,1575212.0,2638266.0,1399807.6,1202472.0,2355799.2
142/540.3309mz/6.3min,962392.06,768470.1,1034304.5,916115.0,901789.75,1298031.4
143/480.2989mz/6.3min,110371.08,53516.062,92865.33,44310.7,37696.35,81965.2
145/566.3465mz/6.37min,405563.7,244704.3,382524.7,276046.44,246359.39,425844.03
146/583.3365mz/6.37min,66194.15,40772.14,61590.41,50386.867,37109.117,67485.85
147/311.1687mz/6.41min,176017.78,290012.38,105721.15,193016.39,267997.06,177536.14
148/271.2279mz/6.39min,311101.3,202246.3,241514.03,243645.44,175548.22,367768.25
149/478.2939mz/6.41min,11101540.0,6233555.0,10607851.0,5692740.0,5020031.5,8487895.0
150/957.5952mz/6.41min,480843.44,162516.58,467697.62,140897.84,107178.92,278053.44
151/480.2989mz/6.41min,410062.38,241661.5,375621.4,188290.17,188332.25,314218.4
153/566.3466mz/6.47min,2011159.4,1302038.1,2015869.9,1481017.0,1403443.5,2258033.0
154/583.3366mz/6.47min,340255.9,226656.56,344063.2,241445.75,242081.44,381056.03
155/297.2436mz/6.48min,184996.92,104478.22,140608.97,163533.73,120851.9,232992.7
156/573.1293mz/6.5min,354637.03,294492.62,291222.03,295531.53,262995.94,367704.84
157/590.1196mz/6.5min,698235.94,581986.1,543353.6,546481.94,551745.44,654142.75
159/311.1687mz/6.53min,1737269.8,996377.56,1040250.3,1027992.9,1135407.1,1002439.94
160/506.3252mz/6.56min,93383.7,42075.996,93380.98,53238.85,33262.33,88171.16
161/297.2436mz/6.61min,705437.75,385062.38,588924.56,795946.75,562108.6,1283273.6
162/654.1321mz/6.62min,581853.06,503467.03,456634.3,427037.62,458590.8,543026.1
164/637.1419mz/6.64min,742697.44,601160.5,607186.3,680274.2,582762.7,854201.4
165/311.1687mz/6.64min,1119345.5,769201.5,845185.9,765607.8,745923.56,870097.25
167/299.2592mz/6.68min,3388781.8,2094375.1,2726822.8,2331339.0,1867577.0,3518005.8
168/573.1294mz/6.68min,941699.8,713468.5,713067.56,765805.94,700837.1,940759.6
169/300.2626mz/6.68min,635136.06,394256.47,537180.06,450326.12,327570.44,686386.25
170/520.3045mz/6.68min,619270.9,116308.875,434940.44,170192.75,117451.98,408336.78
172/634.4456mz/6.71min,561584.6,1579137.0,649102.44,1241264.9,769166.25,1678831.0
173/297.2436mz/6.71min,512959.03,280110.88,388409.72,336774.16,244839.27,558506.6
174/480.3095mz/6.71min,286617.2,170661.86,255503.1,211880.34,159146.16,307681.47
175/701.1544mz/6.71min,494174.22,379687.0,414025.75,401649.06,357462.84,557898.44
176/481.313mz/6.71min,64564.203,29706.723,54680.31,49247.39,24257.611,67961.44
177/718.1445mz/6.72min,480480.12,511589.5,432678.16,388045.72,480038.4,440996.9
178/635.4489mz/6.75min,249874.19,481375.47,798919.9,58662.863,6185.276,572263.0
179/590.1196mz/6.74min,490574.34,423334.53,358289.6,344589.22,396300.8,449907.53
180/132.8679mz/6.69min,278285.12,172521.34,367232.88,1917262.2,301478.75,272559.66
182/295.2279mz/6.77min,635072.9,420324.03,733403.8,1086785.2,561614.4,1188317.6
183/634.4456mz/6.77min,1081319.0,495835.03,2177745.5,215030.3,224686.12,560400.4
184/782.157mz/6.8min,445723.06,453937.53,381696.1,356641.88,401523.75,436637.75
185/765.1669mz/6.81min,172986.48,148000.11,137694.28,170253.03,125589.52,199244.75
186/654.1321mz/6.82min,2064544.8,1920280.2,1705146.6,1689858.5,1825916.1,2062302.2
187/481.3129mz/6.83min,435096.6,273035.9,376125.8,316626.22,240555.12,445198.44
188/480.3096mz/6.83min,1841383.1,1111156.0,1604569.0,1286654.8,1039709.6,1920848.4
189/565.2873mz/6.83min,63614.79,40421.87,62948.715,42804.92,45506.87,84957.6
190/297.2436mz/6.83min,64958.69,36413.973,48204.07,41324.105,34649.695,72446.97
191/637.1419mz/6.84min,1089877.2,879505.8,864786.06,1002473.1,804334.6,1217224.6
192/506.3252mz/6.84min,73450.65,29290.664,67937.4,31839.832,22971.543,65582.08
194/846.1694mz/6.9min,264970.97,259154.84,210270.86,211625.31,234593.7,235195.33
195/299.2592mz/6.9min,1381080.1,789359.4,1129585.2,934661.5,713411.4,1434676.6
196/718.1446mz/6.92min,2079944.8,1988720.1,1797253.2,1833829.5,1971251.6,2085891.9
197/634.4456mz/6.88min,2215181.0,367107.66,741169.1,144192.25,30466.092,450498.0
198/701.1544mz/6.94min,1460637.8,1087938.4,1153093.6,1266135.2,981618.94,1585777.8
200/765.1669mz/6.95min,1274761.0,978850.2,1051485.1,1138851.1,909510.44,1411167.8
201/506.3252mz/6.95min,350362.84,155509.84,330003.3,184223.67,159919.22,310622.4
202/893.1921mz/6.96min,130107.67,88092.734,101601.46,106339.38,69336.17,141261.95
204/782.157mz/6.99min,1539943.1,1502992.6,1321836.4,1272641.2,1505690.6,1450116.5
205/637.1419mz/7.01min,378073.94,303270.38,297694.16,355715.8,310308.53,415905.16
207/654.1321mz/7.02min,494623.3,417368.72,394387.34,392031.28,477235.38,471104.25
208/271.2279mz/7.02min,107667.586,64508.71,98072.875,83770.125,55142.812,126111.195
210/974.1944mz/7.04min,107611.22,105920.06,79763.15,65245.027,105351.09,117789.83
211/297.2436mz/7.05min,56548.3,32786.95,42907.766,36447.363,30133.229,73395.45
212/846.1693mz/7.05min,1345833.6,1181344.4,1034757.06,995488.9,1279879.4,1321478.8
213/295.2279mz/7.05min,56178.29,20121.549,36103.27,32458.588,23531.46,54204.836
214/829.1793mz/7.06min,560772.94,697226.44,516600.7,756194.5,542334.5,711456.44
215/628.2779mz/7.07min,541845.3,399700.44,474629.47,348023.03,334267.66,455892.2
216/1131.5713mz/7.07min,391379.3,227956.94,306260.06,169731.48,136844.16,299133.47
217/565.2822mz/7.07min,4275468.5,3070236.8,3672834.5,2647481.0,2374574.8,3654894.2
218/325.1844mz/7.04min,1551514.4,386645.75,160003.03,1189961.9,505953.5,734800.5
219/701.1544mz/7.09min,633211.5,594818.6,503871.22,754090.06,600455.3,707076.44
220/718.1445mz/7.1min,1018797.2,944577.1,920326.56,886862.7,986655.06,1031100.0
221/893.1918mz/7.11min,406572.78,359201.22,329077.0,470036.38,328995.72,451064.38
222/910.182mz/7.11min,1033536.75,970170.44,921434.94,807186.4,952119.6,1002275.25
224/782.157mz/7.14min,1433329.9,1154045.8,1226037.1,1177579.2,1307737.2,1337686.2
225/765.1668mz/7.15min,842092.8,658899.6,569113.25,1005163.56,614513.6,881451.4
226/957.2041mz/7.16min,243276.08,227653.95,191187.2,307574.88,196607.36,268377.62
227/974.1942mz/7.16min,637664.1,544151.2,601519.94,479679.3,535968.6,685406.2
228/846.1694mz/7.2min,1189718.9,1027176.0,1102724.8,1023373.6,1082085.1,1138486.0
229/829.1793mz/7.23min,712441.4,810228.7,601849.06,979259.3,338043.4,836336.94
230/1021.2166mz/7.2min,94627.56,126281.734,104691.37,147366.34,104396.37,130554.87
231/297.2436mz/7.21min,41027.625,27215.85,34461.26,47054.92,39811.047,76421.484
232/421.2264mz/7.22min,1746980.5,1348720.8,1459535.8,1419185.2,1426306.1,1459665.5
233/271.2279mz/7.23min,110824.055,19309.414,44293.64,44399.383,47590.625,41980.246
234/750.5292mz/7.2min,0.0,5020343.5,55678.727,4419800.5,0.0,0.0
235/325.1844mz/7.23min,771818.06,386909.53,501402.4,462737.7,505306.9,503613.94
236/910.182mz/7.25min,812440.2,670823.94,695453.3,644765.4,705025.1,551549.2
237/744.5554mz/7.26min,0.0,4821.8706,0.0,5709635.0,9722048.0,1584851.2
238/893.1918mz/7.28min,959961.4,949905.25,798476.25,1014570.9,911253.8,982498.56
241/974.1942mz/7.3min,526122.8,403348.22,248745.39,433328.34,181641.36,493832.9
243/327.127mz/7.3min,684717.25,428707.94,579598.2,460410.75,482499.22,912975.3
244/122.9758mz/7.3min,72485.89,61945.95,71934.92,93586.945,58203.652,112538.07
245/116.9286mz/7.3min,631202.44,839607.25,425759.62,741586.6,864039.9,700505.44
247/134.8947mz/7.31min,970854.1,489083.0,694814.2,213838.75,893293.44,921804.5
249/957.2041mz/7.32min,986759.4,949056.3,790959.75,910104.0,925692.2,970731.0
250/701.1543mz/7.33min,192599.95,165374.25,139067.83,156526.75,161347.61,185793.84
251/1021.2165mz/7.33min,734050.25,698108.94,589618.4,745693.7,604183.3,747289.56
252/245.8947mz/7.34min,12518.979,0.0,147436.88,0.0,27625.012,0.0
253/195.8109mz/7.36min,0.0,0.0,212913.92,0.0,0.0,0.0
254/197.8079mz/7.36min,0.0,0.0,278545.7,0.0,0.0,0.0
255/243.8996mz/7.31min,123518.81,42743.773,358852.88,20192.256,177529.78,31404.572
256/765.1668mz/7.36min,308910.38,327568.9,251471.95,362529.22,237718.25,362774.56
257/782.157mz/7.37min,182637.08,117734.69,146332.42,100403.04,146787.12,112394.195
258/846.1694mz/7.4min,240288.77,171629.27,204489.31,148780.81,194696.1,179794.77
259/829.1793mz/7.4min,359697.16,332707.75,217189.1,513026.25,329405.06,485912.12
260/447.3075mz/7.46min,169792.36,111865.5,174851.34,110383.95,90583.555,130752.22
261/910.182mz/7.43min,245553.72,194867.58,191937.72,132801.05,194097.8,190169.95
262/430.3172mz/7.44min,272284.72,269242.6,276016.75,140648.98,187846.88,236483.2
263/974.1941mz/7.42min,148274.03,147046.16,117270.92,134977.34,171823.44,139224.92
264/694.4669mz/7.44min,17336508.0,8635586.0,15176437.0,9800158.0,7788259.0,15395499.0
265/893.1917mz/7.44min,486137.25,463943.2,394202.44,485844.0,407896.06,532867.6
266/711.4569mz/7.43min,2306088.8,752771.25,1987839.0,782857.44,670464.6,1969100.1
267/957.204mz/7.46min,577123.25,509992.34,492055.88,536487.44,453436.6,581968.4
269/1021.2165mz/7.48min,537783.75,440395.12,415731.0,463189.16,429766.1,534301.44
270/430.3172mz/7.52min,476947.94,239915.45,319809.8,257425.98,157814.06,399507.78
271/447.3075mz/7.53min,421367.6,214176.55,308145.88,254974.38,147951.23,415426.1
272/717.5272mz/7.54min,0.0,1728892.9,0.0,5381545.5,0.0,0.0
273/161.9136mz/7.55min,571088.25,455602.4,342107.78,312194.6,1281837.5,387045.16
275/134.8947mz/7.56min,2355043.2,2061461.2,1914831.9,1663908.2,1904419.0,2284665.0
276/501.3546mz/7.59min,2889139.2,1496521.6,2334772.8,2609522.0,1302648.0,3897029.2
277/484.3644mz/7.6min,1209560.2,590624.4,917544.1,993299.7,562344.44,1487124.5
279/299.2592mz/7.6min,517657.3,297108.78,436065.16,397083.94,334364.5,619025.0
281/957.2038mz/7.63min,46966.133,47020.35,38138.668,54403.586,24833.314,64879.176
282/1021.2163mz/7.65min,64254.15,49001.37,35558.46,62357.7,43666.734,60436.35
283/716.5239mz/7.67min,0.0,11403737.0,126901.13,12316206.0,13694.354,0.0
284/455.2105mz/7.68min,1022370.25,546547.8,801581.94,381772.78,323677.75,798763.9
285/122.9758mz/7.68min,129808.84,86957.734,93194.33,82736.555,55995.42,108072.26
287/186.9706mz/7.68min,264990.75,228435.4,247537.62,230576.9,217214.98,270972.56
288/116.9286mz/7.69min,3511324.0,2529460.8,2993136.2,1314902.6,1764598.6,3214859.8
289/115.9208mz/7.7min,1454585.4,868638.5,2500541.5,1053823.2,2224706.8,1306093.2
291/100.9337mz/7.7min,157887.52,258048.78,343207.66,367761.28,1302420.2,736866.56
292/134.8947mz/7.7min,2403186.8,2294143.8,2298602.8,1823104.8,1771342.5,2291264.5
294/744.555mz/7.68min,0.0,0.0,7758.742,1140875.6,1764332.4,7414923.5
295/161.9136mz/7.7min,413790.38,414419.94,730192.1,630683.7,476380.3,841290.1
296/195.8109mz/7.74min,0.0,0.0,0.0,0.0,45380.02,0.0
297/197.8079mz/7.74min,0.0,0.0,0.0,0.0,57872.92,0.0
298/299.2592mz/7.78min,96527.62,12159.191,20990.783,31835.908,35360.93,21090.156
299/720.4824mz/7.8min,601669.75,565953.06,890286.0,605904.8,471836.25,846582.56
300/161.9136mz/7.84min,363944.34,313101.78,322473.06,300667.56,315562.4,321041.16
301/355.158mz/7.84min,5181977.5,2858076.0,3674641.2,3861145.5,2693933.8,4677628.0
302/186.9706mz/7.84min,395209.28,355512.16,393394.06,409209.8,368352.44,420898.66
303/116.9286mz/7.84min,2649981.5,2341646.5,2326403.0,4717814.5,5342693.5,2684549.2
304/668.5112mz/7.86min,52516.176,0.0,29438.342,27695.91,0.0,120761.62
305/578.3829mz/7.84min,537635.8,281214.78,451221.06,164585.69,153332.39,289128.66
306/100.9337mz/7.86min,661730.56,808359.3,2152338.0,539419.56,271322.28,1459761.0
307/115.9208mz/7.84min,5156863.0,3592083.5,5494121.0,3745469.0,3641736.5,6084174.0
308/144.9235mz/7.84min,3223718.5,2571170.5,2811093.0,2524942.0,2407398.8,3029933.0
310/122.9758mz/7.89min,190800.8,130429.98,108767.945,117583.33,102857.016,198134.14
311/374.1319mz/7.84min,32063.678,31313.533,27621.48,214344.05,319270.9,40326.3
312/703.5632mz/7.89min,204662.1,126549.28,147436.88,69899.44,70549.06,80133.1
314/685.5011mz/7.86min,196996.38,118310.266,140590.67,189154.17,118913.67,284259.66
315/134.8947mz/7.86min,1313767.5,1313725.6,1422707.4,1271929.2,1055993.2,1368114.1
317/485.0688mz/7.88min,306508.16,147465.42,229652.33,202196.27,131120.44,313739.28
318/634.4456mz/7.9min,17272704.0,9653180.0,14152182.0,8751092.0,7562189.0,12044479.0
320/567.4017mz/7.93min,644376.44,375720.56,402892.1,380493.2,278217.9,377005.6
321/100.9337mz/7.94min,1346549.8,1618283.8,1891711.1,547727.9,190454.12,801416.2
323/685.5011mz/7.93min,1384855.6,1021663.5,1071591.6,1181799.2,925821.75,1347387.1
324/122.9758mz/7.95min,259761.42,188347.1,236951.31,274596.62,188356.22,286204.88
326/180.9812mz/7.94min,234355.89,203267.44,295909.3,233759.28,237136.52,377063.22
327/281.2486mz/7.94min,400204.72,137909.22,223156.5,365952.2,151811.5,575763.06
328/668.5111mz/7.94min,517202.06,173843.86,257369.77,476976.66,208569.06,672219.94
329/383.1779mz/7.94min,487479.2,254442.86,327749.84,387366.12,227250.48,452583.9
331/556.422mz/7.94min,172564.75,47899.11,82268.17,152579.52,41943.605,253971.67
332/379.1792mz/7.95min,614135.0,316152.62,443947.94,461567.1,274494.34,534342.56
333/381.1737mz/7.95min,12026891.0,6593789.0,8592809.0,9230612.0,5603694.0,11999768.0
335/186.9706mz/7.95min,578678.75,546710.2,577833.9,631688.5,527943.94,711049.6
336/398.3272mz/7.95min,278292.38,95038.64,217677.55,272446.3,89725.016,440874.0
338/115.9208mz/7.95min,5215941.5,4280714.5,5161455.5,5137753.5,5079060.0,5318191.0
339/144.9235mz/7.95min,3009317.8,2621249.8,3623765.0,2506834.2,2673708.2,2652380.5
340/703.5632mz/7.95min,318556.75,234166.16,306740.06,69899.44,231630.61,240270.77
341/161.9136mz/7.96min,431427.06,360505.9,429453.44,361394.6,164426.88,371511.44
343/134.8947mz/7.97min,2651161.5,2377956.5,2567694.0,2186764.0,2395606.5,2559193.8
345/720.4822mz/7.97min,80359.63,6244.365,121732.8,41321.598,11862.854,48284.23
347/134.8947mz/8.06min,1968338.2,1925549.8,1645648.4,2053373.6,1446778.2,1898999.4
350/186.9706mz/8.06min,318090.03,285906.47,207863.12,221409.98,342047.06,267021.94
351/529.3859mz/8.07min,1635350.4,752821.75,1209784.9,1534237.4,722172.06,2188665.2
352/669.5061mz/8.07min,649242.75,311647.12,449642.0,456092.12,313275.56,721751.6
353/100.9337mz/8.07min,759258.7,708034.4,1140582.0,327305.9,365350.25,658931.2
354/512.3957mz/8.08min,432822.66,219883.14,325990.62,404724.28,260203.17,531464.75
355/652.516mz/8.08min,322104.06,153865.92,212090.19,226847.16,198761.5,354667.0
356/660.4613mz/8.1min,6925559.0,4180439.0,5830251.0,3099641.8,2596264.8,3975241.2
357/100.9337mz/8.2min,1755621.1,895883.75,450734.94,503672.88,1004286.56,785738.6
358/683.4854mz/8.18min,891626.9,440251.56,592989.5,629040.3,388579.47,957319.0
359/667.4909mz/8.21min,287403.12,165385.25,208250.97,215964.89,163598.45,314843.28
363/100.9337mz/8.27min,805405.94,1220602.0,2495451.2,1095252.1,2510667.5,1485667.9
367/703.5633mz/8.27min,2041118.4,1413211.8,1662352.1,548710.1,606163.2,1822616.8
368/144.9235mz/8.28min,8339973.0,7705497.0,7372342.0,7829998.0,5443530.0,8358003.5
371/383.1893mz/8.28min,6036727.5,2595960.8,4178555.2,4255172.5,2733428.8,5299768.0
372/381.1949mz/8.28min,290946.12,125091.016,198975.56,204873.6,135434.48,261199.03
373/650.5002mz/8.28min,374424.53,66065.734,148996.69,175182.95,57733.195,403918.62
375/115.9208mz/8.28min,15939919.0,11631265.0,10189245.0,11875856.0,11007088.0,11375096.0
376/180.9812mz/8.28min,221794.52,195598.72,313835.38,176851.22,259026.28,238686.08
377/122.9758mz/8.28min,277312.34,171340.14,199805.2,259822.53,144402.69,317289.0
378/186.9706mz/8.29min,1379549.6,1402241.4,1461867.8,1441230.0,1219475.1,1695095.4
380/134.8947mz/8.29min,5096363.0,3577977.2,5017768.0,5425405.5,4420814.0,4974956.0
382/683.4854mz/8.29min,476523.2,304177.78,341733.22,356629.2,238708.72,492132.28
384/161.9136mz/8.33min,1030833.75,905500.25,1320749.2,1009658.5,680659.8,1010277.5
386/667.4906mz/8.27min,1188587.5,913566.8,966859.6,1128352.9,787438.0,1351744.1
387/713.5323mz/8.35min,491007.72,235356.27,409271.78,472716.9,217405.89,899083.6
389/648.4607mz/8.39min,443367.1,327589.84,405531.06,407020.56,252945.03,394619.88
390/134.8947mz/8.37min,1913497.9,1840936.1,2364712.2,1390986.8,2103459.2,2043234.1
392/186.9706mz/8.39min,350417.66,826025.6,486124.03,347273.84,1038525.7,416600.12
393/161.9136mz/8.41min,902665.4,1064480.1,1150611.6,890189.1,2436717.5,920598.4
394/100.9337mz/8.35min,1122458.5,822099.0,1675860.0,757063.3,2213081.5,1770019.0
395/667.4896mz/8.4min,140776.92,130336.23,237981.03,89821.5,109358.06,169669.19
396/683.4852mz/8.41min,170900.12,107201.21,205609.45,160241.47,133505.53,246478.22
397/711.4569mz/8.41min,418797.16,289699.66,446058.9,228744.05,210897.8,322334.2
398/665.4749mz/8.44min,560801.0,315234.78,430254.75,451660.16,278478.62,639348.25
399/697.5374mz/8.45min,615398.6,346648.7,445378.47,434549.06,323295.5,651579.7
401/100.9337mz/8.46min,599070.4,810787.75,694925.1,192480.6,222141.3,293370.72
402/652.5163mz/8.48min,184652.77,74929.375,137143.22,126687.67,90687.54,179211.88
403/669.5064mz/8.48min,1815548.1,840940.1,1372063.6,1388688.6,849780.44,1898324.8
405/583.433mz/8.51min,606330.1,339381.62,489031.56,561461.5,276240.56,705623.2
406/665.4748mz/8.49min,118517.43,307513.88,90336.664,98499.29,270096.53,111616.0
407/711.5167mz/8.54min,1094673.4,655353.0,801634.9,842268.06,466643.38,1187504.9
410/1035.7314mz/8.6min,1313194.6,372446.47,1203093.2,492594.28,372429.9,1171063.6
412/683.5216mz/8.59min,432212.72,169439.0,366309.2,399296.03,140934.7,447699.25
414/248.8936mz/8.66min,842520.8,2217116.0,2358224.0,1809128.4,3543421.0,1706239.6
415/250.8917mz/8.66min,1172566.8,1113544.6,1028378.3,803267.7,1575387.5,735710.06
