"","FC","log2(FC)","raw.pval","-log10(p)"
"3439/375.2509mz/6.8min",0.095609,-3.3867,3.5196e-05,4.4535
"4644/520.1391mz/7.72min",0.27662,-1.854,5.6945e-05,4.2445
"4648/519.1385mz/7.72min",0.28503,-1.8108,0.00010657,3.9723
"4656/521.1362mz/7.72min",0.26961,-1.8911,0.00022123,3.6552
"436/267.1801mz/3.27min",0.19538,-2.3557,0.00035005,3.4559
"3215/371.1009mz/6.59min",0.15292,-2.7092,0.0011759,2.9296
"5146/223.0635mz/8.11min",0.18594,-2.4271,0.0060667,2.217
"438/289.162mz/3.27min",0.20206,-2.3071,0.0072191,2.1415
"4094/282.2789mz/7.39min",0.26948,-1.8918,0.0080545,2.094
"3888/485.1122mz/7.21min",0.27493,-1.8629,0.0089466,2.0483
"4858/310.31mz/7.88min",0.21169,-2.2399,0.0095569,2.0197
"3895/486.1127mz/7.21min",0.25837,-1.9525,0.010562,1.9762
"4659/559.1309mz/7.72min",0.29644,-1.7542,0.012657,1.8977
"4641/560.1315mz/7.72min",0.28877,-1.792,0.012817,1.8922
"1946/545.2353mz/5.3min",2.0544,1.0387,0.013248,1.8779
"4662/561.1288mz/7.72min",0.28647,-1.8035,0.014123,1.8501
"383/303.1413mz/3.02min",2.8089,1.49,0.016749,1.776
"2258/246.0906mz/5.52min",2.0225,1.0161,0.017121,1.7665
"5126/371.1009mz/8.11min",0.16157,-2.6298,0.017494,1.7571
"3887/446.1202mz/7.21min",0.25218,-1.9875,0.017695,1.7522
"400/147.1016mz/3.08min",0.44007,-1.1842,0.017917,1.7467
"3886/445.1197mz/7.21min",0.26183,-1.9333,0.01828,1.738
"2251/674.4182mz/5.52min",2.313,1.2097,0.018976,1.7218
"401/103.0754mz/3.09min",0.46018,-1.1197,0.020528,1.6877
"5592/445.1198mz/8.43min",0.18886,-2.4046,0.025402,1.5951
"2345/492.3084mz/5.6min",2.127,1.0888,0.030383,1.5174
"3200/377.2295mz/6.59min",2.0976,1.0687,0.033818,1.4709
"4901/284.2945mz/7.88min",0.23876,-2.0664,0.034461,1.4627
"3438/370.295mz/6.8min",0.098231,-3.3477,0.035863,1.4454
"433/284.2067mz/3.27min",0.22014,-2.1835,0.038371,1.416
"5599/703.2141mz/8.43min",0.18639,-2.4236,0.04062,1.3913
"5593/702.2134mz/8.43min",0.19065,-2.391,0.041532,1.3816
"1244/473.2148mz/4.82min",0.44232,-1.1768,0.043824,1.3583
"402/223.154mz/3.09min",0.45104,-1.1487,0.046425,1.3333
"4136/830.5532mz/7.35min",0.49164,-1.0243,0.046688,1.3308
"5123/628.1942mz/8.11min",0.21991,-2.185,0.046771,1.33
"370/210.1102mz/2.95min",0.36224,-1.465,0.047748,1.321
"5128/629.1949mz/8.11min",0.20516,-2.2852,0.048486,1.3144
"4660/355.0695mz/7.72min",0.25689,-1.9608,0.049075,1.3091
