"","filter","POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML","POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML","POS_TJGIp10_1_Run22.mzML","POS_TJGIp10_2_Run132.mzML","POS_TJGIp10_3_Run209.mzML"
"555/233.0784mz/3.72min",763027.55,706730.8,1048135.4,761273.6,616144.25,764781.5,1106504.1
"556/211.0966mz/3.72min",92318.555,153398.55,98158.086,35176.438,95782.69,88854.42,63155.35
"558/207.0991mz/3.74min",129131.845,55749.5,143906.19,144690.12,92567.5,140122.69,118141
"559/167.1067mz/3.74min",209110.055,102369.016,217479.88,200740.23,301353.84,227926.6,167683.64
"561/158.1541mz/3.72min",57461.2335,339266.47,71594.35,43328.117,348383.94,29076.314,15318.291
"563/461.2968mz/3.78min",414367.065,13822.544,484585.38,344148.75,28068.438,876427.4,1055874
"564/473.1805mz/3.79min",517166.325,485519.53,468278.12,595396.94,507559.9,526772.75,621352.8
"565/202.1803mz/3.8min",35910.888,83293.43,59851.48,76991.08,11970.296,11970.296,11970.296
"567/374.2647mz/3.81min",213403.305,6188.9854,241555.28,185251.33,15469.739,414930.16,518940.62
"569/251.1623mz/3.85min",168299.335,147225,165823.03,182271.69,116323.64,170775.64,170978.92
"570/132.102mz/3.85min",249435.225,93200.56,244170.34,299266.9,76557.01,421194.3,254700.11
"572/519.241mz/3.87min",451394.28,254064.31,481107.06,512602.62,87145.664,421681.5,558875.7
"574/473.1806mz/3.87min",653355.45,710513,596197.9,715956.1,545985.3,496233.2,714802.25
"575/514.2858mz/3.87min",201933.365,708235.8,209159.78,192088.62,387779.28,162381.8,194706.95
"577/620.2805mz/3.92min",215463.685,221929.48,208997.89,185406.22,335759.88,283951.2,160345.98
"578/318.6263mz/3.92min",352216.79,162770.05,358421.8,377400.88,249123.1,408014.78,346011.78
"579/598.2986mz/3.92min",1145450.7,1070542.9,1129330.4,1161571,1370458.5,1344051.2,1055564.9
"581/297.1673mz/3.94min",135236.327,63388.484,183806.89,153796.17,116676.484,159650.81,95555.88
"582/125.0961mz/3.96min",138431.465,136979.19,131826.17,137452.1,190751.58,183926.16,139410.83
"585/398.2385mz/3.97min",2022.48984,89340.086,3370.8164,674.16328,7355.5938,674.16328,674.16328
"587/133.1012mz/3.97min",311387.23,284106.2,311622.34,335225.1,311152.12,359654.5,262230.2
"588/191.1042mz/3.97min",719863.98,116330.97,676408.4,928115.3,242717.83,797491.94,763319.56
"592/301.1409mz/4.0min",108579.015,34939.336,103859.12,113298.91,56388.465,128240.32,116179.914
"594/120.0444mz/4.0min",86341.051,53740.32,124776.38,80947.836,194907,91734.266,68232.234
"596/357.1518mz/4.01min",392471.465,177007.77,409351.53,375591.4,231807.14,523655.44,411743.28
"597/352.1964mz/4.0min",166140.21,363199.97,131667.8,103055.08,431604.4,200612.62,107351.63
"599/233.1536mz/4.06min",100061.695,228009.97,58817.133,76623.28,183891.89,123500.11,75106.74
"601/186.1489mz/4.02min",103723.9,108427.33,99853.02,107594.78,122857.55,93221.82,90289.3
"602/200.1646mz/4.02min",144702.565,800359.3,180762.73,337071.72,108642.4,58377.695,53300.75
"603/201.1598mz/4.02min",1093203.35,1064543.8,1227982.1,1206017.8,990470.1,978712.1,1121862.9
"605/212.1645mz/4.03min",287418.755,725788.75,411770.2,481684.06,163067.31,53396.523,62900.695
"606/203.1179mz/4.04min",603097.88,683774.94,598471.06,705863.75,448477.72,429804.66,607724.7
"611/285.1695mz/4.08min",176854.155,150932.5,174274.2,154980.69,259035.28,239777.56,179434.11
"612/325.162mz/4.08min",100102.2875,48529.4,106994.79,88180.375,100538.45,130519.86,99666.125
"613/359.2213mz/4.08min",557369,512947.47,565201.4,494461.78,603298.56,722643.75,549536.6
"615/489.3894mz/4.16min",357853.44,801245.1,371986.5,240106.16,1136895.9,343720.38,206019.06
"622/604.2851mz/4.12min",672941.155,741796.56,604085.75,545352.2,944396.3,865415.56,419868.06
"623/277.5882mz/4.12min",779648.345,554326.1,832317.94,842230.2,605574.1,726978.75,883025.6
"625/582.3033mz/4.12min",2758044.6,2877090,2579293,2638999.2,2930099.2,3129655,2242773
"626/298.1014mz/4.12min",493250.9,423779.56,167878.69,673037.44,442957.3,543544.5,676779.8
"628/357.1692mz/4.13min",1004595.12,1041529.3,967660.94,1110214.1,961034.9,894731.6,1113010.1
"631/397.1642mz/4.13min",9014656,9245481,8602534,9470584,8783831,8180785,9798200
"632/439.1747mz/4.13min",1351681.2,1374070.2,1329292.2,1468129.1,1322861.8,1260102.8,1500471.8
"633/457.1852mz/4.13min",8540600,8535145,8542098,9170750,8302109,8539102,9317474
"634/949.3844mz/4.13min",685393.875,659662.75,711125,836521.3,620817.56,624226.56,874365.7
"636/971.3664mz/4.13min",361887.22,340505.34,383269.1,408826.16,323630.34,165226.1,395305.5
"637/339.1588mz/4.13min",21287800,21995448,20571282,22615338,20580152,19265166,23244942
"638/297.1482mz/4.13min",4513658.5,4529953,4312765,4801438.5,4497364,4139776.8,4980169
"639/369.1693mz/4.13min",625522.5,634030.3,601143.75,654894.06,617014.7,572912.9,672662.1
"640/497.1774mz/4.13min",1357282.2,1266724,1458714.9,1509541,1228761.6,1170875.4,1447840.4
"641/538.2044mz/4.13min",752232.2,746289.6,758174.8,865392.8,681516.8,631912.25,817929.9
"644/475.1959mz/4.13min",1969502.35,2001285.2,1937719.5,2169431.8,1903126,1824680.1,2228961.8
"645/415.1745mz/4.13min",391190.95,346682.62,399445.3,430421.12,382936.6,374920.16,443177.53
"647/387.1798mz/4.13min",3614019.85,3618286.2,3535256.5,3995755.2,3609753.5,3402482.2,4123553
"652/443.206mz/4.14min",6350627.25,5897359,6458949,6242305.5,6683290.5,6595941,5590031
"655/425.1954mz/4.15min",468563.21,360133.22,484811.12,452315.3,521913.75,512794.84,431997.72
"656/385.1642mz/4.15min",496571.045,394232.66,509218.62,525359.5,483923.47,529379.75,476036.53
"658/432.1648mz/4.15min",108814.362,649785.94,47381.26,65252.508,116734.664,130865.47,100894.06
"661/195.1379mz/4.16min",818030.975,361143.5,968233.4,821600.2,814461.75,857399.8,697995.44
"663/522.2095mz/4.15min",153535.14,675441.56,81423.516,101897.695,156393.47,193648.88,150676.81
"664/285.1693mz/4.15min",1287420.5,1260048.9,1265453.5,1134168.1,2106489,1734856.6,1309387.5
"665/267.1588mz/4.15min",380106.57,457195.25,332870.34,277810.1,685433.94,427342.8,303591.1
"666/325.1618mz/4.15min",1174967.9,616783.2,1183508.9,1019465.7,1175112.9,1461739.2,1174822.9
"668/489.2114mz/4.17min",56797.975,33067.32,46584.75,49266.52,83057.305,68340.06,64329.43
"670/353.1743mz/4.17min",103584.35,88858.78,87671.02,91668.33,195138.61,136134.17,115500.37
"671/471.2005mz/4.17min",420203.075,364592.3,368511.38,382329.25,659251.56,484707.2,458076.9
"672/529.2043mz/4.17min",594628.08,256437.39,560281.94,587547.1,601709.06,650438.1,687146.94
"675/473.1803mz/4.18min",4234722,4513368,3735650.2,4370729,4098715,3803018,4579596
"676/527.1884mz/4.18min",591217.02,486069.4,672025.44,746645.75,507052.88,510408.6,740088.9
"678/324.2319mz/4.23min",133108.728,825546.06,221847.88,44369.576,967795.7,44369.576,44369.576
"679/293.1722mz/4.2min",720321.5,319832.5,734672.5,811556.94,705970.5,786421.8,582886.4
"680/235.1691mz/4.2min",355242.78,462088.47,297168.66,340358.22,505873.97,370127.34,250124.17
"683/309.1781mz/4.21min",135218.165,109720.78,192824.12,131500.39,247491.31,129806.17,138935.94
"684/287.1962mz/4.21min",273290.05,235457.42,311044.34,244641.67,479886.2,271884.16,274695.94
"685/489.3895mz/4.22min",670490.8,165899.92,671427.1,669554.5,158027.72,920842.25,808613.1
"689/225.1096mz/4.24min",270392.825,41542.91,270753.53,117698.52,270032.12,413845.66,354189.56
"692/185.1173mz/4.24min",614726.32,279115.9,548309.44,544207.5,843790.1,892880.5,681143.2
"693/162.0676mz/4.24min",530339.26,165177.84,514306.62,546371.9,474539.2,678429.9,636694.06
"694/125.0961mz/4.24min",779484.77,546181.8,713548.9,736416.94,1092970.2,1049080.4,822552.6
"695/203.1278mz/4.24min",1266015.05,675939.9,1106897.1,1193589.9,1815451.9,1704501.5,1338440.2
"696/202.2166mz/4.24min",196078.88,980394.4,196078.88,196078.88,2010639.6,196078.88,196078.88
