"","FC","log2(FC)","raw.pval","-log10(p)"
"678/441.1518mz/4.67min",0.356,-1.4901,1.2641e-05,4.8982
"683/460.2042mz/4.67min",0.42779,-1.225,0.0008027,3.0954
"1019/427.2109mz/5.39min",0.46183,-1.1146,0.00093368,3.0298
"912/443.2058mz/5.24min",0.36605,-1.4499,0.0009608,3.0174
"679/459.201mz/4.67min",0.42104,-1.248,0.00097433,3.0113
"566/339.1589mz/4.13min",0.48145,-1.0546,0.00097888,3.0093
"724/913.3632mz/4.78min",0.47772,-1.0658,0.0009877,3.0054
"786/457.2192mz/4.93min",0.49313,-1.02,0.0017665,2.7529
"759/499.2298mz/4.87min",0.36456,-1.4558,0.0038293,2.4169
"1018/428.2142mz/5.39min",0.47343,-1.0788,0.0078954,2.1026
"1516/634.3588mz/6.17min",2.5415,1.3457,0.0079736,2.0983
"988/415.2108mz/5.35min",0.49316,-1.0199,0.010882,1.9633
"886/458.1883mz/5.15min",0.45349,-1.1409,0.016996,1.7696
"975/423.2346mz/5.34min",0.33304,-1.5862,0.018454,1.7339
"4066/101.0709mz/10.14min",0.19724,-2.342,0.036646,1.436
"962/399.2162mz/5.31min",0.42315,-1.2408,0.040111,1.3967
"567/457.1854mz/4.13min",0.34409,-1.5391,0.049241,1.3077
