"MetaboAnalyst_ID","POS_TJGI15pt3_EV_alcA.Control_1_Run31.mzML","POS_TJGI15pt3_EV_alcA.Control_2_Run114.mzML","POS_TJGI15pt3_EV_alcA.Control_3_Run203.mzML","POS_TJGIp1_1_Run34.mzML","POS_TJGIp1_2_Run99.mzML","POS_TJGIp1_3_Run185.mzML","shared_name"
"236/232.1543mz/2.1min",2.91675683571231,2.83362653564098,2.91025542207802,3.09362796641603,2.95096457915388,2.86933142665466,"236"
"237/242.0998mz/2.11min",2.30761131316987,2.20348224724595,2.27272681054564,2.4931204856526,2.35448603466138,2.20433949985854,"237"
"238/220.118mz/2.11min",2.82740422594801,2.75340671756641,2.82221161234682,2.9110324023401,2.8416744255974,2.73182112701115,"238"
"239/184.1697mz/2.16min",2.3298076724069,1.92317950919008,2.09758073762876,2.27438616272261,1.98279865144917,1.63083168275562,"239"
"243/185.0785mz/2.16min",2.52118093188557,2.38517732948733,2.45340781257187,2.57397630865077,2.53762480568802,2.47714038185656,"243"
"245/205.0973mz/2.2min",2.41935108912095,2.40225918205018,2.58866857189776,2.46515916557096,2.48578380384336,2.43055150357677,"245"
"246/188.0706mz/2.2min",2.59946377927711,2.52890822063768,2.67936979372486,2.6427348692647,2.59236924658339,2.54827390829686,"246"
"247/171.1129mz/2.2min",2.19961215104131,2.35799137612405,2.44152538884965,2.23028730369128,2.4424535332853,2.30044245982362,"247"
"249/217.1047mz/2.21min",2.22089260173349,2.35313115463185,2.46677168654142,2.42218609978153,2.334405331867,2.38202406377369,"249"
"250/113.0597mz/2.21min",2.4279541005832,2.21441720870054,2.50653191696316,2.45020858952019,1.68091538499089,1.93184717409333,"250"
"252/231.1703mz/2.26min",2.37606088161322,2.37319188278203,2.45296282922774,2.16435870931038,2.40506967825485,2.30756654040021,"252"
"257/146.1176mz/2.34min",2.1352762624169,2.23422800988815,2.31096492910864,2.29978885476294,2.32482601786258,2.23756151259852,"257"
"258/146.0601mz/2.35min",2.66844559175687,2.61339423042054,2.7306013476742,2.48693856436995,2.43189098941104,2.35454373087857,"258"
"260/116.0706mz/2.35min",1.9528879164931,1.90647685008147,1.96917575631557,2.10487333371731,2.18456676377416,2.00583205995137,"260"
"261/229.1548mz/2.36min",3.09452394946132,2.97667759623529,3.06178289401844,3.25297061772406,3.19909204642826,3.12502694293327,"261"
"264/114.0914mz/2.4min",2.44970416287311,2.35115399759022,2.34576795152017,2.6371651818139,2.39294011049092,2.24695482298599,"264"
"266/190.05mz/2.4min",3.16036175800447,3.21766904823476,3.28192993528082,3.01000041735372,3.03209381800311,2.99495827407209,"266"
"267/138.0551mz/2.41min",2.53243289377475,2.45214262530726,2.56792871071675,2.57755853253917,2.57139091133131,2.48989463579347,"267"
"272/231.1703mz/2.45min",2.13583039102806,2.10461417620063,2.20056888961242,2.13546222844903,2.13286735184624,2.08702691511367,"272"
"273/141.0547mz/2.46min",2.5856998216904,2.52054021714371,2.57537001702587,2.38879753306092,2.36132810826062,2.20003565827865,"273"
"275/102.0914mz/2.5min",2.26173332323851,1.8726789305852,1.94704952190454,2.07698433894184,2.01875787896299,1.83665385068512,"275"
"278/216.1231mz/2.52min",2.32790148915167,2.33798451797162,2.41112663487698,2.30315226051388,2.28525009262692,2.2316210203182,"278"
"279/167.0816mz/2.54min",2.28645124439212,2.24068109824734,2.36051088537452,2.40213226554056,2.46418974280199,2.35141152687271,"279"
"283/246.17mz/2.56min",3.06114662212175,2.90919432904893,2.97575407627783,3.24193653917365,3.07596434672334,2.98094935559544,"283"
"285/200.0918mz/2.6min",2.22254684758316,2.11616373174874,2.24841191886312,2.23583960473491,2.20702246108057,2.08565959325413,"285"
"287/245.186mz/2.61min",2.28284866540836,2.16223590672327,2.24066519738625,2.29106650159862,2.21627783886507,2.15269908304866,"287"
"288/197.1286mz/2.61min",1.68439428517409,2.38329462521669,2.41963308146288,1.80196910026257,2.5010361742811,2.28026115801815,"288"
"290/190.1438mz/2.64min",1.97772434797455,1.87869464001577,1.94350300205522,2.08040721551834,1.99833158343206,1.93342338619829,"290"
"293/180.0656mz/2.62min",2.30987024067532,2.2748227816288,2.3582153922076,2.3158187616449,2.22478600242534,2.17925406158898,"293"
"297/183.1017mz/2.64min",2.14105685768444,1.98025084878305,2.06133899387722,2.15180297725037,2.00286654979492,1.87728797658966,"297"
"298/130.1591mz/2.64min",3.44003921241318,3.06292514926096,3.12808460583725,3.32981169634018,3.02491982180817,2.96390042383537,"298"
"303/263.139mz/2.69min",2.71220634725281,2.55366544761372,2.65233381048471,2.84204758522136,2.74382811493551,2.69417331828989,"303"
"305/193.0973mz/2.7min",2.47157204622888,2.10765947103501,2.15505870050248,2.42942164185648,2.32776098074588,2.24752108403405,"305"
"308/245.186mz/2.74min",2.51763653226153,2.42321807928315,2.52290595079596,2.48006184131813,2.42564547177356,2.40194831874418,"308"
"309/120.0445mz/2.73min",3.10309243938208,3.07045352535764,3.18762882987955,3.05208965747902,3.01868150011808,2.99089715383761,"309"
"311/114.0914mz/2.73min",2.04523187909468,2.05355682479655,2.22964652917267,2.00816757131386,2.06142325563279,1.81755276031123,"311"
"312/138.055mz/2.73min",2.49781307881436,2.50481549885372,2.67229449501351,2.44599596054148,2.47426333516087,2.42981813163669,"312"
"314/255.1703mz/2.75min",2.46869289954916,2.19332456640798,2.27199417707776,2.5767951451539,2.39064532935186,2.26640082147128,"314"
"317/275.16mz/2.77min",2.22867910316276,2.04256593288467,2.10401657151659,2.18219426677064,1.98707557538938,1.89219134546762,"317"
"318/272.1855mz/2.77min",2.31964253220596,2.09658980553897,2.20101531332892,2.30724371692338,2.20765366740243,2.10973665047019,"318"
"323/245.186mz/2.81min",2.34865007985886,2.32825988201073,2.52987778668267,2.34491315362769,2.34401492412372,2.37231302517342,"323"
"329/295.1288mz/2.84min",2.23513052082514,2.05319664006261,2.13693861768797,2.35200791897356,2.2332209226176,2.152990833317,"329"
"330/203.1392mz/2.85min",2.56403220352756,2.29478569946381,2.40406290054839,2.66710635818622,2.47805755036844,2.49327704559835,"330"
"336/279.1702mz/2.92min",2.05398385658233,2.00597355297423,2.1117540013423,2.0664868813679,2.01353780903523,1.98562871261427,"336"
"341/170.1176mz/2.95min",2.35205570690801,2.11752787631405,2.18472535648118,2.26584781924808,2.14283108870755,2.03411807738562,"341"
"343/210.1102mz/2.95min",2.43332985878413,2.22005731085793,2.23586602068275,2.30136877041537,2.20411434861985,2.1370472185889,"343"
