"","FC","log2(FC)","raw.pval","-log10(p)"
"1708/207.139mz/5.4min",1465.9,10.518,3.1963e-06,5.4954
"843/267.1237mz/3.95min",5.6443,2.4968,7.2185e-06,5.1416
"1245/265.1081mz/4.72min",275.95,8.1083,1.0228e-05,4.9902
"1721/431.1921mz/5.44min",5.6965,2.5101,3.096e-05,4.5092
"1134/241.1446mz/4.51min",890.8,9.799,3.1617e-05,4.5001
"2133/389.1595mz/6.37min",56.642,5.8238,4.798e-05,4.3189
"1702/503.2651mz/5.43min",6.3134,2.6584,6.5438e-05,4.1842
"1646/195.139mz/5.39min",33.615,5.071,8.8649e-05,4.0523
"2010/567.3904mz/6.08min",7.2283,2.8537,9.7726e-05,4.01
"1596/249.1132mz/5.27min",7.6005,2.9261,0.00011091,3.955
"1241/223.0976mz/4.72min",7.5707,2.9204,0.00011345,3.9452
"1710/251.1289mz/5.43min",9866.4,13.268,0.00012272,3.9111
"1242/224.1009mz/4.72min",7.7142,2.9475,0.00013726,3.8625
"1219/322.1508mz/4.69min",7.4826,2.9035,0.00014968,3.8248
"1878/377.0253mz/5.77min",5.9909,2.5828,0.00015979,3.7965
"1690/992.6655mz/5.42min",6.3117,2.658,0.00028022,3.5525
"1526/389.1604mz/5.17min",8.5537,3.0966,0.00030703,3.5128
"1709/208.1423mz/5.43min",6.6025,2.723,0.00033177,3.4792
"1941/377.0253mz/5.93min",6.4498,2.6893,0.00038521,3.4143
"1701/525.2472mz/5.43min",6.8879,2.7841,0.00053606,3.2708
"1074/309.1344mz/4.44min",7.3121,2.8703,0.00054875,3.2606
"1364/215.1289mz/4.9min",8.6729,3.1165,0.00055954,3.2522
"2138/390.1638mz/6.41min",9.5088,3.2493,0.00058711,3.2313
"1135/304.1402mz/4.55min",7.493,2.9056,0.00070552,3.1515
"1168/559.218mz/4.56min",269.95,8.0766,0.00073266,3.1351
"1220/259.1551mz/4.69min",8.4835,3.0847,0.00073495,3.1337
"1994/373.1292mz/6.06min",5452.5,12.413,0.00079235,3.1011
"1715/254.1365mz/5.43min",7.1441,2.8368,0.00082582,3.0831
"1102/331.0843mz/4.46min",175.01,7.4513,0.00086419,3.0634
"1745/336.1065mz/5.49min",6.9303,2.7929,0.00098864,3.005
"1870/285.0899mz/5.75min",7.9503,2.991,0.0011116,2.954
"2014/279.1602mz/6.08min",8.5074,3.0887,0.0014558,2.8369
"1762/308.1504mz/5.51min",7.717,2.948,0.0015277,2.816
"1751/479.1711mz/5.5min",7.5248,2.9117,0.0016495,2.7826
"1133/242.1478mz/4.55min",8.9365,3.1597,0.0016668,2.7781
"1192/393.1554mz/4.61min",810.95,9.6635,0.0017838,2.7486
"2530/432.3329mz/8.77min",0.41015,-1.2858,0.0018159,2.7409
"861/265.1081mz/4.01min",7.794,2.9624,0.0018899,2.7236
"1374/671.3077mz/4.91min",9.902,3.3077,0.0019235,2.7159
"1498/249.1132mz/5.12min",8.7462,3.1287,0.0021107,2.6756
"1733/294.1429mz/5.48min",8.3628,3.064,0.0021537,2.6668
"1735/293.1395mz/5.47min",8.2221,3.0395,0.002164,2.6648
"1485/250.1166mz/5.1min",8.7215,3.1246,0.0021948,2.6586
"1625/269.1758mz/5.36min",2.6103,1.3842,0.0029043,2.537
"1660/239.1289mz/5.39min",3.7393,1.9028,0.0035285,2.4524
"1790/211.1339mz/5.58min",12.86,3.6849,0.0042865,2.3679
"1866/507.1661mz/5.75min",9.2698,3.2125,0.0043584,2.3607
"2143/279.1238mz/6.43min",11.209,3.4866,0.0047997,2.3188
"1699/196.9761mz/5.44min",2.683,1.4238,0.0077285,2.1119
"2049/236.1292mz/6.16min",20.871,4.3834,0.0095011,2.0222
"1131/483.2963mz/4.55min",21.986,4.4585,0.010816,1.9659
"2526/476.3593mz/8.74min",0.44984,-1.1525,0.011178,1.9516
"1815/643.3676mz/5.63min",3.8355,1.9394,0.016434,1.7843
"1827/471.2023mz/5.63min",17.542,4.1328,0.017113,1.7667
"2340/826.5607mz/7.29min",12.786,3.6765,0.017729,1.7513
"1911/479.1711mz/5.84min",14.942,3.9013,0.017938,1.7462
"2524/827.7348mz/8.74min",0.26731,-1.9034,0.019955,1.6999
"1580/375.1447mz/5.26min",19.259,4.2674,0.02045,1.6893
"763/259.0612mz/3.84min",0.36992,-1.4347,0.021217,1.6733
"2525/413.3634mz/8.74min",0.47344,-1.0788,0.022231,1.653
"1617/323.1137mz/5.3min",15.978,3.998,0.022945,1.6393
"1843/295.1187mz/5.74min",24.909,4.6386,0.023755,1.6242
"1713/786.5348mz/5.42min",0.21811,-2.1969,0.023992,1.6199
"1986/515.1923mz/6.05min",19.796,4.3072,0.026001,1.585
"1687/740.5289mz/5.42min",0.23289,-2.1023,0.029523,1.5298
"726/835.4098mz/3.79min",2.0576,1.041,0.029791,1.5259
"1643/311.2229mz/5.33min",0.41731,-1.2608,0.032917,1.4826
"1460/267.1238mz/5.04min",28.456,4.8306,0.03584,1.4456
"1407/283.0248mz/4.93min",0.1294,-2.9501,0.036885,1.4332
"1905/503.3087mz/5.82min",7.4675,2.9006,0.037961,1.4207
"2206/325.1844mz/6.66min",0.23609,-2.0826,0.038229,1.4176
"99/274.0933mz/2.33min",0.35957,-1.4757,0.042377,1.3729
"724/898.4054mz/3.79min",2.0963,1.0678,0.043521,1.3613
