"","filter","2024_NEG_Anid-EV-SA-OA_CTRL_1_Run174.mzML","2024_NEG_Anid-EV-SA-OA_CTRL_2_Run218.mzML","2024_NEG_Anid-EV-SA-OA_CTRL_3_Run245.mzML","2024_NEG_Anid-SA-OA_1_Run171.mzML","2024_NEG_Anid-SA-OA_2_Run192.mzML","2024_NEG_Anid-SA-OA_3_Run236.mzML"
"895/341.0334mz/4.09min",192912.29,238748.23,184031.89,201792.69,320946,153321.5,182000.62
"896/188.9515mz/4.08min",749725.725,706632.8,901738.2,690555.94,1039787.2,773527.75,725923.7
"897/498.2136mz/4.13min",4915.101,53307.57,124794.72,1638.367,1638.367,1638.367,8191.835
"898/732.3149mz/4.02min",2983.76076,994.58692,254171.64,12186.615,994.58692,4972.9346,994.58692
"899/301.0354mz/4.08min",61191.8985,136859.3,401937.12,78095.16,27827.52,44288.637,30439.652
"901/259.0612mz/4.09min",127610.295,162995.84,40819.195,92224.75,29303.127,386822.78,226860.47
"903/221.0455mz/4.12min",3555468.5,2997679,4861394.5,4113258,303806.5,4123847.2,2475310.2
"905/435.1771mz/4.11min",287539.545,202878.75,183360.39,317941.12,257137.97,497061.53,350055.84
"906/261.0404mz/4.11min",565879.875,389895.06,606358.3,581574.25,550185.5,679740.8,429567.5
"908/399.1644mz/4.14min",19982.1925,38351.484,4767.6113,21541.293,1094303.1,18169.883,18423.092
"909/313.0355mz/4.11min",555702.915,520056.53,650865.06,596633.56,192294.5,591349.3,514288.66
"912/445.1137mz/4.13min",17186.32725,186664.25,950.1539,226173.56,29621.885,950.1539,4750.7695
"914/524.1675mz/4.13min",138684.58,138684.58,138684.58,693422.9,138684.58,138684.58,138684.58
"916/225.1132mz/4.14min",3118994.8,2865519.8,4105752,3372469.8,7261320,2504227.5,2343131.5
"917/472.1513mz/4.14min",258246.745,316730.1,104205.99,199763.39,20841.198,425398.84,344496.4
"918/226.1165mz/4.14min",364670.795,328032.53,492774.25,401309.06,916689.8,317412.34,279183.44
"919/224.0564mz/4.14min",52356.606,261783.03,52356.606,380699.34,52356.606,52356.606,52356.606
"920/213.1133mz/4.14min",105267.187,79024.45,111716.06,61262.195,146682.4,106561.64,103972.734
"923/479.0983mz/4.16min",25172.81,125864.05,25172.81,363701,25172.81,25172.81,25172.81
"924/579.319mz/4.16min",274659.02,274659.02,274659.02,1373295.1,274659.02,274659.02,274659.02
"925/292.1191mz/4.16min",129629.905,127036.98,81302.76,132222.83,96320.625,133502.03,138574.8
"929/318.0251mz/4.17min",6345.382,31726.91,6345.382,1158078.1,6345.382,6345.382,6345.382
"931/165.0557mz/4.17min",713448.845,1255703,1084839.5,705028.75,662176.1,721868.94,620233.4
"934/409.1501mz/4.16min",19004.0904,6334.6968,6334.6968,6334.6968,450976.1,31673.484,45696.957
"936/209.0455mz/4.18min",134992.36,129399.58,182292.98,110383.94,173708.62,140585.14,119108.95
"937/435.1773mz/4.18min",128855.645,95367.266,55783.668,157484.44,100226.85,235473.8,168262.66
"938/395.077mz/4.18min",3248138.25,4063934.8,1082834.8,10260081,3513668,2616161.5,2982608.5
"940/265.1081mz/4.18min",125636.418,41878.806,41878.806,41878.806,543351.44,255669.77,209394.03
"941/281.1428mz/4.17min",38580.538,38580.538,38580.538,192902.69,38580.538,758629.56,38580.538
"944/257.0818mz/4.19min",79117.005,452046.44,17739.922,137903.3,3547.9844,91091.71,67142.3
"945/341.0333mz/4.17min",221452.86,299884.78,4619.839,23099.195,223735.3,236141,219170.42
"946/498.2134mz/4.22min",107684.185,149843.7,3759606.5,122802.47,14165.258,70826.29,92565.9
"947/531.0934mz/4.19min",763863.675,1054148.8,784037.25,619780.25,64371.098,951631.2,743690.1
"948/159.1026mz/4.19min",1032909.02,1539465.2,859977.06,1262892.5,953184.94,1112633.1,901300.44
"949/539.2037mz/4.19min",214819.425,211050.55,148370.31,271857.5,29674.062,342845.72,218588.3
"952/512.1926mz/4.2min",26111.425,39250.215,1145564.4,31386.14,4042.9546,20836.71,20214.773
"954/234.8988mz/4.21min",435091.54,434311.28,498868.3,391095.03,522575.94,435871.8,399199.7
"955/232.901mz/4.21min",347777.15,352508.4,388461.28,307993.97,417560.38,343045.9,332261.53
"957/299.0197mz/4.2min",2569184.6,1991705.2,612284.75,3169171.2,725550.7,3146664,3355309.8
"958/393.1551mz/4.22min",27412.41,9137.47,9137.47,9137.47,308028.75,77911.62,45687.35
"959/524.1675mz/4.23min",271269.76,271269.76,271269.76,1356348.8,271269.76,271269.76,271269.76
"962/281.103mz/4.23min",137519.099,302177.53,430657.97,227378.44,47659.758,3778.5112,4401.371
"964/495.1773mz/4.23min",4487902,4146980.5,3582113,4828823.5,68288.8,7344880,4995081
"965/237.1132mz/4.24min",258415.33,468178.7,651742.75,341286.47,175544.19,3404.3613,26790.871
"966/473.1816mz/4.24min",221308.405,246230.11,684298.6,196386.7,887455,176692.33,161150.67
"967/509.1583mz/4.24min",291413.38,185598.1,731808.94,311695.6,534506.8,183287.14,271131.16
"968/519.1873mz/4.24min",1278897.1,1399652,4118860.2,1158142.2,4701830.5,1120583.1,1054306.8
"969/536.1775mz/4.24min",2082453.25,2337169.5,5598917.5,1827737,6503535.5,1706088.2,1702824.1
"971/561.2093mz/4.25min",31775.869,24599.07,413535.75,39502.715,2269.8536,11349.268,38952.668
"972/157.087mz/4.25min",765601.5,760864.1,543020.6,462239,770338.9,1313797.8,1012087.5
"974/538.1832mz/4.25min",108496.04,107887.37,328036.38,109104.71,361590.3,90862.79,92576.12
"975/211.1339mz/4.25min",110620.245,161949.05,117340.58,103899.91,193299.52,72553.43,65105.14
"976/487.1974mz/4.25min",60808.0165,47574.098,310721.88,71535.83,746919.4,50080.203,40612.492
"977/504.1875mz/4.26min",63772.7685,54365.227,262387.16,73180.31,547011.94,46359.746,45898.8
"981/433.2594mz/4.26min",138426.675,172264.75,364134.84,81198.16,1158898.5,97013.62,104588.6
"982/552.1725mz/4.26min",112146.06,106840.99,360452.38,117451.13,549905.06,89734.66,73950.69
"983/557.109mz/4.27min",16649.724,83248.62,16649.724,369840.25,16649.724,16649.724,16649.724
"985/387.1083mz/4.28min",486719.66,573256.2,188934.06,400183.12,139928.84,965028.94,837800.75
"986/215.1289mz/4.27min",217177.875,186584.34,216416.73,201014,329540.53,255627.1,217939.02
"991/227.1289mz/4.29min",752298.125,865367.94,704207.75,1291160.6,800388.5,401605.03,417783.12
"994/483.0934mz/4.31min",20623.287,34588.195,6874.429,415601.94,6874.429,34372.145,6874.429
"995/481.1615mz/4.3min",585340.575,602563.25,518646.34,568117.9,5087.4604,920816.94,695876
"996/269.1758mz/4.3min",468078.415,355411.34,588705.44,449578.8,1926534.8,486578.03,323257.34
"999/285.0405mz/4.31min",941475.2,2524148.2,1573483.6,1169461.2,118017.44,713489.2,583028
"1001/449.0876mz/4.31min",92384.55,127129.06,52897.477,5504.583,425436.66,96433.99,88335.11
"1002/540.2241mz/4.32min",3026.5902,15132.951,419939.44,3026.5902,3026.5902,3026.5902,3026.5902
"1005/399.1658mz/4.32min",75058.32,75058.32,75058.32,75058.32,375291.6,75058.32,75058.32
"1006/409.1503mz/4.32min",7941.1248,2647.0416,2647.0416,2647.0416,261438.12,13235.208,20468.139
"1007/497.193mz/4.33min",448966.075,409730.22,212419.36,431601.9,600669.4,506298.38,466330.25
"1008/411.1664mz/4.33min",155149.164,51716.388,51716.388,51716.388,2360527.8,385332.28,258581.94
"1009/462.2133mz/4.33min",12713.328,4237.776,4237.776,4237.776,349260.12,21188.88,45526.85
"1012/245.0454mz/4.34min",33497.95,63472.355,141996.53,13078.119,3854.1135,22910.73,44085.17
"1014/273.0405mz/4.34min",5466658,10135028,5217828.5,5192012.5,9753899,5266540.5,5666775.5
"1015/336.0362mz/4.34min",892078.65,1147461.4,575120.9,528195.44,892263.4,994496.56,891893.9
"1016/276.8505mz/4.34min",1082114.6,1033840.56,1308403.1,1054790.1,1207577.9,1109439.1,1016586.94
"1017/278.8485mz/4.34min",2180396.35,2081001.5,2555186,2143816.5,2379598.5,2216976.2,2033095.6
"1018/547.0884mz/4.34min",600672,2137110,477657.97,542526,2199011.5,554551.7,646792.3
"1019/315.1039mz/4.34min",76449.34,76449.34,76449.34,382246.7,76449.34,1228927.1,76449.34
"1020/280.8464mz/4.34min",1040989.5,978087.25,1228907.4,1016415.6,1146270.4,1065563.4,947525.56
"1023/206.0822mz/4.36min",2457.5559,4095.9265,819.1853,4043397.5,819.1853,53080.695,819.1853
"1024/207.0855mz/4.36min",85434.194,85434.194,85434.194,427170.97,85434.194,85434.194,85434.194
"1025/525.1534mz/4.29min",27171.8835,1005.9384,43714.32,643545.44,93455.88,5029.692,10629.447
"1027/321.1344mz/4.36min",45894.9775,28050.414,46908.285,99065.805,204672.89,42135.746,44881.67
"1028/301.0353mz/4.36min",860.99786,4304.9893,108431.266,860.99786,860.99786,860.99786,860.99786
"1029/504.1875mz/4.36min",73919.6055,78768.016,202199.69,69071.195,301324.88,48268.793,62861.613
"1030/441.1917mz/4.36min",84819.58,83926.78,215414.19,85712.38,462338.2,81703.125,70716.62
"1032/381.1553mz/4.37min",100078.96,100078.96,100078.96,100078.96,500394.8,100078.96,100078.96
"1033/454.1507mz/4.37min",380446.15,397734.2,324204.06,363158.1,64840.812,557702.44,474178.2
"1034/337.1294mz/4.37min",2589.3507,863.1169,863.1169,863.1169,143700.89,4315.5845,9385.912
"1035/267.1237mz/4.37min",30151.05,10050.35,10050.35,10050.35,109136.75,105253.586,50251.75
"1039/282.9837mz/4.39min",317618.86,364890.9,323739.22,288467.5,288025.6,311498.5,364657.16
"1040/498.2135mz/4.4min",96958.6325,114533.06,791196.75,107888.07,15301.148,76505.74,86029.195
"1041/561.2094mz/4.4min",28714.256,35839.113,271052.88,29826,1701.1114,8505.557,27602.512
"1043/497.1648mz/4.4min",256580.605,184776.58,217221.55,357131.12,36955.316,619616,295939.66
"1044/496.1614mz/4.4min",926297.15,673783.5,806132,1281949.5,26994.227,2115110.8,1046462.3
"1046/515.1198mz/4.42min",82321.815,391033.47,122274.46,849186.3,32933.145,6586.629,42369.17
"1048/512.1927mz/4.4min",43511.55,43511.55,217557.75,43511.55,43511.55,43511.55,43511.55
"1050/566.1877mz/4.4min",10386.0948,17310.158,203603.25,3462.0316,71239.445,3462.0316,3462.0316
"1052/497.0371mz/4.4min",623137.5,613740.25,640455.1,593636.8,650730.4,596267.2,632534.75
"1053/397.2228mz/4.4min",55930.71,10753.888,34950.17,132799.67,771893.2,76911.25,18708.074
"1054/401.1821mz/4.4min",1123.40206,1123.40206,1123.40206,1123.40206,1104708.2,1123.40206,5617.0103
"1055/496.1959mz/4.41min",25349.054,25349.054,126745.27,25349.054,25349.054,25349.054,25349.054
"1056/341.1229mz/4.46min",23693.094,8922.368,5106.086,19491.5,371174.56,27894.688,28789.742
"1057/193.087mz/4.41min",60591.188,60591.188,60591.188,60591.188,60591.188,302955.94,60591.188
"1058/515.0983mz/4.41min",201593.925,160801.4,75383,14905.639,544434,258499.92,242386.45
"1059/325.1294mz/4.42min",36159.404,36159.404,36159.404,36159.404,180797.02,36159.404,36159.404
"1061/399.1658mz/4.42min",178379.64,178379.64,178379.64,178379.64,891898.2,178379.64,178379.64
"1064/305.0668mz/4.43min",84540.34,121637.72,60593.44,321448.7,68420.07,92561.55,76519.13
"1065/396.0052mz/4.43min",3618208.75,3268544.5,3861446.8,3596013,3813325.2,3367368,3640404.5
"1066/242.1761mz/4.43min",287232.955,177228.22,352578,249529.44,324936.47,338889.3,139992.77
"1068/299.0198mz/4.43min",1295233.2,1402716,2307269.8,1833827.1,937776.9,1187750.4,937805.56
"1069/396.5068mz/4.43min",1302594.55,1092067.5,1306024.2,1299164.9,1653013,1141917.8,1347680.5
"1071/459.2024mz/4.43min",166887.595,193397.5,535721.44,137875.33,480745.72,140377.69,128982.96
"1073/539.2039mz/4.43min",71661.475,68862.95,74460,103320.75,9533.0726,157229.31,47665.363
"1074/309.1344mz/4.44min",1086817.2,362272.4,362272.4,362272.4,3863702.8,2175779.5,1811362
"1075/280.8872mz/4.44min",686862.65,647801.06,781201.75,676007,788595.2,697718.3,594646.25
"1077/265.1445mz/4.45min",53909.832,17969.944,17969.944,17969.944,231700.81,110397.26,89849.72
"1079/411.166mz/4.46min",8652.3627,2884.1209,2884.1209,2884.1209,495829.8,53059.453,14420.6045
"1086/409.1501mz/4.47min",3547.9704,3547.9704,3547.9704,3547.9704,707659.6,3547.9704,17739.852
"1089/496.1614mz/4.47min",229595.57,139737.47,220329.67,364950.53,26994.227,674300.75,238861.47
"1090/493.2708mz/4.49min",807043.25,1013073.06,761457.44,261434.27,52286.854,924036.06,852629.06
"1097/221.0455mz/4.48min",575009.19,1340564.1,762755.6,417365.94,10623.053,450932.94,699085.44
"1099/749.3405mz/4.51min",450578.39,856762.8,263405.34,208801.3,41760.26,637751.44,819260.7
"1100/205.0504mz/4.5min",541912.47,2732855.2,1057090.8,557799,183337.2,404905.16,526025.94
"1101/422.9767mz/4.51min",390848.47,372718.5,407008.66,428159.56,511148.62,369300.62,374688.28
"1102/331.0843mz/4.46min",750623.4845,30600.969,6555.4697,14355.426,5387398,2570368.2,1470646
"1103/686.345mz/4.51min",14483188,29503750,8948000,8566334,644610.56,20018376,25366606
"1104/399.166mz/4.51min",39892.028,39892.028,39892.028,39892.028,199460.14,39892.028,39892.028
"1105/649.217mz/4.51min",104293.48,104293.48,104293.48,521467.4,104293.48,104293.48,104293.48
"1106/433.2594mz/4.51min",37780.996,45742.773,133277,9245.669,508187.1,18893.744,29819.219
"1108/281.1394mz/4.52min",97184.178,112196.4,277667.8,91011.28,68665.24,94181.836,100186.52
"1109/454.1506mz/4.51min",179678.5,182772.67,100883.48,231565.88,20176.696,227508.77,176584.33
"1110/263.0924mz/4.52min",326166.175,205566.72,485014.22,341505.47,16878.168,478488.16,310826.88
"1111/304.0827mz/4.52min",111062.54,111062.54,111062.54,555312.7,111062.54,111062.54,111062.54
"1113/375.1445mz/4.56min",4201.5966,1400.5322,7002.661,1400.5322,273130.03,7644.1855,1400.5322
"1114/221.0819mz/4.54min",164668.43,28282.828,28282.828,1477221.2,187922.72,239512.48,141414.14
"1115/395.1709mz/4.53min",162778.182,54259.394,54259.394,54259.394,1430834.1,271296.97,491760.03
"1116/330.0984mz/4.52min",64248.624,64248.624,64248.624,321243.12,64248.624,64248.624,64248.624
"1118/482.2185mz/4.58min",22942.9625,23044.05,393252.7,4568.375,4568.375,22841.875,26568.312
"1120/483.0933mz/4.55min",43232.131,136092.31,45852.812,996622.9,38298.55,40611.45,38833.746
"1122/245.0454mz/4.54min",111547.9565,288257.9,238761.78,195070.27,7847.0596,21863.035,28025.643
"1125/306.1347mz/4.55min",226964.67,229389.36,173408.28,253220.75,224539.98,249874.58,197703.23
"1126/522.261mz/4.54min",120420.28,120420.28,120420.28,602101.4,120420.28,120420.28,120420.28
"1127/653.0255mz/4.54min",471508.06,405080.3,475783.06,469978.12,549593.9,425007.12,473038
"1129/445.114mz/4.56min",108849.495,819618.75,3583.5134,1034949.4,141023.14,716.70268,76675.85
"1131/483.2963mz/4.55min",303982.5,101327.5,101327.5,101327.5,506637.5,3720020.8,2213212.2
"1133/242.1478mz/4.55min",1326316.08,442105.36,442105.36,442105.36,2210526.8,5320610,3899901.5
"1134/241.1446mz/4.51min",7960552.17,23216.02,31099.863,43202.34,15877902,38605420,28576000
"1135/304.1402mz/4.55min",797904.12,265968.04,265968.04,265968.04,1329840.2,2502772,1940260.8
"1137/477.1685mz/4.56min",203780.6,173207.36,727710.56,234353.84,338863.97,39009.816,54493.29
"1139/531.0933mz/4.55min",686040.4,840202.1,426189.12,705095.8,194263.45,821493,666985
"1140/487.1974mz/4.55min",754922.81,847137.56,2220492,662708.06,2428535,487733.44,498421.25
"1141/341.0486mz/4.56min",271917.94,286936.22,307482.75,256899.66,309154.03,240512.12,255653.33
"1144/243.15mz/4.55min",104471.88,34823.96,34823.96,34823.96,174119.8,426992,322986.1
"1145/465.1193mz/4.56min",2368.90374,1223565.9,789.63458,2492314.5,789.63458,789.63458,3948.1729
"1146/441.1916mz/4.56min",107594.88,128009.31,411891.78,87180.45,390704.06,66668.37,69635.38
"1147/504.1876mz/4.56min",1657189.65,2287360.2,4472978.5,1325563.1,1988816.2,327690.7,481207.7
"1150/248.0564mz/4.56min",1096289.7,1096289.7,1096289.7,5481448.5,1096289.7,1096289.7,1096289.7
"1151/324.8367mz/4.57min",330341.36,331216.62,382927.53,329466.1,412152,273984.25,282458.22
"1152/196.0377mz/4.57min",292062.715,292625.4,374139.75,410670.03,37074.14,185370.7,291500.03
"1153/265.1081mz/4.56min",609499.37,540290.8,678707.94,732377.75,378634.6,481682.38,689299.56
"1154/381.1553mz/4.56min",45747.324,15249.108,15249.108,15249.108,699938.4,115609.97,76245.54
"1155/620.2268mz/4.57min",2713793,3227109,4387047,1056031.5,127514.57,2667238,2760348
"1157/326.8347mz/4.57min",316517.91,315480.62,366755.28,317555.2,406926.03,276387.7,269389.3
"1158/559.2905mz/4.57min",120904.5,40301.5,40301.5,494568.6,40301.5,705305.7,201507.5
"1159/507.2599mz/4.57min",8109.8916,2703.2972,2703.2972,2703.2972,13516.486,297008.75,391428.53
"1161/549.1983mz/4.57min",2730.4364,2730.4364,210795.78,2730.4364,13652.182,2730.4364,2730.4364
"1162/453.1303mz/4.57min",93814.394,93814.394,93814.394,469071.97,93814.394,93814.394,93814.394
"1163/580.2663mz/4.58min",971.64512,4858.2256,971.64512,1927929.4,971.64512,971.64512,971.64512
"1165/566.1882mz/4.58min",16985.0568,28308.428,579433.6,5661.6856,51149.293,5661.6856,5661.6856
"1166/551.2765mz/4.58min",4638215,6026711,5012273,2120936,11364.585,4264157,5587750.5
"1167/315.0148mz/4.58min",51006.001,87521.17,441042.12,110673.9,1714.236,8571.18,14490.832
"1168/559.218mz/4.56min",235713.967,3598.0034,4353.334,719.60068,467074.6,1026254.8,753943.94
"1169/168.0382mz/4.58min",52540.4745,298140.78,16349.372,231432.38,40369.45,56361.043,48719.906
"1170/560.2216mz/4.58min",90693.432,30231.144,30231.144,30231.144,151155.72,315336,244814.48
"1172/317.0667mz/4.58min",3123489.1,13493910,1774335.9,11227843,2669734.5,3159549.2,3087429
"1173/167.0349mz/4.58min",794042.55,3645888.5,446261.1,2976267,728086.3,767506.4,820578.7
"1174/523.2562mz/4.58min",890463.38,953744.56,1124044.1,759538.06,766164.2,967106.94,827182.2
"1175/295.155mz/4.58min",107358.516,35786.172,35786.172,35786.172,385570.66,201561.86,178930.86
"1176/480.2026mz/4.6min",63207.84,72324.734,128391.22,62099.953,8587.356,42936.78,64315.727
"1177/468.1663mz/4.6min",447595.13,428940.1,258948.69,466250.16,51789.738,579128.6,550498
"1179/227.1289mz/4.6min",3332.28132,1110.76044,1110.76044,1110.76044,298639.66,67007.14,5553.8022
"1180/237.1132mz/4.6min",148112.78,344147.25,959694.9,145090.84,151134.72,91878.47,143249.75
"1181/205.9417mz/4.6min",321367.425,326133.6,373510.56,291019.38,401207.4,316601.25,311186.8
"1182/609.2456mz/4.61min",202908.1,376772.3,195548.6,69084.03,13816.806,239012.81,210267.6
"1183/221.0819mz/4.6min",2023580.3,2292260.2,2911268.8,1754900.4,158459.27,1189096.2,2441835.8
"1187/205.0504mz/4.59min",294776.605,604144.5,345461.66,2102086.2,40473.082,244091.55,128600.04
"1188/441.1918mz/4.63min",102045.2225,110626.055,4304267.5,64469.082,383790.75,93464.39,89169.7
"1189/355.1759mz/4.62min",57797.112,19265.704,19265.704,19265.704,361176.4,206568.58,96328.52
"1190/244.0979mz/4.63min",24811.2165,11533.303,38089.13,455662.28,981.948,51395.426,4909.74
"1191/715.335mz/4.63min",34241.9838,57069.973,11413.9946,10122195,11413.9946,79166.27,11413.9946
"1192/393.1554mz/4.61min",294679.035,1469.274,7346.37,1469.274,6515274,582011.7,940256.6
"1193/325.1294mz/4.63min",85441.8,28480.6,28480.6,28480.6,981955.8,219059.53,142403
"1194/267.1237mz/4.64min",27321.612,9107.204,9107.204,9107.204,128414.09,52691.64,45536.02
"1199/436.14mz/4.64min",192382.455,118801.16,78377.086,265963.75,15675.4172,504884.97,299220.12
"1202/482.2185mz/4.65min",46436.981,91205.77,1468039.8,22752.8,4550.56,66305.65,26568.312
"1206/447.2752mz/4.66min",35249.3665,46266.61,158250.77,16733.477,377480.94,24232.123,22851.176
"1207/479.0983mz/4.67min",7171.936,35859.68,7171.936,207420.78,7171.936,7171.936,7171.936
"1208/329.0304mz/4.66min",261594.045,230556.25,13600.345,422622.62,2720.069,355893.28,292631.84
"1209/389.124mz/4.66min",9565.646,9565.646,9565.646,9565.646,232646.55,9565.646,47828.23
"1210/497.0371mz/4.67min",800161.58,886465.7,735486.44,828030.06,709448.4,772293.1,948240.6
"1211/339.1445mz/4.67min",11954.376,3984.792,3984.792,3984.792,549122.8,56440.824,19923.96
"1213/484.2343mz/4.68min",332993.98,282456.66,383531.3,76958.195,15391.639,526338.7,415856.44
"1214/496.1975mz/4.68min",8855.707,44278.535,539627.4,8855.707,8855.707,8855.707,8855.707
"1215/359.0406mz/4.68min",178107.495,420204.97,211848.72,144366.27,7008.6774,270835.75,35043.387
"1218/580.2303mz/4.69min",40664.568,40664.568,40664.568,203322.84,40664.568,40664.568,40664.568
"1219/322.1508mz/4.69min",242562.768,80854.256,80854.256,80854.256,784425.1,606078.8,404271.28
"1220/259.1551mz/4.69min",2326719.9,775573.3,775573.3,775573.3,9907838,5852805.5,3877866.5
"1221/519.3175mz/4.69min",28975.3338,9658.4446,9658.4446,9658.4446,340633.7,131098.8,48292.223
"1222/477.1685mz/4.69min",71594.637,43698.004,260728.11,87913.54,98657.69,32036.71,55275.734
"1225/559.1729mz/4.69min",124728.988,124728.988,124728.988,623644.94,124728.988,124728.988,124728.988
"1226/441.1918mz/4.69min",1501503.85,1719147.9,5095903.5,1283859.8,3977417,1253278.9,1187269
"1227/504.1875mz/4.69min",508162.44,580574.6,1637827,435750.28,1040013.3,360670.72,376783.66
"1228/331.0461mz/4.7min",32991.9215,355178.62,1216502.8,32839.39,6567.878,33144.453,6567.878
"1229/347.1496mz/4.69min",40439.1225,48355.875,29833.436,201088.23,438835.53,23312.527,32522.37
"1232/237.0921mz/4.7min",282724.365,462063.3,956415.9,280053.53,219524.14,259799.11,285395.2
"1233/281.0815mz/4.7min",363146.55,548139.44,1270388.6,343859.88,257895.06,346956.6,379336.5
"1234/457.1867mz/4.7min",639260.78,668878.56,2161130.2,528556.06,2296512.5,609643,486984.34
"1236/483.2599mz/4.7min",59745.93,19915.31,19915.31,19915.31,342313.88,277287.72,99576.55
"1237/318.0254mz/4.71min",30963.976,154819.88,30963.976,3391105.2,30963.976,30963.976,30963.976
"1238/319.029mz/4.71min",1735.0522,8675.261,1735.0522,500026.3,1735.0522,1735.0522,1735.0522
"1239/239.1287mz/4.71min",42375.978,14125.326,14125.326,14125.326,1841536.8,73983.31,70626.63
"1241/223.0976mz/4.72min",4783377.6,1594459.2,1594459.2,1594459.2,13080223,14768395,7972296
"1242/224.1009mz/4.72min",602697.24,200899.08,200899.08,200899.08,1686211.5,1912413.5,1004495.4
"1245/265.1081mz/4.72min",1304520.039,9902.9375,16738.201,18206.078,4871130,4630308,2590834
"1246/436.1764mz/4.73min",105671.395,120389.03,90953.76,132228.83,12511.9688,169765.72,62559.844
"1247/409.1501mz/4.73min",97779.35,97779.35,97779.35,97779.35,488896.75,97779.35,97779.35
"1250/637.0305mz/4.73min",4053905.1,3958664,4111871.2,3994221.8,4124242,3995939,4351554
"1254/365.1602mz/4.71min",85045.5375,10782.524,81061.02,89030.055,530819.56,101085.836,67699.875
"1255/530.1841mz/4.75min",1092414.62,1353984,1250920.5,209370.89,18025.145,990801.44,1194027.8
"1256/230.9678mz/4.74min",292543.425,281122.53,309372.3,284527.1,314708.9,300559.75,249840.7
"1257/229.9645mz/4.74min",3881487.85,3526248.8,4116881.2,3827888.5,3935087.2,4054715.2,3341159.5
"1258/227.9665mz/4.74min",3930578.85,3529103,4211727.5,3870598.5,4005817,3990559.2,3268515.8
"1259/424.14mz/4.75min",1159558.65,1001191.8,601448.7,1527545.5,120289.74,2406950.5,1317925.5
"1260/228.9698mz/4.75min",297594.37,283249.66,324817.7,291811.44,303377.3,319439.28,256759.9
"1261/427.1422mz/4.72min",57261.717,2821.0652,14105.326,605158.94,34496.594,1199263.6,80026.84
"1262/213.1132mz/4.75min",160472.472,53490.824,53490.824,53490.824,2601196,503899.44,267454.12
"1263/268.9857mz/4.76min",312663.545,349289.5,272625.66,322235.56,217287.89,303091.53,327109.22
"1264/266.9888mz/4.76min",950405.67,1086289.9,930310.4,970500.94,802687.4,910188,985038.44
"1266/566.2623mz/4.77min",292156.575,455516.6,192732.88,180760.14,214698.62,369614.53,377225.8
"1268/372.8225mz/4.77min",2483715,2446155.8,3085025.5,2521274.2,2924416.5,2356377,2163661.2
"1269/440.2077mz/4.77min",22489.505,27339.18,17639.83,3527.966,3527.966,311577.44,57830.48
"1270/530.1831mz/4.76min",640853.82,633130.2,1258752.4,594349.44,18025.145,648577.44,1200381.6
"1272/305.1394mz/4.78min",434092.07,318869.44,668319.2,549314.7,730884.56,301049.94,239515.22
"1273/345.134mz/4.78min",110624.64,134907.05,386603.72,86342.23,336339.97,52638.746,83209.72
"1278/339.1446mz/4.77min",20890.6362,6963.5454,6963.5454,6963.5454,1205557.4,118002.9,34817.727
"1279/379.1394mz/4.78min",4317.11175,863.2545,4316.2725,863.2545,399834.47,8075.4775,4317.951
"1282/686.1608mz/4.78min",175707.595,163910.73,401279.6,175177,474118.84,176238.19,123260.16
"1283/532.0968mz/4.79min",339023.64,367037.62,77900.91,311009.66,30262.418,371917.2,374394.25
"1284/531.0933mz/4.79min",1132004.7,1298763.1,572989.44,1069487.8,319678.75,1339649.5,1194521.6
"1285/763.3337mz/4.79min",88664.14,67927.64,273949.28,109400.64,366409.2,55421.188,29476.633
"1287/399.1658mz/4.79min",222632.9,222632.9,222632.9,222632.9,1113164.5,222632.9,222632.9
"1288/409.1501mz/4.79min",120953.088,120953.088,120953.088,120953.088,604765.44,120953.088,120953.088
"1289/339.0177mz/4.79min",157199.445,233197.42,213046.44,174906.27,131931.5,137654.34,139492.62
"1290/468.1662mz/4.79min",377372.92,380715.06,139453.5,374030.78,27890.7,513389.1,467397
"1291/459.1927mz/4.79min",493867.39,537583.94,1083448.1,450150.84,1627964.8,427732.1,383720.38
"1292/951.3577mz/4.79min",226487.385,120663.19,451501.2,254743.39,363830.1,150486.66,198231.38
"1293/520.1825mz/4.79min",9201571.5,9842571,16715820,8560572,20114910,8312212,8006838.5
"1295/393.1551mz/4.77min",2174.81118,724.93706,724.93706,724.93706,489615.25,4851.9727,3624.6853
"1296/547.1821mz/4.79min",232448.115,244556,455169.22,194627.4,635807.94,220340.23,200005.58
"1298/915.3812mz/4.79min",363483.22,365952.1,1674748.1,361014.34,2659848.8,342241.53,281889.94
"1299/457.1867mz/4.79min",10014141,10896234,21893818,9071255,33006746,9132048,8176502.5
"1300/503.1924mz/4.79min",10666787,10923352,23816058,10194618,31932574,10410222,9062074
"1301/505.1982mz/4.79min",618950.31,644862.56,1349187.6,560030.06,1897949.2,593038.06,522524.25
"1303/221.0455mz/4.8min",232190.865,297068.44,710388.9,199152.4,102289.43,222101.4,242280.33
"1304/555.1542mz/4.79min",200191.845,198101.77,407229.1,202281.92,503678.66,183280.53,186943.61
"1305/961.3865mz/4.79min",256646.275,248799.08,1164366.8,264493.47,1681256.5,232948.66,197930.56
"1306/493.1635mz/4.79min",2146008,1291365.9,3625800.2,2207977,3287970.5,1492611.6,2084039
