filename	ATTRIBUTE_GROUP
GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML	CTRL
GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML	CTRL
GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML	CTRL
GF_S4_MC_RCG_1_pos_20210511_Run70.mzML	EXP
GF_S4_MC_RCG_2_pos_20210511_Run90.mzML	EXP
GF_S4_MC_RCG_3_pos_20210511_Run170.mzML	EXP
