sample_name	filename	ATTRIBUTE_GROUP
2024_NEG_Y-EV_1_CTRL_Run89.mzML	2024_NEG_Y-EV_1_CTRL_Run89.mzML	CTRL
2024_NEG_Y-EV_2_CTRL_Run118.mzML	2024_NEG_Y-EV_2_CTRL_Run118.mzML	CTRL
2024_NEG_Y-EV_3_CTRL_Run139.mzML	2024_NEG_Y-EV_3_CTRL_Run139.mzML	CTRL
2024_NEG_Y-p12_1_Run95.mzML	2024_NEG_Y-p12_1_Run95.mzML	EXP
2024_NEG_Y-p12_2_Run112.mzML	2024_NEG_Y-p12_2_Run112.mzML	EXP
2024_NEG_Y-p12_3_Run133.mzML	2024_NEG_Y-p12_3_Run133.mzML	EXP
