sample_name	filename	ATTRIBUTE_GROUP
2024_POS_Y-EV_1_CTRL_Run88.mzML	2024_POS_Y-EV_1_CTRL_Run88.mzML	CTRL
2024_POS_Y-EV_2_CTRL_Run117.mzML	2024_POS_Y-EV_2_CTRL_Run117.mzML	CTRL
2024_POS_Y-EV_3_CTRL_Run138.mzML	2024_POS_Y-EV_3_CTRL_Run138.mzML	CTRL
2024_POS_Y-6MSAS_1_Run91.mzML	2024_POS_Y-6MSAS_1_Run91.mzML	EXP
2024_POS_Y-6MSAS_2_Run108.mzML	2024_POS_Y-6MSAS_2_Run108.mzML	EXP
2024_POS_Y-6MSAS_3_Run135.mzML	2024_POS_Y-6MSAS_3_Run135.mzML	EXP
