CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
957	959	1	0.8399	1.003
957	975	1	0.7011	0.879
973	975	1	0.716	2.005
638	773	1	0.8644	0.000
911	959	1	0.7266	2.016
959	975	1	0.8652	-0.124
911	957	1	0.7361	1.013
752	773	1	0.8163	1.013
911	973	1	0.9475	-0.113
744	975	1	0.731	-28.031
744	752	1	0.8036	0.087
1777	1847	2	0.906	-0.072
249	252	3	0.809	-1.004
692	958	4	0.7884	476.145
692	696	4	0.8031	464.181
510	558	4	0.9387	-0.023
696	706	4	0.9038	-1.003
312	494	4	0.7185	12.000
494	706	4	0.7086	-31.014
932	958	4	0.7925	-1.012
493	494	4	0.8175	1.004
696	720	4	0.8873	-67.987
900	958	4	0.8547	2.016
494	696	4	0.7602	-30.011
493	696	4	0.713	-29.007
494	510	4	0.7556	43.990
706	917	4	0.7909	60.967
696	958	4	0.8685	11.964
312	336	4	0.849	-0.057
696	917	4	0.7592	59.964
692	720	4	0.9064	396.194
2440	2444	5	0.8594	-1.004
2391	2396	5	0.8287	1.003
2396	2440	5	0.7574	-2.015
1471	1492	6	0.8883	-0.001
1298	2136	6	0.8692	-262.229
1733	2342	6	0.8938	-26.014
1209	1359	6	0.9875	-2.016
2037	2145	6	0.9921	0.000
2049	2108	6	0.955	-14.016
2576	2679	6	0.9772	2.014
1324	2278	6	0.8073	-1.976
2037	2270	6	0.9029	-26.014
2138	2313	6	0.94	29.027
1209	2293	6	0.7613	-219.189
1912	2331	6	0.9558	-40.032
2145	2270	6	0.909	-26.014
1656	2257	6	0.821	-19.091
1251	1471	6	0.9666	-2.015
1712	2300	6	0.9543	-0.000
2148	2342	6	0.894	-26.014
1733	1968	6	0.9962	0.000
1970	2293	6	0.7906	43.041
2298	2342	6	0.9522	2.016
2270	2707	6	0.8433	-104.049
1475	2705	6	0.9363	-262.229
2155	2688	6	0.846	162.051
2267	2594	6	0.9745	-2.014
2130	2577	6	0.8769	29.026
2313	2344	6	0.914	-1.032
2576	2577	6	0.9461	2.014
1389	1471	6	0.9069	-26.015
1656	2154	6	0.9465	29.027
1578	1623	6	0.9391	24.000
2108	2257	6	0.864	-170.094
1287	2326	6	0.9433	0.036
2321	2691	6	0.9633	-0.001
2496	2576	6	0.9309	-110.144
1712	2679	6	0.9147	29.026
2027	2679	6	0.9145	-92.136
2496	2594	6	0.9393	-110.143
2145	2267	6	0.9772	0.000
2002	2154	6	0.999	-0.000
2296	2346	6	0.7289	-0.190
1226	2326	6	0.9153	0.036
2145	2679	6	0.9896	-0.001
2298	2708	6	0.8766	28.030
1768	2138	6	0.9963	0.000
1768	2343	6	0.8272	-24.000
1759	1768	6	0.8733	26.999
1961	2326	6	0.9265	265.229
1287	1961	6	0.917	-265.192
2015	2321	6	0.8918	24.000
1759	1961	6	0.9879	0.000
1733	2707	6	0.868	-26.014
2321	2690	6	0.9095	-28.031
2321	2641	6	0.8764	68.135
1961	2138	6	0.8765	26.999
1970	2344	6	0.8833	24.000
1711	2138	6	0.8881	0.000
2029	2691	6	0.9662	-0.000
1561	1656	6	0.8079	91.016
1492	1623	6	0.9162	26.016
2037	2267	6	0.9729	0.001
1656	2328	6	0.9654	-0.000
2037	2577	6	0.9211	-0.001
1475	2136	6	0.9535	-262.228
1781	2343	6	0.7456	-71.037
2594	2679	6	0.9853	2.013
2492	2679	6	0.973	2.015
2328	2735	6	0.9066	0.000
2332	2618	6	0.7988	-15.995
1365	1431	6	0.9997	-26.014
2124	2257	6	0.73	-102.107
2323	2707	6	0.8789	-26.014
1988	2313	6	0.946	29.027
2029	2321	6	0.9876	0.000
1344	1475	6	0.9774	-24.000
1475	1858	6	0.9778	-2.015
2267	2679	6	0.9852	-0.002
1781	2690	6	0.8051	-4.031
2029	2332	6	0.9701	108.130
1578	2285	6	0.8988	-262.228
1209	1226	6	0.9609	-28.031
2492	2594	6	0.9873	0.003
1516	1623	6	0.9551	0.000
2145	2576	6	0.9709	-2.015
1251	1578	6	0.9254	0.000
2148	2298	6	0.8761	-28.030
1344	1858	6	0.9996	-26.015
1251	1623	6	0.9748	24.000
2135	2594	6	0.9715	24.001
2492	2496	6	0.9247	110.145
1298	1858	6	0.8836	-2.016
1344	1492	6	0.9221	-26.016
1656	2002	6	0.9451	29.027
2155	2707	6	0.9518	-0.001
