Filename,2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML,2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML,2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML,2024_NEG_Anid-p2_1_Run180.mzML,2024_NEG_Anid-p2_2_Run221.mzML,2024_NEG_Anid-p2_3_Run242.mzML
407/178.0509mz/2.7min,872729.9,1120524.8,1491842.6,983043.25,1075900.4,1275133.1
408/373.0055mz/2.7min,969970.1,735577.25,692838.56,1062256.1,877667.8,816374.5
409/159.0662mz/2.7min,136588.67,183658.61,191921.28,133808.03,117491.67,276875.0
410/225.0405mz/2.7min,0.0,0.0,0.0,175498.11,524232.16,300791.38
412/327.1199mz/2.7min,3898781.5,5389356.0,3322820.8,3008368.8,4014062.5,3323022.5
413/328.1235mz/2.7min,558544.56,797503.9,490661.22,446720.56,594473.56,474493.7
414/376.1034mz/2.7min,16891.855,0.0,113033.664,0.0,0.0,0.0
415/247.0724mz/2.71min,35003.156,42570.715,469506.84,464318.34,342200.34,541219.5
416/360.1774mz/2.71min,11720.859,67583.66,63096.426,103819.86,41828.28,133779.77
417/298.0931mz/2.7min,24494.87,15680.445,891139.0,705456.94,361783.0,1136040.9
418/241.0714mz/2.72min,0.0,0.0,319745.88,36859.5,64966.855,50292.93
421/240.0514mz/2.73min,1125585.6,929743.4,1536403.8,6672754.0,7371575.0,5870815.5
422/241.0547mz/2.72min,112621.375,87077.77,150236.16,688759.44,779785.2,605239.7
424/229.1193mz/2.73min,137092.17,194375.33,339243.28,202407.31,269372.44,340553.9
425/246.0983mz/2.68min,61566.723,41433.24,512040.56,183892.27,157614.72,209798.42
426/196.0615mz/2.73min,896235.94,754907.5,623894.06,1649659.5,1826933.1,1596016.6
428/344.1824mz/2.74min,216476.12,309652.34,627292.0,272508.0,301219.3,361824.88
430/265.083mz/2.74min,109286.27,129212.99,88439.65,93092.78,109809.12,88709.04
431/309.1093mz/2.74min,1263223.8,1524504.4,1194366.8,1091866.1,1232363.1,1028992.2
432/241.1193mz/2.75min,275695.56,294808.06,371771.12,246315.39,250655.16,261158.45
433/167.0349mz/2.76min,4193.218,3647.3013,168302.69,0.0,0.0,0.0
434/254.1034mz/2.75min,691914.75,924063.8,625313.6,500837.06,598159.4,539870.75
435/282.0984mz/2.75min,1821966.0,2161941.8,1013653.25,774063.8,1464738.6,1029936.7
436/306.0985mz/2.77min,244503.05,145499.02,79957.76,0.0,0.0,0.0
437/313.1041mz/2.77min,134707.9,185075.55,20536.934,68314.67,82560.016,65908.836
440/239.0559mz/2.73min,13874.794,5266.5576,746304.3,0.0,21256.775,4390.217
441/301.1406mz/2.79min,49897.742,66557.48,538779.7,381638.8,198956.6,482798.06
442/163.0435mz/2.79min,210497.69,181602.66,1758099.2,914448.8,650566.25,1468329.8
443/300.1565mz/2.8min,60835.605,125279.65,1491327.9,207498.55,94073.66,140091.52
444/240.0877mz/2.79min,827508.94,985863.9,1367967.0,858980.06,1031315.9,963632.06
445/113.0609mz/2.79min,273461.72,273599.2,502257.97,331358.8,354248.38,427686.9
446/157.0506mz/2.79min,2438238.5,2596193.5,4519992.5,3175714.2,3636019.5,3932843.2
447/204.0302mz/2.77min,133677.3,192951.66,28185.344,4443.122,9319.881,8718.741
448/345.1304mz/2.8min,83902.52,119091.8,52091.0,70495.125,80316.81,66250.65
450/273.1456mz/2.8min,270554.66,343645.66,363801.72,154224.19,126753.5,155501.77
453/194.0458mz/2.82min,108081.516,190395.98,262465.5,155673.94,270783.72,198134.89
454/330.0985mz/2.83min,5763436.5,6965603.0,137159.72,0.0,41729.848,0.0
456/265.0176mz/2.83min,995458.2,560171.3,787422.6,1143522.2,705588.9,937625.6
457/168.0302mz/2.83min,8752.268,0.0,926407.2,203411.44,231355.89,307132.56
458/162.056mz/2.83min,379977.88,510642.94,463138.7,346503.5,444276.53,397539.75
459/136.0404mz/2.83min,26212.895,8866.729,654246.9,137014.36,43354.07,184655.97
460/259.1299mz/2.83min,267756.75,430545.66,708277.9,590432.6,511989.25,764311.6
461/327.1199mz/2.83min,541482.4,656530.7,471247.25,399030.6,504856.88,426614.66
462/322.1257mz/2.83min,78573.125,136155.5,209485.19,201778.06,188090.94,251117.48
464/197.0455mz/2.84min,8235.716,0.0,261071.25,27841.557,46157.83,55625.83
466/223.0612mz/2.84min,3201292.5,1605010.4,5638986.0,270212.56,941267.56,596155.1
468/241.1193mz/2.88min,171890.66,179851.94,146867.8,52055.254,101079.23,66449.83
469/360.1774mz/2.85min,290459.7,303168.4,1329611.5,341747.62,731615.94,605686.0
470/107.0503mz/2.85min,467996.53,628122.4,190237.14,55014.1,58924.273,75516.336
471/270.0983mz/2.85min,245683.98,441023.7,0.0,0.0,27453.443,0.0
472/151.0401mz/2.85min,2151164.0,3175930.0,1040201.7,310907.1,347523.25,428404.1
473/188.0353mz/2.86min,3348.978,4575.8403,361542.0,82666.59,8687.232,61445.984
476/294.062mz/2.83min,85167.24,5385.125,605577.44,100017.555,39980.336,61955.125
477/215.0117mz/2.86min,108596.47,108654.84,770479.8,3777.4092,81045.016,33379.367
480/306.0985mz/2.85min,96459.17,52862.203,8112.129,0.0,0.0,0.0
481/265.083mz/2.87min,81713.586,106042.2,169399.52,139620.44,175838.14,131897.7
482/168.0665mz/2.88min,84790.11,171129.77,132699.62,131962.33,141431.05,127613.305
486/131.0714mz/2.89min,20457662.0,23048808.0,40853556.0,11282796.0,14584211.0,16031117.0
487/132.0747mz/2.89min,1189763.1,1322014.9,2514358.0,651134.06,804662.75,898258.4
490/309.1093mz/2.89min,158939.78,168113.92,111830.65,99285.54,135308.53,108391.3
491/313.1505mz/2.89min,453228.12,524600.1,318480.6,78586.86,198050.06,130167.29
495/254.1034mz/2.92min,1539419.8,2139358.2,1180411.2,854664.25,1550290.9,1337691.1
496/293.1144mz/2.93min,138326.27,187928.12,963195.6,172425.84,431665.97,536562.44
497/273.1456mz/2.92min,259722.67,367093.72,1064260.5,338652.1,613535.2,541829.6
498/336.1414mz/2.92min,147843.06,157662.6,527804.2,223138.33,387023.28,339040.12
501/221.0091mz/2.93min,42575.293,26626.049,204099.1,252884.06,301845.47,364175.66
503/246.0983mz/2.92min,56098.68,13612.224,459611.94,235659.75,168887.98,416193.47
504/241.1194mz/2.94min,351776.47,496329.9,576958.7,250017.6,238674.83,351579.62
505/195.0299mz/2.94min,505928.88,746676.3,284931.94,53982.586,45615.402,30903.76
508/195.0662mz/2.96min,1610865.6,1014264.6,3450133.8,68401.17,528039.4,283530.62
509/301.1405mz/2.97min,7886.1685,44361.47,286991.03,39783.055,14996.57,109864.59
510/159.0663mz/2.97min,1143323.2,1715786.6,1221420.1,815125.56,977609.9,1034365.7
513/535.1096mz/2.98min,0.0,0.0,514110.12,0.0,0.0,0.0
515/230.1034mz/2.98min,34291.87,48958.574,209329.14,60221.465,51126.043,94622.5
516/310.0933mz/2.97min,82788.74,91557.97,443893.12,85457.75,119393.95,88738.57
517/167.035mz/2.99min,8099251.5,4043967.2,5046329.0,276671.1,2888714.5,713146.2
519/194.0458mz/2.99min,72253.13,140062.5,115783.7,80579.04,126797.336,125503.77
520/209.0455mz/2.99min,230830.0,281470.38,222426.4,254310.88,599452.1,407120.22
521/210.0771mz/2.99min,552633.8,732405.3,608794.3,424014.12,606766.5,534009.2
522/457.2303mz/3.0min,87903.7,119853.88,1033233.8,2683014.5,888835.2,3354707.5
523/458.2338mz/3.0min,7857.764,10451.382,231678.44,588976.7,205697.56,772087.8
526/172.0979mz/3.01min,198033.36,175929.84,2927450.5,692465.25,625767.06,1011076.94
527/180.0666mz/3.01min,468600.5,664134.25,486326.0,324549.38,491473.5,394925.25
530/313.1042mz/3.05min,120543.68,369010.4,100303.53,103852.4,151424.1,116458.15
531/252.0878mz/3.03min,360290.8,389868.44,648256.44,166232.11,344758.25,344685.56
533/461.0725mz/3.03min,16955.637,0.0,278200.3,73012.516,158788.03,124616.04
534/237.0405mz/3.04min,33469.918,9491.25,575042.4,5576.9546,77970.36,87803.74
535/230.1034mz/3.02min,34291.87,48958.574,210070.95,45244.246,29813.047,66441.3
536/431.9949mz/3.04min,593485.9,665961.4,0.0,0.0,0.0,0.0
538/277.083mz/3.06min,0.0,4596.5215,397664.34,30993.484,45266.1,50075.652
539/542.2469mz/3.06min,0.0,0.0,49553.67,227614.72,99876.28,335434.94
540/236.0928mz/3.06min,44898.387,49934.41,108526.85,118606.64,145230.08,190709.9
541/189.0768mz/3.06min,4019944.8,5571851.5,7024449.5,4224037.5,5045997.0,5880195.0
542/190.0802mz/3.06min,340924.94,461008.78,591508.56,341787.06,418682.03,498075.72
543/129.0557mz/3.07min,82296.516,79296.06,400423.84,197146.67,134542.12,237185.05
544/153.0557mz/3.07min,0.0,8461.215,3069830.0,278367.16,300968.7,340156.0
545/336.109mz/3.07min,153852.48,91368.414,972439.0,333051.47,282401.84,291097.6
546/275.1038mz/3.07min,247028.48,334067.62,300250.06,123121.72,148352.98,162905.4
547/447.093mz/3.08min,0.0,0.0,152647.88,32523.035,104777.92,65647.62
548/170.9854mz/3.08min,117439.79,124334.95,961270.3,117180.414,213637.89,148459.27
549/222.1247mz/3.08min,27472.55,45855.49,297053.56,50183.723,126279.33,48890.82
551/356.1825mz/3.09min,257205.94,358684.88,412905.4,1151137.9,699919.06,1448829.5
553/280.0827mz/3.08min,173789.69,203840.7,521075.72,277881.25,285041.84,344387.28
554/301.1405mz/3.09min,284072.22,501244.9,241752.58,85697.836,153691.86,142139.28
555/221.0932mz/3.11min,151832.47,46168.746,1937375.2,71317.57,218612.84,180776.75
556/167.0349mz/3.09min,398499.2,250503.25,959896.2,127354.086,138354.4,207112.1
559/194.0458mz/3.12min,325022.2,293122.34,1987665.2,426008.38,601558.3,564198.1
563/317.0668mz/3.13min,83889.914,110082.14,95738.375,0.0,27738.316,0.0
564/165.0557mz/3.13min,2267813.8,2506196.0,1116795.0,876513.7,1066987.8,1255103.0
566/397.0056mz/3.13min,174976.98,125260.1,139790.6,187537.47,158592.0,143213.88
567/313.1042mz/3.13min,456173.84,1014674.2,121261.84,236607.1,326403.84,203475.66
569/296.0776mz/3.14min,469503.3,122084.06,0.0,0.0,0.0,0.0
571/195.0663mz/3.14min,117007.65,141043.5,826921.44,986428.56,1664371.9,1173636.8
572/164.0353mz/3.14min,180292.47,186965.95,1095567.2,316142.0,289811.2,407230.7
574/188.0353mz/3.18min,456810.72,664676.7,929719.44,135114.25,191756.75,154623.86
575/265.0176mz/3.15min,1240520.6,568066.5,1119056.1,1383039.8,535788.6,1273619.1
577/310.0933mz/3.16min,0.0,0.0,498318.0,75412.805,67235.29,74514.23
579/640.3316mz/3.18min,0.0,0.0,44015.64,113684.56,16879.727,289540.66
580/301.1405mz/3.17min,129999.234,262285.62,254465.08,69482.45,143418.4,122480.35
582/224.0564mz/3.19min,4416.5234,0.0,280955.62,42930.82,33139.95,54213.254
584/377.1352mz/3.2min,424103.25,681191.3,950765.25,508668.2,724872.94,582896.6
585/177.0195mz/3.2min,2711622.0,2643069.8,0.0,0.0,3701.518,0.0
587/287.0562mz/3.2min,47678100.0,49730668.0,303958.8,116800.09,863399.4,176861.45
588/225.0556mz/3.2min,403895.5,414517.66,0.0,0.0,0.0,0.0
589/243.0664mz/3.2min,7766097.5,7320309.5,3963.0076,0.0,74928.84,4548.9126
590/244.0684mz/3.18min,996182.06,871248.75,106445.25,0.0,52417.754,58505.707
591/289.0616mz/3.2min,906969.0,956487.25,0.0,0.0,0.0,0.0
592/575.1197mz/3.2min,4109948.8,4866085.0,0.0,0.0,0.0,0.0
593/372.0334mz/3.2min,538363.75,408587.3,0.0,0.0,0.0,0.0
594/597.1017mz/3.2min,402185.88,342588.7,0.0,0.0,0.0,0.0
595/252.0878mz/3.19min,120879.6,75291.58,169236.0,62197.633,93156.04,88514.42
596/210.0771mz/3.21min,40122.05,96764.266,204524.0,120687.445,169349.52,130798.14
598/315.1563mz/3.22min,26405.873,25862.16,261351.6,80482.5,163355.72,153480.5
599/188.0353mz/3.22min,105893.06,126187.92,354198.0,146951.08,236953.22,173121.61
600/196.9761mz/3.21min,686877.56,735959.2,616136.6,687514.0,701167.2,654645.6
602/209.0456mz/3.22min,15595.273,19556.46,222638.84,167241.2,419001.66,278013.0
603/206.0822mz/3.23min,600376.5,821504.6,207092.89,81290.54,69865.17,82999.99
606/306.9474mz/3.23min,665292.2,972686.3,1305983.4,585294.94,784121.0,758966.2
