"","filter","2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML","2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML","2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML","2024_NEG_Anid-TJGIp4_1_Run183.mzML","2024_NEG_Anid-TJGIp4_2_Run212.mzML","2024_NEG_Anid-TJGIp4_3_Run233.mzML"
"884/309.1014mz/3.99min",375630.7,398114.62,343331.4,317514.34,357291.56,393969.84,403345.9
"887/587.2248mz/3.99min",25214.9718,8404.9906,8404.9906,56059.02,588162.3,42024.953,8404.9906
"888/206.0539mz/4.0min",654942.63,769069.56,540815.7,798621.56,386689.97,1309459,10299.562
"890/205.0506mz/4.0min",6453817.75,7557501,5350134.5,8533477,4373727,11851346,397571.88
"891/361.1401mz/4.0min",270984.18,56720.293,144645.08,765340.7,723089.25,397323.28,11344.0586
"892/248.0802mz/4.0min",141552.25,17399.346,76740.53,409844.34,391550.8,206363.97,3479.8692
"893/317.1507mz/4.0min",125300.33,18736.305,65708.99,388519.72,353438.16,184891.67,3747.261
"895/459.2023mz/4.0min",33727.467,11242.489,11242.489,116096.17,78662.73,56212.445,11242.489
"896/265.1081mz/4.01min",130814.1,130814.1,130814.1,130814.1,654070.5,707584.7,130814.1
"898/426.1769mz/3.97min",49868.854,49868.854,49868.854,49868.854,432181.72,249344.27,49868.854
"900/472.198mz/4.0min",2708.0046,902.6682,902.6682,515068.72,140499.2,4513.341,902.6682
"901/291.0511mz/4.0min",211418.485,191718.03,22473.848,231118.94,433108.62,955929.1,4494.7696
"903/289.0354mz/4.03min",113922.4175,83285.945,71370.61,265823.8,144558.89,189709.27,14274.122
"905/275.0561mz/4.03min",57604.11,35578.33,7115.666,192042.16,79629.89,252386.28,7115.666
"907/399.1082mz/4.03min",96700.4675,69326.63,5303.615,418124.84,138027.02,124074.305,1060.723
"908/470.1825mz/4.03min",3034.9986,1011.6662,1011.6662,676945.44,238104.23,5058.331,1011.6662
"909/179.0713mz/4.04min",441849.4,354190.4,279215.78,2597724,529508.4,2043376.2,98908.16
"910/300.0514mz/4.04min",737594.07,3111488.2,4953880.5,322634.94,173910.06,1152553.2,34782.012
"911/373.0929mz/4.05min",8208.3942,2736.1314,2736.1314,1075200,30946.598,13680.657,2736.1314
"912/330.0618mz/4.02min",2593.8135,864.6045,864.6045,260121.73,164127.58,4323.0225,864.6045
"913/431.0982mz/4.06min",939696.42,371705.44,13013.045,7986094.5,1507687.4,2210112,2602.609
"914/261.0768mz/4.06min",178332.53,208768.9,4747.837,339726.16,43856.46,903276.8,147896.16
"915/270.0408mz/4.06min",66895.482,22298.494,22298.494,534867.7,168032.55,111492.47,22298.494
"918/191.0349mz/4.07min",8156.95525,5579.3833,10530.326,481569.6,4063.5344,10780.847,5783.5845
"919/486.1771mz/4.07min",25467.39,25467.39,25467.39,754272.2,127336.95,25467.39,25467.39
"921/299.1071mz/4.08min",35829.8915,14068.633,5116.971,111208.84,89117.125,57591.15,1023.3942
"923/468.1663mz/4.08min",52332.258,17444.086,17444.086,1073355.9,622651.44,87220.43,17444.086
"924/285.0405mz/4.08min",73793.24,105137.14,42449.34,330769.78,115646.84,8489.868,8489.868
"925/341.0334mz/4.11min",256051.35,163462.1,98592.43,348640.6,441151.78,864707.06,19718.486
"926/259.0612mz/4.1min",24528.0325,4981.7812,996.35624,167160.25,10473.51,38582.555,67026.28
"930/412.9525mz/4.1min",1393221.8475,11667963,16730516,3278.939,16394.695,2770049,3278.939
"931/177.0191mz/4.1min",16786.194,83930.97,121573.234,16786.194,16786.194,16786.194,16786.194
"932/293.0668mz/4.11min",1922.2626,1922.2626,1922.2626,1922.2626,108762.38,9611.313,1922.2626
"933/454.1873mz/4.11min",7273.2376,7273.2376,7273.2376,247072.12,36366.188,7273.2376,7273.2376
"934/261.0404mz/4.11min",232298.42,73710.016,157283.62,307313.22,669172.8,859929.44,14742.0032
"935/313.0355mz/4.11min",412440.78,376648.94,448232.62,1611555.5,510455.6,183468.89,36693.778
"938/325.1195mz/4.12min",17111.425,85557.125,745397.6,17111.425,17111.425,17111.425,17111.425
"939/304.1191mz/4.12min",5321.584,5321.584,5321.584,270100.44,26607.92,5321.584,5321.584
"940/365.0989mz/4.12min",16356.0005,4880.772,976.1544,27831.229,83747.25,306353.12,976.1544
"941/302.1034mz/4.13min",37701.3155,31009.979,6201.9958,44392.652,78056.75,328832.9,6201.9958
"942/221.0455mz/4.12min",469632.932,10000.922,30544.764,5967408,908721.1,1925256,5481.582
"943/794.9234mz/4.14min",8125.33,40626.65,439149.75,8125.33,8125.33,8125.33,8125.33
"946/396.9576mz/4.14min",318832.92,5319592.5,16380942,106277.64,106277.64,531388.2,106277.64
"947/398.9631mz/4.15min",19926.25,99631.25,310416.84,19926.25,19926.25,19926.25,19926.25
"948/225.1132mz/4.14min",294112.41,292621.22,295603.6,734954.25,235749.19,236222.52,403706.56
"950/470.1823mz/4.15min",27569.888,27569.888,27569.888,1178599.5,137849.44,27569.888,27569.888
"951/454.1871mz/4.22min",168387.435,37636.86,82489.65,254285.22,2244365.5,328534.97,7527.372
"955/165.0557mz/4.17min",2122880.95,2203045.5,2167064.8,2078697.1,1388674.9,2280074,148214.4
"957/281.1429mz/4.17min",43524.9165,102334.625,8151.4406,46292.63,800903.2,40757.203,8151.4406
"958/395.077mz/4.18min",853364.28,642418.56,137374.9,6325933.5,1064310,2315703.8,27474.98
"959/396.0803mz/4.19min",187605.69,132772.1,24852.07,1440576.4,242439.28,527625.2,4970.414
"960/485.1926mz/4.18min",2870.86818,956.95606,956.95606,257555.45,89248.22,4784.7803,956.95606
"961/314.0307mz/4.19min",518922.07,1734235.9,1985868.1,707498.2,230696.39,330345.94,46139.278
"963/472.1974mz/4.21min",20379.5016,6793.1672,6793.1672,1363493.5,552289.5,33965.836,6793.1672
"964/159.1026mz/4.19min",588902.5,692950.94,484854.06,387249,1372369.4,1773358.2,14092.885
"966/531.0934mz/4.2min",213517.4975,628300.4,382659.7,47940.266,107708.555,319326.44,9588.0532
"967/498.2133mz/4.19min",70787.208,4488.123,24189.586,385479.28,748832,117384.83,897.6246
"968/341.0334mz/4.19min",128847.15,650171.1,186691.48,34714.96,43702.094,2154686.8,71002.82
"969/451.2237mz/4.2min",60344.358,20114.786,20114.786,646159.4,243827.66,100573.93,20114.786
"971/294.1711mz/4.21min",9659.2446,9659.2446,9659.2446,9659.2446,48296.223,142782.38,9659.2446
"973/484.1611mz/4.18min",2222.3724,740.7908,740.7908,210827.88,3988.6606,3703.954,740.7908
"974/299.0197mz/4.22min",214522.7,1935470,1064261.9,232021.12,103149.57,197024.28,20629.914
"975/301.0719mz/4.23min",189214.3198,374245.6,631229.2,4183.0396,836.60792,486411.84,836.60792
"976/263.1288mz/4.22min",225337.36,225337.36,225337.36,225337.36,1126686.8,1324097.4,225337.36
"977/382.1869mz/4.22min",505196.84,505196.84,505196.84,505196.84,2525984.2,2996819.8,505196.84
"979/991.4343mz/4.23min",10232.3312,10232.3312,10232.3312,690083.94,51161.656,10232.3312,10232.3312
"980/495.2138mz/4.23min",559341.515,68644.36,88535.13,14636484,3786701.8,1030147.9,13728.872
"981/454.1871mz/4.26min",252944.225,77954.51,152602.95,2901233.5,2345504.5,353285.5,15590.902
"982/473.1816mz/4.24min",204605.364,68201.788,68201.788,434997.22,341718,341008.94,68201.788
"985/597.2456mz/4.3min",31487.067,10495.689,10495.689,124104.375,701045.2,52478.445,10495.689
"986/354.1344mz/4.24min",322958.8,375948.3,550289.44,667068.5,269969.3,248209.88,49641.976
"987/536.1775mz/4.24min",2008088.43,30777.387,105243.06,6716392,4535909,3910933.8,46287.234
"988/509.1584mz/4.24min",274260.274,2376.4296,11882.148,1686411.9,554273.2,536638.4,2376.4296
"989/519.1875mz/4.24min",1130789.92,3875.9087,45193.34,2741228.2,2216386.5,2255541,5881.1196
"990/300.0878mz/4.24min",506844.25,816076.2,409219.3,594930.06,418758.44,1447931.8,81843.86
"992/363.0831mz/4.25min",90500.025,141563.72,74876.91,106123.14,61732.188,239966.81,12346.4376
"995/561.209mz/4.25min",19992.95,19992.95,19992.95,426535.47,99964.75,19992.95,19992.95
"996/487.1973mz/4.25min",126554.064,42184.688,42184.688,359410.2,239716.34,210923.44,42184.688
"997/504.1875mz/4.26min",142426.188,47475.396,47475.396,614364.4,343168.25,237376.98,47475.396
"999/533.1779mz/4.26min",184245.528,61415.176,61415.176,1223864.6,482916.44,307075.88,61415.176
"1000/477.1685mz/4.25min",41370.6,13790.2,13790.2,332684.72,86171.766,68951,13790.2
"1004/534.1812mz/4.26min",41499.93,13833.31,13833.31,322025.9,117143.23,69166.55,13833.31
"1005/433.2594mz/4.27min",64683.828,21561.276,21561.276,276084.4,114976.38,107806.38,21561.276
"1006/215.1289mz/4.24min",75007.183,35940.53,25452.57,23515.805,114423.74,129454.27,114073.836
"1007/552.1728mz/4.27min",82625.13,27541.71,27541.71,275030.4,202023.6,137708.55,27541.71
"1010/303.0511mz/4.28min",51363.414,387565.5,925019.06,17121.138,17121.138,85605.69,17121.138
"1011/279.0445mz/4.27min",132273.055,125300.05,37118.895,404601.6,192869.73,139246.06,6497.92
"1014/465.2394mz/4.29min",82079.014,5173.7305,9116.998,554796.5,282208.34,155041.03,1034.7461
"1015/509.2293mz/4.3min",22030.5822,7343.5274,7343.5274,643862.1,90102.85,36717.637,7343.5274
"1017/317.1971mz/4.31min",55011.6335,157983.94,43658.168,8731.6336,49174.74,60848.527,1286085.8
"1019/303.0775mz/4.31min",19927.29,101293.99,99636.45,19927.29,19927.29,19927.29,19927.29
"1020/567.235mz/4.3min",4941.8172,4941.8172,4941.8172,552035.5,24709.086,4941.8172,4941.8172
"1021/325.1196mz/4.32min",2148.9796,10744.898,245977.34,2148.9796,2148.9796,2148.9796,2148.9796
"1023/285.0405mz/4.34min",72234.049,403235.12,847149.2,115252.414,9610.606,29215.684,1922.1212
"1024/245.0455mz/4.34min",353744.45,381038.62,615406.6,705365.1,326450.28,96921.87,19384.374
"1026/454.1871mz/4.32min",371181.775,82174.734,152602.95,9931797,5959331,589760.6,16434.9468
"1027/273.0405mz/4.34min",3830490.4,1854865.8,929390.3,5806115,6700589.5,14205151,185878.06
"1028/276.8505mz/4.35min",296421.69,109326.555,8389.158,415270.44,644662.4,591297.1,177572.94
"1029/280.8464mz/4.34min",267960.835,101698.234,20339.6468,370315.94,606153.8,542283,165605.73
"1030/547.0884mz/4.34min",216896.67,66746.28,3910.044,367047.06,703458.8,4227035,782.0088
"1031/366.1344mz/4.34min",5763.573,5763.573,5763.573,119945.234,28817.865,5763.573,5763.573
"1032/278.8485mz/4.34min",577249.765,213323.33,43144.64,813703.06,1287017.1,1174004.9,340796.47
"1033/274.0439mz/4.35min",553879.57,280501.44,133691.72,827257.7,987068.8,2123144.8,26738.344
"1034/583.109mz/4.35min",123350.484,41116.828,41116.828,918696.56,205584.14,310718.97,41116.828
"1035/275.0926mz/4.35min",41899.0535,68103.37,36924.15,1067.8794,46873.957,444719.2,5339.397
"1036/336.0362mz/4.35min",424392.97,210038.94,93210.83,638747,752742.25,1292121.2,18642.166
"1038/500.1926mz/4.35min",7309.698,2436.566,2436.566,725024.94,191258.75,12182.83,2436.566
"1039/509.277mz/4.35min",72337.0175,495631.6,571551.5,99103.68,14383.223,45570.355,2876.6446
"1040/370.9419mz/4.36min",13933.7385,226269.88,387355.16,8293.268,7174.4727,19574.209,1434.89454
"1042/493.164mz/4.36min",862.85312,862.85312,862.85312,129961.63,4314.2656,862.85312,862.85312
"1043/909.382mz/4.35min",4806.964,4806.964,4806.964,235438.86,24034.82,4806.964,4806.964
"1044/468.1663mz/4.44min",163777.2695,31415.379,26846.412,800412.2,607698,296139.16,5369.2824
"1045/441.1915mz/4.36min",60054.528,20018.176,20018.176,106526.1,106874.4,100090.88,20018.176
"1046/517.1827mz/4.36min",63408.4275,9947.575,22121.875,3726990,962991.56,104694.98,1989.515
"1047/490.1639mz/4.36min",12921.1608,4307.0536,4307.0536,1957327.8,218461.33,21535.268,4307.0536
"1048/504.1875mz/4.37min",34709.4912,11569.8304,11569.8304,161981.44,104472.46,57849.152,11569.8304
"1049/263.1287mz/4.37min",11791.2376,11791.2376,11791.2376,11791.2376,58956.188,130311.47,11791.2376
"1050/281.1429mz/4.34min",4821.8562,8036.427,1607.2854,1607.2854,197747.94,36218.133,1607.2854
"1051/350.078mz/4.37min",48931.543,806658.44,963441.5,42410.32,8482.064,55452.766,8482.064
"1052/287.0825mz/4.37min",46633.5625,585807.56,782940,48572.723,8938.8804,44694.402,8938.8804
"1056/554.2593mz/4.38min",72451.98,24150.66,24150.66,347473.34,581375.9,120753.3,24150.66
"1057/553.2557mz/4.38min",221519.998,17804.021,28535.496,1128495.6,1841064.1,414504.5,3560.8042
"1058/511.2087mz/4.38min",32093.5758,10697.8586,10697.8586,2679358.8,256479.7,53489.293,10697.8586
"1060/275.0562mz/4.4min",28968.981,202008.8,299238.44,33088.98,4969.7964,24848.982,4969.7964
"1062/335.0096mz/4.4min",111699.8165,1000.5306,5002.653,218396.98,290911.1,309313.06,1000.5306
"1063/282.9837mz/4.4min",355388.47,386745.4,351293.72,359483.22,345234.66,350140.72,382673.12
"1064/498.2134mz/4.4min",20125.4838,6708.4946,6708.4946,634371.75,193839.3,33542.473,6708.4946
"1065/497.0371mz/4.4min",640314.175,715611.56,617285.1,495105.22,585785.56,663343.25,746541.06
"1069/561.2092mz/4.4min",4655.38038,1551.79346,1551.79346,400337.97,81958.445,7758.9673,1551.79346
"1070/309.9714mz/4.41min",180754.515,207826.97,364455.94,241699.75,135946.6,153682.06,132483.7
"1071/339.0177mz/4.41min",190280.07,181489.75,128491.664,389359.62,199070.39,372884.56,25698.3328
"1072/193.087mz/4.42min",100165.26,100165.26,100165.26,500826.3,100165.26,100165.26,100165.26
"1073/331.0845mz/4.47min",1081330.9,1445780.6,716881.2,6336.3704,5778326.5,3459323.2,31681.852
"1074/394.0777mz/4.42min",51198.74,446189.4,255993.7,51198.74,51198.74,51198.74,51198.74
"1075/303.2178mz/4.43min",33945.086,51229.793,3332.0758,3332.0758,16660.379,53077.21,1782423.9
"1076/366.2131mz/4.42min",72198.94,72198.94,72198.94,72198.94,72198.94,72198.94,360994.7
"1077/242.1762mz/4.43min",315860.72,340438.88,294766.84,253310.02,279796.56,339458.72,336954.6
"1078/299.0198mz/4.43min",325491.02,697926.9,1017942.94,460495.6,94498.35,190486.44,18899.67
"1081/310.1378mz/4.44min",101789.34,101789.34,101789.34,101789.34,756606.25,508946.7,101789.34
"1082/459.2024mz/4.43min",119795.73,39931.91,39931.91,366711.1,199659.55,241310.56,39931.91
"1083/309.1343mz/4.44min",2507.3106,835.7702,835.7702,835.7702,4483346,2944843.5,4178.851
"1084/313.0355mz/4.44min",10626.226,53131.13,123171.96,10626.226,10626.226,10626.226,10626.226
"1089/454.1732mz/4.45min",25352.418,42254.03,8450.806,8450.806,452926.62,427176.8,8450.806
"1090/309.1709mz/4.45min",4799.5438,23997.719,97300.375,4799.5438,4799.5438,4799.5438,4799.5438
"1092/586.241mz/4.46min",2741.0262,4568.377,913.6754,913.6754,241190.31,155070.6,913.6754
"1093/388.14mz/4.47min",67929.516,22643.172,22643.172,1054497.4,272967.3,113215.86,22643.172
"1094/523.245mz/4.46min",206082.795,156455.92,40730.06,255709.67,1871906.8,2801483.5,8146.012
"1097/306.9474mz/4.47min",51501.7185,56733.527,46269.91,9253.982,57251.97,392506.06,9253.982
"1099/382.1294mz/4.46min",74182.885,13272.354,66361.77,2269476,310749.62,82004,13272.354
"1100/454.1882mz/4.48min",96874.405,8818.492,41447.28,4879504,1135975.4,152301.53,1763.6984
"1101/517.1829mz/4.48min",84034.271,9714.458,11058.992,2978268.8,715778.6,157009.55,1942.8916
"1105/438.1925mz/4.47min",1764.4738,1764.4738,1764.4738,245421.17,8822.369,1764.4738,1764.4738
"1106/455.1915mz/4.47min",22322.808,7440.936,7440.936,1315487.6,312203.12,37204.68,7440.936
"1107/490.1639mz/4.47min",13920.378,4640.126,4640.126,1368383.4,171059.27,23200.63,4640.126
"1109/493.1642mz/4.47min",649.87964,649.87964,649.87964,117232.04,3249.3982,649.87964,649.87964
"1110/500.1926mz/4.47min",24686.952,8228.984,8228.984,794101.06,249100.92,41144.92,8228.984
"1111/909.3817mz/4.48min",2893.8606,2893.8606,2893.8606,235350.06,14469.303,2893.8606,2893.8606
"1114/261.0405mz/4.48min",9754.332,9754.332,9754.332,9754.332,48771.66,108749.82,9754.332
"1115/303.051mz/4.49min",3276.6123,330085.3,220620.88,1092.2041,1092.2041,5461.0205,1092.2041
"1116/452.1712mz/4.5min",23758.886,23758.886,23758.886,1144889.5,118794.43,23758.886,23758.886
"1118/422.9768mz/4.5min",540514.7,619511.9,530024.9,167982.25,447758.44,551004.5,628791
"1123/436.1765mz/4.51min",3120.1332,3120.1332,3120.1332,120479.91,15600.666,3120.1332,3120.1332
"1125/686.3449mz/4.52min",256991.3825,27419.145,11361.556,2528206.5,656572,486563.62,2272.3112
"1126/299.0198mz/4.49min",131429.228,230201.53,339587.9,372129.78,3242.1328,32656.926,648.42656
"1127/303.0776mz/4.52min",63385.55,316927.75,491748.56,63385.55,63385.55,63385.55,63385.55
"1128/326.009mz/4.53min",319752.56,458659.34,373763.84,175230.48,220945.6,265741.28,445420.38
"1129/653.0255mz/4.53min",587641.69,676526.5,598137.44,413995.7,492741.62,577145.94,707034.56
"1130/484.2091mz/4.53min",995.10712,995.10712,995.10712,404472.72,4975.5356,995.10712,995.10712
"1131/454.1732mz/4.53min",25396.766,42254.03,1707.9004,8539.502,1250370.9,891513.2,1707.9004
"1133/352.1425mz/4.54min",39860.94,13286.98,13286.98,4749756.5,229196.06,66434.9,13286.98
"1134/421.2133mz/4.54min",25995.81,8665.27,8665.27,1696124.4,110174.43,43326.35,8665.27
"1135/422.2165mz/4.54min",2996.5578,2996.5578,2996.5578,477524.97,14982.789,2996.5578,2996.5578
"1137/241.1446mz/4.51min",4036513.515,20794.098,30425.248,30829.03,25195188,21720196,8042198
"1138/304.1402mz/4.55min",535226.52,178408.84,178408.84,178408.84,1818651.2,1642015.5,892044.2
"1139/483.2963mz/4.55min",105548.82,35182.94,35182.94,35182.94,1537025.2,1190913.4,175914.7
"1141/531.0933mz/4.55min",167328.425,419859.25,175670.16,98028.06,158986.69,513788.8,19605.612
"1142/487.1974mz/4.55min",505152.12,168384.04,168384.04,1057787.1,841920.2,905347.06,168384.04
"1143/441.1916mz/4.55min",74580.678,24860.226,24860.226,164142.61,190056.44,124301.13,24860.226
"1144/477.1685mz/4.55min",109991.862,36663.954,36663.954,1215116.4,187398.94,183319.77,36663.954
"1146/341.0486mz/4.56min",383828.985,524642.25,440396.53,271843.4,271022.28,327261.44,542940.56
"1147/504.1874mz/4.56min",340708.171,3471.4184,17357.092,3365928,673079.5,664059.25,3471.4184
"1149/265.1081mz/4.57min",148904.427,58309.824,11661.9648,902208.4,356251,239499.03,11661.9648
"1150/620.2269mz/4.56min",256305.035,7470.9634,32933.67,2232324.2,1262342.4,479676.4,1494.19268
"1151/507.2599mz/4.56min",9725.0664,9725.0664,9725.0664,9725.0664,159735.98,48625.332,9725.0664
"1152/559.2184mz/4.56min",4504.05642,1501.35214,1501.35214,7506.7607,366289.75,735678.44,1501.35214
"1153/196.0377mz/4.57min",10499.76925,7474.5625,1494.9125,489561.38,127337.41,13524.976,1494.9125
"1154/167.0349mz/4.58min",494795.655,2058432.8,630780.06,338422.8,358811.25,777647.1,26969.443
"1155/494.1822mz/4.58min",45881.31,15293.77,15293.77,1232281.5,179471.81,76468.85,15293.77
"1156/551.2765mz/4.57min",64784.3965,16000.723,5001.242,687283.9,210143.14,113568.07,1000.2484
"1157/317.0668mz/4.58min",2026219.05,7878424,2647796.2,1181850.6,1404641.9,2983041.8,117211.47
"1158/438.1921mz/4.61min",14144.246,2354.0184,11770.092,1560000.2,193799.23,16518.4,2354.0184
"1159/523.2563mz/4.58min",623777.735,1097371.8,1123380.8,861244.44,194783.25,386311.03,188585
"1160/710.3185mz/4.58min",28499.268,28499.268,28499.268,28499.268,260954.28,142496.34,28499.268
"1161/439.1953mz/4.58min",6813.246,6813.246,6813.246,415945.5,34066.23,6813.246,6813.246
"1163/281.1429mz/4.6min",2896.4373,4827.3955,965.4791,965.4791,118428.57,27909.53,965.4791
"1164/456.2028mz/4.6min",6380.846,6380.846,6380.846,357178.44,31904.23,6380.846,6380.846
"1165/480.2025mz/4.6min",5824.4476,5824.4476,5824.4476,183349.78,29122.238,5824.4476,5824.4476
"1168/205.9417mz/4.61min",264625.28,243256.84,276734.2,330258.12,267373.06,261877.5,142076.44
"1169/256.0615mz/4.61min",2215.24512,738.41504,738.41504,340730.16,3692.0752,6580.898,738.41504
"1172/518.2036mz/4.61min",140887.22,140887.22,140887.22,704436.1,140887.22,140887.22,140887.22
"1173/463.1873mz/4.61min",89808.8762,974.74648,4873.7324,307999.75,369610.53,174744.02,974.74648
"1174/468.1664mz/4.6min",497266.435,169101.62,43726.64,825431.25,6136319.5,4311382.5,8745.328
"1175/297.0405mz/4.61min",137097.75,137097.75,137097.75,137097.75,137097.75,685488.75,137097.75
"1176/221.0819mz/4.61min",1051878.15,730175.1,328447.12,8511138,2786362,1373581.2,65689.424
"1177/287.0826mz/4.61min",149267.805,824353.5,1585567,223929.83,14921.156,74605.78,14921.156
"1178/298.0357mz/4.61min",142589.2825,1751249.8,2481284.8,105508.125,97113.164,179670.44,19422.6328
"1179/350.078mz/4.62min",31443.06,157215.3,332176.9,31443.06,31443.06,31443.06,31443.06
"1182/346.093mz/4.62min",17602.988,17602.988,17602.988,531279.75,88014.94,17602.988,17602.988
"1184/441.1919mz/4.69min",818169.3535,8530.16,31747.207,3142194.2,1604591.5,2065144.6,1706.032
"1185/325.1294mz/4.62min",347007.92,347007.92,347007.92,347007.92,2266139.8,1735039.6,347007.92
"1186/244.0979mz/4.63min",101000.4175,51788.715,46404.035,1166199.9,370701.84,150212.12,9280.807
"1187/309.1709mz/4.64min",7161.5436,38367.188,68964.445,11935.906,2387.1812,2387.1812,2387.1812
"1189/293.1395mz/4.64min",36722.15,36722.15,36722.15,36722.15,196008.92,183610.75,36722.15
"1191/452.1717mz/4.61min",6873.332,6873.332,6873.332,342995.94,34366.66,6873.332,6873.332
"1192/436.1395mz/4.66min",30715.546,29307.596,22339.799,32123.496,488200.06,206625.14,4467.9598
"1193/354.1344mz/4.63min",25543.665,8763.658,18462.094,1791417,115534.8,32625.236,1752.7316
"1194/258.1711mz/4.66min",139161.504,231935.84,290194.9,1953693,46387.168,46387.168,46387.168
"1195/321.1668mz/4.66min",44700.8904,74501.484,108871.22,764162.75,14900.2968,14900.2968,14900.2968
"1197/447.2751mz/4.66min",33339.054,11113.018,11113.018,244356.47,55565.09,63716.555,11113.018
"1198/452.2193mz/4.67min",23070.4338,696440.44,1073818.9,7690.1446,7690.1446,38450.723,7690.1446
"1199/303.2177mz/4.67min",21586.488,21586.488,21586.488,21586.488,21586.488,21586.488,107932.44
"1200/496.1978mz/4.63min",51624.0315,3904.5715,39463.645,425857.75,124035.44,63784.418,780.9143
"1201/497.0371mz/4.67min",910447,1073072.1,916953.94,790097.6,765710.9,903940.06,1432755.4
"1202/515.2148mz/4.67min",23165.0952,600689.7,825890.8,7721.6984,7721.6984,38608.492,7721.6984
"1203/488.1974mz/4.64min",26023.4604,160959.92,445420.3,43372.434,8674.4868,8674.4868,8674.4868
"1205/438.1922mz/4.68min",22843.566,2354.0184,11770.092,991447,226593.89,33917.04,2354.0184
"1206/564.115mz/4.68min",21843.417,7281.139,7281.139,1513019.8,36405.695,43909.836,7281.139
"1207/259.1551mz/4.68min",138820.88,138820.88,138820.88,138820.88,4270298.5,694104.4,138820.88
"1208/322.1508mz/4.69min",19119.582,19119.582,19119.582,19119.582,537559.56,95597.91,19119.582
"1209/482.2183mz/4.69min",10916.8854,3638.9618,3638.9618,668622.8,95943.62,18194.809,3638.9618
"1210/583.1096mz/4.69min",30260.4258,10086.8086,10086.8086,566762.44,50434.043,136895.6,10086.8086
"1212/477.1685mz/4.69min",61725.954,20575.318,20575.318,580890,102876.59,142272.86,20575.318
"1214/504.1876mz/4.7min",333046.8,111015.6,111015.6,1460639.4,555078,751596.8,111015.6
"1216/281.0818mz/4.7min",585997.6,763884.9,1313078,1316354.2,408110.3,391508.66,78301.732
"1218/237.0921mz/4.7min",451800.88,608469.6,929219,939724.06,295132.16,265875.88,53175.176
"1220/457.1867mz/4.75min",449569.715,138154.14,312468.53,1264551,586670.9,743762,153045.84
"1221/586.2408mz/4.72min",22280.787,37134.645,7426.929,7426.929,359523.84,223756.73,7426.929
"1222/223.0976mz/4.71min",102096.52,102096.52,102096.52,102096.52,510482.6,1234731.4,102096.52
"1223/454.1737mz/4.72min",60981.817,94078.234,27885.4,3472.246,914199.3,529489.3,694.4492
"1224/523.2447mz/4.72min",126392.25,182048.1,43045.066,70736.4,2004534.1,1148936.8,8609.0132
"1225/265.1081mz/4.72min",33136.406,33136.406,33136.406,33136.406,165682.03,350947.56,33136.406
"1227/437.1799mz/4.72min",65509.008,21836.336,21836.336,1796411.1,327824.2,109181.68,21836.336
"1229/873.3608mz/4.72min",64478.32,64478.32,64478.32,322391.6,64478.32,64478.32,64478.32
"1230/436.1766mz/4.72min",227612.94,39459.76,13026.137,6653579,1210895.5,415766.12,2605.2274
"1233/463.1875mz/4.72min",14259.171,4753.057,4753.057,40027.36,104658.45,23765.285,4753.057
"1234/530.1853mz/4.73min",64011.396,21337.132,21337.132,831482.6,387306,106685.66,21337.132
"1235/499.1725mz/4.72min",12953.6124,4317.8708,4317.8708,701819.5,100165.43,21589.354,4317.8708
"1236/225.0556mz/4.73min",50037.438,189440.42,203448.67,16679.146,16679.146,83395.73,16679.146
"1237/269.0456mz/4.73min",198225.8515,891999.25,882746.06,55662.703,11132.5406,340789,11132.5406
"1238/523.8579mz/4.73min",7348.0304,36740.152,326624.56,7348.0304,7348.0304,7348.0304,7348.0304
"1239/639.0284mz/4.73min",600918.65,611617.3,590220,487899.4,524185.34,629508.56,757177.56
"1240/637.0305mz/4.73min",4081789.35,4294210,3932605.2,3399990.2,3663056.2,4230973.5,5324434
"1241/466.1507mz/4.73min",13782.531,4594.177,4594.177,496813.88,22970.885,52360.824,4594.177
"1242/522.8546mz/4.73min",57018.944,285094.72,2157701.5,57018.944,57018.944,57018.944,57018.944
"1243/230.9678mz/4.74min",374905.01,397567.9,357339.12,271549.84,368579.9,381230.12,383603.94
"1245/227.9666mz/4.74min",4883134.25,5054015,4719001.5,3750684.5,4624790,5047267,5185323
"1246/229.9645mz/4.74min",4844448.5,5000622.5,4733460,3809609.8,4653515,4955437,5082303.5
"1247/213.1132mz/4.74min",38024.806,38024.806,38024.806,38024.806,331448.97,190124.03,38024.806
"1248/228.9699mz/4.74min",382741.485,396362.66,376474.72,285126.22,359919.1,389008.25,398599.9
"1250/266.9888mz/4.76min",1311214.85,1375817.8,1329097.8,1019675.8,1301451.5,1229851.8,1320978.2
"1251/268.9857mz/4.76min",429674.56,456412.78,451095.97,318156.25,412982.56,425613.78,433735.34
"1253/372.8225mz/4.76min",1307829.34,338365.94,171195.02,2382278.8,2658024.8,2125702.8,489955.88
"1254/287.0561mz/4.76min",19282.27,19282.27,19282.27,19282.27,96411.35,368797.78,19282.27
"1255/531.0933mz/4.78min",152677.13,183536.56,72798.31,165069.03,140285.23,326922.97,14559.662
"1258/339.0177mz/4.78min",1038468.725,599525.25,457462.88,3594098.8,1477412.2,2234532.8,91492.576
"1260/340.0211mz/4.78min",149494.67,76775.54,56481.69,543263.06,222213.8,323861.47,11296.338
