"","filter","2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML","2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML","2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML","2024_NEG_Anid-TJGIp4_1_Run183.mzML","2024_NEG_Anid-TJGIp4_2_Run212.mzML","2024_NEG_Anid-TJGIp4_3_Run233.mzML"
"1637/629.3519mz/5.37min",139392,232320,252309.19,479064.97,46464,46464,46464
"1640/817.5039mz/5.41min",140591.005,120181.53,107489.625,307784.4,183610.86,161000.48,21497.925
"1642/317.0932mz/5.38min",38312.894,191564.47,333564.28,38312.894,38312.894,38312.894,38312.894
"1643/269.0455mz/5.38min",75116.3125,1594006.8,1994665.8,37772.695,7554.539,112459.93,7554.539
"1644/365.2807mz/5.39min",153595.975,244643.25,236615.44,14115.302,70576.51,569235.2,14115.302
"1645/293.1759mz/5.37min",120716.4425,110957.055,51227.91,325906.72,130475.83,157195.67,6081.0356
"1646/333.07mz/5.39min",21707.825,492951.88,21707.825,108539.125,21707.825,21707.825,21707.825
"1649/1179.7281mz/5.39min",68625.7725,27730.72,33316.465,167588.25,522281.4,103935.08,5546.144
"1651/786.5348mz/5.4min",752189.18,2337133,2433455.8,231272.23,336217.16,1168161.2,243362.03
"1652/424.2034mz/5.4min",461192.73,149270.86,106836.25,3915092.8,1295677.9,773114.6,21367.25
"1653/848.4113mz/5.4min",75667.602,25222.534,25222.534,2458551.8,346844.16,126112.67,25222.534
"1654/436.1764mz/5.38min",93144.392,13205.814,3799.7153,1855952,258957.19,173082.97,759.94306
"1655/422.1972mz/5.4min",10877699.4,3504516.8,2569924.2,94716970,30452834,18250882,36492.16
"1657/845.4022mz/5.4min",1721591.617,93176.734,59854.402,63518308,9550766,3350006.5,11970.8804
"1658/485.193mz/5.4min",595294.8,333363.66,286179.8,8384137,1360461.6,857225.94,57235.96
"1661/175.0274mz/5.4min",137418.4105,16028.541,8028.239,2500993.8,530421.7,258808.28,1605.6478
"1662/353.1265mz/5.4min",452895.455,113864.01,79286.836,4978956.5,1390799.4,791926.9,15857.3672
"1663/564.1147mz/5.4min",14259.513,525229.9,584478.75,4753.171,4753.171,23765.855,4753.171
"1669/512.1924mz/5.4min",56853.8625,16495.975,9204.928,827845.4,159017.86,97211.75,1840.9856
"1674/372.1661mz/5.41min",139387.877,300891.78,460035.62,84579.734,19756.086,34428.555,194196.02
"1675/674.3337mz/5.41min",953254,953254,953254,953254,7211949.5,4766270,953254
"1676/1008.66mz/5.41min",294487.76,294487.76,294487.76,294487.76,3624077.2,1472438.8,294487.76
"1677/393.0202mz/5.41min",10868.0632,10868.0632,10868.0632,10868.0632,54340.316,443244.84,10868.0632
"1678/447.1925mz/5.4min",112450.827,35301.934,25740.459,234314.56,258654.78,189599.72,5148.0918
"1679/309.1708mz/5.41min",349346.405,850850.44,1172815.4,190952.84,53909.246,173161.53,507739.97
"1680/423.2005mz/5.4min",3001294.5,962976,700395,25999092,8205079.5,5039613,140079
"1683/740.5284mz/5.41min",457169.71,1348352.6,1132110.1,123803.16,351925.62,562413.8,224971.61
"1684/207.139mz/5.43min",64404.15,21468.05,21468.05,21468.05,4971620,7938669,107340.25
"1686/254.1366mz/5.43min",63065.12,63065.12,63065.12,63065.12,315325.6,563311.75,63065.12
"1687/803.5285mz/5.4min",2898251.3,3753040.5,7807073,2043462.1,1754327.4,4048619.2,815512.4
"1688/804.5319mz/5.39min",1511126.65,1558207.5,1657530.4,459835.53,1591727,1464045.8,138152.39
"1691/253.1346mz/5.43min",59645.664,19881.888,19881.888,19881.888,4136467,6146543.5,99409.44
"1692/505.2711mz/5.43min",133485.288,133485.288,133485.288,133485.288,667426.44,1140680.8,133485.288
"1693/251.1289mz/5.43min",3917854.878,14741.756,13507.908,2701.5816,300026050,451409200,7820968
"1694/992.6652mz/5.43min",12045.5052,4015.1684,4015.1684,4015.1684,3193216.2,3009856.2,20075.842
"1697/433.2078mz/5.43min",153475.1,153475.1,153475.1,153475.1,767375.5,1351782.5,153475.1
"1698/465.0204mz/5.43min",67701.744,338508.72,1195123.2,67701.744,67701.744,67701.744,67701.744
"1699/196.9761mz/5.46min",540199.595,502328.25,578070.94,481091.75,440503.94,882006.25,852093.6
"1700/208.1423mz/5.43min",132861.34,132861.34,132861.34,132861.34,664306.7,1109366.8,132861.34
"1701/503.2651mz/5.43min",12213.7896,4071.2632,4071.2632,4071.2632,12031266,19069068,20356.316
"1702/525.2484mz/5.43min",2517.78132,839.26044,839.26044,839.26044,977678.4,2115678,4196.3022
"1705/1006.6444mz/5.45min",63246.444,63246.444,63246.444,63246.444,593303,316232.22,63246.444
"1706/493.1135mz/5.44min",4770.645,1590.215,1590.215,458449.84,7951.075,66830.08,1590.215
"1707/180.9812mz/5.46min",230804.21,214211.89,170384.42,28772.688,247396.53,444860.84,382721.22
"1709/284.0566mz/5.45min",67997.205,1496263.1,3330495.5,29608.58,11761.64,106385.83,2352.328
"1712/305.1033mz/5.45min",15682.744,15682.744,15682.744,15682.744,644726.3,78413.72,15682.744
"1713/1007.6466mz/5.44min",13919.102,13919.102,13919.102,13919.102,331960.78,69595.51,13919.102
"1717/524.2291mz/5.46min",136397.62,207277.72,65517.52,57767.266,2799508.8,1898812,11553.4532
"1719/545.2757mz/5.46min",47439.772,47439.772,47439.772,47439.772,237198.86,422538.3,47439.772
"1720/680.2496mz/5.46min",3607.6716,1202.5572,1202.5572,519843.25,9756.03,6012.786,1202.5572
"1722/525.2322mz/5.44min",20926.4195,33920.605,4313.6816,7932.234,415931.34,130445.05,862.73632
"1723/776.5062mz/5.41min",831180.65,899450.7,1718991,1236849.4,762910.6,595694.6,181184.17
"1726/473.2183mz/5.47min",43631.3067,1092.98868,1092.98868,434196.47,81797.67,191452.77,5464.9434
"1728/629.3518mz/5.43min",81452.82,135754.7,270625.53,442542.78,27150.94,27150.94,27150.94
"1729/587.2862mz/5.47min",23375.284,23375.284,23375.284,23375.284,116876.42,363106.47,23375.284
"1730/293.1395mz/5.47min",230668.32,76889.44,76889.44,76889.44,12427248,21519940,384447.2
"1731/294.171mz/5.47min",74461.725,24820.575,24820.575,24820.575,1826061.8,3028859.5,124102.875
"1732/367.0308mz/5.48min",48036.44,1163281.4,48036.44,240182.2,48036.44,48036.44,48036.44
"1734/519.2235mz/5.48min",13695.4548,4565.1516,4565.1516,209246.83,48327.75,22825.758,4565.1516
"1736/536.214mz/5.48min",15686.5524,5228.8508,5228.8508,336013.62,46983.91,26144.254,5228.8508
"1737/491.2187mz/5.47min",135813.146,50750.402,39190.04,1411937.5,539252.8,220875.89,7838.008
"1738/553.0777mz/5.48min",24603.534,123017.67,169805.27,24603.534,24603.534,24603.534,24603.534
"1739/333.07mz/5.49min",50023.178,762780.4,50023.178,250115.89,50023.178,50023.178,50023.178
"1740/792.5013mz/5.46min",363040.84,365829.9,642960.25,2900906.8,360251.78,286989.34,57397.868
"1741/420.1812mz/5.48min",2822.1582,940.7194,940.7194,421665.44,22730.406,4703.597,940.7194
"1744/786.5348mz/5.45min",581294,2237303,2322932,460203.9,702384.1,41664.043,243362.03
"1745/369.0277mz/5.49min",41822.396,1243883.9,41822.396,209111.98,41822.396,41822.396,41822.396
"1747/677.3333mz/5.49min",89790.488,89790.488,89790.488,89790.488,448952.44,687131.6,89790.488
"1748/819.5196mz/5.47min",1066452.9,562584.94,1248617,2359620.5,1212534.8,920371,112516.988
"1749/336.1066mz/5.47min",100499.196,33499.732,33499.732,33499.732,191117.92,848655.1,167498.66
"1750/579.0636mz/5.49min",51972.8535,58457.59,45488.117,9097.6234,245220.66,360117.84,9097.6234
"1751/817.504mz/5.5min",270089.165,201039.77,286358.06,1554467.6,420504.62,253820.27,40207.954
"1752/400.9917mz/5.54min",60064.388,1943874,60064.388,300321.94,60064.388,60064.388,60064.388
"1753/402.9888mz/5.53min",15461.486,2554827.5,15461.486,77307.43,15461.486,15461.486,15461.486
"1755/296.114mz/5.49min",36859.14,36859.14,36859.14,36859.14,184295.7,349452.84,36859.14
"1758/439.1762mz/5.5min",91254.4585,61148.797,122463.734,339805.44,121360.12,48817.51,9763.502
"1759/311.2229mz/5.54min",430801.735,468352.22,393251.25,723030.8,579525.4,265628.88,35344.71
"1760/790.4858mz/5.51min",147564.195,35593.008,206458.25,1609580,316508.44,88670.14,7118.6016
"1761/425.1966mz/5.5min",387146.11725,1365.8669,6829.3345,1704883.8,767462.9,1155775.6,1365.8669
"1762/488.1924mz/5.5min",247040.23825,1090.7753,5453.8765,1362831.6,488626.6,571858.3,1090.7753
"1763/461.1736mz/5.51min",54775.692,18258.564,18258.564,701953.06,91292.82,129631.55,18258.564
"1766/754.5083mz/5.51min",121922.252,126192.27,74400.21,783119.25,174496.12,117652.234,14880.042
"1767/800.5142mz/5.5min",142947.175,103025.13,125886.54,1153669.9,160007.81,192866.44,20605.026
"1768/471.2023mz/5.5min",463992.8125,847.8332,18481.525,1877197.2,909504.1,1224524.5,4239.166
"1769/308.1504mz/5.51min",180590.1,180590.1,180590.1,180590.1,902950.5,1119286.2,180590.1
"1770/756.5238mz/5.47min",673659.33,796958.5,776376.6,1100814.9,570942.06,440715.66,88143.132
"1774/507.1661mz/5.51min",5500.306,5500.306,5500.306,5500.306,27501.53,202471.64,5500.306
"1775/802.5284mz/5.49min",831538.45,825355.4,934073.6,1826274.4,714191.06,837721.5,142838.212
"1776/506.2998mz/5.52min",801.12398,801.12398,4005.6199,763229.3,801.12398,801.12398,801.12398
"1777/394.9419mz/5.53min",14451.048,1572885.4,3279661.8,4817.016,4817.016,24085.08,4817.016
"1781/470.3232mz/5.52min",5307.6168,5307.6168,26538.084,1028948.25,5307.6168,5307.6168,5307.6168
"1782/474.1922mz/5.52min",100508.212,100508.212,100508.212,502541.06,100508.212,100508.212,100508.212
"1783/533.3193mz/5.52min",5574.2076,9290.346,34014.918,1386838.4,1858.0692,1858.0692,1858.0692
"1784/665.288mz/5.52min",764.42354,764.42354,764.42354,124948.16,3822.1177,764.42354,764.42354
"1785/543.1299mz/5.53min",14332.768,83572.49,71663.84,14332.768,14332.768,14332.768,14332.768
"1786/450.1921mz/5.53min",494490.73,82667.984,144679.52,8472891,2266494.5,844301.94,16533.5968
"1787/673.3779mz/5.53min",37370.8452,62284.742,84327.64,747283.56,12456.9484,12456.9484,12456.9484
"1788/451.1955mz/5.54min",122347.1945,6113.4824,15425.869,2367609.2,602827.9,229268.52,1222.69648
"1789/595.2301mz/5.55min",44919.3055,1469.0022,7345.011,82493.6,583479.75,437584.9,1469.0022
"1790/532.2342mz/5.54min",266338.475,132071.75,70901.96,400605.2,2117907.5,1723403.9,14180.392
"1791/269.0456mz/5.54min",1390444.265,19307028,29014542,207891.75,242541.33,2538347.2,41578.35
"1792/271.0513mz/5.55min",14478.0258,323684.78,468437,4826.0086,4826.0086,24130.043,4826.0086
"1793/483.3439mz/5.55min",341573.085,585280.25,442617.5,48105.734,240528.67,895910.6,48105.734
"1795/293.1759mz/5.57min",729280,851433.7,1109403.8,646766.2,539992,811793.8,580884.75
"1796/394.1659mz/5.56min",3140.37102,1046.79034,1046.79034,889257.9,11625.179,5233.9517,1046.79034
"1797/356.1712mz/5.57min",82351.038,77883.62,96832.14,84353.06,43204.543,111755.84,80349.016
"1798/414.098mz/5.57min",17661.429,187131.39,358463.94,5887.143,5887.143,29435.715,5887.143
"1799/458.088mz/5.58min",20313.4638,205671.27,376704.66,6771.1546,6771.1546,33855.773,6771.1546
"1801/478.2236mz/5.58min",78030.206,26266.357,5253.2714,129794.055,3705508.8,3343527,5253.2714
"1802/541.2192mz/5.58min",6765.7469,3960.4648,792.09296,9571.029,1233858.1,1184651.9,792.09296
"1803/377.1755mz/5.58min",37645.86,12548.62,12548.62,1084183.2,165845.22,62743.1,12548.62
"1809/841.3709mz/5.57min",36711.42,36711.42,36711.42,183557.1,36711.42,36711.42,36711.42
"1810/420.1815mz/5.63min",869759.68,61279.12,94568.96,7909086,1644950.4,2210070.2,12255.824
"1811/483.1773mz/5.57min",55862.04,18620.68,18620.68,2216210.8,294912.1,93103.4,18620.68
"1812/211.1339mz/5.57min",27111.006,27111.006,27111.006,27111.006,1104724.4,135555.03,27111.006
"1814/311.2229mz/5.58min",728909.8,711607.9,995113.56,1717685.2,746211.7,343133.6,68076.055
"1816/456.1581mz/5.58min",6164.073,2054.691,2054.691,1223369.2,82108.82,10273.455,2054.691
"1818/484.1805mz/5.58min",5326.3596,1775.4532,1775.4532,586199.6,65148.58,8877.266,1775.4532
"1823/518.167mz/5.55min",32205.522,10735.174,10735.174,163462.75,53675.87,558897.9,10735.174
"1826/664.2556mz/5.6min",68490.48,22830.16,22830.16,2414884.5,539403,114150.8,22830.16
"1827/964.5827mz/5.6min",28521.813,9507.271,9507.271,47536.355,254623.3,295674.34,9507.271
"1828/531.0933mz/5.6min",28600.1415,31811.314,5077.7938,59961.824,25388.969,130881.28,5077.7938
"1829/299.1089mz/5.6min",410940.097,2088104.9,23965.682,1795693.6,770276.44,51603.754,4793.1364
"1830/499.2086mz/5.61min",71396.791,35822.668,8638.246,106970.914,435954.53,372265.62,1727.6492
"1832/436.2128mz/5.6min",405349.445,185386.14,114891.79,625312.75,1808980.2,1542076.5,22978.358
"1834/828.545mz/5.61min",23029.686,7676.562,7676.562,350984.88,88932.266,38382.81,7676.562
"1835/415.2489mz/5.61min",60332.976,20110.992,20110.992,301937.75,100554.96,109886.086,20110.992
"1836/285.0899mz/5.61min",13721.952,13721.952,13721.952,13721.952,146211.53,68609.76,13721.952
"1837/534.2723mz/5.61min",408409.42,475588.84,343705.56,202224.58,334212.6,473113.28,627551.9
"1839/518.2038mz/5.63min",22740.858,7580.286,7580.286,180183.88,37901.43,42600.848,7580.286
"1841/626.3773mz/5.63min",515736.73,840671.94,1206776,1855917.9,36040.035,62654.57,190801.52
"1842/616.3485mz/5.63min",474466.12,658203.44,1729322.4,3338889.5,45218.883,66583.086,290728.8
"1843/643.3676mz/5.63min",2172453.22,3386768,4453763.5,6822165.5,190907.61,275709.22,958138.44
"1844/580.3708mz/5.63min",68237.65,117742.945,175249.86,356256.88,3746.471,3746.471,18732.355
"1848/447.1924mz/5.64min",298358.875,72634.65,70897.5,1196988.9,1136794.4,524083.1,14179.5
"1849/482.2184mz/5.64min",23881.179,7960.393,7960.393,830229.4,184072,39801.965,7960.393
"1851/841.3707mz/5.64min",28916.324,28916.324,28916.324,144581.62,28916.324,28916.324,28916.324
"1854/313.2385mz/5.65min",1711442.135,6032663,4257360,2986630.8,423998.2,299066.84,436253.47
"1855/314.2419mz/5.64min",333293.715,1123303.9,787137.2,584777.25,81810.18,48929.49,74793.21
"1856/376.2338mz/5.65min",95077.1375,351034.7,313898.22,161390.3,28763.975,17721.512,16651.059
"1857/349.2148mz/5.65min",115044.59025,221998.14,333760.94,364926.47,1618.2081,1618.2081,8091.0405
"1858/279.1238mz/5.65min",13307.39,13307.39,13307.39,13307.39,66536.95,145450.53,13307.39
"1859/396.9576mz/5.66min",34098.87,1274581.9,4174613,11366.29,11366.29,56831.45,11366.29
"1860/397.961mz/5.66min",37342.976,186714.88,670613.5,37342.976,37342.976,37342.976,37342.976
"1862/474.2626mz/5.7min",72313.042,38641.11,109605.27,79869.74,133978.86,64756.344,7728.222
"1863/650.1259mz/5.66min",49458.5665,64566.695,34350.438,6870.0876,298930.94,455423.25,6870.0876
"1867/680.2503mz/5.63min",105325.182,35108.394,35108.394,3567122.5,177819.81,175541.97,35108.394
"1869/467.1823mz/5.68min",3828.9552,1276.3184,1276.3184,1585177.4,93856.77,6381.592,1276.3184
"1872/379.2964mz/5.69min",277895.14,516710.78,378262.8,11991.51,177527.48,1181050.5,2398.302
"1873/436.1768mz/5.68min",862.4045,862.4045,862.4045,371565.7,4312.0225,862.4045,862.4045
"1875/295.1187mz/5.73min",27087.316,27087.316,27087.316,27087.316,1508064.5,135436.58,27087.316
"1878/333.1354mz/5.7min",261605.96,261605.96,261605.96,261605.96,1308029.8,261605.96,261605.96
"1880/553.2851mz/5.7min",326875.68,326875.68,326875.68,326875.68,1634378.4,326875.68,326875.68
"1881/285.0405mz/5.7min",36702.4944,783070.1,1277154.4,12234.1648,12234.1648,61170.824,12234.1648
"1882/531.3031mz/5.7min",1602730.4,1602730.4,1602730.4,1602730.4,8013652,1602730.4,1602730.4
"1883/562.3152mz/5.71min",74656.867,11107.469,47886.414,119945.31,111711.414,101427.32,2221.4938
"1884/267.1531mz/5.76min",25318.88,25318.88,25318.88,25318.88,2618315.5,126594.4,25318.88
"1888/265.1479mz/5.76min",47835.1,47835.1,239175.5,47835.1,213474610,47835.1,47835.1
"1890/267.1436mz/5.76min",110395.08,110395.08,110395.08,110395.08,9093725,551975.4,110395.08
"1891/268.1471mz/5.76min",12072.464,12072.464,12072.464,12072.464,1154014.9,60362.32,12072.464
"1893/681.2833mz/5.72min",72749.644,72749.644,72749.644,363748.22,72749.644,72749.644,72749.644
"1896/447.2266mz/5.77min",10229.158,10229.158,10229.158,10229.158,928753.2,51145.79,10229.158
"1897/357.2071mz/5.72min",38638.4903,797.07612,3985.3806,242682.94,188935.75,73291.6,797.07612
"1898/385.2706mz/5.72min",49394.766,82324.61,179704.03,607375.9,16464.922,16464.922,16464.922
"1899/448.2664mz/5.72min",87410.532,145684.22,236472.62,705409.5,29136.844,29136.844,29136.844
"1900/327.1239mz/5.72min",126939.785,268321.6,451035.56,181377.9,14500.334,72501.67,14500.334
"1901/576.283mz/5.73min",373473.22,669578.1,718710.4,346862,181461.2,305543.25,400084.44
"1902/436.9498mz/5.7min",14587.814,2777195.8,14587.814,72939.07,14587.814,14587.814,14587.814
"1903/438.9468mz/5.71min",42123.444,1790100,42123.444,210617.22,42123.444,42123.444,42123.444
"1906/530.2773mz/5.73min",338811.365,673689,636242.94,321930.7,159222.22,292104.53,355692.03
"1907/279.124mz/5.73min",24192.5672,24192.5672,24192.5672,24192.5672,120962.836,339573.4,24192.5672
"1908/507.1661mz/5.73min",126874.42,126874.42,126874.42,126874.42,634372.1,1007284.25,126874.42
"1912/847.5513mz/5.74min",210624.81,562777.5,602766.44,99159.52,20503.754,322090.1,4174.6772
"1913/1050.7056mz/5.76min",949.5988,949.5988,949.5988,949.5988,222023,4747.994,949.5988
"1914/592.1221mz/5.74min",161050.765,104185.23,217916.3,6193.5366,330937.62,346513.3,1238.70732
"1915/830.5606mz/5.74min",215511.745,483624.97,618223.8,79411.02,96895.37,334128.12,15882.204
"1916/311.2228mz/5.75min",200864.67,363420.16,573176,535762.25,17772.445,3554.489,38309.18
"1917/858.2754mz/5.74min",65635.44,65635.44,65635.44,65635.44,328177.2,65635.44,65635.44
"1919/429.2643mz/5.82min",108005.57,653.72856,3268.6428,490247.5,137996.42,139717.3,78014.72
"1920/518.1669mz/5.71min",23494.404,7831.468,7831.468,358202.5,39157.34,204561.16,7831.468
"1921/450.2621mz/5.75min",35993.956,70378.76,147461.34,17233.812,3802.3354,54754.1,760.46708
"1922/285.0899mz/5.75min",122672.98,122672.98,122672.98,122672.98,1167774.5,613364.9,122672.98
"1924/434.9528mz/5.71min",32657.09,1695541.4,32657.09,163285.45,32657.09,32657.09,32657.09
"1925/470.911mz/5.75min",46822.55,783037.5,46822.55,234112.75,46822.55,46822.55,46822.55
"1926/472.908mz/5.75min",16958.768,633717.6,16958.768,84793.84,16958.768,16958.768,16958.768
"1928/474.2625mz/5.76min",221486.91,84595.984,196329.12,246644.7,545275.8,260247.27,16919.1968
"1930/277.1444mz/5.75min",74804.768,74804.768,74804.768,74804.768,374023.84,878166.44,74804.768
"1931/462.0031mz/5.76min",2715.739,2715.739,2715.739,2715.739,13578.695,331127.53,2715.739
"1932/301.0981mz/5.76min",65484.635,1494765.4,2830827.8,65265.33,13053.066,65703.94,13053.066
"1933/643.1808mz/5.77min",29102.806,29102.806,29102.806,29102.806,347695.8,145514.03,29102.806
"1934/420.1813mz/5.76min",27570.7872,9190.2624,9190.2624,2833820,161700.64,45951.312,9190.2624
"1935/377.0252mz/5.76min",3688.60896,1229.53632,1229.53632,1229.53632,12189062,43189780,6147.6816
"1936/755.0582mz/5.76min",22243.54,22243.54,22243.54,22243.54,111217.7,835129.4,22243.54
"1937/251.1289mz/5.74min",89374.56,29791.52,29791.52,29791.52,3651831.5,6124538.5,148957.6
"1938/438.192mz/5.76min",15907.17425,811.4247,4057.1235,1807994.9,61339.332,27757.225,811.4247
"1939/683.298mz/5.77min",2600.7024,866.9008,866.9008,790385.1,62996.4,4334.504,866.9008
"1941/782.54mz/5.78min",221891.415,382733.6,279561.62,117994.22,228754.19,215028.64,23598.844
"1942/659.3889mz/5.78min",496156.65,826927.75,1559201.9,2392190.2,165385.55,165385.55,165385.55
"1943/371.0656mz/5.78min",132118.11,135455.67,128780.55,44210.31,381647.28,324845.75,5171.2188
"1944/657.3833mz/5.78min",7733804.485,15263986,19985848,32047638,911.1752,4555.876,203622.97
"1945/660.3918mz/5.78min",113623.962,189373.27,233790.77,343061.2,37874.654,37874.654,37874.654
"1946/594.3865mz/5.78min",584545.68,974242.8,1317895.1,2964615.8,194848.56,194848.56,194848.56
"1947/640.3932mz/5.78min",3173636.3515,6336149,8832327,18806810,2224.7406,2224.7406,11123.703
"1950/423.2006mz/5.79min",11715.5892,3905.1964,3905.1964,2871164.2,93454.36,19525.982,3905.1964
"1951/658.3865mz/5.78min",1804752.9355,3578616,6906709,11311291,6177.9742,6177.9742,30889.871
"1953/845.4019mz/5.79min",70172.92,70172.92,70172.92,350864.6,70172.92,70172.92,70172.92
"1954/1017.5919mz/5.79min",182337.088,182337.088,182337.088,911685.44,182337.088,182337.088,182337.088
"1955/422.1973mz/5.79min",115199.796,38399.932,38399.932,10418335,448907.97,191999.66,38399.932
"1956/538.3152mz/5.79min",40119.7755,43535.22,187107.7,40263.293,11419.193,39976.258,2283.8386
"1958/684.3832mz/5.78min",90639.966,151066.61,218818.6,570015.2,30213.322,30213.322,30213.322
"1962/295.1184mz/5.77min",1476.277,1476.277,1476.277,1476.277,7381.385,950257.5,1476.277
"1963/299.1089mz/5.79min",8527.1214,115373.37,2842.3738,73268.02,2842.3738,14211.869,2842.3738
"1964/562.3152mz/5.8min",262892.75,73268.4,257724.78,268060.72,746384.25,288248.12,14653.68
"1966/553.2558mz/5.81min",459127.081,42259.562,8451.9124,875994.6,1629613.8,1261455,8451.9124
"1967/554.2599mz/5.83min",168730.735,11840.282,59201.41,278260.06,534199.56,408108.7,11840.282
"1968/819.411mz/5.81min",326043.36,326043.36,326043.36,326043.36,3052258.8,1630216.8,326043.36
"1969/630.3643mz/5.8min",1238217.3065,2462136.5,6219914.5,13833413,2859.6226,2859.6226,14298.113
"1970/471.1661mz/5.81min",114510.425,1397762.4,1757077.2,136313.9,4061.505,92706.95,812.301
"1971/415.249mz/5.82min",715509.673,11339.343,27684.346,2561935.2,1986539.1,1403335,2267.8686
"1972/313.2383mz/5.79min",49112.86,120946.75,78675.51,114278.55,4978.448,3652.992,19550.21
"1973/1010.6441mz/5.82min",65053.224,65053.224,65053.224,325266.12,65053.224,65053.224,65053.224
"1975/285.0403mz/5.83min",12725.271,887646.4,1293040.9,4241.757,4241.757,21208.785,4241.757
"1976/799.53mz/5.82min",6132.422,6132.422,6132.422,292830.4,30662.11,6132.422,6132.422
"1977/835.5052mz/5.82min",3729.7332,3729.7332,3729.7332,612577.56,18648.666,3729.7332,3729.7332
"1978/845.5351mz/5.79min",231771.37,284172.4,230894.19,1392776.8,232648.55,127737.81,25547.562
"1979/846.5387mz/5.79min",68678.305,120067.17,40597.586,619229.9,71448.73,65907.88,8119.5172
"1981/667.3028mz/5.83min",2487.66504,829.22168,829.22168,656857.56,32518.012,4146.1084,829.22168
"1983/531.3032mz/5.81min",66528.006,110880.01,22176.002,22176.002,3095652.2,1264241,22176.002
"1985/550.3154mz/5.84min",81905.35,43587.984,275005.25,80560.77,83249.93,100753.99,8717.5968
"1986/267.1436mz/5.83min",366039.4,556719.8,12596.318,175359,4573867.5,2483794.2,71778.97
"1987/265.1479mz/5.82min",8835591.75,13457871,997359.8,4213312.5,107619150,59725772,2163137.5
"1988/860.5425mz/5.83min",196900.399,2474018,352920.38,1429389.1,40880.418,23267.135,4653.427
"1989/814.2496mz/5.85min",19502.5488,32504.248,6500.8496,6500.8496,1488336.4,1082117.8,6500.8496
"1990/266.1514mz/5.82min",595900.89,813196.06,115125.93,378605.72,13889890,7630889,258223.89
"1991/267.1532mz/5.83min",62062.3594,119387.75,947.39376,4736.9688,1361969.9,698412.9,947.39376
"1994/548.0942mz/5.85min",655338.77,498645.6,812031.94,336036.1,5169975,3296136.5,67207.22
"1996/450.2625mz/5.85min",261257.7,423620.28,1003103.06,100553.3,185222.2,337293.2,33180.29
"1998/311.2229mz/5.83min",125371.9875,271854.47,246877.31,214287.62,17772.445,3554.489,36456.355
"1999/309.1344mz/5.86min",31735.634,31735.634,31735.634,31735.634,158678.17,384992.12,31735.634
"2001/493.114mz/5.87min",75968.656,75968.656,75968.656,379843.28,75968.656,75968.656,75968.656
"2002/859.3814mz/5.87min",2282.64798,760.88266,760.88266,2123704.5,87598.85,3804.4133,760.88266
"2003/860.385mz/5.87min",2748.903,2748.903,2748.903,1132732.4,13744.515,2748.903,2748.903
"2004/501.391mz/5.88min",206874.315,144138.75,142208.31,28441.662,269609.88,348298.16,450113.8
"2006/812.514mz/5.87min",34874.95,20071.969,29011.45,340781.22,46951.617,40738.45,4014.3938
"2009/596.2927mz/5.91min",239869.635,298372.94,384927.72,371901.5,131687.69,181366.33,26337.538
"2010/269.1184mz/5.88min",176420.555,638902.56,842359.56,208699.47,40669.83,144141.64,8133.966
"2012/660.3737mz/5.91min",4331.427,7219.045,39991.742,265477.44,1443.809,1443.809,1443.809
"2013/687.3938mz/5.88min",106318.404,177197.34,242972.67,791700.44,35439.468,35439.468,35439.468
"2014/293.2122mz/5.88min",50425.6125,28642.53,75766.24,251313.61,72208.695,1648.2522,8241.261
"2015/555.3054mz/5.9min",39417.458,51202.85,244665.47,35488.65,34666.273,43346.266,6933.2546
"2019/538.315mz/5.9min",275176.195,319053.94,1160169.2,213470.3,231298.45,362515.4,18830.934
"2020/470.911mz/5.89min",48935.376,1638797.9,48935.376,244676.88,48935.376,48935.376,48935.376
"2021/472.908mz/5.89min",14365.189,1302567,14365.189,71825.945,14365.189,14365.189,14365.189
"2022/292.0616mz/5.9min",35471.838,177359.19,399666.06,35471.838,35471.838,35471.838,35471.838
"2024/669.3833mz/5.91min",139887.0995,266481.25,390569.78,397435.38,2658.5898,2658.5898,13292.949
"2027/491.2664mz/5.91min",666584.85,967198.8,795187.9,290287.72,335866.5,622949.1,710220.6
"2028/520.2683mz/5.91min",362294.52,247746.36,403817.44,780929.75,320771.6,468984.06,18280.91
"2029/537.272mz/5.91min",518966.42,642170.9,563286,217519.28,249294.7,474646.84,570743.44
"2031/438.1922mz/5.89min",709.38604,709.38604,709.38604,529642.25,3546.9302,709.38604,709.38604
"2032/640.4295mz/5.91min",127067.95,127067.95,127067.95,635339.75,127067.95,127067.95,127067.95
"2033/680.2499mz/5.92min",66119.886,22039.962,22039.962,1585280.6,144939.84,110199.81,22039.962
"2034/703.4247mz/5.96min",3690.9672,3690.9672,18454.836,421873.5,3690.9672,3690.9672,3690.9672
"2035/820.4928mz/5.91min",88197.41,73202.05,228652.7,550421.1,103192.77,66301.75,13260.35
"2036/830.5246mz/5.91min",128267.855,115599.13,131279.48,365934.3,133783,125256.23,23119.826
"2037/847.5142mz/5.91min",175590.14,180401.8,232512.94,438816.22,170778.48,125876.24,25175.248
"2039/522.2133mz/5.92min",36255.207,36310.566,36199.848,35974.582,366636.2,190563.2,7194.9164
