"MetaboAnalyst_ID","X2024_NEG_Anid.EV.alcA_CTRL_1_Run177.mzML","X2024_NEG_Anid.EV.alcA_CTRL_2_Run198.mzML","X2024_NEG_Anid.EV.alcA_CTRL_3_Run230.mzML","X2024_NEG_Anid.TJGIp4_1_Run183.mzML","X2024_NEG_Anid.TJGIp4_2_Run212.mzML","X2024_NEG_Anid.TJGIp4_3_Run233.mzML","shared_name"
"157/226.0721mz/2.0min",2.85057719013681,3.03434707824382,3.10849301848754,2.9303368506032,2.92981000849332,2.54707192301865,"157"
"158/244.0826mz/2.02min",2.70756273720643,2.89798124472109,2.85197964834753,2.60728738655309,2.63631246914289,2.09148246246983,"158"
"159/158.0822mz/2.03min",1.71105554780762,1.80749813751077,3.32387926186979,2.57149514499325,1.88583062774087,2.37311859793812,"159"
"161/345.13mz/2.05min",1.85554339683176,2.03274232778082,1.48224929746917,1.617745703933,1.64676375660348,1.7091807439729,"161"
"163/327.1199mz/2.05min",1.22181184527367,1.2661730755855,2.21173978732171,1.93005771331273,1.01382988965081,0.668431949003587,"163"
"164/187.1088mz/2.06min",1.60778448419177,1.82601675370023,1.26627063520466,1.49525637073881,1.56211184813623,2.23385150760247,"164"
"168/224.0564mz/2.1min",2.07472277464053,2.07468412463613,2.54696590137063,2.49527427617135,2.37616072230541,1.77149988281212,"168"
"169/182.0458mz/2.08min",2.81470131732569,2.65854992299657,2.45312671407707,2.41574402770335,2.31948364154249,1.56391482204347,"169"
"171/283.0606mz/2.1min",2.16048737419283,2.00057587190469,1.7326155061581,1.69938249348146,1.7594504632705,1.5606792036193,"171"
"172/220.0649mz/2.1min",3.07272046255168,3.1190706007119,3.05073443898865,2.72228650660641,2.84732303504211,2.6308043679347,"172"
"175/231.0986mz/2.1min",0.908161575726194,1.09261794388821,2.67604991237116,2.16030634838059,1.67919081358728,0.198058844411439,"175"
"176/224.104mz/2.12min",1.99183685975681,2.13921635407017,1.18577480828032,1.79376326124004,2.0295346791223,1.0451095934678,"176"
"178/242.067mz/2.11min",2.5421196235153,2.56443827165354,2.52709226624992,2.56482096080816,2.65008934237452,2.25814648673453,"178"
"179/117.0558mz/2.12min",2.56917699720028,2.78066264911827,3.00041938830932,2.53284624011202,2.41975396252527,2.28495870768119,"179"
"180/196.0615mz/2.14min",2.05055220855058,1.48503275386046,2.14618226457222,2.34638424175409,2.17772611179607,1.64131419633236,"180"
"182/163.9861mz/2.12min",2.8166535940474,2.60832156586462,2.68640270310339,2.79872697118603,2.78297904551954,2.92620884431537,"182"
"183/345.1301mz/2.14min",1.12801991591164,2.01399528551976,1.43817518900017,1.56439844485203,1.33202407814095,1.98591804208752,"183"
"184/240.0514mz/2.14min",2.44005986234012,2.57853170540996,2.75181456090364,2.85964822311117,2.78428606751548,2.20920339536844,"184"
"185/259.1299mz/2.14min",1.68404319086247,1.96602218864336,1.98204024092195,1.58850804797683,1.36958382396945,1.90308789577561,"185"
"187/212.0565mz/2.17min",1.93431607254136,1.61649724120213,1.05587489736532,1.9526051973025,1.97403053337368,0.85449315358023,"187"
"189/210.0771mz/2.16min",1.59688010117343,1.77405140106681,1.46313858065832,1.50741469189646,1.5402951315854,1.67265543590372,"189"
"190/356.1348mz/2.15min",2.07754663946851,1.72104555075703,2.2381864230662,1.89216141791031,1.72027579541387,0.981150026562995,"190"
"193/281.099mz/2.18min",2.39297591046747,2.53660589602054,3.13781634174194,2.55409889868774,2.35646325271951,2.18557181236766,"193"
"194/437.214mz/2.18min",1.7831213184707,1.95258235993507,3.20578390974866,2.05398651100491,1.70969334942537,1.38293072268782,"194"
"195/225.0881mz/2.13min",1.91074697214355,2.39285756061436,2.4978059951234,2.3568680701291,2.07428008688514,1.70817569502594,"195"
"198/254.08mz/2.18min",1.23171458480563,1.73798290364489,2.50486020962572,1.38215308137944,1.33252007008479,1.1589828960963,"198"
"199/303.0813mz/2.18min",1.44091662632746,1.17619861404736,2.22336756525526,1.71490289818887,1.478180720122,1.44658705799358,"199"
"201/218.1034mz/2.18min",3.05582922980104,3.19120856110766,3.87191378241289,3.19078369491498,3.01757263521514,2.8408156955771,"201"
"202/219.1067mz/2.18min",2.02779944473773,2.14739554910817,2.85100989925384,2.16433398496968,1.98119219208264,1.78473141575841,"202"
"203/240.0877mz/2.18min",1.97739115924204,2.07246455065699,2.05526440332182,1.86304776091946,1.82690062372936,1.64038902791286,"203"
"205/343.1143mz/2.21min",1.90729849887828,2.06771543562481,1.66737735589328,1.80701396980801,1.58801811252913,0.941368069660796,"205"
"206/184.0615mz/2.2min",1.95393370090823,2.08265172987402,2.07598064448337,1.87723606611318,1.86358862594555,1.80895277735367,"206"
"207/175.0611mz/2.2min",1.46331270377688,1.7107511927328,2.07279251188905,1.82667156692308,1.55762444809763,1.42365190365662,"207"
"209/197.0454mz/2.21min",1.02276438073167,0.646515249929676,2.42949284423427,2.3562428497451,2.09808107872498,1.46210380420923,"209"
"210/145.0507mz/2.22min",2.33127098425844,2.41642681208042,2.90584118420923,2.58804912959703,2.44823730989724,1.59912158449351,"210"
