"","FC","log2(FC)","raw.pval","-log10(p)"
"2235/671.399mz/6.2min",0.013908,-6.168,1.9676e-05,4.7061
"1137/241.1446mz/4.51min",601.78,9.2331,0.00013196,3.8795
"2230/654.4087mz/6.19min",0.0030871,-8.3395,0.00014503,3.8385
"1854/313.2385mz/5.65min",0.081278,-3.621,0.00015048,3.8225
"2171/350.2181mz/6.08min",344.27,8.4274,0.00022567,3.6465
"1855/314.2419mz/5.64min",0.076715,-3.7043,0.00023792,3.6236
"1947/640.3932mz/5.78min",0.00037681,-11.374,0.00026405,3.5783
"2238/673.4045mz/6.2min",0.16368,-2.611,0.00032628,3.4864
"2326/685.4146mz/6.37min",0.0013571,-9.5252,0.00047712,3.3214
"1856/376.2338mz/5.65min",0.072299,-3.7899,0.00050225,3.2991
"1951/658.3865mz/5.78min",0.0016419,-9.2505,0.00059417,3.2261
"2348/658.3956mz/6.4min",0.0010955,-9.8342,0.00071577,3.1452
"2267/683.3987mz/6.23min",0.13999,-2.8366,0.0007383,3.1318
"1969/630.3643mz/5.8min",0.00071764,-10.444,0.00075512,3.122
"2159/287.2228mz/6.08min",57.681,5.85,0.00090505,3.0433
"1610/311.2228mz/5.34min",0.089412,-3.4834,0.00091036,3.0408
"1857/349.2148mz/5.65min",0.010526,-6.57,0.0010495,2.979
"2232/644.3799mz/6.19min",0.0063289,-7.3038,0.0011672,2.9329
"2024/669.3833mz/5.91min",0.015179,-6.0417,0.0013112,2.8823
"1945/660.3918mz/5.78min",0.12885,-2.9562,0.0017401,2.7594
"2329/669.4277mz/6.37min",0.10888,-3.1992,0.0018296,2.7376
"1138/304.1402mz/4.55min",7.3802,2.8837,0.0018398,2.7352
"2229/608.4019mz/6.19min",0.12628,-2.9852,0.001909,2.7192
"2060/657.3833mz/5.96min",0.12883,-2.9564,0.0019243,2.7157
"2327/351.2201mz/6.34min",94.579,6.5635,0.0020107,2.6966
"1618/374.2182mz/5.34min",0.068586,-3.866,0.0022173,2.6542
"2174/683.3987mz/6.1min",0.11981,-3.0612,0.0025175,2.599
"1159/523.2563mz/4.58min",0.22638,-2.1432,0.0025566,2.5923
"1693/251.1289mz/5.43min",23974,14.549,0.0025592,2.5919
"2346/712.4144mz/6.38min",0.095017,-3.3957,0.0027216,2.5652
"2236/699.3809mz/6.2min",39.605,5.3076,0.0028674,2.5425
"2337/668.4245mz/6.37min",0.11533,-3.1162,0.0029768,2.5262
"2338/287.2228mz/6.37min",8.9244,3.1578,0.0033126,2.4798
"2342/622.4175mz/6.38min",0.1159,-3.109,0.0033873,2.4702
"1637/629.3519mz/5.37min",0.1242,-3.0093,0.0034874,2.4575
"1609/623.4529mz/5.33min",0.087767,-3.5102,0.0036682,2.4356
"485/107.0503mz/2.85min",0.16886,-2.5661,0.0037808,2.4224
"2644/271.2279mz/7.23min",7.4112,2.8897,0.0038758,2.4116
"487/151.0401mz/2.85min",0.19749,-2.3402,0.0038959,2.4094
"2429/682.44mz/6.56min",0.10906,-3.1968,0.0040141,2.3964
"271/222.0771mz/2.4min",0.26922,-1.8932,0.0042161,2.3751
"1942/659.3889mz/5.78min",0.088726,-3.4945,0.0044752,2.3492
"2430/699.4303mz/6.57min",0.12157,-3.0402,0.0046599,2.3316
"2417/555.2846mz/6.53min",20.603,4.3648,0.0046748,2.3302
"310/260.114mz/2.48min",0.34616,-1.5305,0.0057804,2.238
"172/220.0649mz/2.1min",0.45795,-1.1267,0.0062092,2.207
"1841/626.3773mz/5.63min",0.06217,-4.0076,0.0065934,2.1809
"1946/594.3865mz/5.78min",0.093716,-3.4156,0.0067501,2.1707
"2103/671.399mz/6.0min",0.099747,-3.3256,0.0072462,2.1399
"1916/311.2228mz/5.75min",0.035499,-4.8161,0.0072881,2.1374
"2228/647.3804mz/6.2min",0.067012,-3.8994,0.0072899,2.1373
"648/245.0932mz/3.3min",0.38984,-1.3591,0.007612,2.1185
"647/246.0966mz/3.3min",0.38428,-1.3798,0.0081203,2.0904
"1944/657.3833mz/5.78min",0.002555,-8.6125,0.0081574,2.0884
"2502/537.3281mz/6.72min",16.41,4.0365,0.0083683,2.0774
"1843/643.3676mz/5.63min",0.081765,-3.6124,0.0083862,2.0764
"1988/860.5425mz/5.83min",0.015175,-6.0421,0.0089033,2.0504
"2141/657.3831mz/6.06min",0.073689,-3.7624,0.008974,2.047
"1958/684.3832mz/5.78min",0.08038,-3.637,0.0094834,2.023
"1552/236.1054mz/5.26min",0.38939,-1.3607,0.0098061,2.0085
"1439/311.2229mz/5.04min",0.043908,-4.5094,0.0098353,2.0072
"1177/287.0826mz/4.61min",0.037375,-4.7418,0.0098912,2.0048
"2101/654.4087mz/6.0min",0.091944,-3.4431,0.011172,1.9519
"1571/659.3626mz/5.28min",0.088848,-3.4925,0.011194,1.951
"1900/327.1239mz/5.72min",0.10301,-3.2791,0.011351,1.945
"1607/1068.7546mz/5.33min",0.074623,-3.7442,0.011362,1.9445
"1998/311.2229mz/5.83min",0.070926,-3.8175,0.011939,1.923
"1554/356.1712mz/5.26min",0.38735,-1.3683,0.012224,1.9128
"2088/687.3937mz/5.98min",0.092874,-3.4286,0.012547,1.9014
"1899/448.2664mz/5.72min",0.06626,-3.9157,0.012641,1.8982
"2240/685.4139mz/6.21min",0.070057,-3.8353,0.013225,1.8786
"2517/165.0408mz/6.76min",4.8851,2.2884,0.013283,1.8767
"2013/687.3938mz/5.88min",0.072301,-3.7898,0.013344,1.8747
"2100/608.4023mz/6.0min",0.088938,-3.4911,0.013471,1.8706
"571/301.1406mz/3.09min",0.42277,-1.242,0.013508,1.8694
"1612/313.2288mz/5.34min",0.032585,-4.9397,0.013717,1.8628
"262/153.0194mz/2.37min",0.059271,-4.0765,0.014337,1.8435
"1557/293.1759mz/5.26min",0.43091,-1.2146,0.015088,1.8214
"1613/347.1992mz/5.34min",0.042937,-4.5416,0.015682,1.8046
"2434/672.4113mz/6.57min",0.053525,-4.2237,0.015807,1.8012
"1749/336.1066mz/5.47min",10.67,3.4155,0.015952,1.7972
"1139/483.2963mz/4.55min",25.306,4.6614,0.016057,1.7943
"2251/295.2279mz/6.22min",0.16848,-2.5694,0.01844,1.7342
"1482/372.1661mz/5.13min",0.43843,-1.1896,0.018579,1.731
"2661/493.0695mz/7.31min",5.7294,2.5184,0.018817,1.7254
"1472/592.278mz/5.11min",0.38889,-1.3626,0.018892,1.7237
"1126/299.0198mz/4.49min",0.033666,-4.8926,0.019146,1.7179
"2420/297.2436mz/6.55min",0.21619,-2.2096,0.019337,1.7136
"2102/644.3799mz/6.0min",0.042366,-4.5609,0.019407,1.712
"1315/564.1151mz/4.87min",0.038145,-4.7124,0.019871,1.7018
"1070/309.9714mz/4.41min",0.46716,-1.098,0.019967,1.6997
"1842/616.3485mz/5.63min",0.056988,-4.1332,0.020174,1.6952
"328/146.0612mz/2.5min",0.07244,-3.7871,0.020728,1.6834
"2307/323.2229mz/6.31min",0.23741,-2.0745,0.020786,1.6822
"1553/587.3592mz/5.26min",0.23927,-2.0633,0.020907,1.6797
"1483/309.1708mz/5.13min",0.45057,-1.1502,0.023253,1.6335
"782/315.0148mz/3.75min",0.11463,-3.1249,0.023567,1.6277
"462/273.1455mz/2.8min",0.13904,-2.8464,0.02441,1.6124
"2988/818.5829mz/9.05min",2.4378,1.2856,0.025289,1.5971
"714/315.1562mz/3.51min",0.47838,-1.0638,0.025934,1.5861
"961/314.0307mz/4.19min",0.13041,-2.9388,0.027111,1.5669
"322/190.0509mz/2.52min",0.27108,-1.8832,0.029043,1.537
"1528/313.1082mz/5.21min",0.096917,-3.3671,0.029351,1.5324
"1078/299.0198mz/4.43min",0.12971,-2.9466,0.029433,1.5312
"3032/669.4503mz/10.22min",0.082511,-3.5993,0.031001,1.5086
"1194/258.1711mz/4.66min",0.044831,-4.4793,0.031207,1.5058
"873/356.0409mz/3.96min",0.097334,-3.3609,0.032259,1.4913
"1937/251.1289mz/5.74min",100.83,6.6558,0.032423,1.4891
"762/144.0455mz/3.67min",0.12381,-3.0138,0.032447,1.4888
"591/188.0353mz/3.17min",0.15923,-2.6509,0.032642,1.4862
"246/242.0671mz/2.29min",0.31398,-1.6712,0.033332,1.4771
"1906/530.2773mz/5.73min",0.45457,-1.1374,0.033975,1.4688
"1621/854.4915mz/5.33min",0.27914,-1.841,0.034158,1.4665
"1535/399.1083mz/5.23min",0.079107,-3.66,0.034832,1.458
"1901/576.283mz/5.73min",0.46898,-1.0924,0.035298,1.4523
"1730/293.1395mz/5.47min",135.08,7.0776,0.035436,1.4506
"3022/793.5144mz/10.21min",0.15899,-2.653,0.035856,1.4454
"2422/419.0506mz/6.56min",5.7246,2.5172,0.036733,1.4349
"2626/423.1812mz/7.13min",0.049843,-4.3265,0.038253,1.4173
"1970/471.1661mz/5.81min",0.028315,-5.1423,0.0395,1.4034
"2677/239.0597mz/7.38min",5.8334,2.5443,0.039693,1.4013
"2010/269.1184mz/5.88min",0.10795,-3.2116,0.041865,1.3781
"2004/501.391mz/5.88min",3.2324,1.6926,0.046369,1.3338
"640/317.0668mz/3.28min",0.17399,-2.5229,0.048009,1.3187
"2945/134.8653mz/8.61min",0.19879,-2.3307,0.048873,1.3109
"974/299.0197mz/4.22min",0.097439,-3.3594,0.048957,1.3102
