Filename,NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML,NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML,NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML,NEG_D5-211-C2-a_Run119.mzML,NEG_D5-211-C2-b_Run122.mzML,NEG_D5-211-C2-c_Run125.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
196/117.9286mz/7.37min,1816391.6,2054288.6,2226538.5,1337640.6,1319757.5,1395882.4
197/248.9604mz/7.37min,957737.4,953050.5,1023884.3,411712.47,455287.84,481705.4
198/253.2173mz/7.37min,976446.44,1171405.6,1498809.5,355960.34,254851.34,302414.3
199/299.2226mz/7.37min,285794.7,305866.94,431549.38,93758.57,57663.023,62748.242
201/351.1481mz/7.37min,1239322.5,1324088.0,1407829.5,340718.62,321534.88,360535.8
202/590.3646mz/7.37min,385792.44,410310.06,462320.3,295527.44,238043.27,252166.73
204/421.1299mz/7.37min,575269.3,618204.0,687943.56,52837.19,53827.613,64278.914
205/452.9229mz/7.38min,194633.16,200083.83,307778.9,0.0,0.0,0.0
206/438.1199mz/7.38min,900318.1,917648.2,971947.2,122709.77,138855.31,173517.95
208/369.1372mz/7.43min,1043773.0,1080299.6,1168180.9,432293.75,407026.34,411775.47
209/325.1842mz/7.43min,1335688.6,1226595.4,1334047.5,70597.734,71425.78,86246.41
210/776.5452mz/7.48min,0.0,0.0,0.0,6597769.5,6432584.5,5413356.5
211/299.2591mz/7.52min,237085.34,251109.58,145161.4,213343.77,218815.66,221886.55
212/599.3208mz/7.57min,38500.21,26183.957,45742.996,10569145.0,9452766.0,9848113.0
213/192.9289mz/7.62min,212554.77,131027.53,115869.95,0.0,0.0,0.0
214/802.561mz/7.72min,0.0,0.0,0.0,6500998.0,1805449.9,1287545.8
215/299.2591mz/7.71min,1128106.8,1262897.5,1191283.5,1210113.8,1190360.1,1220396.0
216/319.2312mz/7.79min,3916.7942,597724.94,18842.71,0.0,0.0,8432.996
218/114.9341mz/7.77min,1382408.0,1456305.0,1532052.8,895881.9,914573.4,929400.8
219/194.9058mz/7.78min,541459.8,540921.4,518278.78,11109.916,12686.739,11582.402
220/161.9136mz/7.77min,111120.53,152836.78,156548.1,24904.898,22551.95,24394.416
221/353.1638mz/7.77min,1861436.0,1970406.6,2011554.1,475523.34,443099.75,466602.88
222/355.1582mz/7.77min,36159264.0,38542260.0,39498668.0,9943811.0,9656555.0,9890955.0
223/255.2329mz/7.77min,282712.72,370546.75,442908.28,251276.38,205543.4,222042.06
224/116.9285mz/7.77min,26316296.0,27924852.0,29336672.0,17702844.0,17590228.0,17126088.0
225/117.9286mz/7.77min,3033445.2,3214081.8,3403749.5,2051908.5,2057654.8,1982415.6
229/357.1626mz/7.77min,941152.75,993018.9,1032652.94,241204.22,231599.4,217596.98
230/248.9604mz/7.82min,816504.9,828754.56,906851.9,81734.65,264782.53,285422.12
231/452.9228mz/7.78min,187075.0,194525.17,194788.69,0.0,0.0,0.0
232/423.1454mz/7.77min,610450.5,676266.44,701636.6,47037.344,45108.652,46130.42
234/316.9477mz/7.79min,664526.9,794491.0,738958.6,65356.793,89970.77,18977.8
235/384.9355mz/7.78min,327087.06,386250.03,377597.2,0.0,0.0,0.0
236/356.1605mz/7.77min,10041797.0,10597945.0,10934939.0,2433943.8,2366817.2,2404509.8
237/440.1355mz/7.78min,1241087.5,1344435.6,1302154.5,81154.35,45656.613,92457.92
238/371.1529mz/7.82min,1379018.9,1357279.2,1391410.1,660253.75,668510.4,653348.44
239/366.226mz/7.89min,243585.8,240006.98,259837.42,335297.72,563149.1,167771.02
240/863.566mz/7.87min,0.0,0.0,168260.75,344741.75,357332.5,260843.9
243/400.1474mz/7.87min,463691.1,486467.47,321059.62,416186.03,411683.78,409024.12
244/129.9757mz/7.82min,811923.9,785089.2,587306.75,835024.8,922135.1,976552.5
246/382.1762mz/7.87min,20419564.0,21573630.0,22025230.0,6557027.0,6234832.5,6425159.5
247/116.9285mz/7.87min,70393360.0,71638310.0,69426330.0,22004228.0,20527880.0,20456504.0
248/117.9286mz/7.87min,8231066.0,8418889.0,8070851.5,2586338.5,2395783.0,2413654.2
249/137.8917mz/7.89min,186175.8,80424.09,84160.98,66122.016,36602.38,275193.53
250/132.9002mz/7.9min,229351.69,157927.77,187892.89,389278.34,251706.11,389313.4
251/118.9267mz/7.87min,2111296.0,1943342.5,2056716.4,627339.3,599468.9,595472.0
252/114.9341mz/7.87min,3923872.0,3835831.5,3573632.0,1164786.4,1116641.0,1123855.5
254/327.254mz/7.87min,1001906.7,1143418.1,1198347.9,599076.8,494825.53,513160.47
255/319.2311mz/7.88min,3959.6504,718580.44,43133.242,0.0,0.0,4000.0828
256/371.3166mz/7.86min,239190.1,286985.34,252159.28,232903.38,206864.77,227980.39
257/118.9241mz/7.87min,2130508.5,2213051.0,2141550.0,414118.84,509374.1,498543.47
258/248.9604mz/7.87min,1037526.3,1058218.6,1010993.94,142887.69,253508.36,268129.56
259/316.9477mz/7.87min,802113.7,787739.3,843617.8,11410.559,21009.672,53218.63
261/349.2359mz/7.87min,794263.9,893270.44,884501.9,747092.8,688678.56,711493.3
262/118.9326mz/7.87min,595614.8,687782.7,687664.0,279822.94,166267.58,211337.05
263/194.9058mz/7.87min,1186140.2,1329884.5,1269888.1,26986.014,12686.739,51553.066
264/216.8538mz/7.88min,668489.7,973149.44,862056.0,0.0,0.0,0.0
265/281.2485mz/7.88min,6488629.0,8489138.0,8117734.5,3127601.8,2736107.5,2950885.2
266/379.1794mz/7.88min,3606033.5,3783579.5,3692489.5,1194862.0,1126518.5,1168150.6
267/381.1739mz/7.88min,70434344.0,74421850.0,72639320.0,24200770.0,23124690.0,23746116.0
269/835.5352mz/7.88min,1207926.5,794264.75,362230.16,996715.56,830046.1,824955.75
270/383.1777mz/7.88min,2518106.8,2664641.0,2626973.2,814365.06,792267.1,842490.06
271/380.1829mz/7.87min,676412.9,725432.2,716866.25,202751.19,202422.28,207302.61
272/563.5046mz/7.88min,231458.62,312250.28,321396.8,95990.375,86610.56,90669.71
273/646.4274mz/7.88min,338354.88,389267.38,361945.44,315150.12,286186.75,307612.94
276/112.9857mz/7.87min,9266560.0,10080119.0,9583707.0,6304683.5,6396094.0,6312238.5
278/417.2234mz/7.88min,493855.5,602175.9,606197.6,104407.48,63173.305,59755.61
279/485.2105mz/7.88min,395356.47,447977.4,444085.16,34843.75,15362.367,13870.85
280/449.1611mz/7.88min,1339123.0,1457810.8,1385385.0,182403.77,165892.55,156960.44
282/134.8946mz/7.9min,6695883.0,9364370.0,8913711.0,3484883.0,1004094.6,7687682.0
284/466.1512mz/7.9min,2143656.0,2204805.0,2179617.0,79648.64,134226.4,127575.164
285/397.1685mz/7.94min,3193003.0,3277430.2,3305024.8,1333236.8,1345822.4,1319544.8
286/802.5612mz/7.98min,7733.8604,0.0,0.0,1709072.0,8162926.5,7789979.5
288/341.2696mz/8.01min,296960.94,324550.06,165080.03,338343.12,325978.62,340781.53
289/369.1737mz/8.0min,286416.4,307003.53,329958.6,139509.06,152456.16,174471.0
290/327.2904mz/8.02min,332657.44,336760.12,309998.97,218224.86,226346.64,230320.67
291/686.4769mz/8.05min,0.0,0.0,0.0,9008074.0,8444626.0,7945312.0
292/786.4023mz/8.05min,0.0,0.0,0.0,1418950.2,1313782.6,1198849.2
293/599.3205mz/8.01min,557483.4,611897.94,390488.6,89523.16,60289.76,93230.7
294/197.8078mz/8.15min,0.0,0.0,0.0,55734.35,156489.31,67707.91
295/195.8108mz/8.22min,23203.36,43955.13,31109.043,111191.85,144280.11,258036.38
297/150.8894mz/8.25min,175913.7,126460.91,221686.31,3986051.0,536331.2,556444.9
299/399.1842mz/8.21min,1689519.4,1799364.1,1929165.2,742184.7,680559.0,740392.6
