sample_name	filename	ATTRIBUTE_GROUP
Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML	Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_pos_20210511_Run46.mzML	CTRL
Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML	Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_pos_20210511_Run102.mzML	CTRL
Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML	Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_pos_20210511_Run212.mzML	CTRL
POS_TJGIp4_1_Run58.mzML	POS_TJGIp4_1_Run58.mzML	EXP
POS_TJGIp4_2_Run87.mzML	POS_TJGIp4_2_Run87.mzML	EXP
POS_TJGIp4_3_Run182.mzML	POS_TJGIp4_3_Run182.mzML	EXP
