CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
1173	1424	1	0.9524	-2.016
1317	1424	1	0.9844	-26.016
1212	1274	1	0.9562	24.000
1142	1274	1	0.9947	24.000
1274	1317	1	0.9583	0.000
1173	1274	1	0.9972	24.000
1274	1424	1	0.9428	-26.016
1173	1212	1	0.9647	0.000
1142	1173	1	0.9955	0.000
1173	1317	1	0.9666	24.000
1142	1212	1	0.9597	0.000
1142	1424	1	0.9474	-2.016
1212	1317	1	0.9923	24.000
1212	1424	1	0.9811	-2.016
1142	1317	1	0.9615	24.000
1808	1931	2	0.9545	-0.000
1069	1597	2	0.9307	15.995
1730	1755	2	0.8393	-1.010
1715	1808	2	0.9504	-124.125
1755	1786	2	0.8436	0.940
1842	2003	2	0.9792	-124.125
2001	2003	2	0.986	-124.125
1694	1924	2	0.9433	-124.125
1715	1748	2	0.9706	-108.131
1694	1783	2	0.9467	-124.125
1622	1694	2	0.9587	-38.016
1715	1948	2	0.9499	-124.125
1611	1715	2	0.9456	108.130
1597	1783	2	0.942	-124.126
1582	1611	2	0.9838	-108.131
1745	2001	2	0.9816	0.000
1597	1842	2	0.9776	24.000
1564	1611	2	0.9829	-120.130
1997	2003	2	0.9689	-15.995
1745	1842	2	0.983	0.000
1564	2001	2	0.9969	-12.000
1597	1622	2	0.9555	38.016
1611	2001	2	0.9826	108.131
1728	1730	2	0.7686	-1.003
1582	1694	2	0.9731	-24.000
1564	1842	2	0.9931	-12.000
1564	1997	2	0.9785	-120.130
2000	2011	2	0.8656	42.010
1948	2003	2	0.957	0.000
1611	1948	2	0.9378	-15.995
1694	1745	2	0.9701	24.000
1611	1997	2	0.9798	-0.000
1745	2003	2	0.9668	-124.125
1783	2000	2	0.9014	0.000
2005	2011	2	0.8104	30.045
1582	1622	2	0.9854	14.016
1582	1997	2	0.9799	-108.131
1583	1924	2	0.8896	0.000
1564	1715	2	0.9591	-12.000
1748	1948	2	0.9685	-15.995
1597	2001	2	0.969	24.000
1842	2001	2	0.9949	0.000
1694	2001	2	0.9725	24.000
1748	2003	2	0.9654	-15.995
1564	2003	2	0.985	-136.125
1745	1997	2	0.9753	-108.131
1597	1924	2	0.9414	-124.125
1611	1748	2	0.9659	-0.000
573	1622	2	0.8984	-70.114
1730	1786	2	0.9634	-0.070
1582	1745	2	0.9812	-0.000
1069	1924	2	0.999	-108.130
1997	2001	2	0.9802	108.131
1045	1728	2	0.8532	0.037
1748	1808	2	0.9644	-15.995
1069	1783	2	0.9107	-108.130
1582	2003	2	0.9857	-124.125
1694	1842	2	0.9818	24.000
1564	1745	2	0.9784	-12.000
1931	1948	2	0.9549	-0.000
1597	1745	2	0.9714	24.000
1582	1842	2	0.995	-0.000
1611	1745	2	0.9769	108.130
1564	1948	2	0.9598	-136.125
1808	2003	2	0.948	-0.000
1622	2001	2	0.9865	-14.016
1842	1997	2	0.9801	-108.131
1808	1948	2	0.9713	-0.000
1783	1924	2	0.911	0.000
1611	1842	2	0.9831	108.130
1622	1842	2	0.9812	-14.016
1728	1786	2	0.7737	-1.073
1564	1582	2	0.9984	-12.000
1748	1997	2	0.9648	-0.000
1069	1694	2	0.9325	15.995
1611	2003	2	0.9713	-15.995
1583	1783	2	0.9622	0.000
1582	1597	2	0.9692	-24.000
1786	2011	2	0.7861	3.019
1597	1694	2	0.9903	-0.000
1582	2001	2	0.9995	0.000
1622	1745	2	0.9683	-14.016
1715	1997	2	0.9449	-108.131
1564	1748	2	0.972	-120.130
660	661	3	0.9145	-290.260
1764	1822	4	0.786	0.190
1427	1464	5	0.9099	0.032
1543	1557	5	0.9321	14.016
1267	1407	5	0.8236	120.043
1537	1577	5	0.8388	24.000
1555	1801	5	0.9929	-0.000
1565	1749	5	0.8666	71.037
965	2027	5	0.8288	-262.229
1297	1555	5	0.8339	-91.015
1532	1768	5	0.9874	14.015
482	1193	5	0.8724	-68.135
1537	1834	5	0.9021	23.999
1777	1986	5	0.8547	29.027
1749	1998	5	0.9653	0.000
1769	2021	5	0.8523	-2.017
1297	1450	5	0.9935	0.000
1572	2008	5	0.979	-108.131
1384	1513	5	0.9891	0.000
955	1513	5	0.9527	-262.230
1555	1681	5	0.9858	-0.000
1450	1572	5	0.9922	0.000
1529	1681	5	0.8356	110.141
1807	2045	5	0.9438	-26.015
1790	2025	5	0.9578	28.031
1532	1579	5	0.9577	28.032
1346	1513	5	0.9946	0.000
1289	1668	5	0.9836	-108.131
1407	1567	5	0.8689	-0.000
1243	1391	5	0.9895	24.000
1587	1796	5	0.992	2.999
1356	1807	5	0.8676	15.995
882	1739	5	0.8759	-84.129
1298	1834	5	0.8514	91.015
965	1811	5	0.8482	-262.229
1775	2008	5	0.9875	0.001
1513	1796	5	0.9658	-27.995
1289	2029	5	0.9988	-108.130
1193	1567	5	0.9379	1.032
1438	1777	5	0.9422	-108.130
1807	2029	5	0.9892	0.000
509	1084	5	0.9351	-108.130
1768	2021	5	0.9865	-14.015
1427	1749	5	0.9448	0.000
1402	2043	5	0.9352	26.015
1668	1775	5	0.9588	-27.995
1428	1584	5	0.9837	-0.000
