"MetaboAnalyst_ID","Yeast_HE_D5.Ctrl_a_neg_20190515_Run37.mzML","Yeast_HE_D5.Ctrl_b_neg_20190515_Run40.mzML","Yeast_HE_D5.Ctrl_c_neg_20190515_Run43.mzML","NEG_D5.227.C4.a_Run314.mzML","NEG_D5.227.C4.b_Run317.mzML","NEG_D5.227.C4.c_Run320.mzML","shared_name"
"31/217.1047mz/2.24min",3.33373974155446,3.44170409849463,3.33459976652986,1.91568080210371,1.92171739943671,1.93580011116289,"31"
"40/120.0445mz/2.83min",3.80116629548577,3.79141434161158,3.73998500493682,2.3219257143411,2.32796232131541,2.34204505451853,"40"
"41/138.0551mz/2.83min",3.25563020854515,3.23722744640539,3.19568307482087,1.77762450414609,1.78366109135373,1.79774378052465,"41"
"46/172.1333mz/3.19min",3.41392300093109,3.39302140913817,3.39827103265642,1.97496237052527,1.98099897058095,1.99508168837213,"46"
"47/194.1153mz/3.19min",4.13699415520508,4.14152244015884,4.15247259042307,2.71893481096206,2.72497141940935,2.73905415589368,"47"
"51/217.0422mz/3.52min",2.5104891438771,2.5104891438771,2.5104891438771,2.58055649004866,2.67027177505221,2.5104891438771,"51"
"54/361.1504mz/3.65min",2.48547883686219,2.48547883686219,2.48547883686219,2.59177702221553,2.47139610176916,2.65267004529674,"54"
"61/302.1304mz/3.8min",3.37281264534123,3.1954115043775,3.50424758814333,1.77735293468363,1.78338952186433,1.79747221097525,"61"
"62/324.1123mz/3.8min",3.73990305853383,3.62264282134134,3.87399809742343,2.2045835765532,2.21062018226977,2.22470291267118,"62"
"65/449.2027mz/3.84min",2.66507168882943,2.66507168882943,2.66507168882943,2.79274805132154,2.6509889526001,2.83791652857162,"65"
"69/473.1992mz/3.85min",3.71220240496921,3.64189158460096,3.93059891184677,2.22383233050496,2.2298689364771,2.2439516674478,"69"
"70/300.1147mz/3.9min",3.37483489635668,3.25801597865822,3.53084655346643,1.83995721239364,1.84599380497152,1.86007650610519,"70"
"71/322.0965mz/3.9min",3.28989781404352,3.17844696959792,3.44642876717773,1.76038846367625,1.76642504910598,1.78050773431644,"71"
"75/325.1255mz/4.24min",3.32531222818731,3.30883201696793,3.30071234160325,1.88265347033602,1.88869006579693,1.90277277335283,"75"
"84/433.2067mz/4.54min",4.1232897829648,4.06661678329592,4.30507626319137,2.64855744298443,2.65459405132377,2.66867678756764,"84"
"85/450.2335mz/4.54min",3.82612326006561,3.75075041894324,3.98206989582622,2.33269112525595,2.33872773231514,2.35281046570735,"85"
"86/455.1886mz/4.54min",4.95406152673918,4.91219897644926,5.05783844642745,3.4941396222246,3.50017623094595,3.51425896804079,"86"
"87/236.0805mz/4.54min",3.74517130737448,3.70697440557007,3.90309748165511,2.28891512546861,2.29495173215478,2.30903446471604,"87"
"92/229.9643mz/4.68min",2.98563352981028,2.98563352981028,2.98563352981028,2.98980681562992,2.98948870519855,2.98563352981028,"92"
"95/211.9707mz/4.69min",3.98214559738493,4.00525790087033,4.00258387677966,2.56408626382681,2.57012287198073,2.58420560781155,"95"
"97/229.9813mz/4.69min",4.33284639663027,4.35651850865492,4.35256520252158,2.91478704628416,2.92082365489902,2.93490639175664,"97"
"98/231.9791mz/4.69min",4.32479048326556,4.3472273448049,4.34418411962306,2.90673113307697,2.91276774168751,2.92685047853549,"98"
"99/232.9823mz/4.69min",3.24153153839388,3.27511540116848,3.26780473315695,1.82347281852406,1.8295094098281,1.84359210812415,"99"
"100/230.9845mz/4.69min",3.2513806108113,3.27102318375805,3.27276910211565,1.83332186279926,1.83935845487599,1.85344115489329,"100"
"104/568.2963mz/4.73min",3.2782808484923,3.27118793525033,3.20763743985671,1.78957882719651,1.79561541555693,1.80969810729577,"104"
"105/573.2517mz/4.73min",4.04802863849243,4.05435591781399,4.01446720731677,2.5964078708605,2.60244447909399,2.61652721510207,"105"
"111/426.9676mz/5.1min",3.51534006359219,3.51534006359219,3.51534006359219,3.49522071777587,3.54328231184441,3.52386729327011,"111"
"114/344.1301mz/5.23min",3.24811097314706,3.18270873719091,3.39402639406569,1.76465021477704,1.77068680065959,1.78476948687875,"114"
"115/649.3063mz/5.23min",3.42251730049115,3.33789465462759,3.55460650051589,1.9198357073105,1.92587230485949,1.93995501706678,"115"
"116/666.333mz/5.23min",3.39183143722931,3.29729968317047,3.4669934678518,1.87924081955786,1.8852774148086,1.89936012189632,"116"
"117/671.2884mz/5.24min",4.43027213511875,4.35676990068136,4.5169598120776,2.93871054990047,2.94474715852727,2.95882989541148,"117"
"118/318.3mz/5.24min",3.77029869120671,3.82110242556139,3.74685361474391,2.32879432215803,2.33483092918698,2.34891366251183,"118"
