"","Filename","Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML","Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML","Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML","NEG_D5-227-C4-a_Run314.mzML","NEG_D5-227-C4-b_Run317.mzML","NEG_D5-227-C4-c_Run320.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","31/217.1047mz/2.24min","873157.44","1119584.6","874888.25","0.0","0.0","0.0"
"3","32/140.0683mz/2.44min","43240.918","86922.38","86683.18","0.0","0.0","0.0"
"4","33/316.2115mz/2.52min","378905.0","172567.9","192132.47","0.0","0.0","0.0"
"5","34/316.2116mz/2.68min","483951.94","316461.5","108783.01","0.0","0.0","0.0"
"6","35/89.0598mz/2.75min","1227202.5","462431.1","361792.6","0.0","0.0","0.0"
"7","36/272.1855mz/2.75min","457010.9","316054.78","286595.44","0.0","0.0","0.0"
"8","37/233.1028mz/2.8min","0.0","0.0","0.0","381396.44","275902.7","437178.56"
"9","38/217.1071mz/2.8min","302399.5","251867.11","562677.25","0.0","0.0","0.0"
"10","39/257.0995mz/2.8min","635531.0","551323.1","1194898.0","0.0","0.0","0.0"
"11","40/120.0445mz/2.83min","2561646.0","2504766.0","2225040.0","0.0","0.0","0.0"
"12","41/138.0551mz/2.83min","729429.0","699165.94","635383.44","0.0","0.0","0.0"
"13","43/172.0978mz/3.03min","0.0","0.0","0.0","547785.9","414431.97","599129.06"
"14","44/165.0555mz/3.09min","0.0","0.0","0.0","511670.97","445629.53","972734.75"
"15","45/345.1518mz/3.13min","252543.84","184725.34","539637.94","0.0","0.0","0.0"
"16","46/172.1333mz/3.19min","1050209.2","1000862.06","1013033.6","0.0","0.0","0.0"
"17","47/194.1153mz/3.19min","5550690.0","5608868.5","5752086.5","0.0","0.0","0.0"
"18","49/239.089mz/3.35min","585025.5","621064.56","785703.9","0.0","0.0","0.0"
"19","50/219.0571mz/3.52min","472468.16","704063.7","571939.8","0.0","0.0","0.0"
"20","51/217.0422mz/3.52min","0.0","0.0","0.0","807232.5","978762.5","655861.2"
"21","52/233.0726mz/3.55min","111962.734","61915.23","174515.22","0.0","0.0","0.0"
"22","53/255.0545mz/3.55min","103437.08","40652.473","154486.44","0.0","0.0","0.0"
"23","54/361.1504mz/3.65min","0.0","0.0","0.0","828360.1","619158.2","909898.3"
"24","55/201.0596mz/3.65min","183206.77","150574.69","383144.03","0.0","0.0","0.0"
"25","56/217.1071mz/3.66min","123977.27","96024.46","165238.33","0.0","0.0","0.0"
"26","57/385.1465mz/3.65min","311265.3","259329.77","648033.3","0.0","0.0","0.0"
"27","58/345.1541mz/3.66min","50080.805","46512.25","134678.56","0.0","0.0","0.0"
"28","59/140.0683mz/3.74min","70989.58","104845.33","104798.42","0.0","0.0","0.0"
"29","60/322.0966mz/3.77min","60915.984","55392.29","106577.98","0.0","0.0","0.0"
"30","61/302.1304mz/3.8min","955356.5","634986.25","1293005.6","0.0","0.0","0.0"
"31","62/324.1123mz/3.8min","2224620.2","1698226.6","3029360.2","0.0","0.0","0.0"
"32","63/217.1072mz/3.85min","77007.41","56348.49","150358.2","0.0","0.0","0.0"
"33","64/468.2438mz/3.85min","326846.06","266037.78","521222.72","0.0","0.0","0.0"
"34","65/449.2027mz/3.84min","0.0","0.0","0.0","1315801.0","936255.75","1393924.8"
"35","66/245.0858mz/3.85min","520364.78","465661.06","900811.2","0.0","0.0","0.0"
"36","67/433.2065mz/3.85min","140299.77","108370.22","256059.61","0.0","0.0","0.0"
"37","68/451.2171mz/3.85min","556432.06","477445.4","979511.1","0.0","0.0","0.0"
"38","69/473.1992mz/3.85min","2087157.5","1775188.2","3451053.8","0.0","0.0","0.0"
"39","70/300.1147mz/3.9min","959815.4","733447.1","1374672.9","0.0","0.0","0.0"
"40","71/322.0965mz/3.9min","789315.5","610660.44","1131831.0","0.0","0.0","0.0"
"41","72/203.0621mz/3.91min","159196.42","175056.88","221874.0","0.0","0.0","0.0"
"42","73/561.2514mz/4.0min","252184.88","131366.05","417414.56","0.0","0.0","0.0"
"43","74/222.1464mz/4.05min","555436.4","555364.0","540602.9","0.0","0.0","0.0"
"44","75/325.1255mz/4.24min","856377.1","824488.94","809217.3","0.0","0.0","0.0"
"45","76/233.0726mz/4.36min","430908.72","316282.84","681919.6","0.0","0.0","0.0"
"46","77/255.0544mz/4.36min","429370.25","324965.4","696547.7","0.0","0.0","0.0"
"47","78/266.1726mz/4.37min","88478.78","83416.31","90807.68","0.0","0.0","0.0"
"48","79/226.1801mz/4.37min","138396.81","117282.11","127039.375","0.0","0.0","0.0"
"49","81/236.162mz/4.45min","82167.91","66461.484","77752.49","0.0","0.0","0.0"
"50","83/689.2987mz/4.5min","553162.1","431136.62","874201.06","0.0","0.0","0.0"
"51","84/433.2067mz/4.54min","5378270.0","4720300.0","8173895.5","0.0","0.0","0.0"
"52","85/450.2335mz/4.54min","2713164.2","2280884.2","3885283.5","0.0","0.0","0.0"
"53","86/455.1886mz/4.54min","36426240.0","33078956.0","46258470.0","0.0","0.0","0.0"
"54","87/236.0805mz/4.54min","2251770.5","2062183.1","3239293.5","0.0","0.0","0.0"
"55","89/244.0667mz/4.55min","392515.88","343792.88","535368.5","0.0","0.0","0.0"
"56","90/295.9537mz/4.68min","0.0","0.0","0.0","488543.6","491996.12","478153.84"
"57","91/227.9665mz/4.68min","0.0","0.0","0.0","2120519.0","2091248.1","2024523.5"
"58","92/229.9643mz/4.68min","0.0","0.0","0.0","2071328.5","2041240.9","1958647.8"
"59","94/469.109mz/4.69min","404024.0","341365.66","429135.84","0.0","0.0","0.0"
"60","95/211.9707mz/4.69min","3885960.8","4098365.8","4073209.0","0.0","0.0","0.0"
"61","97/229.9813mz/4.69min","8713632.0","9201769.0","9118387.0","0.0","0.0","0.0"
"62","98/231.9791mz/4.69min","8553489.0","9007000.0","8944106.0","0.0","0.0","0.0"
"63","99/232.9823mz/4.69min","706129.5","762901.06","750166.3","0.0","0.0","0.0"
"64","100/230.9845mz/4.69min","722326.3","755746.25","758790.56","0.0","0.0","0.0"
"65","101/447.127mz/4.69min","489896.84","396407.16","514181.6","0.0","0.0","0.0"
"66","102/247.0883mz/4.7min","456514.1","474250.84","599881.7","0.0","0.0","0.0"
"67","103/269.0701mz/4.71min","416761.0","436035.22","552757.1","0.0","0.0","0.0"
"68","104/568.2963mz/4.73min","768481.94","756033.0","653115.9","0.0","0.0","0.0"
"69","105/573.2517mz/4.73min","4522530.0","4588901.5","4186200.5","0.0","0.0","0.0"
"70","106/228.1959mz/4.82min","216914.27","135601.77","210690.34","0.0","0.0","0.0"
"71","107/250.1777mz/4.82min","560718.4","393789.3","574866.4","0.0","0.0","0.0"
"72","108/270.1464mz/4.85min","496937.72","353035.2","666895.4","0.0","0.0","0.0"
"73","110/448.2032mz/4.9min","95138.88","83090.31","121074.984","0.0","0.0","0.0"
"74","111/426.9676mz/5.1min","0.0","0.0","0.0","6632280.5","7306138.0","6763790.0"
"75","112/494.9551mz/5.1min","0.0","0.0","0.0","353268.88","395015.94","359293.03"
"76","114/344.1301mz/5.23min","716908.6","616682.4","1003180.8","0.0","0.0","0.0"
"77","115/649.3063mz/5.23min","1071198.9","881551.06","1451975.6","0.0","0.0","0.0"
"78","116/666.333mz/5.23min","998123.44","802883.44","1186714.6","0.0","0.0","0.0"
"79","117/671.2884mz/5.24min","10904982.0","9207097.0","13314125.0","0.0","0.0","0.0"
"80","118/318.3mz/5.24min","2385896.0","2681978.2","2260510.0","0.0","0.0","0.0"
"81","120/203.062mz/5.28min","368459.94","289328.8","399944.6","0.0","0.0","0.0"
"82","121/298.2739mz/5.3min","593503.06","598996.5","555201.94","0.0","0.0","0.0"
"83","122/256.2998mz/5.42min","11307937.0","11312143.0","11063268.0","0.0","0.0","0.0"
"84","123/264.092mz/5.43min","458984.72","398626.7","472174.56","0.0","0.0","0.0"
