"","FC","log2(FC)","raw.pval","-log10(p)"
"765/143.9809mz/10.37min",0.038796,-4.6879,2.0129e-09,8.6962
"763/141.9833mz/10.37min",0.038736,-4.6902,2.1114e-09,8.6754
"701/663.4535mz/10.09min",0.038822,-4.687,2.1333e-09,8.6709
"788/156.9906mz/10.38min",0.038698,-4.6916,2.1769e-09,8.6622
"782/112.0178mz/10.38min",0.038706,-4.6913,2.3717e-09,8.6249
"777/90.5067mz/10.37min",0.03853,-4.6979,2.6177e-09,8.5821
"781/111.0202mz/10.38min",0.038675,-4.6925,2.7404e-09,8.5622
"704/726.4616mz/10.09min",0.038514,-4.6985,2.7614e-09,8.5589
"837/145.0353mz/10.94min",0.038534,-4.6977,2.7688e-09,8.5577
"745/110.0201mz/10.33min",0.038512,-4.6986,2.843e-09,8.5462
"762/139.9879mz/10.37min",0.038489,-4.6994,2.8733e-09,8.5416
"783/112.5195mz/10.38min",0.038457,-4.7006,2.8814e-09,8.5404
"780/91.5044mz/10.38min",0.038453,-4.7007,2.9742e-09,8.5266
"760/207.0174mz/10.36min",0.038641,-4.6937,3.071e-09,8.5127
"122/256.2998mz/5.42min",0.0384,-4.7028,3.1232e-09,8.5054
"784/113.0166mz/10.38min",0.038618,-4.6946,3.2783e-09,8.4844
"775/111.5218mz/10.37min",0.038426,-4.7018,3.4065e-09,8.4677
"761/209.0129mz/10.36min",0.038543,-4.6974,3.4095e-09,8.4673
"790/158.986mz/10.38min",0.03832,-4.7058,4.1374e-09,8.3833
"823/154.0049mz/10.5min",0.038216,-4.7097,4.2343e-09,8.3732
"656/379.3358mz/8.97min",0.038199,-4.7103,4.5792e-09,8.3392
"786/215.9837mz/10.38min",0.038171,-4.7114,4.5861e-09,8.3386
"47/194.1153mz/3.19min",0.038373,-4.7038,4.7871e-09,8.3199
"815/208.0393mz/10.49min",0.038177,-4.7112,5.1528e-09,8.288
"739/172.9563mz/10.33min",0.038169,-4.7115,5.1573e-09,8.2876
"355/282.2215mz/7.75min",0.038091,-4.7144,5.5857e-09,8.2529
"836/147.0309mz/10.85min",0.03805,-4.716,5.7146e-09,8.243
"826/139.0179mz/10.52min",0.038457,-4.7006,6.0179e-09,8.2206
"703/708.5108mz/10.09min",0.03814,-4.7125,6.0263e-09,8.22
"769/184.9855mz/10.37min",0.038461,-4.7005,6.3375e-09,8.1981
"767/186.9809mz/10.37min",0.038179,-4.7111,6.3794e-09,8.1952
"548/136.0216mz/8.42min",0.038299,-4.7065,6.553e-09,8.1836
"741/182.9851mz/10.33min",0.038179,-4.7111,6.6138e-09,8.1796
"223/409.1923mz/6.6min",0.037963,-4.7193,6.7307e-09,8.1719
"744/98.512mz/10.33min",0.038178,-4.7111,6.7536e-09,8.1705
"754/196.0167mz/10.34min",0.037986,-4.7184,6.9359e-09,8.1589
"824/167.0128mz/10.5min",0.038029,-4.7168,7.4675e-09,8.1268
"808/102.0339mz/10.48min",0.038203,-4.7102,7.7249e-09,8.1121
"46/172.1333mz/3.19min",0.038189,-4.7107,8.3316e-09,8.0793
"813/102.5354mz/10.49min",0.038083,-4.7147,8.4183e-09,8.0748
"833/184.0029mz/10.56min",0.037857,-4.7233,8.4207e-09,8.0747
"774/111.5189mz/10.37min",0.037837,-4.724,8.5071e-09,8.0702
"137/195.1016mz/5.61min",0.038159,-4.7118,9.0124e-09,8.0452
"821/168.0161mz/10.49min",0.03809,-4.7144,9.5792e-09,8.0187
"802/94.0451mz/10.45min",0.037774,-4.7265,9.7232e-09,8.0122
"738/205.0171mz/10.32min",0.03777,-4.7266,9.8606e-09,8.0061
"100/230.9845mz/4.69min",0.037753,-4.7272,9.9684e-09,8.0014
"798/130.5216mz/10.41min",0.038075,-4.715,1.0234e-08,7.99
"827/201.9756mz/10.52min",0.038049,-4.716,1.0288e-08,7.9877
"98/231.9791mz/4.69min",0.03773,-4.7282,1.0538e-08,7.9772
"657/380.339mz/8.97min",0.037793,-4.7258,1.0611e-08,7.9743
"75/325.1255mz/4.24min",0.037994,-4.7181,1.1391e-08,7.9434
"584/201.9757mz/8.72min",0.037719,-4.7286,1.1401e-08,7.943
"95/211.9707mz/4.69min",0.037679,-4.7301,1.1511e-08,7.9389
"776/131.5335mz/10.37min",0.037921,-4.7208,1.1553e-08,7.9373
"97/229.9813mz/4.69min",0.037684,-4.7299,1.1596e-08,7.9357
"746/138.9953mz/10.33min",0.037611,-4.7327,1.3095e-08,7.8829
"797/109.5217mz/10.41min",0.037766,-4.7268,1.3682e-08,7.8639
"828/97.9914mz/10.53min",0.03765,-4.7312,1.3872e-08,7.8578
"770/181.0144mz/10.37min",0.037513,-4.7364,1.6038e-08,7.7948
"735/223.9882mz/10.31min",0.038146,-4.7123,1.8361e-08,7.7361
"820/81.5205mz/10.49min",0.037737,-4.7279,1.9391e-08,7.7124
"557/352.3391mz/8.53min",0.038099,-4.7141,1.9439e-08,7.7113
"772/114.0165mz/10.37min",0.037384,-4.7414,1.9485e-08,7.7103
"768/183.0098mz/10.37min",0.037354,-4.7426,2.0298e-08,7.6925
"822/125.9862mz/10.5min",0.037549,-4.7351,2.1409e-08,7.6694
"99/232.9823mz/4.69min",0.037201,-4.7485,2.7969e-08,7.5533
"795/165.9829mz/10.4min",0.037106,-4.7522,3.0666e-08,7.5133
"838/171.9929mz/10.99min",0.037132,-4.7512,3.0928e-08,7.5097
"748/97.5144mz/10.33min",0.037595,-4.7333,3.3361e-08,7.4768
"672/352.3391mz/9.09min",0.037923,-4.7208,4.0266e-08,7.3951
"643/377.3201mz/8.96min",0.036898,-4.7603,4.8043e-08,7.3184
"105/573.2517mz/4.73min",0.036805,-4.7639,5.0532e-08,7.2964
"831/225.0294mz/10.55min",0.036824,-4.7632,5.553e-08,7.2555
"825/90.5259mz/10.51min",0.036671,-4.7692,6.0293e-08,7.2197
"702/685.4354mz/10.09min",0.037406,-4.7406,7.2052e-08,7.1424
"753/154.9902mz/10.34min",0.036732,-4.7668,7.8343e-08,7.106
"228/301.1408mz/6.65min",0.03693,-4.7591,8.4421e-08,7.0736
