"MetaboAnalyst_ID","X2024_NEG_CC_1_Run21.mzML","X2024_NEG_CC_2_Run48.mzML","X2024_NEG_CC_3_Run62.mzML","X2024_NEG_CC.Nam_1_Run33.mzML","X2024_NEG_CC.Nam_2_Run45.mzML","X2024_NEG_CC.Nam_3_Run68.mzML","shared_name"
"40/328.9796mz/2.13min",2.42022807733155,2.39256260990984,2.32480579301694,2.30789670502585,2.37346834339967,2.39298931657944,"40"
"41/312.9847mz/2.35min",1.55745544356941,1.97928883353551,1.89086264725172,1.85627833890773,1.90820222912491,1.87299791926723,"41"
"42/312.9847mz/2.45min",2.01984595684496,2.05599719510618,2.04365535343921,2.00026236619913,2.02526726556661,1.99375922911684,"42"
"43/373.0055mz/2.71min",2.57098364898629,2.54618631925765,2.55040748716785,2.53742660716951,2.57110934393762,2.55237353204965,"43"
"44/370.9898mz/2.8min",2.1811898028483,2.13572775018892,2.15452673841344,2.13888623191684,2.16931330382001,2.14392954209784,"44"
"45/265.0176mz/2.84min",2.50693341391764,2.48232891628203,2.49672062121354,2.47864332213603,2.50379834227672,2.47956136767302,"45"
"47/265.0176mz/3.18min",2.75676414405001,2.74084038907674,2.75635299969469,2.73624365238607,2.77614654889041,2.70973762858949,"47"
"48/212.0353mz/3.32min",2.63707218290759,2.76400429994126,3.15896495765269,2.54383350827816,2.50566960220409,3.16537130201877,"48"
"50/421.0056mz/3.41min",2.72742739549712,2.6816895872241,2.69741178480704,2.68679191104899,2.72441365585043,2.69976427720372,"50"
"51/249.0227mz/3.49min",2.99972110863719,2.98556841233759,2.99855894890471,2.99277064150821,3.01326515720504,2.9749679097882,"51"
"54/582.981mz/3.54min",2.11367267476482,2.06402071155849,2.06596309012318,2.0484720244623,2.09684674801392,2.05314186942645,"54"
"55/560.999mz/3.54min",2.84318668277668,2.81081367331724,2.82278209905409,2.79229972294926,2.82675770310824,2.77376048759071,"55"
"56/213.0386mz/3.54min",2.65653784139862,2.58079426891693,2.45653000899419,2.38868227433657,2.36765331784727,2.52772981947814,"56"
"57/212.0353mz/3.54min",3.5560000834908,3.48094052335596,3.37338507990588,3.40764557864249,3.38979499869112,3.50049248614451,"57"
"61/406.0138mz/3.62min",2.77627771639806,2.73939744370697,2.8118037404467,2.76048692774429,2.82484105496384,2.76102926500852,"61"
"62/405.0107mz/3.62min",3.49366153076422,3.47854694643879,3.50062475447274,3.50182592097792,3.53312791197304,3.50748561673345,"62"
"63/407.0044mz/3.62min",2.34318802289806,2.30673619212445,2.33886583148403,2.31652258047093,2.3417033803895,2.33128212780822,"63"
"65/421.0056mz/3.86min",1.92755646491755,1.91126602437511,1.90468411356272,1.98049439531015,1.86156896862955,1.91439362965542,"65"
"66/309.1014mz/4.02min",1.86218171742703,1.83621420351599,1.84276999545082,1.84814287143336,1.85778878787014,1.85676877632311,"66"
"67/605.0258mz/4.07min",2.16703157268768,2.05586239498895,2.11772444286832,2.04600632125882,2.08444553877567,2.05024120177608,"67"
"69/421.1867mz/4.15min",2.28180885438925,2.13508151394139,2.23951532183878,2.20473391106925,2.17140298548231,2.48201685944559,"69"
"74/282.9837mz/4.4min",1.817116003928,1.80467886188033,1.79774644718437,1.78090809483775,1.8016815706963,1.78386165994884,"74"
"75/242.1762mz/4.43min",1.92024972121022,1.9110482976507,1.9335034093831,1.86949611394643,1.88681480160668,1.96771699187317,"75"
"76/497.0371mz/4.44min",2.23686556709258,2.19242095360281,2.25378178741352,2.14615956698853,2.21610244999331,2.17238654437402,"76"
"77/793.0186mz/4.49min",1.99434263722512,2.03828534019471,2.23229089027691,1.98386320850329,2.10848279428948,2.15607886535371,"77"
"81/341.0486mz/4.56min",2.12957479011922,2.07601452583432,2.1205240980885,2.06888601231717,2.10245004475854,2.07060250754605,"81"
"82/422.9768mz/4.56min",2.15256257109219,2.10594088410629,2.13382987806578,2.09321874362847,2.11141060921559,2.09959282563758,"82"
"83/404.0444mz/4.56min",1.90204852097229,1.8761494088796,1.8686998121928,1.85780809206952,1.88707402264351,1.8402039393876,"83"
"85/653.0255mz/4.57min",1.95914095986177,2.02565146949673,2.1746121777342,1.99331553133478,2.05478054855071,2.11087792323559,"85"
"87/497.0371mz/4.67min",2.3364834004133,2.37439519418008,2.52225129172492,2.38327806247804,2.41071131077909,2.41483038059116,"87"
"88/228.9699mz/4.74min",1.91135380372849,1.88812346195216,1.90925512040453,1.90124705960805,1.88441031738007,1.90781351416215,"88"
"90/229.9645mz/4.74min",2.99667218455203,3.00593556163018,2.99544174087512,2.99186229399894,2.9853489839104,2.98730165409847,"90"
"91/230.9678mz/4.74min",1.8957161822266,1.90643426315272,1.89599385955945,1.89168635158276,1.88872395417944,1.88592904049547,"91"
"92/266.9888mz/4.76min",2.44570302679441,2.41507484227376,2.38537356309588,2.41497971901815,2.41529785886992,2.39850517948988,"92"
"93/268.9857mz/4.76min",1.97188401650344,1.94212007865393,1.90809405825408,1.92594034103342,1.92649590739219,1.89968801343792,"93"
"95/637.0305mz/4.78min",2.82098960371311,2.83638586897877,2.99532613649007,2.81519065952306,2.91094072438192,2.92140646511718,"95"
"97/481.0421mz/4.92min",2.81817247470683,2.83945131361368,2.96048863897705,2.84364467940343,2.88615196883684,2.89625601856119,"97"
"98/544.038mz/4.92min",2.41457563542847,2.44878289776742,2.58166414149348,2.46000312208653,2.51287638574787,2.48170585464099,"98"
"99/426.9678mz/4.98min",3.24902266299838,3.2535159540947,3.23323982648618,3.18351067090775,3.12533469671135,3.16309967144163,"99"
"101/396.2154mz/4.99min",2.17623256568261,1.95916762217704,2.13892687545132,1.80155829912727,1.72681394534397,2.00777536475548,"101"
"103/484.2681mz/5.03min",2.33527057447613,2.13164974367355,2.3460354721952,2.19252378939186,2.11519874250988,2.38892133345792,"103"
"106/396.2154mz/5.1min",2.65967328878495,2.46376066363775,2.69174945711366,2.31019631813831,2.29568582985858,2.47812559931026,"106"
"109/484.2681mz/5.14min",2.7757193581729,2.63424504605575,2.82686291087465,2.65909600950306,2.68751329984154,2.8519472523243,"109"
"110/501.2583mz/5.14min",2.05672036937124,1.91758675120498,2.12057082996478,1.95132973085419,1.98601459918632,2.13296624554184,"110"
"113/779.3652mz/5.3min",2.10508089646974,1.86597541159685,2.0015864237225,1.87304182310992,1.8126269274287,2.0906462681594,"113"
"117/424.2468mz/5.55min",2.12274755217113,1.92960408417017,2.12797678968716,1.88161947881867,1.82973965348993,2.07617352820549,"117"
"125/424.2469mz/5.66min",2.70316434369273,2.54329105573172,2.74324450079562,2.4774633731549,2.46734002872171,2.66757951213505,"125"
"126/512.2994mz/5.71min",1.93311776867337,1.80381212806451,1.97822822134833,1.83824647499116,1.82384763523865,2.02785765694578,"126"
"132/241.8989mz/6.0min",1.63716093180813,2.37879652138749,1.70729432621123,1.89874143008951,1.86655674983404,1.6971564851029,"132"
"137/452.2782mz/6.13min",2.1860054251084,2.02831417241311,2.2097097842767,2.07296465021463,2.00861445700778,2.23037631080507,"137"
"140/452.2782mz/6.24min",2.96194131450147,2.79778393098544,2.98122099858519,2.82096360677979,2.78043293616559,2.97645506787633,"140"
"141/478.2939mz/6.3min",2.69872362018304,2.42711143452317,2.67060496662285,2.36931839900905,2.3132499278259,2.60302965455885,"141"
"142/540.3309mz/6.3min",2.20080215940675,2.11539939857485,2.26393480087017,2.18520004668834,2.18828025055682,2.3441765833682,"142"
"149/478.2939mz/6.41min",3.26283335510341,3.02450821825985,3.27491379678428,2.97857140050818,2.93388139704683,3.15969138289683,"149"
