sample_name	filename	ATTRIBUTE_GROUP
NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML	NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML	CTRL
NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML	NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML	CTRL
NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML	NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML	CTRL
NEG_TJGIp11_1_Run26.mzML	NEG_TJGIp11_1_Run26.mzML	EXP
NEG_TJGIp11_2_Run124.mzML	NEG_TJGIp11_2_Run124.mzML	EXP
NEG_TJGIp11_3_Run150.mzML	NEG_TJGIp11_3_Run150.mzML	EXP
