Filename	Class
Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML	CTRL
Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML	CTRL
Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML	CTRL
NEG_TJGIp2_1_Run53.mzML	EXP
NEG_TJGIp2_2_Run121.mzML	EXP
NEG_TJGIp2_3_Run192.mzML	EXP
