row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML Peak area,NEG_TJGIp2_1_Run53.mzML Peak area,NEG_TJGIp2_3_Run192.mzML Peak area,NEG_TJGIp2_2_Run121.mzML Peak area,
64,160.06139831929144,0.38404486,,,,10,,,,,,,1945896.5,1682205.9,4190333.0,2491540.8,3098087.0,1994141.2,
114,160.06143638256108,0.6327581,,,,156,,,,,,,2076312.1,3025843.8,2813109.8,3312272.0,5481630.5,3303686.2,
2110,160.84202622948223,10.460175,,,,171,,,,,,,1035470.6,1994411.2,1420206.0,2074249.8,592386.56,518190.88,
128,161.04547275061975,0.7567627,,,,169,,,,,,,1765836.8,2629866.0,3029013.8,2721671.2,2611393.5,2585237.2,
2103,162.83906907652025,10.44697,,,,171,,,,,,,983754.06,1825163.9,1345470.9,1789682.0,361960.62,233537.23,
76,163.06108968048048,0.3833247,,,,,,,,,,,399492.16,594120.6,2030743.2,644570.94,373181.44,983737.94,
312,164.03533041302043,3.0493746,,,,161,,,,,,,2246296.0,2494853.0,2127112.2,2787504.5,3735726.2,2651171.0,
349,164.03538302952117,3.2880948,,,,,,,,,,,119252.94,176618.58,145517.1,261813.44,256884.75,196103.81,
307,165.05560761765113,3.020262,,,,5,,,,,,,654854.56,707749.1,458807.0,666673.4,956289.94,644041.56,
494,165.0557227061426,4.045748,,,,165,,,,,,,514503.47,775749.44,706354.5,574391.6,424737.25,497110.62,
680,165.12846355525159,5.1115746,,,,173,,,,,,,28631.475,51711.5,22311.404,77785.2,119433.8,90480.21,
538,165.1284653698584,4.336786,,,,95,,,,,,,324009.2,396584.75,285262.94,404090.5,339111.22,550133.2,
239,168.03012214142313,2.7590659,,,,31,,,,,,,297372.06,413154.28,479714.5,542772.6,433858.34,512389.66,
18,168.0334639873771,0.36375436,,,,10,,,,,,,3683361.2,3655440.8,2399185.5,4395032.5,3294236.5,3538701.2,
62,168.06646107896833,0.38026536,,,,10,,,,,,,181366.0,577553.44,965948.5,200487.84,1572880.1,458019.25,
113,168.06652326180054,0.62569904,,,,,,,,,,,200679.83,386843.25,565002.7,242427.27,1049154.8,481962.88,
22,169.06172474441743,0.36673346,,,,10,,,,,,,888407.8,898553.6,929304.7,866783.2,919337.1,816716.44,
147,171.06629208481004,0.9450464,,,,,,,,,,,66283.766,100887.9,60061.617,224123.56,426244.97,106814.83,
336,171.06633707001586,3.2309513,,,,,,,,,,,227376.23,304473.3,218652.2,470309.78,533866.9,531278.1,
288,171.10272631830523,2.9503174,,,,98,,,,,,,1939913.2,2545849.0,1185213.0,3227541.0,2390705.0,3047457.5,
436,171.10272852889557,3.7548695,,,,66,,,,,,,6747277.0,7444214.0,5694943.0,9325426.0,1.0137435E7,1.2531716E7,
484,171.1027320060908,4.006468,,,,,,,,,,,291535.16,386347.72,238132.98,347035.97,385408.06,406829.97,
133,172.04040422611024,0.8037915,,,,131,,,,,,,1835987.5,1366565.5,1555904.1,1324497.4,2106787.5,1417962.4,
256,172.09786887624497,2.7936566,,,,,,,,,,,253183.5,274846.53,247923.86,288672.5,307110.34,257528.89,
280,172.09789510184552,2.9127443,,,,57,,,,,,,9004134.0,1.2052883E7,2.261009E7,1.4572244E7,1.3918409E7,1.1462559E7,
343,172.09798120423133,3.2513363,,,,,,,,,,,66155.59,94241.914,118924.38,202739.95,219999.89,84384.03,
121,173.08179360527708,0.69288224,,,,117,,,,,,,518862.47,557210.56,758745.3,733296.7,1011593.8,660135.0,
311,173.08182200816478,3.0430412,,,,161,,,,,,,958028.1,1234346.2,760568.7,1518176.0,1923178.1,1376940.6,
40,174.0770122938908,0.37578514,,,,10,,,,,,,1410520.2,1419091.2,3765653.0,1739821.8,3352256.0,1683872.2,
124,174.07708378490068,0.74475765,,,,169,,,,,,,287677.22,435732.6,411465.88,517450.34,702500.1,425385.4,
2117,174.95605026749277,10.574305,,,,59,,,,,,,1.4618727E7,1.4098028E7,1.6674975E7,1.5336535E7,1.6612127E7,1.6479814E7,
201,175.06113612522162,2.4343088,,,,,,,,,,,636195.44,1118792.1,1110509.6,1133187.4,1259625.1,1142033.0,
5,176.00942720337926,0.3461447,,,,1,,,,,,,667345.25,544296.5,348729.1,493752.1,483962.03,331309.56,
218,178.0509292436976,2.619106,,,,,,,,,,,491990.5,597586.7,472134.47,662352.5,627906.8,603007.7,
339,178.05098352121135,3.2455065,,,,27,,,,,,,2309202.0,2701724.8,2390689.8,2817656.5,2957643.8,2576307.2,
1932,179.03820708376443,8.400612,,,,89,,,,,,,1589246.4,1735836.8,1172909.9,2722470.0,1416442.5,2769384.5,
1916,179.03821563618888,8.31355,,,,85,,,,,,,219123.28,255878.61,790529.4,428703.3,2709282.2,790259.0,
1957,179.03822695887402,8.631439,,,,63,,,,,,,344413.84,383720.4,210426.89,423711.12,493507.66,942743.06,
1947,179.0382322627665,8.571837,,,,,,,,,,,197998.23,118531.24,205153.4,213078.08,640747.94,807951.8,
1523,179.0382713266756,7.6048675,,,,,,,,,,,31164.645,376415.47,0,307934.0,0,6041.4214,
30,179.0560132931171,0.36827585,,,,10,,,,,,,635103.44,872908.06,1378226.6,743268.94,831492.3,980639.94,
466,179.07142379793345,3.9187899,,,,99,,,,,,,897921.75,1285838.1,883982.2,1803954.6,1455934.9,1652388.1,
79,181.07165933370266,0.4016919,,,,10,,,,,,,1.289428E7,1.955291E7,6.701529E7,2.2913876E7,3.613897E7,3.0616868E7,
148,181.07175695205424,0.8901933,,,,,,,,,,,450967.25,474924.78,234544.44,569627.9,238301.4,1055382.6,
106,183.07726488809226,0.58365446,,,,156,,,,,,,485120.84,579915.9,823840.1,596967.0,793162.1,659053.25,
539,183.13903103836893,4.3376813,,,,95,,,,,,,1784840.9,2218691.0,1562673.0,2229164.5,1892545.5,3008530.8,
696,183.13904080857844,5.177968,,,,80,,,,,,,199189.95,384749.3,158944.62,565215.4,526488.8,456284.12,
677,183.13904981446183,5.1314316,,,,,,,,,,,78875.516,188850.92,73497.414,413448.75,228124.7,178505.19,
557,184.13433850939836,4.494343,,,,9,,,,,,,872783.06,1105648.8,859080.56,1025721.7,1034613.7,920577.2,
453,185.08194878263564,3.8335686,,,,39,,,,,,,1941219.4,2434548.0,1662337.2,3724902.0,4775643.5,4199511.0,
3,186.0381277182911,0.34141108,,,,,,,,,,,1034159.8,893876.56,638304.0,905708.94,925695.7,664951.1,
289,186.11345845118356,2.950332,,,,98,,,,,,,929137.5,1463137.9,864202.25,1059560.6,1143069.2,1306975.4,
470,186.1135640162414,3.9306793,,,,99,,,,,,,124052.734,190415.22,203113.39,401463.6,356093.12,316766.47,
361,186.11361764403173,3.3540277,,,,154,,,,,,,2474596.5,2884688.2,2059337.4,2844950.0,3176851.5,2609591.0,
386,187.09760572368694,3.448063,,,,37,,,,,,,2.955062E7,3.4929676E7,2.5399812E7,4.313804E7,4.5382664E7,5.030229E7,
472,187.09761118999634,3.9381065,,,,,,,,,,,150753.34,272150.56,100271.37,87646.46,329679.72,500397.62,
418,187.09763582696075,3.6132088,,,,,,,,,,,404112.97,315701.22,237870.16,289177.12,593072.7,561409.2,
255,188.03525774882095,2.7828867,,,,118,,,,,,,240752.45,255086.11,258941.02,316297.44,305517.94,303111.06,
198,188.03528390129375,2.402737,,,,143,,,,,,,228752.94,262610.22,278123.0,293963.34,284026.06,269636.84,
322,188.03532317043528,3.1435947,,,,,,,,,,,757300.0,656840.5,462862.12,759032.7,713841.6,738882.5,
69,188.05629636597848,0.38633475,,,,10,,,,,,,812908.2,1276577.9,1328531.0,1179873.0,1198634.0,966563.44,
127,188.05637034650272,0.7550373,,,,169,,,,,,,1503022.9,1897723.1,2270689.2,2139090.0,2672159.0,2819616.5,
324,188.09280420473203,3.1598809,,,,,,,,,,,506230.62,297596.2,230750.12,259380.58,200061.78,255353.97,
174,188.09280562272127,2.1200376,,,,,,,,,,,154817.62,176442.84,152205.61,218316.45,222338.03,175512.22,
376,189.1130194195375,3.42497,,,,122,,,,,,,134481.92,149010.05,69286.805,187852.14,254744.62,166813.28,
435,189.1132600550393,3.753966,,,,66,,,,,,,774086.0,845859.9,682153.06,1080357.2,1151737.8,1482224.8,
57,190.07195633097055,0.3825268,,,,10,,,,,,,1355620.4,1525697.6,1958920.5,1499979.1,1859608.2,1534604.2,
120,190.07200236898404,0.67963165,,,,117,,,,,,,1190243.9,1583431.4,1568880.2,1651397.5,1819274.2,1726626.1,
2108,190.92842850936768,10.441363,,,,,,,,,,,364749.38,178704.05,565076.5,175279.6,370227.25,293428.84,
1,190.9284304828603,0.038132697,,,,,,,,,,,546036.3,494051.53,1188866.9,521064.4,1145764.9,569948.7,
59,191.01958879483024,0.3825619,,,,10,,,,,,,505064.53,1122075.0,2905501.8,974116.6,683317.5,2000526.9,
99,191.01959309006796,0.49983573,,,,,,,,,,,126975.24,638164.5,606370.0,360553.12,219765.17,514361.47,
392,191.0746598665808,3.461952,,,,,,,,,,,91806.555,131285.88,105576.305,96809.484,95641.29,116033.78,
410,191.074835644136,3.6034386,,,,,,,,,,,265235.34,392281.34,318434.38,270550.44,250725.06,332130.8,
295,192.0665532833367,2.9732378,,,,98,,,,,,,3683569.2,3597811.0,1980855.2,2518343.2,3759974.2,2533773.0,
252,192.06658655814454,2.7757308,,,,118,,,,,,,173240.45,198011.17,160429.67,232163.14,199153.14,190174.69,
203,192.0666300601955,2.471523,,,,,,,,,,,170025.83,163705.55,131128.92,197105.78,189629.6,177874.38,
426,192.06668878764708,3.7265646,,,,,,,,,,,572438.3,670251.9,537911.1,868724.6,825817.06,809817.1,
359,193.05063857073208,3.3485653,,,,154,,,,,,,179436.86,306427.62,249730.14,568162.9,669521.7,609798.8,
195,194.0458054152515,2.3870046,,,,,,,,,,,880258.56,1008394.7,931751.8,1084821.0,1177571.1,1038936.2,
621,195.10261799171522,4.858025,,,,109,,,,,,,319639.94,384386.47,401795.03,329206.12,339228.72,388070.75,
2100,195.81088575765685,10.400714,,,,,,,,,,,144976.12,52690.27,2123761.5,41302.477,229538.94,83425.32,
543,197.0608353549657,4.362842,,,,,,,,,,,479033.16,1220928.0,243826.53,48830.15,55775.75,99891.27,
2101,197.80788320753155,10.374244,,,,,,,,,,,183645.81,65645.1,2615454.8,67085.664,291191.16,57318.5,
216,198.0771646773932,2.5952022,,,,,,,,,,,274113.03,282582.2,272418.44,411792.12,558994.9,363485.12,
622,198.14991666904385,4.863257,,,,109,,,,,,,840951.8,1013041.6,806998.1,959779.0,903900.6,845230.3,
533,199.09764470989623,4.291592,,,,,,,,,,,152531.22,206377.5,108772.13,367762.47,463519.84,367250.62,
420,199.0976523303109,3.6914666,,,,87,,,,,,,4102197.5,5475703.0,4148100.0,4432589.5,3866786.2,3997191.8,
2102,199.80492686460977,10.372458,,,,,,,,,,,84368.07,11598.331,1244087.2,15256.013,139180.61,36525.04,
179,200.092851049788,2.2136354,,,,,,,,,,,44631.227,56982.645,38872.867,54460.984,58197.84,37907.98,
399,200.09286877057545,3.5456698,,,,,,,,,,,880780.3,1082907.5,965518.44,1160517.2,987727.0,1031671.2,
421,200.100975127885,3.6914666,,,,87,,,,,,,436076.03,588483.25,437927.12,468762.6,406289.2,426112.16,
427,200.12922826884696,3.7370665,,,,152,,,,,,,2982703.0,3495608.8,2449429.2,3457154.0,3727432.8,3227991.8,
334,200.12926708719056,3.2183263,,,,,,,,,,,25687.773,20088.105,15881.26,24935.297,35341.926,30064.682,
492,200.12930798489683,4.030194,,,,,,,,,,,715876.56,971982.6,604431.06,1465695.6,1644622.1,1084196.4,
449,201.1132958222665,3.8264215,,,,44,,,,,,,413901.66,493488.94,289748.06,397346.9,578322.44,595162.8,
463,202.05105932662002,3.9105136,,,,,,,,,,,305225.2,337996.66,265294.56,380242.5,328124.84,363295.88,
409,202.05109790499228,3.6128109,,,,,,,,,,,10756.05,14324.57,0,33341.91,38056.875,31338.67,
225,202.1084837248403,2.646284,,,,,,,,,,,474990.4,445318.28,409412.06,554777.8,682095.5,510047.66,
291,202.10854024402212,2.9493105,,,,,,,,,,,202386.33,250384.5,208566.38,244201.92,259337.94,204916.55,
320,206.08224579054752,3.1244347,,,,185,,,,,,,3843150.2,4162824.8,2898816.8,4325061.5,5126331.0,3887273.8,
510,207.10269684148076,4.127341,,,,,,,,,,,120807.99,149746.42,115917.79,155664.88,104224.33,224727.72,
477,207.10270755228314,3.9722593,,,,,,,,,,,212093.27,266254.3,184818.14,267346.03,199146.27,399822.34,
236,208.00729567117108,2.733412,,,,150,,,,,,,468724.53,586219.6,395234.97,621595.8,617287.8,599476.25,
836,208.0978582199305,5.6303344,,,,,,,,,,,945818.5,403992.38,604946.1,0,0,0,
546,208.09791969086302,4.37192,,,,,,,,,,,118351.05,129510.734,103899.61,140234.97,154453.64,121392.03,
385,209.0794823620803,3.4472055,,,,37,,,,,,,1647146.1,1592474.4,1570192.4,1820211.4,2152365.5,2240258.0,
508,210.092501489243,4.1247315,,,,84,,,,,,,558453.0,686716.6,431410.62,563684.1,612640.56,592196.44,
158,211.07238611326105,1.1620091,,,,,,,,,,,3693248.5,4401521.0,4063657.8,4527347.5,5221882.0,4081088.8,
606,212.10809518411386,4.7901983,,,,14,,,,,,,531696.1,649847.3,473358.47,667631.0,731905.25,679284.25,
529,212.1081845475237,4.2490134,,,,,,,,,,,144194.4,175554.12,112294.766,162612.2,153131.47,133975.39,
469,213.01539272886222,3.925464,,,,99,,,,,,,663260.6,531354.75,644371.2,497789.97,510756.56,589855.56,
207,213.08809329127882,2.498614,,,,110,,,,,,,65390.56,75845.19,64601.875,81715.016,86178.46,73721.68,
170,213.08809912271917,2.0435226,,,,,,,,,,,516115.84,1091048.2,516653.53,1114679.9,1105488.0,1009087.5,
587,213.11228010373824,4.7506175,,,,,,,,,,,52596.633,141911.03,50476.594,174329.6,201971.22,107004.125,
383,213.1132324925643,3.4438984,,,,37,,,,,,,121598.33,221478.81,146823.28,390343.66,447271.94,504264.56,
512,213.1133067391789,4.136354,,,,,,,,,,,285035.66,297311.38,152403.89,384772.25,480855.2,406815.72,
495,213.11333288790482,4.0942035,,,,165,,,,,,,173350.25,204289.84,106991.81,274871.44,329191.56,306166.34,
209,214.10848266546827,2.5304651,,,,,,,,,,,150680.62,179606.6,121577.18,196672.48,176925.05,160357.23,
344,214.10853851693062,3.2687137,,,,,,,,,,,161427.7,260309.75,176439.47,299717.47,363937.22,167658.55,
491,214.10859303798566,4.02657,,,,,,,,,,,320417.72,415844.34,286090.16,383137.1,394700.2,337110.84,
424,214.1449028681212,3.6968489,,,,87,,,,,,,64521.633,59995.094,55236.625,52876.195,49613.09,64034.156,
501,214.14494473114246,4.098612,,,,125,,,,,,,475814.6,547390.3,393918.44,790180.9,582322.2,456979.6,
326,215.0826483608054,3.1626167,,,,,,,,,,,258953.17,234732.58,119675.0,240712.31,357989.28,227768.7,
205,215.0826687005438,2.470591,,,,,,,,,,,74813.12,180543.44,31115.5,223649.73,189430.9,255581.08,
204,215.10372134951612,2.477104,,,,,,,,,,,284280.16,377639.97,232287.94,299252.1,362331.0,316554.75,
226,215.10374090446217,2.6471965,,,,,,,,,,,493169.12,601045.3,421655.94,610468.9,822811.5,514849.53,
178,215.103775681368,2.1907852,,,,,,,,,,,265241.5,379452.28,259168.12,402953.7,553557.3,341495.53,
522,215.12890536111013,4.1844416,,,,,,,,,,,1382948.0,1491592.4,1042827.44,1792046.6,2261029.8,2021160.6,
871,215.1651095676668,5.739132,,,,,,,,,,,176880.55,267134.38,147610.81,300265.66,593513.6,204205.98,
802,215.16517274961834,5.5051537,,,,,,,,,,,55257.125,156858.44,30915.29,48469.65,68766.555,72087.76,
10,217.0482071427989,0.356186,,,,10,,,,,,,2412334.2,2891439.8,3722119.5,2854689.5,2235366.0,3376734.2,
173,218.10333869335943,2.105758,,,,86,,,,,,,3436624.8,4320134.0,3550657.0,4635645.0,4876284.0,4154925.8,
357,218.10475967528308,3.3343935,,,,,,,,,,,59418.21,70508.5,46274.86,67661.086,37853.316,63405.54,
1939,219.06944679539922,8.508487,,,,,,,,,,,48541.676,91565.71,62696.734,151814.42,225922.73,141188.08,
1950,219.06945707932917,8.595738,,,,,,,,,,,243145.83,344377.47,192593.7,302501.03,338533.22,494728.84,
1978,219.06948245945247,8.808671,,,,,,,,,,,0,11276.168,0,0,23411.129,68529.26,
394,220.09789651257378,3.4848773,,,,,,,,,,,900127.7,993126.4,724671.0,1031478.9,1172214.6,971303.44,
423,221.07954394439244,3.6932619,,,,87,,,,,,,391332.94,423767.6,419802.75,327844.25,320671.94,346800.16,
305,221.09308405882413,3.0149972,,,,5,,,,,,,9855014.0,1.0599535E7,9658485.0,1.3815294E7,1.0647639E7,1.2027118E7,
668,221.09729461757095,5.0601,,,,179,,,,,,,286423.4,374993.1,315691.5,414036.9,371105.16,336094.25,
187,222.07719665799104,2.3409233,,,,,,,,,,,649239.7,818667.06,706508.5,981900.5,962176.6,921061.9,
402,222.0772388926549,3.5658476,,,,138,,,,,,,258102.66,298216.44,175968.92,318010.34,360407.44,317739.53,
286,224.0927191849561,2.9381304,,,,167,,,,,,,356370.4,451546.28,420767.97,435641.97,385469.62,374052.53,
171,225.08804851507423,2.07989,,,,86,,,,,,,4990119.5,6004520.5,4938899.0,6014242.0,6160023.5,5469279.0,
642,225.11324518094435,4.943664,,,,,,,,,,,255964.3,316423.44,218087.34,413675.53,458971.62,546019.8,
509,225.11330493545037,4.127341,,,,84,,,,,,,363980.66,424151.62,334526.03,459032.53,353282.03,620465.25,
480,225.11333305611365,3.984111,,,,,,,,,,,942487.44,1081272.2,867684.56,1364350.5,1276411.5,1688278.8,
460,225.1133382398251,3.8870087,,,,,,,,,,,75809.33,98775.14,139584.98,112434.36,120293.82,98344.02,
234,226.06966662107382,2.7546413,,,,65,,,,,,,348397.88,323284.03,389257.84,297340.56,433512.66,361658.3,
166,226.06967393052275,1.9364353,,,,153,,,,,,,203448.83,132972.95,207146.23,153905.3,793235.75,234319.55,
160,226.06967416982891,1.3812925,,,,,,,,,,,80088.31,70818.055,79235.86,99059.555,149851.62,118463.02,
194,226.06968160661995,2.370488,,,,38,,,,,,,65718.34,57712.727,70620.15,68638.32,92364.71,62397.152,
260,226.07011551859293,2.8106403,,,,94,,,,,,,486590.28,476544.75,522175.97,527360.06,550451.3,537849.25,
445,226.1085715203125,3.8084867,,,,,,,,,,,521322.62,611035.06,451567.9,578562.2,666199.4,524929.7,
459,226.1449567914709,3.8671367,,,,,,,,,,,314755.47,277221.28,188627.39,290791.75,253716.3,417065.66,
80,227.07709863537562,0.39791176,,,,10,,,,,,,94318.766,1275647.4,5469830.0,1503692.2,2683364.2,2256524.5,
292,227.10365168352317,2.9608467,,,,98,,,,,,,154994.16,209216.4,179239.52,221256.48,409500.2,187106.86,
277,227.1036902321845,2.9061735,,,,,,,,,,,115161.68,151110.27,143404.52,168943.94,352998.44,136647.64,
202,227.1037647682941,2.4631705,,,,,,,,,,,2110531.8,2508676.2,2159141.2,2580394.0,2755383.8,2337496.5,
189,227.10376897870137,2.348646,,,,,,,,,,,3287584.5,3848231.8,3230047.2,3901228.2,4129356.0,3555711.5,
455,227.12895736041392,3.837169,,,,39,,,,,,,87807.72,110812.44,71429.414,113665.97,110049.29,182684.03,
540,227.1289700377973,4.3376813,,,,95,,,,,,,1.3065794E7,1.5388551E7,1.1474195E7,1.5520413E7,1.3381606E7,2.0922374E7,
679,227.1289734282291,5.111763,,,,173,,,,,,,1386921.6,1914149.0,1333729.2,2636069.0,3667659.8,3027265.0,
200,227.13987923491368,2.4018037,,,,,,,,,,,1044382.94,654353.9,352792.72,617172.2,1479885.2,624498.06,
574,227.96673619584544,4.618642,,,,151,,,,,,,1923906.5,1925723.9,1955804.8,1800595.1,1867522.4,1882141.4,
23,228.05466496014313,0.3667394,,,,10,,,,,,,930733.2,935180.1,326700.16,1208128.2,963389.9,1052795.6,
425,228.06668915828982,3.7112648,,,,,,,,,,,436894.66,475194.84,288952.56,584939.6,675142.06,599554.6,
429,228.087734531666,3.7397401,,,,152,,,,,,,38582.848,39819.36,25523.715,81153.586,121722.34,80756.81,
211,228.08775874010848,2.5679817,,,,183,,,,,,,653818.5,756341.0,404302.22,1171266.9,1776410.6,1064581.5,
956,228.1029930893178,5.940562,,,,12,,,,,,,127928.32,92715.73,105046.59,119052.555,119529.69,119922.93,
390,228.1030231715209,3.468022,,,,53,,,,,,,2760070.0,3078564.0,2208067.8,2889795.5,2823472.5,2519347.0,
569,228.10318495848279,4.5774794,,,,,,,,,,,134494.69,135423.48,87572.99,138123.19,151644.8,132768.83,
331,228.1241757811052,3.2019615,,,,135,,,,,,,27134.043,37332.977,19458.822,104913.695,84013.305,49495.035,
525,228.1242589188971,4.213524,,,,,,,,,,,57790.656,95545.125,177233.19,145508.22,190341.67,182552.53,
558,228.12431574443602,4.4952393,,,,9,,,,,,,2342583.2,2814310.0,2342872.5,2696835.2,2762257.8,2461056.2,
535,228.13216231067562,4.336781,,,,,,,,,,,1682158.6,1979955.1,1492271.8,1974444.2,1719351.2,2725728.8,
169,229.11921892396361,2.035496,,,,,,,,,,,0,25836.178,11552.524,42123.05,46159.043,37212.57,
244,229.1192283197903,2.7629976,,,,31,,,,,,,816333.94,1071317.9,771753.1,1141926.5,1138673.0,961657.06,
220,229.11927963646835,2.6308916,,,,,,,,,,,353183.6,460689.97,297997.9,499389.12,526764.9,420100.4,
350,229.1193588514952,3.293616,,,,,,,,,,,34794.36,31863.89,20143.033,54175.34,77242.555,85091.21,
575,229.96451391751353,4.6195464,,,,151,,,,,,,1866923.8,1870928.6,1899814.5,1751496.4,1814783.4,1829511.2,
287,230.10322031568464,2.9486687,,,,98,,,,,,,211518.81,306783.0,257048.77,327824.25,307360.16,296766.7,
393,230.10329209629762,3.4751031,,,,53,,,,,,,728677.7,807598.3,621769.44,912592.8,1023366.3,911977.6,
172,231.13482654134336,2.0541935,,,,,,,,,,,17903.43,3652.4658,0,11055.168,126517.516,15677.805,
290,231.13484670571737,2.9528353,,,,98,,,,,,,652832.3,861525.9,415493.56,1089523.5,827007.06,1047711.9,
586,232.09793668817375,4.707638,,,,,,,,,,,551146.7,580363.75,386313.53,629299.6,853539.4,607265.4,
457,234.11357432452868,3.854473,,,,72,,,,,,,857773.0,975217.3,686721.1,968654.9,1110227.9,881979.25,
293,236.09269582672934,2.9635293,,,,98,,,,,,,347860.5,420392.6,329455.66,455093.25,477818.3,407275.7,
222,236.09289874536066,2.6417964,,,,,,,,,,,65900.336,80319.44,64573.55,86744.36,96978.4,78241.945,
443,236.0962147693665,3.8048058,,,,,,,,,,,577858.2,631209.5,346369.84,313288.47,592572.5,886640.75,
219,238.07554705529006,2.6199563,,,,,,,,,,,682753.06,357451.22,314668.56,325176.28,265993.75,395684.88,
980,239.06729389812335,6.030662,,,,18,,,,,,,1768551.4,424728.66,1798363.0,193321.05,138570.2,147442.64,
281,240.0852841496538,2.9145372,,,,57,,,,,,,384759.4,364629.56,923733.6,410932.88,456308.3,424862.5,
380,241.06189141128365,3.4388247,,,,37,,,,,,,266276.1,301723.88,372974.62,543579.7,469406.97,553431.4,
269,241.1193357582166,2.8518887,,,,126,,,,,,,6975125.0,8719396.0,7035724.5,8535042.0,8743969.0,7608372.5,
227,241.11936945208626,2.6545582,,,,,,,,,,,2654453.0,3031254.2,2715671.8,3071719.8,3259646.0,2847926.2,
358,241.11945640497652,3.3438435,,,,,,,,,,,85687.484,245805.0,233238.67,246921.12,330974.3,183735.48,
623,242.1397880661705,4.864113,,,,109,,,,,,,2550268.0,2946973.8,2436012.8,2830476.8,2686798.0,2532840.8,
378,242.1398323211985,3.4354448,,,,122,,,,,,,95175.016,99064.336,59043.34,155771.56,210035.53,153048.53,
545,242.17619656067868,4.360142,,,,95,,,,,,,911300.9,1163119.9,1146954.5,748818.06,628891.7,962971.25,
797,242.17620240075263,5.479459,,,,145,,,,,,,0,27310.508,53507.86,121920.76,68450.49,65417.098,
257,243.05965679950995,2.8043964,,,,,,,,,,,152619.64,173242.53,209367.75,164615.92,103489.27,131227.92,
230,243.05967206238722,2.7312167,,,,,,,,,,,142430.42,163934.34,121319.11,98370.7,94957.89,112505.375,
54,243.061937454731,0.38028756,,,,10,,,,,,,826173.06,941714.6,1040099.0,856923.4,1284614.4,810265.75,
118,243.06204446712937,0.67537713,,,,117,,,,,,,1141615.6,1470065.8,2380434.8,1261216.4,2125964.8,1403455.9,
374,243.12376299628133,3.4193466,,,,,,,,,,,123537.125,94114.15,89925.766,208556.66,170154.73,189982.58,
403,243.1237757470109,3.5686054,,,,138,,,,,,,1460402.0,2375271.5,1168161.2,2566685.8,2349371.8,2103124.8,
490,243.12379757501375,4.027473,,,,,,,,,,,110469.85,75820.734,28637.982,109032.51,233487.56,231975.17,
267,243.13471776507993,2.8527918,,,,126,,,,,,,753862.44,939040.3,500857.3,814910.94,1056270.9,672453.06,
185,243.13490171569939,2.2432647,,,,,,,,,,,263653.3,311795.7,207391.83,293395.44,323984.5,275552.38,
249,243.17118611505643,2.751151,,,,,,,,,,,302569.78,309264.88,120012.57,210516.2,346674.34,226116.69,
223,243.17122370700903,2.6193173,,,,,,,,,,,505988.3,335589.7,136899.42,308977.03,506374.28,294261.1,
475,245.04555662170995,3.9603918,,,,92,,,,,,,486009.72,598971.7,655576.4,902174.6,660346.25,914526.4,
368,245.0455962137164,3.3768299,,,,,,,,,,,24153.201,41530.723,41907.35,61570.184,54954.766,59003.79,
212,245.09306330596448,2.568909,,,,183,,,,,,,100174.03,81417.99,57272.156,90924.81,134637.53,93452.51,
332,245.09312012236708,3.2028706,,,,135,,,,,,,1366942.9,1778629.1,1411114.8,2144509.8,1884296.6,1838029.5,
396,245.1393741246769,3.510618,,,,,,,,,,,115351.61,176182.31,111919.06,308425.25,342180.9,382506.75,
537,249.11080386200442,4.335885,,,,95,,,,,,,806881.94,787350.44,822174.0,735637.6,710912.9,1137744.1,
1180,249.14955621965532,6.6194205,,,,,,,,,,,1002974.8,651737.75,723623.44,644642.56,992262.3,700238.9,
333,250.07206078201702,3.20561,,,,135,,,,,,,336745.34,371545.78,315371.03,404611.2,429061.12,377670.28,
596,254.1761980410349,4.773525,,,,14,,,,,,,229266.89,213210.62,186486.17,345126.53,405797.94,296580.75,
272,255.13490291720996,2.8652136,,,,,,,,,,,167421.02,214599.08,183979.55,227638.14,240130.92,181450.11,
306,255.13492263707099,3.016774,,,,5,,,,,,,204101.84,214713.61,133167.28,164658.62,193314.3,142939.47,
319,255.13500518055346,3.1199553,,,,185,,,,,,,849189.7,918105.6,584235.2,826479.1,2320865.2,772653.5,
496,255.13514400139945,4.093132,,,,,,,,,,,38407.37,62599.754,40815.57,54594.57,67791.46,35036.863,
815,256.1918430450132,5.548271,,,,58,,,,,,,1070242.5,1319903.6,1090079.5,2217003.5,2444745.2,1629478.6,
732,256.19185406787807,5.303124,,,,,,,,,,,190209.92,209439.95,169210.36,244237.34,225496.83,197640.3,
304,257.06966120941803,3.0158088,,,,,,,,,,,220690.9,338826.34,171336.5,446983.3,195601.75,273354.75,
432,257.10078606793996,3.7503653,,,,66,,,,,,,73125.59,68479.34,67554.95,79026.61,109125.44,136874.1,
384,257.1030701272561,3.4447901,,,,37,,,,,,,969534.6,1325118.2,938761.7,2340590.8,2648596.5,3029053.5,
