Filename,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML,NEG_TJGIp2_1_Run53.mzML,NEG_TJGIp2_2_Run121.mzML,NEG_TJGIp2_3_Run192.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
169/229.1192mz/2.04min,25836.178,0.0,11552.524,42123.05,37212.57,46159.043
170/213.0881mz/2.04min,1091048.2,516115.84,516653.53,1114679.9,1009087.5,1105488.0
171/225.088mz/2.08min,6004520.5,4990119.5,4938899.0,6014242.0,5469279.0,6160023.5
172/231.1348mz/2.05min,3652.4658,17903.43,0.0,11055.168,15677.805,126517.516
173/218.1033mz/2.11min,4320134.0,3436624.8,3550657.0,4635645.0,4154925.8,4876284.0
174/188.0928mz/2.12min,176442.84,154817.62,152205.61,218316.45,175512.22,222338.03
175/145.0506mz/2.14min,1459906.6,947109.44,1365864.5,1625637.5,1526489.9,1264942.9
176/144.0666mz/2.14min,5394218.5,4937351.0,4786195.0,7146671.0,5949400.0,8224528.5
178/215.1038mz/2.19min,379452.28,265241.5,259168.12,402953.7,341495.53,553557.3
179/200.0929mz/2.21min,56982.645,44631.227,38872.867,54460.984,37907.98,58197.84
180/118.051mz/2.24min,18882.148,649110.5,100245.31,1563929.5,121487.51,259284.3
181/111.02mz/2.23min,0.0,42644.79,91616.734,227676.88,19446.701,156316.73
182/117.0193mz/2.25min,0.0,18134.8,12233.452,63864.01,17855.906,80570.88
185/243.1349mz/2.24min,311795.7,263653.3,207391.83,293395.44,275552.38,323984.5
186/151.0401mz/2.27min,112174.46,114893.83,118775.25,112985.875,111580.38,142307.6
187/222.0772mz/2.34min,818667.06,649239.7,706508.5,981900.5,921061.9,962176.6
188/144.0454mz/2.35min,1134322.8,1529922.9,914013.1,1095890.0,1015441.7,1085333.2
189/227.1038mz/2.35min,3848231.8,3287584.5,3230047.2,3901228.2,3555711.5,4129356.0
190/117.0193mz/2.34min,0.0,9590.846,15843.296,40039.203,6464.5366,68775.07
192/116.0717mz/2.37min,237953.25,262732.8,227124.1,316798.8,241848.14,346629.62
193/158.0822mz/2.37min,1828318.2,1765233.9,1912167.6,2418075.5,1829597.0,2615498.5
194/226.0697mz/2.37min,57712.727,65718.34,70620.15,68638.32,62397.152,92364.71
195/194.0458mz/2.39min,1008394.7,880258.56,931751.8,1084821.0,1038936.2,1177571.1
197/136.0404mz/2.41min,472529.47,460758.78,399410.94,500949.4,397014.75,524176.03
198/188.0353mz/2.4min,262610.22,228752.94,278123.0,293963.34,269636.84,284026.06
199/259.1298mz/2.41min,1285481.5,911272.06,1139344.6,1484688.4,1330473.1,1381267.6
200/227.1399mz/2.4min,654353.9,1044382.94,352792.72,617172.2,624498.06,1479885.2
201/175.0611mz/2.43min,1118792.1,636195.44,1110509.6,1133187.4,1142033.0,1259625.1
202/227.1038mz/2.46min,2508676.2,2110531.8,2159141.2,2580394.0,2337496.5,2755383.8
203/192.0666mz/2.47min,163705.55,170025.83,131128.92,197105.78,177874.38,189629.6
