row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML Peak area,GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML Peak area,GF_PF_MC_RCG_2_neg_20210511_Run97.mzML Peak area,GF_PF_MC_RCG_3_neg_20210511_Run198.mzML Peak area,GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML Peak area,GF_PF_MC_RCG_1_neg_20210511_Run79.mzML Peak area,
622,232.1383586001449,1.150582,,,,148,,,,,,,17350.24,140080.53,1894834.1,1664633.5,197620.81,1332585.4,
276,233.1042823567253,0.60768026,,,,108,,,,,,,1.6141952E8,2.6798248E8,1.1402975E8,1.16913256E8,1.9490757E8,1.9210885E8,
800,233.10429272894837,1.352147,,,,,,,,,,,8621221.0,2857323.5,5.5643612E7,1.9681909E8,2.4639418E7,1.9793566E7,
90,233.10430793182252,0.48291758,,,,,,,,,,,5.087415E7,3.0855258E7,2949578.2,4106661.0,1.3849817E7,1.185153E7,
771,233.10430879807257,1.3102292,,,,,,,,,,,1.780312E7,6377997.0,5.5298892E7,1.7341594E7,3.4775616E7,7640083.5,
802,234.1013990507893,1.3685638,,,,,,,,,,,47332.074,32303.244,1264489.4,2192920.5,315017.12,91263.74,
277,234.10748267481267,0.6100195,,,,108,,,,,,,1.9155734E7,2.9972882E7,1.3307849E7,1.1860067E7,2.3010738E7,1.5257416E7,
806,234.10754812129449,1.3809398,,,,,,,,,,,848199.56,92762.125,6367316.5,2.2974708E7,2668038.2,362057.28,
773,234.10755046935665,1.3069934,,,,,,,,,,,2075561.5,740997.5,5423698.5,2044687.9,4129673.8,1138337.8,
82,234.1076007986454,0.46649793,,,,,,,,,,,5863175.5,3441236.2,12860.793,407662.6,1500470.8,1250672.1,
2368,234.1135438814193,3.8524926,,,,77,,,,,,,2758033.0,3277582.5,2171842.5,2056062.5,3065867.2,2228078.5,
2489,234.11354695783896,4.2289724,,,,,,,,,,,225183.45,264444.75,189794.3,57871.066,349510.88,214549.53,
382,235.11982812824428,0.67846656,,,,,,,,,,,3884700.5,3562592.8,1641317.0,2169749.8,4029603.8,4485520.0,
1779,236.0928350033026,2.967968,,,,95,,,,,,,600356.7,668050.2,684793.5,364261.62,1299110.4,547506.25,
2007,236.09286512397958,3.218746,,,,,,,,,,,380235.88,516759.28,557679.2,591440.2,500832.8,497130.88,
1198,236.09287498951235,2.3736055,,,,,,,,,,,156816.25,261725.34,3115356.0,3345434.0,437067.6,1843087.1,
2695,236.10534728078156,5.1245666,,,,62,,,,,,,309880.75,421635.72,515624.97,399269.2,718480.3,517183.03,
1871,237.04050577381227,3.0555303,,,,,,,,,,,25677.271,64345.99,352243.78,1265977.2,58390.363,649221.1,
2057,237.0669794195438,3.2523143,,,,,,,,,,,238117.69,247529.55,47410.457,842319.8,329920.62,136276.17,
1974,237.06700221671198,3.1989088,,,,,,,,,,,126447.34,378073.6,114604.95,599675.7,565112.0,92637.93,
23,238.93169001971754,0.34616962,,,,42,,,,,,,550410.9,587119.75,272757.28,273552.47,465395.3,417231.06,
2850,239.06729726024878,6.0282645,,,,,,,,,,,299495.53,1887747.8,134933.48,145249.92,142542.11,146475.69,
1243,240.13545342241036,2.4227824,,,,214,,,,,,,1.5941681E7,1.9493982E7,1.711108E7,1.7442174E7,1.8197536E7,1.8526784E7,
727,241.0829813291341,1.1961573,,,,,,,,,,,2959010.8,80568.89,440646.3,744008.2,631145.6,313198.25,
863,241.08301296898767,1.8528634,,,,180,,,,,,,2744866.5,6389132.5,7076679.0,8192963.5,6173294.5,6912622.0,
1671,241.1194236522814,2.8486016,,,,36,,,,,,,3.3049416E7,6.4003196E7,9.493395E7,9.5102584E7,6.844831E7,7.3376456E7,
1465,241.1194652364152,2.6337264,,,,,,,,,,,1.858302E7,1.9890682E7,2.457673E7,2.5590182E7,2.0839634E7,2.0437392E7,
315,241.97960439687412,0.6189516,,,,,,,,,,,0,17667.62,562058.5,307301.34,161713.55,573783.94,
1458,242.0163745402526,2.5735185,,,,,,,,,,,149571.86,395731.84,2557819.5,152570.84,171331.92,641145.8,
1215,242.0163816825734,2.4509687,,,,,,,,,,,13436.385,68218.85,703412.9,309143.2,1467722.9,3208693.2,
1007,242.01648197967756,2.1793938,,,,,,,,,,,0,0,2250821.2,0,22438.998,0,
213,242.07826935467813,0.52135897,,,,,,,,,,,581928.5,1030042.25,1304275.9,1431568.0,1226441.0,1332076.8,
2746,242.1185864430065,5.3937716,,,,106,,,,,,,60667.605,146981.83,611218.9,420729.75,182492.66,544612.94,
2629,242.13979550305945,4.8609858,,,,96,,,,,,,2770942.0,3656042.8,9616789.0,8780661.0,4749122.0,9010661.0,
2511,242.17620263513183,4.3564415,,,,152,,,,,,,513863.94,539223.2,407203.56,508037.28,489750.66,400170.0,
302,243.0620391630272,0.6379144,,,,12,,,,,,,3430956.0,4348493.0,1.0669415E7,1.1362025E7,5707580.5,1.0158327E7,
75,243.06210640789186,0.39644635,,,,110,,,,,,,883908.0,619952.94,1934842.0,2392365.8,1677566.2,1909837.6,
2621,243.15996562883538,4.841866,,,,138,,,,,,,258941.78,245091.11,667124.56,960850.06,324316.8,553217.7,
1565,243.1713035445678,2.6995304,,,,,,,,,,,2003796.9,2361082.2,1236991.6,1322193.2,2191246.5,2552330.0,
1482,243.17133987047418,2.6227555,,,,,,,,,,,1898544.0,3534793.8,5425126.0,4254431.5,3390699.8,4418792.5,
1353,243.17137540383928,2.51923,,,,81,,,,,,,1757930.0,2455640.0,4772610.5,4140380.2,2213238.0,3814172.5,
2887,243.1964059967248,6.2118993,,,,92,,,,,,,8882738.0,9247052.0,1.0402282E7,1.047893E7,1.011774E7,9962099.0,
2921,243.1964385754042,6.435598,,,,137,,,,,,,600654.3,724601.1,821032.9,930603.5,794092.5,692123.56,
2805,243.19644032998258,5.767753,,,,,,,,,,,20899.023,32256.61,401383.47,335938.47,33852.465,389098.2,
1311,244.0283748170387,2.4803598,,,,,,,,,,,1071502.8,441849.1,0,47591.902,5835.7705,21546.215,
1505,244.02842749572747,2.621739,,,,,,,,,,,31271.436,851638.5,308493.9,291841.72,491669.5,448965.97,
985,244.02848584317456,2.1309173,,,,,,,,,,,3789.9985,147214.9,0,2557230.8,26016.371,2378943.5,
799,244.02850902506043,1.435976,,,,,,,,,,,0,0,2660503.2,22091.549,0,56243.438,
1681,244.0825116503369,2.8806336,,,,,,,,,,,362802.8,234345.08,591393.44,1654192.8,497656.6,1245867.9,
1940,244.08263985780354,3.2041728,,,,,,,,,,,640442.75,884891.94,3299220.5,2591244.8,898449.94,2464731.5,
2042,244.08264021991445,3.2566655,,,,,,,,,,,1076306.5,1907139.5,1358507.4,2684354.2,2640891.8,4085840.8,
227,244.13010113629318,0.5417991,,,,80,,,,,,,3973896.0,5437517.0,1.1726306E7,9950079.0,8400506.0,8265523.5,
545,244.13016951969405,0.9974706,,,,,,,,,,,379914.8,663554.25,4059582.5,3416907.5,276605.7,631819.7,
623,244.13018014499255,1.1162583,,,,,,,,,,,516365.06,1025761.94,1845681.6,325717.25,3655680.0,2827267.0,
725,244.13019999562343,1.1606174,,,,,,,,,,,1482389.1,2174990.5,849153.25,541529.6,1423731.9,239822.84,
186,244.1665665134609,0.4479637,,,,,,,,,,,28533.582,86623.19,780404.06,456779.34,237875.36,453195.8,
306,245.1140897839911,0.6428655,,,,57,,,,,,,1996552.6,1763758.4,6588731.0,6215956.5,2315740.8,6111752.5,
215,245.1140964824145,0.55916744,,,,80,,,,,,,507543.47,1372299.5,2896360.5,1206572.8,1194468.8,2779986.5,
1138,245.1142345791194,2.3341749,,,,,,,,,,,308671.8,512429.62,5139223.5,6218458.5,1615445.1,4629881.0,
2478,248.1292015047122,4.2830386,,,,136,,,,,,,2072379.8,3511564.8,1769405.6,275235.44,2982521.2,1799943.6,
3711,248.96042904997725,10.278879,,,,,,,,,,,65649.61,0,7078.3325,34777.49,25469.523,455736.4,
27,248.96048294031777,0.347612,,,,42,,,,,,,636147.6,747231.0,649798.75,596887.06,702015.06,109511.15,
581,249.13560862083094,0.99729246,,,,,,,,,,,1.5169862E7,3.5106456E7,2.476333E7,1.6474921E7,1.2780904E7,2.225895E7,
513,249.13561197491376,0.9588267,,,,60,,,,,,,5519377.0,1.121761E7,4.3924692E7,2.4940716E7,1.9076046E7,3.526248E7,
651,249.13561982102814,1.0612761,,,,,,,,,,,3.0863414E7,1.5953744E7,6366573.5,4101618.2,5035592.0,8669238.0,
870,249.1356826358501,1.8880448,,,,,,,,,,,2902113.5,1.065581E7,5877403.5,5083300.5,8794204.0,5569950.0,
897,249.1356946526743,1.927073,,,,,,,,,,,5220834.0,3935163.0,4097033.8,3345689.5,2186959.2,3767081.0,
2882,249.14945662830718,6.1901927,,,,,,,,,,,0,26192.207,196363.34,161495.08,56208.5,181254.3,
2828,249.1495250935918,5.9015317,,,,,,,,,,,148576.67,134540.36,137488.42,139517.89,128696.984,163253.19,
2944,249.14963582023378,6.620838,,,,,,,,,,,222928.84,520010.66,371362.78,417914.44,254568.83,324018.53,
2592,251.10377068320577,4.6687055,,,,,,,,,,,128969.125,193551.62,650540.44,377328.44,361927.34,338696.0,
474,251.10377265853515,0.8691392,,,,,,,,,,,44969.246,107642.27,577149.5,388545.4,334618.22,299270.25,
1616,252.0877475973638,2.766244,,,,27,,,,,,,19512.025,10197.04,1830535.1,1106584.2,16513.703,1559861.5,
609,252.14650624882188,1.0497577,,,,,,,,,,,299413.2,2552240.5,385032.8,320367.12,722472.4,377042.94,
92,252.14651355139256,0.42515454,,,,,,,,,,,684873.75,544927.0,184899.95,146352.72,408079.72,230878.73,
757,252.14652319928896,1.285197,,,,,,,,,,,4413106.0,434963.1,513965.44,283975.94,3609618.0,131768.56,
422,252.14652336100278,0.7842662,,,,,,,,,,,2493266.8,5665911.5,2630808.0,2614495.5,4014789.2,3114596.8,
497,252.14652580136348,0.891253,,,,,,,,,,,4742827.5,1698694.1,2629368.2,2781040.2,4201118.0,3425018.8,
697,252.1465301057701,1.1518303,,,,,,,,,,,2085553.2,496719.94,239934.39,98686.805,352910.7,98257.39,
811,252.14654592789194,1.4417151,,,,,,,,,,,258117.23,588907.25,2277658.2,7064911.5,1167161.2,108221.15,
850,252.14656987075458,1.6469148,,,,,,,,,,,795999.06,137440.12,3263949.2,2032144.8,974644.44,3568701.0,
2508,253.1189814839272,4.3428907,,,,,,,,,,,129875.61,125310.25,178422.66,431329.9,149091.34,372903.25,
1763,255.12384829547148,2.9394796,,,,,,,,,,,350657.16,481118.56,1463242.5,2574488.8,770949.75,1719267.2,
94,255.13262777730245,0.4048206,,,,110,,,,,,,45964.906,178559.08,1182239.4,1262171.1,324308.06,1086462.4,
2449,255.1350617254608,4.053116,,,,,,,,,,,47808.203,63826.008,110204.78,384507.53,118989.5,132841.98,
1829,255.1350732079427,3.049036,,,,104,,,,,,,1316959.5,1995819.8,398609.7,736610.4,2032785.0,1085074.8,
2296,255.13512575154854,3.713441,,,,,,,,,,,184658.69,213952.34,97720.914,170327.19,142785.0,273277.94,
1987,255.1351369157314,3.1501806,,,,,,,,,,,121116.62,595053.9,1800989.0,4457439.0,286531.94,1973627.8,
3224,255.2328411133055,7.6866555,,,,1,,,,,,,150149.97,302724.25,380335.9,359533.6,319127.66,413775.94,
3724,255.8221394586106,10.376757,,,,,,,,,,,381973.75,0,0,235579.56,217315.8,232597.38,
271,256.093810437293,0.6040053,,,,,,,,,,,1455514.0,1755446.5,1991380.1,2347881.0,1933636.4,2183665.2,
452,256.0938537198322,0.7615796,,,,,,,,,,,518401.84,125950.69,101888.875,112576.2,106867.78,40045.266,
2790,256.1343285409362,5.6752,,,,179,,,,,,,72031.664,217335.16,905910.25,359534.94,255298.39,927956.75,
2727,256.1917794840538,5.3054013,,,,,,,,,,,426294.5,610049.94,813277.7,600865.4,658976.1,828159.56,
395,257.07787742225264,0.73490334,,,,24,,,,,,,2889384.5,3221875.5,4507389.5,5293016.5,3806459.0,4642408.5,
160,257.07788212137325,0.47608817,,,,110,,,,,,,571200.5,806345.3,601565.4,685988.0,1042320.8,693822.0,
364,257.1142589888565,0.7011199,,,,,,,,,,,30746.996,413261.56,791930.06,634317.06,465968.78,534704.8,
1862,257.11436553478546,3.0459538,,,,104,,,,,,,983146.3,1736045.0,4855368.5,4187193.8,2152312.0,3999374.2,
722,257.1143840483649,1.2216538,,,,,,,,,,,3130.0527,13745.37,63951.03,1001045.06,25772.69,291054.28,
823,257.1144668119565,1.5270176,,,,,,,,,,,0,0,54608.508,821359.25,0,465988.16,
2011,257.15076590969187,3.2252314,,,,,,,,,,,902021.2,1164298.2,4613342.0,8215094.5,1087575.0,5259375.5,
2260,257.15077786579974,3.6262074,,,,,,,,,,,36684.71,73663.17,244160.22,521570.56,54673.094,338471.75,
2701,257.1758402781691,5.1521344,,,,,,,,,,,163800.03,247896.44,518880.7,575916.4,258501.62,409330.9,
2673,257.17585397249167,5.040521,,,,174,,,,,,,222130.5,314704.34,1004330.8,1076456.8,496453.62,776999.7,
2788,257.21218559816396,5.6639404,,,,,,,,,,,0,13896.371,103089.19,57496.406,20152.398,108218.83,
2907,257.21220654233133,6.3316245,,,,79,,,,,,,54130.754,77725.32,82549.65,120356.25,92874.57,81450.945,
2935,257.212247248849,6.5444794,,,,,,,,,,,3095564.8,3132429.8,3422125.2,3367946.5,3677736.2,3018840.0,
2959,257.21228973132094,6.7008014,,,,,,,,,,,596049.0,662710.06,1319829.5,1640693.8,1521442.1,621366.5,
3725,257.8191169589718,10.3794155,,,,,,,,,,,380994.94,0,0,244279.22,221541.47,231534.78,
1799,258.0982499542299,3.0044305,,,,,,,,,,,377648.22,299044.2,1381087.9,4893794.0,680130.6,2006137.1,
2087,258.0982991702547,3.318629,,,,37,,,,,,,2994349.2,4919247.0,1.2164054E7,1.2781448E7,7198555.0,1.5930018E7,
1462,258.098313234247,2.609167,,,,,,,,,,,3239.6855,770325.06,4927606.0,491165.53,178225.66,994100.7,
291,258.1457275872286,0.6287822,,,,,,,,,,,2945538.0,3826285.2,1.6365194E7,1.3193098E7,6533260.5,1.1629176E7,
537,258.1457488773494,0.9801895,,,,,,,,,,,68672.15,340997.34,1714718.9,764737.3,284076.97,1458003.4,
217,258.1820175218448,0.54368526,,,,65,,,,,,,192049.98,823012.06,1382522.8,1240743.0,1279821.1,907954.1,
415,258.1820469649868,0.72794986,,,,,,,,,,,274990.78,580521.5,560295.75,754420.6,906511.25,259145.17,
516,259.0756737418576,0.93059844,,,,,,,,,,,190697.83,103306.37,83253.164,48815.65,1530886.6,74252.0,
826,259.0757253234646,1.5735635,,,,,,,,,,,608272.94,639125.6,449104.66,325095.6,1732142.4,135457.14,
2047,259.1016177998308,3.3194077,,,,,,,,,,,232407.6,302583.44,839725.3,990563.9,380981.97,1417523.4,
1750,259.1018510645493,2.940724,,,,,,,,,,,0,0,14777.189,260363.27,3155.3447,101920.45,
1845,259.10871676062595,2.9614255,,,,,,,,,,,815483.75,533218.9,474815.47,728974.8,687598.75,295081.66,
1598,259.1088181449855,2.6803255,,,,,,,,,,,1911111.9,1885562.0,1879116.4,2136382.0,2509638.0,545270.75,
1322,259.1088495141651,2.4830158,,,,208,,,,,,,3.19283E7,4.3207904E7,3.5680236E7,2.3593814E7,4.3250804E7,3.9698004E7,
1426,259.1296496756808,2.584617,,,,72,,,,,,,1389436.9,1936179.2,5950484.5,6884830.0,2814577.8,5669836.0,
307,259.1297420100527,0.6422443,,,,,,,,,,,538015.9,592887.06,4442190.0,2721734.5,193535.73,3909790.8,
631,259.12977276864245,1.1293964,,,,,,,,,,,60250.176,356113.47,3095343.5,4838557.5,488978.6,2897730.0,
411,259.1297803433201,0.7537914,,,,,,,,,,,3298190.8,3257443.0,6373861.0,7602835.5,2168563.2,1.0003123E7,
182,259.1297964228663,0.5189604,,,,,,,,,,,328293.44,1196204.5,1836109.5,2182385.8,1035995.1,1414269.6,
931,259.1298867737275,2.025749,,,,,,,,,,,448204.94,369170.2,917788.75,1054666.1,474251.12,748543.56,
2731,259.191355766461,5.3152757,,,,,,,,,,,10345.765,20028.178,110622.0,115889.27,26096.248,106272.836,
2625,259.1913717046545,4.8463063,,,,,,,,,,,206140.3,246108.8,379126.06,296504.25,280266.2,317414.84,
2596,259.1914229584909,4.6956577,,,,,,,,,,,52748.004,62135.367,91747.375,90840.266,72333.11,79137.86,
1308,260.11215540632026,2.4815252,,,,,,,,,,,2347545.0,6549639.5,3207977.2,1149270.5,3069275.5,3767273.2,
212,260.1250622134758,0.5267618,,,,80,,,,,,,795251.1,1134931.2,1164870.1,814282.2,1709590.0,650153.7,
1506,261.1243737285337,2.6374547,,,,123,,,,,,,198833.9,550600.2,1.1361309E7,1.2078546E7,163562.42,1.0399461E7,
2563,262.1084176846562,4.544557,,,,,,,,,,,852502.3,997197.56,1514052.8,893925.25,1148885.0,1721593.6,
1476,262.12773461896523,2.6296048,,,,,,,,,,,0,19532.537,1597377.6,1338085.2,6518.939,1425184.6,
2581,262.1448412341555,4.630136,,,,,,,,,,,1266419.6,1555197.4,1733072.8,1634904.2,1510827.5,1665797.2,
1352,263.1400726125092,2.5069058,,,,88,,,,,,,753522.75,847041.2,2192670.5,1460020.9,848389.75,1603920.0,
1417,263.140090253968,2.5556018,,,,88,,,,,,,1621936.9,2353641.5,1472767.2,1190997.0,2161941.0,1190424.4,
146,264.14654517338187,0.42078328,,,,,,,,,,,66145.46,210937.6,527059.56,561850.0,251387.25,396742.5,
629,265.11932333809517,1.094965,,,,,,,,,,,106076.664,409622.97,236751.97,52608.047,1059039.4,89308.17,
936,265.1194064681618,2.0785456,,,,,,,,,,,89659.17,158668.28,855251.5,424015.78,274281.06,410281.97,
3695,265.1477944944051,10.2247,,,,,,,,,,,100568.336,151962.02,160664.48,134383.89,132889.44,13943.863,
2836,265.14781497822986,5.9438143,,,,,,,,,,,5316541.5,5010490.0,1.7032692E7,1.1153158E7,8514779.0,0,
3717,265.1478370064628,10.330444,,,,,,,,,,,82483.945,46100.41,49177.918,98109.96,91108.73,55428.32,
2867,265.14784272261164,6.125279,,,,,,,,,,,0,9686.977,17664.273,0,0,1.52179E7,
2707,265.1557212045853,5.182291,,,,,,,,,,,22451.348,28560.785,324350.7,538148.6,7015.71,312582.0,
460,266.08936992987276,0.82394034,,,,155,,,,,,,1846484.8,1789317.0,0,0,1963786.6,0,
1361,266.1146276871462,2.5184717,,,,81,,,,,,,773353.5,1130986.0,1744659.6,1166880.6,1420715.4,1491813.2,
475,267.0733450302414,0.8539713,,,,155,,,,,,,572779.0,843956.5,6745072.5,7862947.5,1305458.8,6213224.5,
109,267.0962148088632,0.4087852,,,,110,,,,,,,76388.33,414189.84,1211989.4,1241997.9,653820.25,1077485.9,
2266,267.0986973440342,3.63807,,,,,,,,,,,122895.07,151710.92,597796.6,386831.7,305745.44,260147.39,
280,267.146168813901,0.5405592,,,,65,,,,,,,2090526.4,3141177.2,4178414.8,3067459.2,4765083.0,2585046.8,
2672,267.16015955710924,5.033315,,,,,,,,,,,300036.34,240453.19,473601.3,403088.78,230954.19,289243.4,
2635,267.16017019861266,4.871569,,,,,,,,,,,47729.945,72316.47,166139.61,200128.2,85484.57,154517.06,
2495,268.09795268571753,4.267724,,,,,,,,,,,541729.3,567332.6,263006.7,193781.83,639307.6,241910.27,
2474,269.0567444551045,4.158243,,,,,,,,,,,11029.223,15151.44,221266.25,591758.25,33234.51,208310.38,
234,269.080997599927,0.5457703,,,,80,,,,,,,1206595.5,2826682.5,5676906.0,4844412.5,2740123.5,5861893.5,
71,269.0812402036138,0.45408362,,,,,,,,,,,1038508.9,616442.4,0,0,227361.52,36689.117,
1791,269.1143058243429,2.9806263,,,,95,,,,,,,0,2963.3394,941661.5,2137788.0,13425.326,1187915.6,
128,269.14827859750125,0.43852624,,,,,,,,,,,74572.7,68088.27,307782.38,131391.7,132708.27,390302.22,
1927,269.1507828942745,3.1245763,,,,,,,,,,,976040.25,1434297.0,254800.77,24490.043,1369521.2,130849.8,
2710,269.1757914483202,5.226447,,,,,,,,,,,0,3263.1052,211694.69,208021.62,81714.59,167857.62,
2649,269.1758042456578,4.939715,,,,160,,,,,,,84914.016,133657.12,556270.2,633331.5,250227.97,378185.8,
2842,269.2121348005629,5.9265513,,,,,,,,,,,63586.234,109632.62,151815.39,250925.78,103937.91,142724.58,
2816,269.212155277559,5.832415,,,,,,,,,,,511700.3,526000.7,834694.75,676093.6,744949.44,824423.3,
2794,269.2121698570374,5.779279,,,,,,,,,,,171834.39,105531.89,338565.12,202368.03,178461.28,248570.34,
2861,269.21217161048605,6.1418595,,,,,,,,,,,19658.34,88621.58,455764.62,446664.97,66690.22,465367.03,
2909,269.2121832180935,6.360502,,,,,,,,,,,53329.965,44480.66,83632.28,77212.83,228387.9,79402.45,
2919,269.2122109518164,6.4257855,,,,,,,,,,,58671.71,81279.1,109025.28,117658.445,88542.86,117138.22,
2936,269.21222417589206,6.559843,,,,,,,,,,,222713.0,261938.55,368017.94,371676.1,299108.0,333920.3,
2950,269.2122784297235,6.656082,,,,51,,,,,,,525204.25,573877.44,693152.0,851014.7,667751.8,671347.56,
2972,269.212315009802,6.831348,,,,,,,,,,,448943.34,549618.6,575097.0,738676.3,584803.3,549859.1,
575,270.14586996186375,1.0135924,,,,,,,,,,,230552.84,93203.984,5878470.0,1.4329144E7,528298.94,1.1372146E7,
672,270.1458726990015,1.1456761,,,,,,,,,,,80120.414,403805.84,1.4833267E7,4853452.0,508559.97,3967105.0,
840,270.1459390169094,1.6594559,,,,,,,,,,,0,98001.18,3595384.8,5171127.5,224318.6,3366853.2,
223,271.077973399882,0.5433054,,,,80,,,,,,,175346.28,908872.0,1800633.1,1580855.8,853427.7,1840833.6,
2308,271.16640373859957,3.68285,,,,206,,,,,,,355379.62,493049.9,429793.28,1303797.0,550559.8,550843.06,
2113,271.1664169341505,3.3503373,,,,,,,,,,,814793.75,1035270.44,2085975.0,1454693.2,1183167.2,1977113.5,
2229,271.16642119337024,3.5441046,,,,140,,,,,,,115824.07,158900.42,250107.03,390140.8,158110.52,295084.4,
2735,271.19142847546897,5.3323436,,,,150,,,,,,,186971.39,158890.84,131461.2,97038.33,154215.72,117709.33,
2757,271.1914468819494,5.4532294,,,,,,,,,,,300504.94,361445.2,1905484.1,1854970.0,462533.66,1577742.1,
3515,271.1914956934744,8.523895,,,,207,,,,,,,1051881.2,288238.56,514180.84,660033.56,690302.7,2010848.6,
2845,271.22779821207513,5.9936466,,,,,,,,,,,1121663.4,1459926.9,2504455.2,1908306.8,1617769.8,2545665.8,
2906,271.22781964861815,6.328919,,,,79,,,,,,,103636.266,124251.63,192660.45,194406.22,160083.27,194697.34,
2922,271.2278364376103,6.438291,,,,137,,,,,,,290844.88,348845.53,405972.94,389924.22,398118.62,395013.5,
2940,271.2278994756153,6.5966706,,,,,,,,,,,192607.36,218303.73,270733.88,279053.3,289475.53,260103.3,
3012,271.2279196729223,7.0700583,,,,,,,,,,,8276757.5,7714282.0,8943170.0,1.1299145E7,9648310.0,7890666.5,
2979,271.2279373725232,6.863709,,,,61,,,,,,,7332669.5,6763681.0,6684802.5,6566207.0,7951292.5,6261852.0,
244,271.9902770239689,0.5843596,,,,,,,,,,,877994.6,929067.1,142171.44,26178.645,1402188.1,141981.53,
323,271.9903183952483,0.63860923,,,,,,,,,,,133861.3,769903.5,2097996.8,1280334.9,1825190.6,1833100.5,
1091,272.1252774422332,2.270489,,,,,,,,,,,611431.25,540190.1,3665346.0,6132171.5,490845.1,3847849.5,
1680,273.08808493156386,2.8436062,,,,,,,,,,,183013.58,284816.16,1136330.4,1097011.5,543206.75,880555.75,
933,273.10930342551734,2.1128821,,,,,,,,,,,99569.86,89090.72,480645.3,1036046.75,127119.86,1072391.5,
1248,273.1093485202112,2.4666984,,,,,,,,,,,245789.02,135559.33,390030.62,1643974.1,173855.23,1269901.2,
1614,273.14557901086533,2.7769449,,,,,,,,,,,261397.12,413830.4,1134511.6,768303.8,510321.72,724972.06,
678,273.15676525135893,1.1018825,,,,,,,,,,,1104018.9,202228.22,37538.438,13993.967,179195.86,7332.2734,
577,273.1567939061927,0.99522406,,,,,,,,,,,397302.97,1244328.9,282478.3,299401.2,1577847.4,245623.92,
456,273.15682530432775,0.7870547,,,,200,,,,,,,1382187.6,871922.0,400518.0,204367.9,949045.3,256876.16,
1406,274.11983742177057,2.5654638,,,,162,,,,,,,5042443.0,6166284.0,3973418.8,5401179.5,5349343.0,4715758.0,
1261,274.11986876938107,2.441998,,,,214,,,,,,,8407115.0,8098633.0,5067078.5,4432244.5,6615888.5,5852879.0,
355,275.0706369958714,0.6878349,,,,142,,,,,,,835530.7,758747.6,622051.5,718747.9,679501.4,761275.3,
1809,275.10380700397053,2.9928715,,,,89,,,,,,,5970804.0,6835072.5,1.0691221E7,1.1025958E7,7411920.5,9890211.0,
1534,275.1038367897894,2.682542,,,,,,,,,,,588607.4,706471.3,1061199.6,1194404.9,805893.94,1305753.0,
378,275.1247851842542,0.71580887,,,,,,,,,,,0,0,414982.0,873570.3,0,449121.06,
1385,276.0004934776654,2.5864506,,,,,,,,,,,0,23503.674,0,0,1191623.2,0,
1801,276.0005190730238,2.9982624,,,,,,,,,,,95848.32,113166.195,3212507.2,553434.7,774221.6,1394596.8,
2634,276.12403502560886,4.874231,,,,96,,,,,,,1119660.9,1528984.4,4558012.5,4380296.0,1979810.6,4172967.5,
1011,277.0499464078595,2.1353784,,,,,,,,,,,255734.06,416335.97,178759.56,24661.79,746792.0,38524.695,
997,277.11926086787724,2.128029,,,,157,,,,,,,108567.18,121296.66,8402056.0,9141076.0,59032.336,7989354.0,
325,277.12267622146663,0.7171715,,,,,,,,,,,75616.53,322322.12,1518662.4,738937.6,548636.44,1193551.1,
1780,277.15565867409634,2.9404838,,,,89,,,,,,,756419.44,996221.1,1823675.8,1552228.4,939413.9,1838502.2,
1645,277.15565405457176,2.8332329,,,,,,,,,,,568671.5,777455.2,1049727.2,804300.5,636408.0,863823.44,
329,279.03883996116775,0.6695687,,,,,,,,,,,192420.64,346259.03,2652530.2,3992984.8,297139.25,2467034.5,
293,279.05959554687814,0.63039917,,,,12,,,,,,,487061.47,293387.62,164446.97,272345.25,256408.19,167791.45,
85,279.05969555635005,0.4021314,,,,110,,,,,,,833072.3,1170864.8,842148.25,863585.2,1291713.4,862313.8,
260,279.10970528450883,0.58956206,,,,108,,,,,,,9128119.0,9724062.0,3044369.0,2567019.5,1.0971583E7,2988460.0,
801,279.10975477900575,1.3754915,,,,,,,,,,,242403.28,224562.73,84683.69,4226378.0,707156.56,521470.0,
859,279.134948853569,1.805019,,,,,,,,,,,23467.98,95659.234,1582186.4,788222.94,79680.28,660217.3,
1338,281.12416012179807,2.4972084,,,,81,,,,,,,1257416.5,1728601.4,0,0,1680599.4,0,
471,282.08422442770666,0.8408296,,,,155,,,,,,,812376.25,1011501.06,3667937.8,4634947.0,1547844.6,3426916.2,
2517,282.11356539004834,4.3743978,,,,,,,,,,,5812442.0,6762155.5,2421409.2,802519.3,7054734.0,2289124.0,
2089,283.12994167811877,3.320449,,,,63,,,,,,,1211963.4,1762817.4,970672.56,1114343.6,1821615.0,1042987.6,
3622,283.2641147750564,9.510018,,,,,,,,,,,71591.44,41853.59,48365.38,34491.02,58237.13,116214.46,
3640,283.26412534218804,9.7079735,,,,,,,,,,,235942.73,110976.445,179008.12,150163.19,178273.94,431428.44,
3363,283.2641714949311,8.138751,,,,,,,,,,,285847.47,79059.7,339776.38,204223.81,237085.25,392815.6,
