"","FC","log2(FC)","raw.pval","-log10(p)"
"4936/648.373mz/6.19min",0.16261,-2.6205,1.0748e-06,5.9687
"5132/662.3887mz/6.37min",0.17448,-2.5189,3.5654e-06,5.4479
"4518/634.3571mz/5.82min",0.16063,-2.6382,3.697e-05,4.4321
"4934/610.4171mz/6.19min",0.0069942,-7.1596,4.1308e-05,4.384
"4952/632.399mz/6.2min",0.010612,-6.5581,4.4307e-05,4.3535
"4667/618.3833mz/5.96min",0.16299,-2.6171,8.5688e-05,4.0671
"5122/655.4745mz/6.36min",0.1283,-2.9625,0.00010662,3.9721
"4995/644.3989mz/6.22min",0.15531,-2.6868,0.00013033,3.885
"4523/613.428mz/5.82min",0.00028433,-11.78,0.00017254,3.7631
"4933/612.423mz/6.19min",0.001017,-9.9414,0.00018923,3.723
"5102/646.4145mz/6.35min",0.0014857,-9.3946,0.00019336,3.7136
"4475/596.4016mz/5.78min",0.00214,-8.8682,0.00021531,3.6669
"5148/641.4596mz/6.39min",0.00065032,-10.587,0.00021824,3.6611
"5127/627.4412mz/6.38min",0.1333,-2.9073,0.00043117,3.3654
"4342/297.2424mz/5.65min",0.081435,-3.6182,0.0004724,3.3257
"4938/629.4494mz/6.19min",0.12407,-3.0107,0.00055396,3.2565
"4337/279.2318mz/5.65min",0.076306,-3.7121,0.00066984,3.174
"4414/277.2162mz/5.72min",0.0096867,-6.6898,0.00067086,3.1734
"4470/597.4047mz/5.78min",0.0015499,-9.3336,0.00067411,3.1713
"4343/280.2351mz/5.65min",0.066874,-3.9024,0.00079472,3.0998
"4935/627.4438mz/6.19min",0.0041934,-7.8977,0.00084558,3.0728
"4603/608.4017mz/5.91min",0.0090495,-6.788,0.00092227,3.0351
"4985/622.417mz/6.22min",0.12192,-3.036,0.00092368,3.0345
"5147/624.4328mz/6.38min",0.00079753,-10.292,0.00093446,3.0294
"4994/623.4204mz/6.22min",0.11836,-3.0787,0.0012393,2.9068
"5165/1103.734mz/6.4min",0.10969,-3.1885,0.0012557,2.9011
"1366/152.0706mz/2.42min",0.31117,-1.6842,0.0012778,2.8936
"4722/632.3989mz/5.99min",0.11213,-3.1567,0.0012785,2.8933
"4129/568.3701mz/5.46min",0.12332,-3.0195,0.0015189,2.8185
"5604/864.551mz/6.93min",3.9193,1.9706,0.0017713,2.7517
"2167/198.0762mz/3.02min",0.42436,-1.2366,0.0018576,2.731
"3947/277.2161mz/5.33min",0.083846,-3.5761,0.0020812,2.6817
"4319/454.3506mz/5.66min",0.2347,-2.0911,0.002125,2.6727
"1184/292.1179mz/2.32min",0.46668,-1.0995,0.0022424,2.6493
"4350/453.3474mz/5.66min",0.2304,-2.1178,0.0024991,2.6022
