Filename,POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML,POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML,POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML,POS_TJGIp8_1_Run19.mzML,POS_TJGIp8_2_Run84.mzML,POS_TJGIp8_3_Run206.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
275/146.1176mz/2.07min,390600.94,258922.44,330650.62,312009.44,335462.28,300961.2
276/144.1019mz/2.09min,49199.188,15103.947,113513.625,94770.45,340955.16,66549.65
278/254.1385mz/2.08min,492422.66,234368.27,365766.44,589753.8,545135.6,331013.6
280/170.0812mz/2.1min,243944.94,232905.72,329703.4,220548.53,316250.84,266277.88
281/102.0914mz/2.13min,410428.34,638013.6,950261.06,543868.25,1069485.2,861287.7
282/232.1543mz/2.1min,1597093.2,1726145.9,1607168.4,507797.22,1381188.9,1288880.8
284/184.1696mz/2.16min,84380.1,114198.85,240853.03,114154.91,654497.8,931675.0
285/217.1047mz/2.2min,1846940.1,2563310.8,2898801.2,2225889.5,1678973.0,2025397.1
286/195.1227mz/2.21min,1317170.1,572778.3,580296.6,1195273.9,630017.1,494417.7
287/157.0835mz/2.21min,974588.06,870005.56,1089472.5,955386.75,915333.56,1095277.5
288/113.0597mz/2.22min,2503632.0,1780983.4,2031160.0,1322410.2,1685468.4,1771930.9
290/116.0528mz/2.26min,14489.091,145005.38,98870.98,0.0,179799.16,34161.934
291/144.1019mz/2.26min,27831.307,19991.281,12809.636,115762.516,144240.69,8970.332
292/231.1702mz/2.32min,385684.44,166889.03,454397.8,522617.84,467305.16,494246.06
293/146.06mz/2.34min,2204377.5,1482783.8,1723027.8,1225889.1,1563896.1,1414124.6
294/187.094mz/2.34min,200853.92,737196.5,323563.44,44913.18,254634.7,293151.94
295/146.1175mz/2.32min,124545.61,157340.03,227835.97,213180.92,243187.69,274109.6
296/157.0835mz/2.38min,923798.56,2504576.2,3144559.5,1007738.56,1520528.8,2490906.2
300/114.0914mz/2.4min,1993567.9,1236144.5,1077517.9,1486575.2,1409880.0,1234090.8
301/190.0499mz/2.41min,1661454.1,2473106.5,2694924.8,1347014.0,2267589.8,2567420.0
305/239.1488mz/2.44min,581280.1,188410.78,176440.69,421430.5,183421.97,129799.37
306/141.0546mz/2.45min,795470.8,1788941.6,2038452.1,1158092.1,2164530.5,2394230.5
307/201.1597mz/2.46min,409427.22,393281.3,348786.2,246282.5,701066.8,224800.28
308/386.1273mz/2.52min,52520.445,140264.05,46275.547,225773.92,109961.81,57158.367
309/102.0914mz/2.49min,8724145.0,4972333.5,5278792.5,3949849.0,10088891.0,3050673.5
310/103.0947mz/2.49min,460195.47,246678.53,268980.75,197094.19,518651.0,131312.88
311/231.1702mz/2.47min,53577.383,829159.0,407211.16,0.0,401740.94,496978.72
312/184.1696mz/2.47min,12037.457,136735.1,169272.45,35144.0,196433.38,203475.05
313/216.123mz/2.52min,277727.47,545191.0,510619.03,311196.03,473396.88,494597.56
314/246.1699mz/2.55min,1438341.0,1138450.0,1080934.9,841912.25,1034041.25,911634.75
315/245.1859mz/2.58min,109859.61,53720.004,27969.926,149997.88,101059.22,0.0
316/130.1591mz/2.53min,3744633.0,0.0,0.0,3136697.8,0.0,0.0
322/167.1067mz/2.57min,250235.83,93345.26,87482.92,250516.34,174833.7,93754.02
323/771.2479mz/2.57min,1069498.8,1085545.5,1194581.8,1577275.9,1555326.5,1098413.9
324/793.23mz/2.57min,1574340.8,1778483.9,1933804.0,2088243.0,2040221.9,1739526.9
325/386.1273mz/2.57min,135564.78,405028.8,712930.1,435944.4,74467.34,123931.72
326/405.1007mz/2.57min,307666.97,1128920.8,1275793.8,567263.8,1164466.1,1296226.4
328/202.1802mz/2.65min,165587.67,132051.69,136155.72,154089.84,182557.75,174911.98
329/231.1202mz/2.61min,96936.07,402516.62,450779.06,132508.36,248709.05,363230.75
331/197.1285mz/2.61min,90237.43,571012.6,664849.2,116845.414,1042795.5,770186.94
333/283.1749mz/2.62min,291131.97,126411.66,126540.78,186494.61,94796.9,91216.43
334/245.1859mz/2.64min,459128.06,172183.3,202329.83,539901.7,194973.44,207681.31
335/316.2117mz/2.67min,877010.6,794296.56,752257.75,870327.75,797871.9,742396.7
337/130.1591mz/2.64min,254478.92,2956908.0,3751335.8,534826.6,4494084.0,2607083.0
341/114.0914mz/2.73min,295603.5,246469.36,268298.75,270909.03,375259.84,277035.8
342/120.0445mz/2.73min,2459863.0,4159609.0,4328539.0,2288338.0,4815144.5,5031269.0
343/138.055mz/2.73min,610954.8,1080526.8,1130845.6,585764.2,1249874.8,1402074.5
344/245.1859mz/2.76min,212761.66,700329.1,692695.25,265595.84,751531.8,1173800.2
345/344.2277mz/2.78min,389971.7,135761.78,134993.17,270669.53,117830.695,109922.62
351/317.1705mz/2.85min,387205.53,972389.8,930216.6,833971.4,809419.25,1102891.0
352/339.1525mz/2.85min,243144.8,1079069.4,971326.75,590433.5,838882.94,1085459.8
354/428.2041mz/2.88min,117402.266,217620.47,217878.69,154836.14,156418.25,171552.97
355/215.1255mz/2.89min,639027.9,615154.44,544103.9,515025.22,446705.4,447380.53
356/393.2092mz/2.92min,86437.19,35876.863,148759.61,64465.42,57010.496,166327.28
357/215.1755mz/2.89min,790865.06,724120.6,408882.25,268034.9,871523.8,304113.3
358/388.2539mz/2.91min,412532.97,95153.94,147756.88,108987.89,64886.137,110681.836
361/170.1176mz/2.95min,1143707.8,1003220.3,825454.5,1067712.0,303100.25,250051.62
363/210.1101mz/2.96min,1148078.8,1186969.5,918378.4,1184906.2,338651.56,240032.19
365/428.2042mz/2.97min,879721.4,1344760.9,1221208.0,1143424.8,1063292.5,1188673.0
367/120.0808mz/2.98min,131713.84,132579.64,158335.75,144949.62,259346.69,175113.42
368/155.0703mz/2.98min,620197.94,1316972.9,1543103.5,717757.8,1616357.4,1773736.2
369/412.2092mz/3.0min,160273.88,200099.64,181809.34,192735.94,175632.52,174261.25
372/303.1412mz/3.03min,133668.62,368192.66,384830.38,65776.02,290172.7,586791.4
373/231.1703mz/2.99min,156534.17,412004.12,425755.03,235937.84,417494.53,425070.12
374/432.28mz/3.03min,359834.03,127074.02,90355.734,284644.3,107385.85,108277.984
375/249.1594mz/3.07min,459464.97,298302.38,250110.62,259238.42,697434.7,171339.06
378/210.0737mz/3.05min,318936.38,568650.6,608860.6,473660.4,663216.9,646974.8
380/114.055mz/3.06min,372128.5,341927.53,378720.88,440788.97,572176.75,332690.84
381/142.0863mz/3.06min,604984.9,509180.75,562535.3,696117.6,782053.1,626858.75
382/188.0917mz/3.06min,932429.5,776665.44,844840.0,1067978.9,1131599.4,949584.25
383/219.1128mz/3.06min,352725.3,559658.94,642998.25,349878.5,570683.75,564857.25
384/211.1441mz/3.07min,47302.594,490311.22,568716.3,165511.31,866134.7,801958.56
386/387.1405mz/3.08min,24192.236,18566.328,20847.033,0.0,353412.03,0.0
387/245.1358mz/3.08min,9619871.0,27615982.0,29707324.0,12607005.0,22303192.0,25958028.0
