filename	ATTRIBUTE_GROUP
POS_TJGI2pt1_EV_gpdA_CTRL_1_Run13.mzML	CTRL
POS_TJGI2pt1_EV_gpdA_CTRL_2_Run143.mzML	CTRL
POS_TJGI2pt1_EV_gpdA_CTRL_3_Run194.mzML	CTRL
POS_TJGIp8_1_Run19.mzML	EXP
POS_TJGIp8_2_Run84.mzML	EXP
POS_TJGIp8_3_Run206.mzML	EXP
