Filename	Class
GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML	CTRL
GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML	CTRL
GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML	CTRL
GF_S4_MC_RCG_1_neg_20210511_Run71.mzML	EXP
GF_S4_MC_RCG_2_neg_20210511_Run91.mzML	EXP
GF_S4_MC_RCG_3_neg_20210511_Run171.mzML	EXP
