Filename,GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML,GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML,GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML,GF_S4_MC_RCG_1_neg_20210511_Run71.mzML,GF_S4_MC_RCG_2_neg_20210511_Run91.mzML,GF_S4_MC_RCG_3_neg_20210511_Run171.mzML
2499/229.1445mz/4.52min,3197024.5,2381615.5,5316116.0,11872314.0,12000073.0,10833345.0
2501/755.3624mz/4.45min,602057.06,499139.7,791253.5,382544.88,487315.8,431598.06
2503/325.1771mz/4.47min,938650.75,735983.1,1051086.6,16585.477,17756.152,11507.069
2505/301.202mz/4.48min,33595.086,31295.475,95064.48,272418.53,263811.7,230143.52
2506/481.2665mz/4.48min,320573.06,251163.25,340479.4,215965.78,251505.16,271242.1
2507/470.2507mz/4.48min,314877.22,202691.19,474134.7,244215.6,343083.84,292907.25
2508/184.1343mz/4.49min,1611479.5,1373366.4,1858349.5,1180716.5,1389308.4,1353622.1
2509/228.1242mz/4.49min,4185557.5,3479379.8,4831240.5,3064490.2,3503662.0,3459786.0
2510/347.1975mz/4.49min,389166.6,310057.5,314418.38,62072.18,61144.59,56946.484
2511/330.2367mz/4.5min,2413995.8,2118807.5,2481388.8,4689227.0,3953950.0,3993253.2
2512/331.2391mz/4.5min,279414.34,231390.11,285981.28,531942.8,463683.34,468354.22
2513/373.1687mz/4.48min,91330.52,53730.453,176370.53,802734.44,553344.25,434082.56
2514/307.1915mz/4.5min,1194071.2,944552.7,1060703.4,1895437.2,1600408.5,1522344.0
2515/329.2334mz/4.5min,13054260.0,11265764.0,13391695.0,23788316.0,21297038.0,21450350.0
2517/388.2241mz/4.5min,534563.44,462590.5,454841.1,138228.23,160156.4,161096.23
2522/697.3934mz/4.53min,0.0,0.0,0.0,1784083.4,1535125.1,2127057.2
2523/375.1846mz/4.57min,169377.52,108669.75,321792.6,512576.38,478293.12,1262694.4
2524/398.2296mz/4.53min,200785.03,129547.875,291234.0,36627.523,75557.984,47217.402
2526/619.2776mz/4.55min,0.0,0.0,0.0,313107.8,340289.66,355264.25
2527/328.2212mz/4.55min,946528.3,600501.9,696996.44,1345344.5,1159616.0,1139594.5
2528/262.1084mz/4.54min,997197.56,852502.3,1148885.0,428251.97,234936.42,524338.3
2529/327.2178mz/4.56min,4862372.5,3869481.8,4590341.0,7005360.5,5920353.0,5651027.0
2530/718.4511mz/4.55min,636967.3,489025.62,571047.4,300774.28,288400.9,411985.0
2531/228.1605mz/4.56min,566873.2,475015.72,551525.2,632345.2,514663.78,576655.06
2533/296.0928mz/4.58min,1185961.8,1156385.5,1085837.5,213643.89,287179.94,262640.66
2535/299.1864mz/4.58min,139109.08,98173.88,224300.78,594281.8,609706.06,533352.0
2536/495.2824mz/4.59min,123851.45,64109.797,150162.02,83491.29,88835.74,110497.69
2537/229.9645mz/4.61min,808810.1,1001924.2,708925.25,487388.38,470111.97,464427.62
2538/227.9667mz/4.61min,833320.56,1033518.8,723674.3,496743.9,478637.88,467594.1
2539/354.1096mz/4.62min,82219.414,53297.42,152503.89,350539.16,396505.6,371260.8
2540/262.1449mz/4.63min,1555197.4,1266419.6,1510827.5,1704224.0,1475310.0,1630357.0
2541/394.271mz/4.63min,777667.5,601748.7,670201.0,0.0,0.0,0.0
2544/375.1846mz/4.64min,342115.53,240087.05,522725.62,1267029.6,1115264.0,1623766.2
2546/311.1865mz/4.65min,265984.0,184115.47,238068.03,481300.12,414425.6,393485.12
2548/646.325mz/4.66min,450532.72,349073.1,360743.1,31031.143,38408.97,43133.11
2549/180.1031mz/4.67min,287168.62,162046.36,251297.69,407973.6,299427.84,262302.56
2551/251.1038mz/4.67min,193551.62,128969.125,361927.34,259075.75,320300.5,278206.06
2554/769.3781mz/4.69min,93079.945,56602.043,111888.38,104042.805,134350.89,121476.01
2556/187.134mz/4.71min,1777174.5,1547532.9,1831831.9,2717762.8,2518961.5,2295913.2
2557/309.2072mz/4.72min,2349622.0,1802592.6,2053236.0,4210879.5,3463329.8,3641824.8
2558/570.2936mz/4.72min,0.0,0.0,3321.2166,6497.218,27529.832,394313.38
2559/539.3243mz/4.73min,427794.2,378525.28,353517.16,242776.28,201977.0,282052.25
2560/307.1916mz/4.73min,298050.28,216570.31,239685.22,907414.44,704702.94,665034.3
2562/398.2297mz/4.75min,123306.61,70064.016,135689.14,58665.715,84319.29,77879.31
2563/886.4358mz/4.75min,449481.9,359750.56,553923.06,95598.445,134379.27,163431.5
2564/408.185mz/4.79min,132178.1,97281.91,169515.31,112525.43,110121.68,101495.92
2565/550.3612mz/4.77min,232105.62,189895.75,202349.45,157423.6,132206.19,212736.89
2566/511.2769mz/4.76min,244230.89,161154.3,396279.5,199840.8,220600.25,307704.0
2567/501.1768mz/4.78min,1364848.5,492022.56,484693.4,330699.53,167822.17,538893.8
2568/495.2821mz/4.79min,70472.05,47242.133,81070.52,60356.625,71860.07,82704.22
2569/329.2334mz/4.81min,9094683.0,6963007.5,9443454.0,15733746.0,13272716.0,14006474.0
2570/379.1412mz/4.81min,201741.8,134618.36,187179.55,477844.34,629525.56,467487.3
2571/424.2454mz/4.82min,331676.5,243608.98,396593.62,202453.22,234825.06,236703.73
2572/325.2022mz/4.84min,495809.94,385296.3,342137.78,2732426.8,849599.4,879049.1
2573/357.2646mz/4.83min,57050.516,44304.64,65321.53,500366.34,336905.1,370086.8
2575/408.1849mz/4.83min,201425.72,127315.125,225370.39,413977.03,469037.34,357933.88
2577/521.2977mz/4.84min,339814.25,277444.22,448026.6,248196.73,280958.6,328153.4
2578/243.1601mz/4.84min,245091.11,258941.78,324316.8,949278.94,850895.0,628108.9
2579/330.2367mz/4.83min,2334271.5,1184174.0,1647928.5,2719900.0,2601191.8,2536218.5
2580/287.1864mz/4.84min,939704.4,1023509.94,961885.56,1717884.9,1684518.5,1395532.8
2581/762.441mz/4.84min,433300.12,315634.72,542512.06,274878.5,318992.94,363824.34
2583/718.4512mz/4.85min,123082.836,86249.69,130479.76,121313.32,118540.766,145072.06
2584/198.15mz/4.86min,1239960.9,970490.5,1599246.4,904577.94,1062362.0,1099722.5
2585/242.1398mz/4.86min,3656042.8,2770942.0,4749122.0,2726127.8,3121793.5,3206732.5
2586/313.2385mz/4.87min,426332.25,859866.94,434987.94,723291.56,606478.4,641972.7
2587/307.1915mz/4.87min,74839.36,51237.36,52929.324,698103.25,387024.44,511501.78
2589/232.1343mz/4.88min,371706.7,285045.12,513061.53,329702.7,349627.62,376164.5
2590/276.1241mz/4.88min,1528984.4,1119660.9,1979810.6,1312313.2,1366247.0,1463688.5
2591/1022.5201mz/4.87min,338284.78,251010.92,461432.4,285447.38,331209.28,382693.66
2592/633.2932mz/4.87min,529007.44,350227.62,677791.9,346364.47,390142.5,380858.2
2593/683.3773mz/4.88min,0.0,0.0,0.0,0.0,0.0,139700.33
2594/555.2824mz/4.91min,498329.78,403371.2,614210.2,824434.1,848484.7,1112914.1
2595/401.187mz/4.92min,647416.25,588550.2,656243.3,511788.1,495926.03,470257.66
2596/437.1635mz/4.92min,410804.97,285464.3,254140.3,335901.34,213703.38,159002.33
2597/447.1923mz/4.92min,309172.5,276003.8,329686.66,250550.4,226558.47,234563.83
2598/427.9708mz/4.96min,1147174.9,1027416.75,1247449.6,680743.6,927911.1,1163050.4
2599/481.2456mz/4.92min,439634.2,332421.94,368768.25,0.0,16899.93,0.0
2600/313.2384mz/4.92min,792563.06,1038964.5,887506.06,1030945.6,830133.2,883121.5
2601/384.1928mz/4.93min,342232.2,254206.19,341571.75,0.0,0.0,0.0
2602/396.2154mz/4.93min,149307.88,121072.375,159265.05,0.0,0.0,0.0
2604/269.1758mz/4.94min,133657.12,84914.016,250227.97,603456.56,673198.8,593350.94
2605/640.3354mz/4.94min,232010.1,65155.367,349352.6,53636.707,66370.35,105032.37
2608/559.2769mz/4.96min,50809.734,34561.145,68840.03,26621.482,42489.926,36621.855
2609/426.9677mz/4.96min,14237492.0,12851761.0,14508187.0,14087733.0,11907009.0,13327281.0
2610/187.1339mz/4.97min,243085.61,206315.12,241425.48,307619.66,278406.38,298267.72
2612/312.1898mz/4.97min,385697.47,302454.28,409884.88,813540.75,668208.0,722037.94
2613/311.1865mz/4.98min,2217294.5,1729567.4,2338664.0,4588367.5,3826047.8,4091786.0
2614/410.2005mz/5.03min,187353.22,97392.984,232126.38,548550.75,529469.9,534427.1
2615/312.2261mz/5.0min,634831.94,525517.5,639007.4,1077569.8,839454.1,815526.3
2616/311.2227mz/5.0min,3797359.8,3127493.2,3963022.5,5690397.0,4946374.5,5464417.5
2617/309.171mz/5.04min,28025.398,43610.023,58345.133,45019.656,49375.902,28376.01
2618/612.315mz/5.0min,70252.62,21536.232,89700.89,11925.469,28931.094,3483.1455
2620/357.2646mz/5.0min,119908.85,88476.34,133985.6,316488.28,262775.94,294390.47
2621/341.208mz/5.02min,1812859.6,1323528.8,2171751.0,74127.92,92711.34,114257.44
2622/229.1808mz/5.02min,0.0,0.0,7734.828,313020.7,237695.19,201819.44
2624/438.2608mz/5.04min,366045.44,262834.44,435472.88,176005.86,204094.34,215692.83
2625/285.2071mz/5.03min,85377.36,93254.38,288232.22,757827.6,440414.2,508478.62
2626/257.1758mz/5.04min,314704.34,222130.5,496453.62,1109736.4,1137615.4,1072813.6
2629/310.2106mz/5.05min,343963.47,273323.4,332820.5,715090.4,598119.06,608032.1
2630/654.3511mz/5.05min,29782.486,15472.248,46920.332,47885.598,47050.945,113813.44
2631/309.2071mz/5.05min,3367016.5,3084160.2,3337223.2,3549278.8,2965083.0,5798557.5
2634/410.2005mz/5.06min,265998.62,111668.52,326551.34,501352.34,536858.94,533446.0
2635/307.1915mz/5.08min,170330.45,85526.05,140052.02,482800.66,344529.0,377370.5
2638/201.1496mz/5.12min,368793.1,307421.94,374690.9,445108.88,635159.9,677494.0
2639/293.1759mz/5.12min,3790705.2,2790348.5,6375291.5,5545328.5,5031563.0,5385725.0
2640/221.1547mz/5.12min,213854.64,161455.28,368716.9,305159.7,286915.16,313225.7
2642/236.1054mz/5.12min,421635.72,309880.75,718480.3,588942.4,550943.4,584954.06
2643/327.2177mz/5.13min,1150039.1,440852.97,1266106.4,2452491.2,2133730.5,2234235.0
2644/438.2608mz/5.12min,364334.28,199797.55,479649.47,116768.23,222508.36,245347.44
2645/301.2019mz/5.13min,203892.88,182430.97,228065.97,432131.1,421425.0,389638.22
2646/341.1791mz/5.15min,192422.52,114600.62,196081.23,353071.9,359737.7,288107.4
2647/315.2538mz/5.15min,42427.586,26175.72,42720.18,201054.28,170498.12,198436.06
2648/257.1759mz/5.15min,247896.44,163800.03,258501.62,584354.4,562015.94,548279.4
2651/329.2333mz/5.15min,810325.44,353063.22,774806.8,1103429.8,773611.3,709423.94
2653/642.2913mz/5.17min,28769.453,29308.254,7161.9526,0.0,0.0,0.0
2655/313.2383mz/5.19min,565652.75,426847.97,614086.7,819828.8,739538.8,827201.8
2656/269.1758mz/5.23min,3263.1052,0.0,81714.59,231225.34,220478.19,225313.89
2659/683.3774mz/5.26min,0.0,0.0,0.0,61783.49,105178.81,1135484.4
2662/309.1709mz/5.27min,396460.88,312173.34,642324.56,398600.0,367574.56,426472.38
2663/312.2261mz/5.28min,2083058.6,1683040.6,2074086.8,3508866.2,3126537.5,3543849.5
2664/311.2228mz/5.28min,11858264.0,9515950.0,11771190.0,18076338.0,16025889.0,18182964.0
2665/381.2645mz/5.28min,474403.28,327810.2,510968.06,688327.0,569681.75,613207.75
2666/686.3308mz/5.29min,465796.84,280592.2,321702.53,823617.8,1031884.56,746801.06
2667/347.199mz/5.29min,138906.95,35149.734,81707.414,219895.97,135275.97,128463.95
2669/314.2415mz/5.31min,112779.08,70214.11,110051.51,166138.3,119076.24,141544.16
2671/256.1918mz/5.3min,610049.94,426294.5,658976.1,683347.8,592828.3,735638.4
2673/287.1864mz/5.33min,70938.94,52444.992,103522.32,0.0,0.0,0.0
2675/271.1914mz/5.33min,158890.84,186971.39,154215.72,164792.27,159694.1,128237.555
2676/290.1761mz/5.34min,647808.3,437508.72,694186.9,730865.25,670541.3,782866.7
2680/410.2208mz/5.36min,74738.016,0.0,21866.574,1041955.56,89832.37,58754.277
2683/420.2503mz/5.36min,743763.56,256355.0,456892.97,5698791.0,907263.4,816030.25
2684/374.2447mz/5.36min,521724.44,168851.53,319484.28,3894316.0,647983.0,571936.2
2685/391.2853mz/5.36min,101161.086,73472.664,118459.49,123672.92,145382.53,144343.05
2686/201.1496mz/5.36min,73703.836,61528.633,82392.68,114865.09,99794.7,113474.53
2687/315.2538mz/5.36min,140053.1,48024.17,139571.9,454655.62,374152.53,461818.75
2689/668.3668mz/5.36min,10607.207,0.0,39080.207,1027826.56,962314.94,1690812.5
2690/452.2766mz/5.39min,160407.3,88762.16,200417.27,51997.34,56879.656,79952.24
2691/285.2071mz/5.4min,152769.64,108512.41,168362.36,133025.45,115233.16,143439.05
2692/313.2383mz/5.4min,1015218.2,762213.25,1679448.4,2148158.2,1868094.4,2019846.2
2693/314.2417mz/5.4min,192678.33,148628.78,224600.75,534525.1,349049.3,385803.7
2694/381.2645mz/5.43min,435248.75,294600.44,211675.19,597735.7,256985.89,276557.56
2695/343.2124mz/5.43min,181825.06,74055.984,273737.75,412997.66,364187.2,404452.97
2696/384.1928mz/5.44min,34873.0,13241.266,40442.242,0.0,15070.656,0.0
2697/293.1746mz/5.45min,22824.98,19671.516,32454.398,215298.78,170718.8,265097.66
2698/410.3023mz/5.45min,413765.38,474277.88,519216.03,213349.66,242656.48,201152.92
2701/271.1915mz/5.45min,361445.2,300504.94,462533.66,1423960.6,1357403.8,1266192.4
2702/603.1918mz/5.49min,100553.35,0.0,0.0,0.0,0.0,0.0
2703/381.2645mz/5.49min,482022.44,276716.84,477161.47,586327.2,369385.34,375831.25
2704/363.1789mz/5.49min,30445.145,31678.523,31524.037,41579.633,37908.19,47923.09
2705/295.1913mz/5.49min,1926689.5,1409396.6,1976618.8,2694658.0,2534614.2,2655869.5
2706/296.1947mz/5.49min,331320.88,246252.34,338018.16,466436.56,437911.66,453343.72
2707/215.1651mz/5.5min,2952896.0,2399725.8,3149015.5,2435245.8,2317361.5,2402718.2
2708/313.2384mz/5.52min,4794601.5,3471448.8,5003185.0,5269146.5,5190339.5,5689172.5
2709/293.2122mz/5.53min,0.0,0.0,0.0,172190.23,142113.12,186331.94
2710/285.2071mz/5.55min,182442.64,153164.7,237911.64,242767.4,238454.16,257599.98
2711/290.1186mz/5.55min,297711.2,147314.67,320681.06,93605.88,130651.25,80169.89
2712/311.2228mz/5.56min,2191786.2,1876551.0,2317404.8,3071577.5,2671115.8,3067934.2
2713/301.2383mz/5.56min,71685.84,44887.465,73001.34,71224.95,71977.71,68097.9
2714/312.2262mz/5.56min,427772.78,317694.84,442725.5,516633.1,462966.34,510151.7
2717/729.4278mz/5.58min,597314.9,659073.6,726018.0,0.0,0.0,0.0
2718/775.4336mz/5.58min,1088182.9,1143676.9,1344313.5,0.0,3759.912,0.0
2719/765.4046mz/5.58min,508688.12,319582.94,388368.56,0.0,0.0,0.0
2720/313.2384mz/5.59min,9080639.0,6676161.5,9523663.0,7709813.5,7421843.0,7591567.5
2721/341.2696mz/5.61min,30274.04,16572.02,41952.55,34144.832,38857.03,47619.598
2722/303.2176mz/5.62min,383420.78,304375.5,439921.34,882923.44,915528.8,448487.06
2723/307.1914mz/5.62min,50956.938,0.0,40914.84,152232.75,119395.42,83681.1
2725/208.0978mz/5.64min,464634.5,0.0,0.0,89924.42,0.0,14217.272
2726/688.3465mz/5.64min,247422.58,92144.1,267964.44,44099.33,58083.89,40541.48
2727/366.2647mz/5.68min,0.0,0.0,0.0,270849.84,38708.598,39376.76
2728/424.2469mz/5.61min,1128392.0,976653.8,1276188.9,295669.44,347582.7,251644.55
2730/257.2122mz/5.67min,13896.371,0.0,20152.398,70091.016,94825.56,106520.26
2732/438.2624mz/5.71min,0.0,0.0,0.0,112048.11,107736.54,124368.54
2733/269.2122mz/5.78min,105531.89,171834.39,178461.28,269091.97,185678.28,180372.12
2734/603.1919mz/5.76min,195773.0,17774.984,129765.55,0.0,0.0,0.0
2735/339.1634mz/5.73min,58419.355,19684.508,38235.348,451046.3,538436.5,343475.34
2736/215.1652mz/5.74min,905538.25,695930.5,1012107.8,1021862.75,977864.8,984201.44
2738/366.2648mz/5.74min,0.0,0.0,0.0,395344.75,460643.9,443643.6
2739/391.2853mz/5.74min,424081.88,313630.3,490530.1,516244.34,595168.6,658303.56
2741/285.2071mz/5.75min,196513.69,139474.6,259743.06,465023.44,428732.53,432231.47
2742/527.2426mz/5.76min,117859.62,77596.86,53157.21,135695.39,109105.67,59412.516
2743/491.2662mz/5.76min,725984.2,823371.06,731937.06,757464.06,748299.06,640856.44
2744/243.1964mz/5.77min,32256.61,20899.023,33852.465,139844.83,159333.12,158076.69
2745/315.2539mz/5.77min,994290.56,761130.4,1155390.5,942415.2,937147.06,981999.4
2746/383.176mz/5.78min,2107819.8,1504350.5,2852023.0,167899.73,342679.78,324872.84
2747/293.176mz/5.78min,176732.55,140441.11,146020.53,262181.12,246765.92,267792.44
2749/347.1993mz/5.79min,1136354.5,834852.25,1705984.1,71548.73,196175.56,160072.16
2750/229.1808mz/5.8min,3792888.5,2997531.2,4189339.8,2173489.5,2270820.2,2308927.2
2752/322.1658mz/5.82min,454654.22,14927.416,62574.45,142879.34,0.0,213420.33
2753/571.1654mz/5.85min,1257212.0,655342.0,332088.5,164331.58,601028.9,241626.64
2754/269.2122mz/5.83min,526000.7,511700.3,744949.44,447346.66,472171.6,491655.0
2755/438.2623mz/5.84min,45192.2,1504976.9,4907285.5,992875.94,671396.9,1075244.6
2756/365.2695mz/5.84min,737115.25,550010.5,821115.06,574707.9,643502.56,667974.9
2757/381.2645mz/5.85min,547736.1,290189.56,560765.06,497795.84,519334.03,530517.9
2759/603.1919mz/5.85min,420512.72,20941.447,130288.32,0.0,0.0,0.0
2760/131.0713mz/5.88min,7099.592,19735.145,27779.94,141166.31,26498.83,16086.546
2761/390.2397mz/5.88min,9978.452,0.0,0.0,280863.62,27818.209,7186.762
2762/315.2538mz/5.88min,5300918.5,3915712.0,5723579.5,2174301.2,2453134.5,2254267.8
2763/309.2071mz/5.89min,246112.11,137326.52,278410.97,354808.8,317680.75,351709.1
2764/293.2122mz/5.89min,16981744.0,12667083.0,15699618.0,13527766.0,14656493.0,14269487.0
2765/361.1995mz/5.89min,579760.0,586592.1,574330.9,504713.25,586440.0,579072.9
2766/285.2071mz/5.89min,73420.87,33897.504,109177.29,59196.184,59832.17,57656.617
2767/249.1495mz/5.9min,134540.36,148576.67,128696.984,76573.09,92437.33,83276.36
2768/265.1478mz/5.95min,5010490.0,5316541.5,8514779.0,11235466.0,9489893.0,10620202.0
2770/347.1992mz/5.83min,446869.38,346691.25,974084.9,9087.785,52344.438,29933.516
2771/337.2054mz/5.95min,0.0,0.0,2807549.8,0.0,9303.443,1402957.4
2773/383.176mz/5.88min,954472.06,667644.9,1095681.8,84381.78,133448.34,150141.39
2776/297.1527mz/5.96min,1187730.9,558555.4,636959.06,249778.02,828208.94,503245.06
2777/381.2645mz/5.95min,96465.69,57753.543,94335.164,90289.49,97284.7,91218.65
2778/365.2695mz/5.97min,752234.2,558242.6,864840.75,554796.3,667214.0,673436.4
2779/438.2623mz/5.92min,4324619.0,3936567.8,2980804.8,362133.78,505688.47,333886.44
2780/415.2813mz/5.98min,574719.3,439529.38,820431.56,60914.766,73200.586,60265.484
2781/271.2278mz/6.0min,1459926.9,1121663.4,1617769.8,1449907.0,1603961.9,1672747.0
2784/613.3804mz/6.01min,593892.56,674624.3,751263.7,103312.74,151602.44,96751.02
2785/311.2227mz/6.02min,266931.75,167781.89,360361.03,543616.8,449602.97,503858.0
2786/239.0673mz/6.03min,1887747.8,299495.53,142542.11,179490.52,50419.25,617312.9
2787/699.381mz/6.04min,0.0,0.0,0.0,65191.46,65190.27,65716.9
2789/341.2695mz/6.08min,22150.586,0.0,26511.69,53871.484,120561.68,127762.51
2790/452.2783mz/6.1min,24102.227,37470.57,3784.171,242163.17,194733.27,176138.1
2791/229.1808mz/6.09min,74686.42,50031.15,83618.055,59443.04,62563.902,67464.58
2792/365.2694mz/6.11min,48421.73,29327.133,60434.65,26380.22,35243.14,34661.203
2793/293.2123mz/6.09min,48740.582,64568.707,167271.95,56047.746,54701.594,91675.02
2794/337.2054mz/6.15min,5349906.5,3970207.0,7175572.0,1380079.1,1757089.8,0.0
2795/347.1991mz/6.16min,210046.3,140415.8,249420.12,0.0,3801.8923,10575.855
2796/383.1761mz/6.16min,664116.4,487254.8,770198.3,0.0,53022.535,64102.72
2799/311.2226mz/6.11min,237897.75,84121.375,226789.12,110573.875,69159.55,228646.28
2800/296.231mz/6.16min,3483629.8,3803238.8,3759440.2,1750491.4,2029715.4,2256917.8
2801/363.2153mz/6.16min,675006.94,762374.2,812625.4,395405.84,544493.25,481795.5
2802/295.2277mz/6.17min,18086814.0,19603618.0,19448428.0,10243671.0,12855057.0,11820308.0
2806/448.2736mz/6.17min,1165068.0,1096729.8,1183288.8,268949.9,391916.84,326912.53
2808/249.1495mz/6.19min,26192.207,0.0,56208.5,226353.1,325648.0,204472.9
2809/699.3811mz/6.19min,0.0,0.0,0.0,741302.06,742950.5,696915.8
2810/452.2781mz/6.21min,174150.97,194361.0,1661116.5,1335872.8,1310319.2,1419737.1
2811/243.1964mz/6.21min,9247052.0,8882738.0,10117740.0,2097671.8,2432868.2,2079821.2
2812/311.1838mz/6.21min,396598.34,527542.94,391940.03,69194.305,77597.48,58086.406
2814/429.2967mz/6.22min,2466573.2,1821934.8,3266246.8,288134.12,347305.28,287852.8
2815/271.2278mz/6.24min,139073.6,107249.67,141654.14,116339.086,153041.61,127775.04
2816/571.2889mz/6.29min,0.0,0.0,0.0,0.0,12733.354,695056.1
2817/298.2466mz/6.26min,174047.64,119806.016,193716.84,88298.96,123350.086,42658.043
2818/297.2432mz/6.25min,909789.7,712619.6,1027683.06,454203.66,643905.56,504124.66
2821/201.1132mz/6.25min,50546.87,53849.504,52869.1,0.0,0.0,0.0
2822/227.129mz/6.25min,223560.52,218073.17,224521.66,30785.59,46614.09,28803.393
