Filename,2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML,2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML,2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML,2024_NEG_Anid-p4_1_Run186.mzML,2024_NEG_Anid-p4_2_Run195.mzML,2024_NEG_Anid-p4_3_Run224.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
169/244.0826mz/2.02min,2577503.5,3731052.5,2667412.5,1640105.2,985100.0,5707198.0
171/158.0822mz/2.03min,259831.66,302934.16,7906600.5,4270712.0,2340842.0,256196.53
172/345.13mz/2.04min,362393.1,508853.12,113857.02,219272.23,145910.55,211761.88
174/327.1199mz/2.05min,84226.414,87101.0,610731.5,320587.53,171856.06,65323.508
175/327.0947mz/2.05min,0.0,0.0,0.0,87998.76,418720.38,0.0
179/224.0564mz/2.08min,600287.5,560446.6,1321528.2,409891.8,1373833.8,339899.62
180/182.0458mz/2.08min,3298662.2,2149809.8,1064724.5,1063464.9,1952113.5,1529387.1
182/283.0607mz/2.1min,731347.7,472526.3,202640.4,126784.21,282321.97,250705.94
183/293.1144mz/2.09min,4610.924,20826.977,155723.66,160078.6,83703.4,0.0
184/220.0649mz/2.1min,5975262.5,6207557.0,4215460.0,2152743.8,2837281.2,3517581.2
185/231.0986mz/2.1min,40907.02,58407.41,1778936.5,992729.6,1501505.2,16198.02
186/229.1194mz/2.11min,23334.855,11789.691,59904.164,1053868.5,34480.094,0.0
188/224.1041mz/2.12min,495990.53,650229.2,0.0,0.0,8507.506,300862.34
189/242.067mz/2.12min,1760987.0,1730965.4,1262416.9,2450875.0,1293824.4,1884304.4
190/117.0558mz/2.12min,1874189.6,2847821.5,3754308.2,1983374.2,2210012.0,1077477.5
192/163.9861mz/2.12min,3313524.0,1915012.8,1821852.6,2578150.2,2377764.0,2866752.5
193/196.0615mz/2.14min,567791.3,164865.34,525161.4,686506.3,577233.75,640163.6
194/240.0514mz/2.14min,1392183.2,1788058.9,2117995.8,3264468.0,2430944.2,2265987.0
195/259.1299mz/2.14min,244162.92,436387.5,359874.25,1035377.3,232245.97,77616.39
198/212.0565mz/2.18min,434462.8,195140.47,132857.53,47202.953,115707.16,442878.03
199/356.1347mz/2.16min,604203.4,248253.66,649078.1,218215.75,545584.1,316356.12
202/225.0881mz/2.14min,403552.03,1166024.5,1180093.8,1236900.5,813514.2,468279.62
203/512.2461mz/2.18min,0.0,0.0,150066.95,53121.703,469530.4,0.0
204/147.0663mz/2.19min,257736.12,428241.4,51371.625,13440.456,13509.547,4997.708
205/281.0991mz/2.18min,1249143.8,1623513.9,5151419.0,2539190.8,3475840.5,945630.75
208/254.08mz/2.18min,86169.0,258126.75,1199418.5,362861.66,547522.44,117461.16
209/303.0813mz/2.18min,139493.23,70802.51,627304.06,201326.67,316587.8,114468.39
210/459.1965mz/2.18min,12388.076,37927.27,339070.03,96546.51,102306.41,0.0
211/240.0877mz/2.18min,479764.03,557589.6,425966.0,257045.66,270508.12,336047.97
212/218.1034mz/2.18min,5747325.0,7329235.5,27927002.0,13095895.0,16808810.0,4046297.5
213/219.1067mz/2.18min,538810.4,662591.2,2661463.0,1211625.9,1591038.0,370486.44
214/437.214mz/2.18min,306731.12,423089.72,6024131.5,1467503.2,2372514.2,143643.94
215/175.0611mz/2.19min,146875.45,242438.34,443509.62,1328910.4,396000.0,170551.4
216/343.1143mz/2.2min,408258.3,551525.44,174376.47,188571.27,223158.56,294755.78
218/184.0615mz/2.23min,454538.03,570823.5,446777.38,424377.1,165405.4,293257.25
219/305.9634mz/2.21min,244507.64,315403.97,0.0,0.0,0.0,120212.664
221/197.0454mz/2.22min,53259.95,20910.504,1008331.6,60312.465,77875.3,0.0
222/145.0507mz/2.22min,1083696.1,1231053.5,3019616.0,4120023.8,2054189.8,1057082.4
223/382.1002mz/2.22min,190503.97,293228.88,534981.6,559668.6,606542.5,214239.08
226/317.099mz/2.23min,283774.4,382950.2,269606.22,3183970.2,906949.06,371535.6
227/235.0724mz/2.23min,59468.758,85560.945,149227.19,1578232.8,234937.05,65002.383
229/283.0936mz/2.24min,985292.9,1234650.0,1086141.5,898741.7,732654.2,708705.06
230/273.1092mz/2.24min,59366.043,91603.664,181362.94,972747.06,193119.45,69603.97
234/196.0615mz/2.25min,476161.03,902358.0,210767.45,213599.69,357433.1,346459.34
235/125.0245mz/2.27min,364198.9,329822.66,365195.5,0.0,65273.664,608367.25
236/200.0565mz/2.26min,352371.7,374850.53,451728.62,819395.75,561053.06,465205.44
237/446.1778mz/2.27min,333825.84,505922.66,325500.16,188606.72,285864.1,281513.78
241/181.0508mz/2.28min,726316.0,786359.56,510212.97,330686.38,261173.55,484850.06
242/245.1142mz/2.28min,389094.03,288086.47,960234.3,56176.74,578373.3,165881.9
243/360.0723mz/2.28min,516178.56,834204.44,0.0,0.0,0.0,297381.6
246/330.0985mz/2.29min,137218.19,90294.87,144354.33,0.0,0.0,313890.25
248/226.0721mz/2.28min,4373408.0,3994282.0,4166448.8,3298098.8,4135884.2,2557280.2
249/345.1301mz/2.3min,1654825.5,2511649.2,1428104.9,1123041.5,1103308.8,1604774.8
251/303.0511mz/2.3min,956468.7,1032834.56,0.0,0.0,0.0,306618.6
252/356.1347mz/2.32min,283373.03,151852.92,862882.44,306396.72,466125.88,415924.7
253/215.0674mz/2.31min,0.0,0.0,240091.28,2615653.0,295499.12,0.0
257/306.0985mz/2.34min,553248.94,560264.6,100594.28,34316.242,35903.06,794720.56
258/211.0612mz/2.34min,24475.457,34081.33,4688858.5,5427824.0,2439873.5,1454176.0
259/242.0671mz/2.29min,553264.3,395558.06,300676.12,159835.38,331813.97,64594.26
265/244.0978mz/2.34min,123770.64,112770.83,0.0,0.0,0.0,177177.62
268/343.1144mz/2.35min,754393.06,870228.6,286169.47,419817.8,408506.97,633906.1
271/234.0772mz/2.36min,736638.3,814699.56,701302.0,582644.94,560698.94,587832.4
272/297.0729mz/2.36min,641551.4,676469.56,590204.44,518468.6,528832.2,531152.56
273/180.0666mz/2.36min,84225.37,150631.88,168734.39,83803.18,102267.625,84325.27
275/161.0819mz/2.36min,295933.9,296045.25,665712.6,345556.0,300000.25,104398.055
276/309.1093mz/2.37min,99458.336,277785.6,206817.44,214380.31,137343.05,163273.19
277/238.0721mz/2.37min,411191.56,381380.53,261372.73,246636.67,331116.78,333760.0
278/151.0401mz/2.37min,216143.47,273523.56,174830.34,203279.64,169748.66,158862.11
279/153.0194mz/2.37min,1266050.4,2893137.2,862548.9,941559.25,743312.4,607202.3
280/212.0565mz/2.37min,1179073.9,2089542.6,1108593.6,568926.2,486302.6,974491.8
282/258.0983mz/2.4min,285070.0,452992.25,1923301.2,1710639.6,1750616.0,194202.3
283/240.0878mz/2.38min,1258337.0,1614772.5,1200090.5,1023131.7,981920.3,950349.94
284/214.1085mz/2.39min,4729.5186,9988.089,182870.0,150751.81,173738.61,0.0
286/230.1034mz/2.39min,179667.1,153373.73,388002.44,297267.88,189704.27,100593.625
287/259.1299mz/2.42min,127323.17,91627.57,152444.69,152469.53,42322.582,111405.66
288/449.1202mz/2.4min,0.0,0.0,20295.246,3468124.2,66347.15,0.0
289/222.0771mz/2.4min,384012.5,423635.16,227312.05,444790.66,101405.2,110959.945
291/286.1409mz/2.42min,0.0,15066.003,441113.1,1060171.4,53040.75,0.0
292/168.0666mz/2.41min,602248.4,997942.2,988115.2,828189.5,822757.1,556220.94
293/210.0772mz/2.41min,1439765.8,1881631.6,1775077.5,1357193.4,1193320.2,1248992.2
294/129.0558mz/2.43min,3927831.0,2888937.5,11154930.0,9196339.0,3399594.8,2623712.5
295/180.0302mz/2.43min,288014.2,380781.3,403799.47,452812.75,430266.78,319214.44
296/175.0612mz/2.43min,462859.5,722103.25,747209.3,673293.06,833390.94,365326.75
297/479.1785mz/2.43min,428307.34,328918.62,388195.94,60907.01,623058.2,647544.56
298/326.1246mz/2.45min,249053.73,297025.6,13580.582,0.0,4145.573,151972.58
299/416.1826mz/2.44min,2227031.0,1854750.9,1983088.2,358457.8,3140988.5,3246497.8
300/410.1091mz/2.44min,0.0,0.0,0.0,418198.84,0.0,0.0
301/762.3207mz/2.44min,490510.97,523562.5,362991.25,63675.656,469639.9,567515.4
302/160.0405mz/2.44min,91192.68,96726.42,607205.3,97787.04,387656.3,78550.625
303/345.1301mz/2.44min,9656169.0,12888154.0,7103777.5,8050264.0,6438742.5,7507038.5
304/346.1336mz/2.44min,1452745.2,1910354.0,1059131.4,1239481.4,960135.75,1093401.1
305/691.2683mz/2.44min,587830.9,937644.6,347672.47,412331.16,228481.02,352448.53
306/605.2258mz/2.44min,35525.906,3581.8865,277639.1,22153.51,425422.66,47869.383
307/204.0302mz/2.44min,604096.44,592567.6,3783777.8,775571.75,2545269.2,551906.56
308/205.0336mz/2.44min,24212.28,52882.06,354424.9,65040.773,130581.9,32081.475
313/188.0353mz/2.45min,829771.9,475065.4,5127584.5,3325704.0,4896258.0,663490.9
316/313.0678mz/2.46min,283094.66,263169.88,108010.875,145033.98,268235.4,316004.97
317/282.0984mz/2.47min,835054.7,1185163.9,758517.56,473301.2,217896.33,260867.48
318/194.0459mz/2.47min,4410509.0,4785957.5,4436219.5,3341315.0,4271113.0,4886393.5
319/287.0564mz/2.47min,214267.03,284755.94,0.0,0.0,0.0,85720.78
320/237.0881mz/2.47min,433553.72,599632.4,394699.75,340828.38,362379.38,313011.28
321/419.1306mz/2.47min,0.0,0.0,0.0,349397.1,0.0,0.0
322/158.0822mz/2.45min,63790.074,70977.59,896946.9,909942.3,536269.56,124610.52
323/264.0514mz/2.48min,300608.8,608652.9,244487.17,51659.027,102947.89,157594.9
325/322.1257mz/2.47min,0.0,0.0,329252.66,102356.58,184789.92,0.0
327/136.0404mz/2.47min,948630.4,1516438.1,1046143.8,874052.06,922964.75,632587.7
328/144.0455mz/2.47min,311724.94,425352.75,929936.3,356744.25,571337.06,277962.12
329/259.13mz/2.48min,140205.73,177778.4,5357950.5,1454021.5,2687320.5,135180.69
330/260.114mz/2.48min,986164.3,1264311.2,526118.6,209551.14,391426.66,295087.44
331/905.3653mz/2.48min,12274.434,0.0,416221.44,223191.47,432667.03,30850.049
333/167.035mz/2.49min,43335.086,0.0,2515983.2,933949.44,1887759.8,374086.72
334/779.3181mz/2.49min,770389.25,694470.0,3025980.0,1896894.5,3253476.8,1655592.4
335/716.3226mz/2.49min,1795666.9,1627591.6,6144086.0,4345107.5,7541428.0,4134872.2
337/752.2991mz/2.49min,594150.2,1027538.6,4462516.5,1762218.8,3403737.8,1605301.6
341/190.0509mz/2.52min,399501.97,782626.2,206510.52,13823.107,90804.9,300062.22
344/907.3791mz/2.49min,180561.66,238966.47,523366.97,37650.844,198682.0,371854.06
345/755.2998mz/2.49min,54794.035,102846.195,498328.5,195066.72,391996.75,184421.1
347/227.1401mz/2.46min,58356.824,50209.938,601205.2,1473002.6,364883.94,83358.555
349/146.0611mz/2.5min,1353362.5,1939206.0,1045152.9,28095.346,274517.2,1241810.9
350/892.391mz/2.51min,0.0,0.0,115903.89,320475.34,138665.7,22735.914
353/181.0507mz/2.51min,1538228.1,1032226.6,1652929.4,93193.375,646980.9,4014495.0
354/182.046mz/2.52min,47000.99,62743.355,35667.3,15698.984,28520.889,34278.082
356/139.0401mz/2.53min,330695.72,417905.12,15827344.0,3710267.8,3975974.8,1922449.4
357/176.0645mz/2.52min,485133.9,731243.1,789935.56,2206177.2,890736.75,412545.44
359/115.0401mz/2.52min,66616.65,83354.43,160344.39,420817.56,165106.92,80692.375
361/175.0612mz/2.53min,6634416.5,9979038.0,10864197.0,30312596.0,12096896.0,5695057.5
362/240.0878mz/2.53min,484291.47,768745.1,363180.3,246342.06,366958.28,337502.3
363/551.1521mz/2.53min,0.0,0.0,0.0,1245668.5,0.0,0.0
366/411.1269mz/2.53min,83524.53,97458.875,231139.67,310080.84,264491.22,62316.24
368/95.0503mz/2.53min,16159.621,15130.328,1389158.5,278531.03,308364.97,145030.69
369/192.0665mz/2.54min,13048.298,4829.204,262201.88,202628.66,268980.47,63227.812
370/153.0194mz/2.5min,279268.62,342713.8,2672796.0,177222.9,1049186.8,125296.55
371/318.1672mz/2.54min,89791.52,87341.484,998911.06,296801.03,781799.8,201243.4
372/180.0666mz/2.55min,1341020.4,970185.25,72133.61,5889.242,1186266.5,1987830.4
373/349.1039mz/2.54min,679700.1,618096.25,397529.1,497184.75,477920.0,678269.6
379/285.1457mz/2.56min,48969.055,29586.293,769984.56,4817917.0,708082.8,349807.66
383/587.2937mz/2.57min,0.0,0.0,0.0,281406.7,0.0,0.0
384/288.0726mz/2.62min,202388.39,598755.4,23282.648,0.0,3943.894,88275.86
385/232.119mz/2.56min,240467.44,272342.62,1163844.9,443713.53,855200.0,152103.5
386/327.1197mz/2.57min,431923.4,505360.3,243227.0,229364.56,266220.22,314247.28
387/237.1244mz/2.57min,77563.82,99828.31,334793.2,78431.58,212770.92,105705.94
388/282.1179mz/2.57min,83485.3,122035.125,404168.88,117108.27,259415.22,107626.61
389/281.1144mz/2.57min,709936.7,1024214.94,3108250.5,973579.56,2104737.2,1043329.0
390/301.1406mz/2.57min,1413009.5,1317255.8,1488570.9,6127706.0,1033698.5,1424570.0
391/348.1411mz/2.57min,0.0,0.0,80485.38,406710.9,81338.06,24805.738
392/595.2624mz/2.57min,0.0,0.0,105180.67,498186.88,67024.0,37720.156
394/611.2572mz/2.57min,232215.17,211872.55,236532.39,716596.1,125289.984,188507.98
396/129.0558mz/2.53min,765291.25,558444.56,7409046.5,7859170.5,1851596.0,335972.7
397/591.2309mz/2.58min,91501.375,130368.79,380846.97,86960.68,196555.83,105777.39
398/265.083mz/2.58min,1118218.0,1233017.9,948543.06,772541.4,761368.9,829136.0
399/272.0235mz/2.58min,0.0,0.0,1645360.2,3021927.5,1383733.1,233593.8
401/309.1093mz/2.59min,7888553.5,9016465.0,6780993.5,5695035.0,5799159.5,6309871.0
402/619.226mz/2.59min,984391.1,1140694.2,825389.06,417114.9,536931.75,560942.3
404/254.1034mz/2.59min,2064674.2,2648154.2,1173447.4,503415.5,434245.25,324821.38
405/246.0983mz/2.59min,119355.67,100863.11,263380.6,1075621.2,784855.44,254648.16
406/214.1085mz/2.6min,182246.81,220940.72,401608.16,757833.9,482286.25,181217.4
407/326.1246mz/2.59min,853690.4,886109.9,9011.283,0.0,19628.328,727703.3
410/199.0612mz/2.61min,3654.807,4690.825,98001.93,447113.97,195120.75,48175.273
411/183.0663mz/2.61min,329181.9,356371.97,3791394.5,875302.56,1162139.5,2051510.0
414/367.1395mz/2.61min,0.0,0.0,79958.42,0.0,0.0,27511.809
416/315.0821mz/2.62min,17825.443,9006.596,25672.078,1259574.2,34347.645,10688.254
417/230.1034mz/2.62min,1599189.9,2080902.0,3339783.5,807632.3,2077624.5,1121355.1
418/356.0985mz/2.63min,0.0,0.0,614959.7,135446.77,322285.56,111791.59
419/225.0881mz/2.62min,303275.47,532163.75,1602977.4,579293.2,813498.44,377668.1
420/293.0991mz/2.63min,203840.84,252597.06,313266.62,92201.305,257009.97,108546.5
421/196.0615mz/2.63min,2332463.5,3862813.0,3102731.0,2540107.8,2510835.0,2150303.0
423/805.2107mz/2.63min,194756.27,361989.4,562098.06,254389.67,320015.4,72798.73
424/815.2395mz/2.63min,1184415.5,1287824.4,1189684.1,1236098.1,1150287.6,351486.88
425/832.2297mz/2.64min,424588.3,506158.2,751217.5,413464.25,507005.5,146867.22
428/225.0773mz/2.65min,127383.46,110013.34,106094.3,4396.3027,30143.508,388323.12
432/189.0768mz/2.63min,0.0,21519.023,106550.71,101231.875,110573.625,21367.0
435/297.073mz/2.66min,128134.99,149797.23,110649.125,73842.195,103481.414,94035.03
436/259.1299mz/2.65min,21358.018,24573.61,105408.984,165006.95,44163.285,0.0
437/328.1992mz/2.67min,0.0,0.0,293152.06,703136.6,69697.8,0.0
438/167.0713mz/2.67min,0.0,0.0,336037.34,348000.47,199679.05,59525.4
440/390.0827mz/2.67min,0.0,0.0,0.0,236384.9,0.0,0.0
441/192.0302mz/2.68min,4469.0596,0.0,454024.28,152666.14,501515.0,107096.64
442/258.0981mz/2.65min,29539.506,73927.75,348741.97,508812.78,164113.4,4368.1143
444/178.051mz/2.68min,872729.9,1120524.8,1491842.6,531730.56,844569.75,602591.44
445/210.0771mz/2.69min,452391.6,437354.62,494909.44,557120.9,469534.94,378169.56
447/359.1094mz/2.69min,116321.51,297044.88,33867.535,1200107.2,376207.28,295387.38
448/287.1248mz/2.71min,172434.27,338375.38,511912.5,617188.4,158201.08,101765.83
449/246.0983mz/2.68min,61566.723,41433.24,512040.56,488868.0,405982.28,245566.08
450/180.0666mz/2.68min,103645.36,242496.78,97754.234,68807.164,186765.42,186614.36
451/296.0776mz/2.69min,129788.99,257848.83,16325.84,3679.5876,32378.65,69898.484
452/373.0055mz/2.7min,969970.1,735577.25,692838.56,792753.2,865253.8,966261.7
453/159.0662mz/2.7min,136588.67,183658.61,191921.28,209797.92,161069.98,210331.64
455/250.0721mz/2.7min,31239.684,11947.52,152743.05,203708.05,96352.51,16668.451
456/327.1199mz/2.7min,3898781.5,5389356.0,3322820.8,3506654.2,2914663.5,3437154.8
457/376.1034mz/2.7min,16891.855,0.0,113033.664,128867.39,111213.44,22225.322
458/328.1235mz/2.7min,558544.56,797503.9,490661.22,488939.1,434769.38,517540.78
459/247.0724mz/2.71min,35003.156,42570.715,469506.84,307226.25,371542.22,139006.45
461/241.0717mz/2.72min,0.0,0.0,319745.88,56119.992,123329.34,56614.61
462/298.093mz/2.72min,13234.028,172657.05,891139.0,63092.66,207720.28,11088.925
464/240.0514mz/2.73min,1125585.6,929743.4,1536403.8,3776221.8,3614299.2,2436263.2
466/329.099mz/2.73min,34212.65,28072.994,3896.0596,142480.19,51503.816,54857.61
467/229.1193mz/2.73min,137092.17,194375.33,339243.28,285067.6,251515.53,21909.48
