sample_name	filename	ATTRIBUTE_GROUP
NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML	NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML	CTRL
NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML	NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML	CTRL
NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML	NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML	CTRL
NEG_TJGIp7_1_Run17.mzML	NEG_TJGIp7_1_Run17.mzML	EXP
NEG_TJGIp7_2_Run141.mzML	NEG_TJGIp7_2_Run141.mzML	EXP
NEG_TJGIp7_3_Run156.mzML	NEG_TJGIp7_3_Run156.mzML	EXP
