"","PC1","PC2","PC3","PC4","PC5","PC6"
"NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML",-11.72,-1.0418,-3.8182,1.3552,0.39356,6.5471e-15
"NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML",5.836,-1.5718,-1.0471,-3.2347,2.1198,3.7365e-15
"NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML",8.2213,1.1653,-1.7108,-0.52554,-3.1415,3.7328e-15
"NEG_TJGIp8_1_Run20.mzML",-11.256,2.8066,3.1695,-1.6905,-0.709,2.4908e-15
"NEG_TJGIp8_2_Run85.mzML",2.2209,-6.2699,2.6166,1.6484,-0.25266,1.7388e-15
"NEG_TJGIp8_3_Run207.mzML",6.6983,4.9117,0.79004,2.4472,1.5898,4.6235e-15
