"MetaboAnalyst_ID","NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML","NEG_TJGIp8_1_Run20.mzML","NEG_TJGIp8_2_Run85.mzML","NEG_TJGIp8_3_Run207.mzML","shared_name"
"85/196.0108mz/2.26min",2.99171317984561,3.22279285136436,3.20034771000667,2.78590937947016,3.4392269840965,2.99289601687848,"85"
"87/144.0455mz/2.34min",2.60089956081818,2.4541187870264,2.46647936952619,2.37443674489767,2.49986803974645,2.42399734002674,"87"
"89/188.0353mz/2.4min",2.51727466483936,2.48916177027098,2.50323995866437,2.3724760604348,2.48835260173796,2.49017370749718,"89"
"90/139.0401mz/2.45min",2.2424863223271,2.62135950109777,2.6574307620427,2.38103050901195,2.66767950753849,2.6878920363778,"90"
"93/769.2339mz/2.57min",2.50045989905895,2.6133311727383,2.64909283530449,2.67150858852149,2.77252078297939,2.61373953279059,"93"
"94/815.2396mz/2.57min",2.3436146952415,2.49533256147842,2.5510072249931,2.62092282440968,2.63686524244316,2.51465163984483,"94"
"96/158.0823mz/2.72min",2.44593900754987,2.3489404119491,2.36176135723585,2.45869369975349,2.44402265064537,2.37481191776786,"96"
"100/158.0823mz/2.81min",2.7823159370343,2.6477445274612,2.63361554834885,2.74975839242617,2.78436720215875,2.67203409332372,"100"
"101/131.0714mz/2.81min",3.26049210545275,3.3520692151783,3.27450815234806,3.14626239899226,3.2836873773459,3.24240417850733,"101"
"107/186.1135mz/2.95min",2.88550920321134,2.87113148823742,2.77638893530294,2.85438206060351,2.34456285930109,2.24961946461343,"107"
"108/426.1899mz/2.97min",2.5774572353589,2.78114793725552,2.73822534885481,2.66279680263647,2.68081478136371,2.71370117040909,"108"
"109/192.0666mz/2.97min",2.4906869812563,2.30076421423199,2.32361307585088,2.45517057879614,2.50160616841617,2.32943497864996,"109"
"110/153.0557mz/2.98min",1.97397817305904,2.46675049592069,2.52442274171898,2.05224436458408,2.512730987382,2.55865287511922,"110"
"112/165.0557mz/3.02min",2.51352470954258,2.59953006384431,2.55924711967912,2.40271290260321,2.56603996479803,2.53878765415998,"112"
"113/173.0819mz/3.04min",2.34702442450878,2.19170637964238,2.21919365735408,2.34073519944448,2.26213476885691,2.21305559240951,"113"
"114/164.0354mz/3.05min",2.43716232419843,2.41446605537621,2.39742596494771,2.2720979494795,2.45418879990616,2.32074250059272,"114"
"115/186.0772mz/3.06min",2.53779201104892,2.53906626859907,2.53825923796964,2.59158385546228,2.70024507443709,2.56999263263442,"115"
"116/456.2005mz/3.1min",2.34262026719758,2.46051444871998,2.41478438185184,2.34249045719091,2.4046208855876,2.38732439988793,"116"
"119/245.0932mz/3.2min",2.93919978934287,3.04522872045738,3.01027893284048,2.91832062625459,3.07077849256594,3.02358336605497,"119"
"122/178.051mz/3.25min",2.42170830635654,2.37579061316646,2.36673522865743,2.17817229564463,2.3921958495756,2.33136134885018,"122"
"124/144.0455mz/3.27min",2.37202724623041,2.10030626325824,2.11247017437314,2.20365509749713,2.23094095678533,2.07629100730676,"124"
"125/261.1344mz/3.27min",2.19910802717032,2.24635608618412,2.20505388608012,2.25701267668793,2.27015258410051,2.25353464821769,"125"
"129/138.0197mz/3.32min",2.93577747279962,2.74428814981272,2.67045062378823,2.94314166105101,2.87477825309299,2.6944782490197,"129"
"130/261.1344mz/3.36min",3.15911747485798,3.18286466329561,3.14809618700663,3.21868801430002,3.20854555509242,3.20929906421953,"130"
"139/187.0976mz/3.45min",3.55444548724296,3.38308077793067,3.38611296404483,3.63858702985406,3.56162134910889,3.46394893234988,"139"
"140/209.0795mz/3.45min",2.3716972999426,2.29163137539898,2.28722614989246,2.44606338902666,2.43034634105653,2.37858093472027,"140"
"141/145.087mz/3.45min",2.20060337786562,2.42220282004312,2.32186839742363,2.13445386460343,2.27550737200029,2.26582096284429,"141"
"147/177.0557mz/3.53min",2.54847262316542,2.53617101487248,2.63331323809332,2.63453467741551,2.66326037289959,2.63602507292966,"147"
"148/269.1031mz/3.53min",2.30469518346402,2.2881661574996,2.37823049930703,2.38335756927241,2.41376527800212,2.39371522384419,"148"
"150/145.087mz/3.54min",2.52439020130108,2.55298795118962,2.51088824245235,2.48463823068313,2.53952978373321,2.47272920667031,"150"
"153/191.0749mz/3.59min",1.80964422847747,2.3075615814321,2.37743765365911,1.61632848867109,2.49901157600596,2.24113890256725,"153"
"154/144.0455mz/3.59min",3.21359424857924,2.85807748576942,2.94783076073032,2.98593633342334,3.05073241945036,2.90619862510076,"154"
"155/466.2211mz/3.66min",2.10527360262125,2.34452044293562,2.30860155382009,2.17388532963195,2.18518551372995,2.28759137421186,"155"
"156/292.1192mz/3.69min",2.33820878943648,2.25335187474723,2.331965896529,2.30290501446344,2.45744709345643,2.09531884344212,"156"
"161/191.0749mz/3.67min",2.57733889191739,2.08810934902526,2.14910533712055,2.149052775092,2.17006703169665,1.84843906702051,"161"
"164/171.1027mz/3.75min",2.57971156325114,2.42508672491904,2.43327245827267,2.60373302153299,2.62996950057161,2.49788386993318,"164"
"165/195.0663mz/3.76min",2.13862293199842,2.22315352350843,2.29961493362716,2.46709981166921,2.43240450720056,2.37328400908355,"165"
"168/159.1027mz/3.79min",2.23701111088585,2.32484872576761,2.33745764859879,2.29690758620655,2.30556532949204,2.25332005721628,"168"
"169/471.166mz/3.79min",2.442868914713,2.26787846533997,2.3513944200516,2.44340831806919,2.41140855538776,2.32506508657868,"169"
"170/507.1427mz/3.79min",2.92587122696876,2.55146988968675,2.54805895951812,2.95849652043341,2.7452918896826,2.51295961178845,"170"
"171/534.1616mz/3.79min",2.37014794955254,2.01988342239969,1.98263880044619,2.42131626718338,2.22539273715231,1.94710872921989,"171"
"172/517.1715mz/3.79min",3.11038886511198,3.0455842820746,3.16614354429655,3.14851377909799,3.21431685235792,3.14066089886902,"172"
"173/518.1748mz/3.79min",2.56407232085535,2.50510924942224,2.59131763005136,2.59679459819216,2.64185436852815,2.57086568202772,"173"
"176/236.0962mz/3.8min",0.712673446286215,3.03448972743216,3.07585807338919,-0.0196463051582363,3.0806768479352,2.81013211161686,"176"
"179/489.1768mz/3.87min",2.61153290487937,2.69872567801285,2.78799204309648,2.74329866539943,2.84589684858406,2.71105728559715,"179"
"180/525.1533mz/3.87min",2.47986963431192,2.13464714300142,2.11563851356417,2.57091265462205,2.36609216615179,2.00616214182805,"180"
"181/535.1824mz/3.87min",2.06703796288434,2.09595154013232,2.18350055795132,2.1484538715279,2.28501162369458,2.10323859459007,"181"
"182/317.0303mz/3.87min",2.7454772290911,2.24911181114837,2.3229616319036,2.32456613979378,1.58322392508235,1.54515752302282,"182"
"185/596.2844mz/3.92min",2.66512421004944,2.67522208968478,2.68738257663023,2.71963453501434,2.70606461686122,2.6188550097867,"185"
"187/473.1819mz/3.92min",2.2583032993408,2.11000912823637,2.20082232949905,1.98768166935756,2.30201998057385,2.1123213648301,"187"
"188/213.0154mz/3.94min",2.06960932618658,2.27753677263467,2.32393030843888,2.19644312733292,2.46878533924783,2.37073933484859,"188"
"190/459.2028mz/3.94min",2.33906328309663,2.09472392610121,2.07319648772778,2.02745742901379,2.31269263768978,2.0363130731122,"190"
"191/236.0962mz/3.94min",3.19694646475443,2.26564255682851,2.25191232668762,2.97163074875831,2.2987246196552,2.26065820693456,"191"
"200/171.1028mz/4.01min",2.4349313346804,2.21959728613998,2.2519843608027,2.24246974792003,2.2327845905771,2.19057659842962,"200"
"206/228.1605mz/4.03min",2.41088673151391,2.14604267466349,2.21676214670626,1.98520369039471,1.38214399999595,1.35992282399873,"206"
"208/489.177mz/4.03min",1.87176823602348,2.11778647961734,2.1800450942024,1.82374834133716,2.22353891293288,2.17222853179437,"208"
"209/225.1134mz/4.05min",2.15975166840597,2.51056747043959,2.47850151500397,2.41542078627692,2.50338870984374,2.48453540749398,"209"
"211/159.1027mz/4.07min",2.31053922896181,2.48504820256988,2.28902460089292,2.26486451771711,2.2490420706083,2.23906814580474,"211"
"214/580.2891mz/4.12min",2.7638768418816,2.75020742435535,2.74126232263144,2.74515135833079,2.78364529298584,2.65834805968649,"214"
"215/517.1716mz/4.13min",2.20107769327195,2.11844570808444,2.14130503505119,2.17373390597385,2.20029419766749,2.06637458670625,"215"
"218/947.3704mz/4.13min",2.72764333941236,2.72883968377349,2.79797176434433,2.76241412602444,2.85148869253188,2.77028983647337,"218"
"219/329.1758mz/4.13min",2.14332067896023,2.13898649962592,2.17775959194891,2.14977211716233,2.20841170338189,2.14753829110447,"219"
"220/117.0191mz/4.13min",2.14277760713539,2.1623713002073,2.16822015225682,2.14865793108979,2.24266022270335,2.14294595073174,"220"
"221/519.187mz/4.13min",4.25131227293672,4.22235995948672,4.2541623821462,4.29134239887193,4.31192241889296,4.22287427995124,"221"
"222/541.1678mz/4.13min",2.25170978605049,2.36383491798818,2.40472818736088,2.23714214424437,2.41476304462233,2.40859569648317,"222"
"223/536.1779mz/4.14min",3.17929203474058,2.82943739613124,2.50182805292628,3.17535356103457,2.98534316165475,2.50542449971273,"223"
"224/473.1816mz/4.13min",4.30131696062935,4.30415794185285,4.34702303385271,4.32411654434534,4.4107359346048,4.31379857487134,"224"
"225/509.1583mz/4.13min",3.92171331586276,3.52858151851274,3.47242675710392,3.9014834144043,3.65409299010745,3.46719287895146,"225"
