Filename,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML,POS_D5-227-C4-a_Run313.mzML,POS_D5-227-C4-b_Run316.mzML,POS_D5-227-C4-c_Run319.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
32/217.1048mz/2.25min,873157.44,1119584.6,874888.25,1093876.0,1045753.25,895705.2
33/140.0684mz/2.42min,38273.098,86922.38,86683.18,74780.56,44762.83,108542.72
34/316.2117mz/2.51min,378905.0,172567.9,192132.47,168050.2,200050.38,219273.7
35/316.2117mz/2.67min,483951.94,316461.5,108783.01,172499.8,360925.62,262481.5
36/89.0598mz/2.74min,1227202.5,457790.88,361792.6,179913.94,444416.53,877115.06
37/272.1856mz/2.75min,457010.9,316054.78,286595.44,208603.23,499106.94,310823.47
38/217.1072mz/2.8min,302399.5,251867.11,562677.25,416209.47,282754.12,446351.94
39/257.0996mz/2.8min,635531.0,551323.1,1194898.0,1161320.4,771076.9,1216808.0
40/138.0551mz/2.84min,729429.0,699165.94,635383.44,481869.78,526436.25,682593.4
41/120.0445mz/2.84min,2561646.0,2504766.0,2225040.0,1660799.6,1829577.2,2364892.2
42/171.0993mz/2.86min,498830.28,483364.94,267178.84,2923744.8,2802846.8,3016733.8
44/345.1519mz/3.14min,252543.84,184725.34,539637.94,423075.3,173772.1,265979.84
45/172.1333mz/3.19min,1050209.2,1000862.06,1013033.6,1317225.6,1314598.5,1344955.6
46/194.1154mz/3.19min,5550690.0,5608868.5,5752086.5,7047378.5,8388168.5,8329619.0
47/212.1259mz/3.19min,552988.1,538453.6,551343.1,871609.3,903809.0,904358.8
48/217.1073mz/3.35min,87067.195,85421.49,84089.23,75608.5,70349.48,39871.695
49/239.0891mz/3.35min,585025.5,621064.56,785703.9,964848.94,872212.25,695308.75
50/219.0571mz/3.53min,472468.16,704063.7,571939.8,691735.25,829306.06,515062.44
51/233.0727mz/3.56min,111962.734,61915.23,174515.22,170132.69,73640.56,158427.62
52/255.0546mz/3.56min,103437.08,40652.473,154486.44,220868.98,108422.125,218942.19
53/201.0597mz/3.65min,183206.77,150574.69,383144.03,362590.8,267916.2,383928.12
54/217.1072mz/3.66min,123977.27,96024.46,165238.33,246992.11,161557.77,251932.02
55/385.1467mz/3.66min,311265.3,259329.77,648033.3,631451.06,453251.5,678267.25
56/345.1542mz/3.66min,50080.805,46512.25,134678.56,119824.375,77639.13,105919.195
57/140.0683mz/3.72min,70989.58,104845.33,104798.42,119944.78,61316.28,124868.28
58/322.0967mz/3.77min,60915.984,55392.29,106577.98,117616.06,66957.68,96891.7
59/302.1304mz/3.8min,955356.5,634986.25,1293005.6,1200070.9,653919.56,1038155.1
60/324.1124mz/3.8min,2224620.2,1698226.6,3029360.2,3698251.5,2170226.0,3290217.8
61/468.2439mz/3.85min,326846.06,266037.78,521222.72,167217.89,113728.23,185092.19
62/217.1073mz/3.85min,77007.41,56348.49,150358.2,124556.414,81030.15,131062.21
63/245.0859mz/3.85min,520364.78,465661.06,900811.2,832593.25,617000.2,888676.2
64/433.2066mz/3.85min,140299.77,108370.22,256059.61,223665.48,150550.61,235979.0
65/451.2172mz/3.85min,556432.06,477445.4,979511.1,842133.4,593124.5,892105.2
66/473.1993mz/3.85min,2087157.5,1775188.2,3451053.8,2892090.0,2104210.0,3114405.2
67/300.1148mz/3.9min,959815.4,733447.1,1374672.9,1111181.5,718099.6,931709.6
68/322.0967mz/3.9min,789315.5,610660.44,1131831.0,1291675.6,847295.0,1114873.1
69/203.0622mz/3.91min,159196.42,175056.88,221874.0,148479.1,138514.08,135928.48
70/561.2516mz/4.0min,252184.88,131366.05,417414.56,373809.84,208791.33,353407.8
71/222.1465mz/4.06min,555436.4,555364.0,546055.1,852409.94,875288.44,892642.8
72/325.1256mz/4.24min,856377.1,824488.94,809217.3,1032419.8,956689.5,940684.1
73/233.0727mz/4.36min,430908.72,316282.84,681919.6,581928.8,366116.72,538303.8
74/255.0545mz/4.36min,429370.25,324965.4,696547.7,867419.94,560720.8,825420.75
75/266.1726mz/4.37min,88478.78,83416.31,90807.68,153164.1,220705.05,112727.37
76/226.1802mz/4.37min,138396.81,117282.11,127039.375,193092.44,290968.03,147773.64
77/244.1908mz/4.37min,51615.07,45961.19,52564.145,81524.625,129815.21,58247.633
78/236.1621mz/4.45min,82167.91,66461.484,77752.49,116044.875,134111.28,128275.5
80/689.299mz/4.5min,553162.1,431136.62,874201.06,705779.7,508476.62,714042.1
81/450.2336mz/4.54min,2713164.2,2280884.2,3885283.5,1813992.4,1325019.6,1544219.2
82/433.2069mz/4.54min,5378270.0,4720300.0,8173895.5,8606180.0,6439620.0,7498083.0
83/236.0806mz/4.55min,2251770.5,2062183.1,3239293.5,3583265.8,2859071.5,3218828.2
84/455.1888mz/4.55min,36426240.0,33078956.0,46258470.0,46884028.0,40627910.0,43246900.0
86/244.0668mz/4.55min,392515.88,343792.88,535368.5,429815.97,346638.25,390942.72
87/230.9846mz/4.69min,722326.3,755746.25,758790.56,864620.25,865214.4,801744.94
88/211.9708mz/4.69min,3885960.8,4098365.8,4073209.0,4788912.5,4630215.0,4470155.0
90/229.9813mz/4.69min,8713632.0,9201769.0,9118387.0,10523054.0,10450190.0,9799658.0
91/231.9792mz/4.69min,8553489.0,9007000.0,8944106.0,10332395.0,10220990.0,9606152.0
92/232.9824mz/4.69min,706129.5,762901.06,750166.3,862995.44,861966.06,815228.1
93/469.1091mz/4.69min,407673.62,341365.66,429135.84,552341.4,427882.66,479797.53
94/447.1271mz/4.69min,489896.84,396407.16,514181.6,561403.2,428942.38,482258.3
95/247.0883mz/4.7min,456514.1,474250.84,599881.7,528117.2,465944.0,503333.06
96/269.0702mz/4.71min,414863.53,436035.22,552757.1,654576.25,571656.1,620908.94
97/568.2964mz/4.72min,768481.94,756033.0,653115.9,302360.4,293207.4,276538.28
98/573.2518mz/4.73min,4522530.0,4588901.5,4186200.5,4587822.0,4274630.0,4258534.0
99/228.1959mz/4.82min,216914.27,135601.77,210690.34,295555.28,426254.6,361673.84
100/250.1778mz/4.82min,560718.4,393789.3,574866.4,812627.5,1112639.0,947297.25
