"","FC","log2(FC)","raw.pval","-log10(p)"
"659/441.1518mz/4.67min",0.31356,-1.6732,8.5353e-06,5.0688
"993/427.2109mz/5.39min",0.42552,-1.2327,0.00020818,3.6816
"893/443.2058mz/5.24min",0.31579,-1.6629,0.00023831,3.6229
"661/460.2042mz/4.67min",0.36725,-1.4452,0.00045451,3.3425
"2753/786.595mz/7.68min",0.062008,-4.0114,0.00045891,3.3383
"657/459.201mz/4.67min",0.35994,-1.4742,0.00053914,3.2683
"551/339.1588mz/4.13min",0.48557,-1.0423,0.0014593,2.8359
"2743/808.5765mz/7.69min",0.1232,-3.021,0.0015286,2.8157
"962/415.2108mz/5.35min",0.4802,-1.0583,0.0016372,2.7859
"932/399.2163mz/5.31min",0.34672,-1.5282,0.0016565,2.7808
"762/457.2191mz/4.93min",0.49014,-1.0287,0.002128,2.672
"690/913.3632mz/4.78min",0.49299,-1.0204,0.0021831,2.6609
"1486/634.3588mz/6.17min",3.4256,1.7764,0.002695,2.5694
"736/499.2298mz/4.87min",0.38033,-1.3947,0.0028746,2.5414
"3460/366.3728mz/8.61min",0.0035825,-8.1248,0.0039059,2.4083
"991/428.2142mz/5.39min",0.42248,-1.243,0.0068061,2.1671
"680/482.2831mz/4.76min",0.34695,-1.5272,0.011244,1.9491
"2373/460.3132mz/7.36min",0.43784,-1.1915,0.011965,1.9221
"674/460.3009mz/4.73min",0.41733,-1.2607,0.013377,1.8737
"371/194.0814mz/3.13min",2.5784,1.3665,0.017188,1.7648
"764/399.2162mz/4.93min",0.48614,-1.0406,0.0173,1.7619
"3591/438.3726mz/8.94min",0.25036,-1.9979,0.017346,1.7608
"1003/965.6497mz/5.4min",0.33256,-1.5883,0.020927,1.6793
"1923/550.3019mz/6.83min",2.0221,1.0159,0.021303,1.6716
"3586/395.3306mz/8.92min",0.3155,-1.6643,0.024975,1.6025
"1002/494.3195mz/5.4min",0.46379,-1.1085,0.025924,1.5863
"3582/396.3339mz/8.92min",0.32634,-1.6156,0.029631,1.5282
"553/457.1852mz/4.13min",0.30797,-1.6991,0.032127,1.4931
"503/517.3232mz/3.87min",2.2098,1.1439,0.042074,1.376
"3877/758.5685mz/10.24min",0.27121,-1.8825,0.043817,1.3584
"465/161.0961mz/3.68min",0.46892,-1.0926,0.044875,1.348
