"MetaboAnalyst_ID","POS_TJGI15pt3_EV_alcA.Control_1_Run31.mzML","POS_TJGI15pt3_EV_alcA.Control_2_Run114.mzML","POS_TJGI15pt3_EV_alcA.Control_3_Run203.mzML","POS_TJGIp2_1_Run37.mzML","POS_TJGIp2_2_Run93.mzML","POS_TJGIp2_3_Run161.mzML","shared_name"
"228/232.1543mz/2.1min",2.91675683572653,2.83362653566183,2.91025542209267,3.06225360746227,2.89158788020623,2.85966522871251,"228"
"229/220.118mz/2.1min",2.82740422596946,2.75340671759658,2.82221161236879,2.89468903645544,2.76447642999642,2.7195096102369,"229"
"230/242.0998mz/2.1min",2.30761131340493,2.20348224762566,2.27272681082167,2.44340854717142,2.26090032283396,2.16017993623429,"230"
"231/184.1697mz/2.16min",2.32980767261913,1.92317951057063,2.09758073824713,2.01269424546604,1.91186829627078,2.0409369772614,"231"
"235/185.0785mz/2.16min",2.52118093197348,2.38517732965179,2.45340781269198,2.5335574496622,2.44701322768471,2.45186043493117,"235"
"237/171.1128mz/2.2min",2.19961215142784,2.35799137631045,2.44152538897652,2.19454251951753,2.38143072092574,2.22019337818323,"237"
"238/188.0706mz/2.2min",2.59946377933841,2.52890822072252,2.67936979376729,2.51405074069008,2.46148801758542,2.56269930710222,"238"
"239/205.0972mz/2.2min",2.41935108926146,2.40225918220219,2.58866857196219,2.3342839698604,2.36553187574694,2.43646294056008,"239"
"240/217.1047mz/2.21min",2.22089260208394,2.35313115482246,2.46677168665436,2.46645863303042,2.29425525527977,2.39354050265508,"240"
"242/113.0597mz/2.22min",2.42795410071826,2.20611288629087,2.50653191705721,2.29100638780943,2.37848657580457,2.37535458803289,"242"
"244/231.1703mz/2.26min",2.37606088178473,2.37319188295582,2.4529628293481,2.09518990141384,2.31333828365327,2.31735892686528,"244"
"250/146.1176mz/2.34min",2.13527626293673,2.23422801021773,2.3109649293401,2.28728517588054,2.22569547587042,2.17694612101511,"250"
"251/146.0601mz/2.34min",2.66844559180148,2.61339423047803,2.73060134770771,2.51766940287871,2.42520310122659,2.37731373825878,"251"
"252/116.0706mz/2.35min",1.95288791769712,1.9064768515724,1.96917575743259,2.06000870280469,2.12652745239812,2.05931842407169,"252"
"255/229.1547mz/2.38min",3.09452394946759,2.97667759624608,3.06178289402573,3.18886335366489,3.13579063998436,3.17855179022841,"255"
"258/114.0914mz/2.4min",2.44970416299529,2.35115399778257,2.34576795171735,2.39534664874809,2.36177139539531,2.2452204738895,"258"
"259/190.05mz/2.4min",3.1603617580091,3.21766904823832,3.28192993528347,3.05197193656622,3.00220564760491,3.06576059052506,"259"
"260/138.0551mz/2.41min",2.53243289385823,2.45214262542808,2.56792871078764,2.5327399883125,2.55276696060247,2.52543786070888,"260"
