"","Filename","POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML","POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML","POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML","POS_TJGIp2_1_Run37.mzML","POS_TJGIp2_2_Run93.mzML","POS_TJGIp2_3_Run161.mzML"
"1","Class","CTRL","CTRL","CTRL","EXP","EXP","EXP"
"2","227/254.1385mz/2.09min","286896.9","349850.28","457142.88","326134.8","275351.6","225901.77"
"3","228/232.1543mz/2.1min","2754381.0","2901140.5","3614448.0","3947221.5","3366320.5","3092440.5"
"4","229/220.118mz/2.1min","2242184.8","2411842.5","2951196.8","2683656.5","2512141.0","2239472.5"
"5","230/242.0998mz/2.1min","677451.94","679867.8","832747.56","949393.9","787894.2","617754.7"
"6","231/184.1697mz/2.16min","712975.9","356551.06","556374.6","352153.6","352724.7","469432.44"
"7","232/102.0914mz/2.15min","537449.56","148235.6","496745.84","114315.93","240096.48","106403.55"
"8","235/185.0785mz/2.16min","1107766.2","1033045.75","1262392.4","1168410.2","1209430.2","1209195.6"
"9","236/195.1228mz/2.21min","463643.88","305555.2","170739.58","398842.72","265690.84","167099.77"
"10","237/171.1128mz/2.2min","528298.44","970361.6","1228321.2","535279.25","1039916.1","709299.25"
"11","238/188.0706mz/2.2min","1326572.4","1438303.2","2124009.0","1117091.2","1250419.1","1560757.5"
"12","239/205.0972mz/2.2min","876230.3","1074487.6","1723674.0","738451.3","1002534.8","1167075.8"
"13","240/217.1047mz/2.21min","554829.8","959562.75","1301841.9","1001143.94","850790.9","1057247.4"
"14","242/113.0597mz/2.22min","893760.75","683998.44","1426653.4","668412.06","1032890.2","1013889.7"
"15","243/245.1495mz/2.25min","122205.57","126782.38","200704.08","190134.22","92287.36","64711.83"
"16","244/231.1703mz/2.26min","793100.2","1004926.06","1261099.6","425821.7","889008.4","887145.9"
"17","246/220.1193mz/2.3min","112269.79","101928.87","124975.46","80959.52","76380.59","86000.62"
"18","247/218.1388mz/2.31min","48757.566","70590.52","117688.516","51966.645","63791.99","88000.88"
"19","248/152.0707mz/2.34min","196566.61","177837.22","283627.88","181510.77","281012.8","223891.25"
"20","250/146.1176mz/2.34min","455557.75","729743.5","909392.75","662709.3","726545.9","642069.8"
"21","251/146.0601mz/2.34min","1554936.9","1747175.2","2389945.0","1126438.0","1150192.9","1018473.8"
"22","252/116.0706mz/2.35min","299333.34","343098.7","413963.75","392687.06","578222.56","489727.56"
"23","253/147.0633mz/2.34min","123318.22","132523.7","160374.4","82677.14","60153.996","58448.24"
