"","Filename","POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML","POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML","POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML","POS_TJGIp2_1_Run37.mzML","POS_TJGIp2_2_Run93.mzML","POS_TJGIp2_3_Run161.mzML"
"24","254/418.197mz/2.38min","427989.28","235525.22","238514.33","387774.12","328901.44","405101.72"
"25","255/229.1547mz/2.38min","4147545.2","4032922.0","5123532.0","5283251.0","5906881.0","6444480.5"
"26","257/162.055mz/2.4min","214215.27","318521.78","369851.12","169332.42","195265.36","206000.81"
"27","258/114.0914mz/2.4min","939661.3","955204.2","985268.3","849932.7","993891.5","751374.75"
"28","259/190.05mz/2.4min","4826462.5","7024433.0","8505826.0","3854870.8","4342834.0","4970461.5"
"29","260/138.0551mz/2.41min","1136841.9","1205271.4","1643294.0","1166213.0","1542888.5","1432431.9"
"30","261/191.0532mz/2.4min","515917.1","758369.56","924962.0","404434.94","455331.62","519444.88"
"31","264/184.1697mz/2.47min","252549.1","153796.47","166605.5","168749.55","100976.875","124196.81"
"32","266/239.1489mz/2.44min","172838.67","65455.27","67211.17","124814.305","82223.92","79460.64"
"33","267/141.0547mz/2.45min","1285189.0","1410855.2","1671693.2","485642.44","853438.4","1015107.5"
"34","268/231.1703mz/2.46min","456139.38","541447.56","705270.06","442743.6","511945.53","584613.6"
"35","269/102.0914mz/2.49min","609537.6","317410.4","393401.56","258028.73","176061.08","459130.38"
"36","270/120.0656mz/2.48min","246329.25","279271.22","81279.695","136429.02","203554.69","335632.53"
"37","273/216.1232mz/2.52min","709853.4","926673.5","1145284.0","765290.2","748937.3","675728.7"
"38","274/167.0816mz/2.53min","645235.75","740667.56","1019289.25","727035.75","1165064.4","1041279.6"
"39","275/120.0809mz/2.53min","137758.36","294992.78","218914.14","144005.67","67068.24","200622.25"
"40","277/147.0554mz/2.55min","307169.8","450535.5","639442.5","295192.06","349685.97","367559.56"
"41","278/246.1701mz/2.56min","3840730.2","3452522.8","4202818.5","4821171.0","4386999.5","4272353.0"
"42","280/245.186mz/2.63min","1098762.2","618269.94","773484.75","556457.1","617341.56","686534.94"
"43","282/200.0919mz/2.6min","547397.3","548354.44","787405.56","578639.94","726863.75","657820.3"
"44","283/197.1286mz/2.61min","161310.06","1028577.1","1167937.6","172049.83","1333281.8","1037880.8"
"45","284/232.1544mz/2.62min","97806.75","91060.51","114539.04","59519.957","77994.57","92088.62"
"46","285/283.175mz/2.62min","84885.555","11451.377","24968.97","55602.21","33975.69","39701.312"
"47","286/180.0656mz/2.62min","680984.8","801244.4","1013915.94","615570.8","700487.94","717037.44"
"48","287/190.1439mz/2.64min","316950.56","321837.66","410870.1","508077.3","457664.5","421143.56"
"49","291/183.1017mz/2.63min","461661.9","406624.06","511829.78","414821.5","465076.3","397865.53"
"50","292/130.1591mz/2.64min","9189807.0","4918893.0","5968582.0","4756646.0","4563981.0","6459190.5"
"51","293/217.1548mz/2.66min","89267.59","94449.266","131927.75","98698.83","111542.48","123370.164"
"52","294/202.1803mz/2.67min","179297.47","116203.57","156189.19","148267.97","118079.16","125876.96"
"53","297/152.0707mz/2.68min","265257.6","281138.44","421932.6","254581.9","364505.72","331739.3"
"54","298/263.139mz/2.7min","1719782.5","1522676.6","1995815.4","1929995.5","2069739.4","2421509.8"
"55","301/193.0973mz/2.7min","988187.2","545257.56","635104.6","1198557.9","1143849.9","1434083.6"
"56","303/138.0551mz/2.73min","1049736.4","1360685.4","2089686.1","864372.5","1271957.1","1352865.2"
"57","304/120.0445mz/2.73min","4230187.5","5004904.0","6845661.0","3580506.8","4411321.0","5017043.5"
"58","305/114.0914mz/2.73min","370253.4","481392.2","754107.2","416539.94","344624.28","385844.62"
"59","306/213.066mz/2.74min","351538.25","464505.5","524399.7","133495.53","206610.11","238690.77"
"60","307/255.1703mz/2.75min","981657.7","664150.94","831343.94","1017585.5","885904.56","956570.6"
"61","308/164.0707mz/2.75min","312777.84","318186.94","401214.9","315332.25","341711.62","364095.22"
"62","309/245.186mz/2.76min","744590.1","1127613.6","1505443.1","928313.6","992444.2","1146462.6"
"63","310/123.0917mz/2.76min","36566.47","59748.47","83690.19","59301.438","56914.258","68355.93"
"64","311/272.1856mz/2.76min","696481.7","531535.2","705995.4","670040.25","553372.0","560508.0"
"65","312/275.1601mz/2.77min","564867.1","469362.25","564680.94","492367.06","379912.2","472417.6"
"66","315/215.1391mz/2.82min","52492.984","80558.164","98635.73","116949.72","123300.13","78504.516"
"67","318/146.0601mz/2.83min","68964.91","103843.66","155154.98","60962.316","151334.08","97564.07"
"68","320/245.186mz/2.8min","821927.94","906154.2","1250481.8","719009.25","736864.44","887918.6"
"69","322/295.1288mz/2.84min","573320.8","480993.12","609151.3","677813.8","650276.44","1150890.1"
"70","323/203.1392mz/2.85min","1222642.2","838934.25","1126806.8","2737365.5","1366687.0","1248408.4"
"71","324/428.2043mz/2.89min","211048.27","236080.45","279174.9","273296.12","272390.4","219408.5"
"72","327/230.1177mz/2.89min","95924.98","81024.336","105934.67","141197.22","98808.28","89107.49"
"73","328/86.0965mz/2.92min","87635.8","179674.0","292852.06","183912.16","342588.5","307561.3"
"74","329/246.17mz/2.93min","240021.83","212303.0","249596.8","173149.36","178346.89","202816.61"
"75","330/279.1703mz/2.94min","414940.12","431435.4","574831.5","362346.03","363088.4","438250.28"
"76","334/170.1177mz/2.95min","750451.94","557789.2","680004.7","640557.1","550553.1","585709.25"
"77","336/210.1102mz/2.95min","904892.6","706316.8","764984.4","752105.3","658088.94","720599.1"
"78","337/245.1496mz/2.96min","246249.69","263647.28","346118.72","161113.08","170707.3","225113.8"
"79","338/120.0808mz/2.97min","81635.09","191292.38","163887.17","93109.664","187692.88","163762.66"
"80","339/215.1392mz/2.98min","664894.3","675793.2","931492.75","1014954.56","894997.6","612014.75"
"81","341/428.2043mz/2.97min","317894.88","394780.6","420011.75","468120.88","472572.78","378978.88"
"82","343/120.0656mz/3.01min","375955.56","212665.36","343337.8","242363.58","204126.69","257645.64"
"83","344/231.1704mz/3.0min","822237.9","906932.2","1115824.0","822697.5","898372.5","1042600.75"
"84","345/223.1078mz/3.02min","477684.3","245337.95","260100.56","27349.824","41594.37","59225.535"
"85","348/246.17mz/3.02min","498422.66","429320.0","560866.56","494381.47","478251.16","573656.3"
"86","349/158.1541mz/3.0min","189229.38","178150.61","222035.4","232401.83","255239.92","233705.33"
"87","350/457.1856mz/3.05min","943753.06","0.0","112368.81","0.0","16791.738","4238.958"
"88","352/279.1703mz/3.03min","416947.4","472259.16","622938.9","386752.62","438815.56","530972.2"
"89","353/211.1442mz/3.05min","344507.12","1184326.4","1055923.8","332755.53","951775.06","814645.25"
"90","356/120.0445mz/3.05min","319076.8","380423.9","503610.78","318768.03","368812.66","348198.12"
"91","357/191.1043mz/3.05min","101917.43","74375.945","72643.016","95336.445","81578.305","51889.184"
"92","358/148.0394mz/3.05min","390358.6","505776.2","640296.5","409348.62","477464.75","401184.5"
"93","359/289.1757mz/3.06min","1121300.0","769253.3","1195571.6","951413.56","691920.9","945164.7"
"94","360/223.1541mz/3.09min","395795.88","402695.94","585763.9","339619.06","317314.75","257206.44"
"95","361/240.1806mz/3.09min","1230443.5","1005302.6","1210909.4","1035465.25","788838.6","609322.5"
"96","362/245.136mz/3.09min","627747.7","1503134.2","2822833.0","743934.75","955262.5","1157657.6"
"97","363/104.107mz/3.1min","65272.215","88819.086","204492.39","63757.875","39432.79","121262.86"
"98","364/173.1286mz/3.12min","958825.1","1006780.7","1281398.9","1381677.5","1174925.9","1248699.8"
"99","365/259.1765mz/3.12min","338432.4","319347.56","451672.0","533425.25","451712.7","358049.25"
"100","367/120.0808mz/3.12min","122583.234","259196.53","213061.67","112450.39","218369.81","186910.45"
