Filename,2024_NEG_CC_1_Run21.mzML,2024_NEG_CC_2_Run48.mzML,2024_NEG_CC_3_Run62.mzML,2024_NEG_CC-VPA_1_Run27.mzML,2024_NEG_CC-VPA_2_Run36.mzML,2024_NEG_CC-VPA_3_Run77.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
500/666.6045mz/9.8min,1034950.25,551415.06,759469.8,831725.94,899851.56,977769.75
501/646.5419mz/9.9min,3339945.8,2371206.0,2447901.5,2543416.2,2728979.2,2880019.8
502/663.5321mz/9.91min,1717784.8,989504.7,1046262.3,1368234.6,1162418.1,1270071.8
503/89.0244mz/10.0min,916433.9,868413.6,1156765.0,990871.8,822329.7,804950.9
504/316.948mz/10.16min,5503.085,51434.29,7159.04,52629.195,0.0,0.0
505/248.9604mz/10.14min,41204.66,112043.47,47797.504,61597.875,25763.771,16003.738
506/112.9857mz/10.14min,709261.4,1020180.7,590013.9,817518.2,609486.0,564074.25
508/311.1687mz/10.2min,215316.81,173285.05,191683.5,215828.98,170486.92,171285.38
511/100.9337mz/10.2min,1177540.8,857878.56,1153091.4,1317041.4,1421097.0,959527.1
512/115.9208mz/10.21min,3631693.0,3960577.8,3447992.5,3617572.0,3107922.2,2044725.0
513/325.1844mz/10.21min,181915.69,154833.58,174655.28,190923.22,143447.86,161000.2
514/132.8679mz/10.21min,170056.88,151837.06,147972.39,168208.44,157000.28,146611.12
515/144.9235mz/10.21min,1824707.4,1938347.0,1990688.0,2095130.0,1834857.5,1563340.9
516/662.4769mz/10.24min,2839854.0,600198.94,1793104.1,351778.28,523112.72,839165.5
518/648.4613mz/10.27min,1655254.9,359858.78,598411.5,186583.8,415739.66,400971.38
519/742.5394mz/10.28min,0.0,479183.3,50313.066,377456.2,304012.78,0.0
520/520.9102mz/10.27min,97404.24,93001.99,86445.55,60802.984,59279.55,59257.82
521/384.9351mz/10.27min,214829.25,201405.95,186446.88,152592.6,145967.12,162874.19
522/112.9857mz/10.27min,2314974.2,2167654.2,2916501.5,2214043.8,2831912.2,2711665.5
524/716.5238mz/10.28min,0.0,549673.5,59530.176,319893.88,274884.66,0.0
525/248.9604mz/10.28min,391951.1,395372.56,352088.6,315198.94,294303.44,321775.25
526/316.9479mz/10.28min,350349.56,344075.06,326094.44,280354.16,258285.31,287491.28
527/452.9226mz/10.28min,170887.42,159320.69,149829.62,100161.28,105443.18,126018.31
529/661.4648mz/10.28min,338493.34,75774.53,143267.97,17656.895,39159.477,76376.73
530/674.4017mz/10.28min,647736.8,324789.34,448522.8,285642.84,433827.47,461562.62
531/606.4144mz/10.29min,4827875.0,2085172.5,3214635.0,2031706.0,3033835.5,3349344.0
532/660.4613mz/10.29min,1012343.6,355051.9,634573.6,311616.78,431293.5,597825.4
533/744.5541mz/10.31min,0.0,19160.38,0.0,1577986.8,287498.44,775377.2
534/116.9286mz/10.36min,1521580.0,1446841.0,1409579.6,1526081.8,1396472.8,987777.56
535/694.4686mz/10.37min,204268.67,58941.043,116028.77,0.0,107667.96,152307.45
537/744.5543mz/10.4min,0.0,24997.17,0.0,2975188.0,375838.34,487157.6
538/634.4455mz/10.39min,420758.97,172590.28,291054.72,180493.92,864626.7,309006.38
539/132.8679mz/10.47min,690288.9,616797.6,668216.25,788135.0,730307.5,771140.5
540/160.842mz/10.47min,307263.28,257094.9,296139.72,327128.22,299472.0,301923.9
541/162.8391mz/10.47min,309871.12,258142.45,304972.44,327920.0,298396.2,299481.72
542/195.8109mz/10.47min,405695.72,416430.03,462736.62,434345.03,396993.84,456788.75
543/197.808mz/10.47min,551406.5,526991.1,618042.7,619581.0,507447.47,569800.6
544/257.8192mz/10.47min,259929.69,290398.2,300644.62,284684.88,250560.44,271743.8
545/255.8222mz/10.47min,269882.94,294965.47,309278.66,286040.75,261944.14,288131.72
546/187.861mz/10.49min,808752.9,723687.06,820527.7,956220.06,954241.6,756657.3
547/189.858mz/10.49min,353458.25,395141.28,429215.4,539905.06,455490.84,388552.0
548/214.88mz/10.52min,2492331.0,2240876.0,2418514.0,2776620.2,3015371.0,2379975.5
549/216.8768mz/10.52min,750248.9,564068.44,602045.94,794233.75,948340.6,564684.5
550/243.8993mz/10.52min,6564409.5,6553610.0,6755751.5,7018468.0,7420236.0,6662824.5
551/245.8948mz/10.52min,2501359.0,2501461.5,2476471.0,2668064.0,2821723.8,2400012.8
552/241.899mz/10.53min,5041547.0,4663717.5,4596702.0,4951679.0,6605891.0,4752438.5
554/195.906mz/10.54min,741965.9,718314.7,592232.06,696032.56,982393.44,579800.9
557/328.9796mz/10.59min,548118.2,442171.1,457513.5,508182.94,475268.5,469780.38
558/96.9601mz/10.62min,8978525.0,1250562.0,2508854.2,1374132.0,2451687.2,2446065.2
559/560.9991mz/10.61min,90768.02,69895.4,65125.71,82782.17,68237.44,71281.18
562/255.8221mz/10.64min,36575.13,60793.812,135194.53,111484.12,6536.1377,82179.0
