row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp2_2_Run94.mzML Peak area,NEG_TJGIp2_1_Run38.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGIp2_3_Run162.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,
40,199.80487709256082,0.39849308,,,,102,,,,,,,363152.38,270527.12,255297.92,280125.12,383913.72,283432.84,
2016,199.80494237445524,10.348082,,,,69,,,,,,,355243.38,4391.811,745074.75,1057729.2,1567329.9,7779.502,
2026,199.8049885172433,10.392138,,,,,,,,,,,0,4391.811,36685.805,540362.6,976085.9,0,
194,201.11328646952805,3.8274071,,,,61,,,,,,,719086.94,788945.6,679573.2,793442.44,849946.75,969485.75,
262,201.11329592487036,4.4009533,,,,,,,,,,,16173.952,21856.57,17169.71,23755.1,21253.762,26279.498,
406,201.1496262505042,5.047569,,,,17,,,,,,,1396463.8,1486785.5,843740.56,916677.25,1648453.4,1467877.1,
5,203.02849289350263,0.34432232,,,,,,,,,,,699243.0,752253.25,438747.0,649186.1,293339.53,541969.4,
151,209.07941098014874,3.4487774,,,,128,,,,,,,1365931.2,1249480.5,1565304.4,1710789.1,1459437.8,1446741.8,
225,210.09244832903462,4.124434,,,,56,,,,,,,974179.4,1248426.4,682580.9,710000.25,935466.7,844520.7,
290,211.13395497361728,4.61426,,,,,,,,,,,789650.0,658064.44,867256.6,754434.75,709834.25,1010228.4,
166,211.13397330934208,3.598395,,,,,,,,,,,18599.201,21428.889,35089.12,44577.61,32552.738,41913.113,
204,213.01543578970026,3.9283478,,,,,,,,,,,604581.8,500830.94,515302.3,511318.78,487762.34,396815.78,
154,213.11314606553603,3.4488347,,,,,,,,,,,117616.17,112578.52,147835.2,142121.6,86732.16,170086.55,
233,213.11326468953743,4.136013,,,,,,,,,,,323050.75,337408.66,277356.2,323274.84,367416.2,381872.06,
14,215.03272617531312,0.36844298,,,,,,,,,,,340898.9,313349.25,331275.38,351773.0,559910.3,279276.47,
244,215.1288806623212,4.18173,,,,,,,,,,,1629784.5,1732710.0,1447529.8,1685367.9,1725264.5,1571599.0,
136,216.1240718757515,3.279643,,,,113,,,,,,,331699.8,372188.97,285810.97,346175.56,339762.25,365490.12,
43,216.91885341432726,0.378637,,,,,,,,,,,390138.22,446363.44,643609.44,146369.02,190904.25,710685.6,
34,216.92823956958682,0.39134905,,,,,,,,,,,504003.03,620798.94,859654.6,353546.28,608015.7,706099.75,
45,216.98106516966882,0.427954,,,,,,,,,,,1025261.4,912401.44,1334167.0,964828.3,1118049.8,1241235.1,
74,216.9811318461399,1.2563764,,,,,,,,,,,1583299.6,1915679.1,1310150.2,2001783.2,1243115.6,1275318.2,
11,217.04824169314202,0.36766347,,,,58,,,,,,,3083070.0,2896328.2,2703078.2,3639508.8,4404344.0,3063387.0,
28,217.99162825829458,0.3817366,,,,58,,,,,,,571505.25,542431.1,480957.62,644078.9,464802.22,475811.06,
77,218.1033697234342,2.109336,,,,,,,,,,,2248989.2,2421105.5,2228749.8,2710956.0,2107633.0,1986247.5,
12,219.04531710555068,0.36842975,,,,58,,,,,,,986243.1,928029.94,878556.4,1145111.2,1420503.5,1000883.25,
1852,219.06950040789982,8.614273,,,,63,,,,,,,484472.72,383736.03,422515.53,219394.02,590731.1,824891.25,
1874,219.06951936083726,8.775433,,,,,,,,,,,27981.793,29011.49,49572.793,96828.016,129247.24,68892.57,
1884,219.06953967745267,8.846985,,,,,,,,,,,42483.63,29011.49,49572.793,0,75426.75,71243.984,
178,221.07943629858187,3.6933315,,,,126,,,,,,,878994.9,830460.7,974040.3,1090322.9,1027877.8,829408.2,
115,221.09311326590492,3.0158367,,,,,,,,,,,43270.418,30120.25,284848.9,331253.44,70944.84,503060.47,
415,221.097178922393,5.0614667,,,,158,,,,,,,890810.06,917773.0,853539.3,928110.6,965211.9,1040869.1,
162,222.07721311916745,3.5670745,,,,119,,,,,,,417373.12,484848.6,372393.34,429230.84,393021.66,376353.28,
387,225.1132065376785,4.9557014,,,,,,,,,,,465491.78,517543.3,318656.56,512780.4,433654.88,434904.94,
227,225.11327118242488,4.1132083,,,,56,,,,,,,164502.44,165378.12,185055.5,203617.12,209886.1,244703.75,
198,225.11336559551486,3.8740988,,,,,,,,,,,78060.48,76887.17,93634.72,170952.2,90629.67,79528.43,
209,225.11338252691488,3.9858735,,,,134,,,,,,,329064.0,606328.94,389707.44,517241.3,361718.0,532665.6,
47,227.0771328330692,0.42367765,,,,,,,,,,,450576.7,492456.47,557070.7,2556693.5,1682131.9,579985.6,
429,227.128900251138,5.1197457,,,,,,,,,,,1244390.4,1346078.5,942563.9,1543425.8,1152295.2,1103539.8,
253,227.12893046539065,4.3353524,,,,129,,,,,,,7507666.0,7907373.0,8679697.0,9936785.0,9007641.0,1.1585338E7,
197,227.12897124943458,3.8410928,,,,,,,,,,,54432.15,61326.97,71861.54,97553.11,68834.98,102636.914,
291,227.9665882440789,4.618742,,,,149,,,,,,,1879335.4,1804079.4,1892019.5,1788537.5,1784015.2,1739281.9,
179,228.06657725191948,3.7120924,,,,,,,,,,,736320.56,957786.2,645275.2,671936.56,707678.75,613693.8,
181,228.08768260258148,3.7432034,,,,,,,,,,,39259.164,40736.12,47076.465,63414.37,52022.6,80654.64,
92,228.08778866391955,2.5673182,,,,,,,,,,,479613.0,491574.56,417336.62,498275.94,629599.25,753315.44,
158,228.10296490196632,3.467411,,,,34,,,,,,,2926001.8,3597540.5,2752322.8,2778229.8,3054206.5,2976978.5,
129,228.10301258018555,3.2434657,,,,,,,,,,,40768.58,56629.766,32261.426,37590.504,42109.03,39002.047,
637,229.18083489257688,5.8209286,,,,,,,,,,,324946.3,326953.72,243911.11,280160.12,363692.78,352108.28,
292,229.96439786720748,4.618742,,,,149,,,,,,,1812687.1,1758191.5,1841330.0,1746434.4,1753106.9,1694490.5,
191,236.0962036941131,3.820276,,,,,,,,,,,728150.25,788104.44,831779.3,988463.0,1375087.2,2338922.5,
275,237.09209296718848,4.524237,,,,,,,,,,,453290.8,518137.94,406936.38,460386.12,617439.6,646440.3,
258,242.17618074822005,4.357097,,,,73,,,,,,,464793.34,574788.7,336911.6,416621.78,299348.94,444113.44,
124,243.1237170473544,3.1399002,,,,,,,,,,,23037.299,31740.143,33753.207,44311.453,25908.28,34305.18,
163,243.1237255071269,3.5698197,,,,119,,,,,,,1190285.6,1317012.2,1492608.0,1771047.0,1502296.5,1434981.1,
203,243.1238564498038,3.9576824,,,,,,,,,,,22404.676,48455.75,50565.402,73548.336,55693.883,66462.04,
867,243.19643989930304,6.4388695,,,,51,,,,,,,847000.8,816456.2,695891.2,746841.25,949686.4,726002.9,
789,243.19644009491353,6.1956954,,,,105,,,,,,,146098.92,132809.56,136230.9,147355.05,177992.02,131779.14,
15,244.0671901013781,0.369953,,,,58,,,,,,,1339439.5,1259038.5,1075205.1,1515794.6,1470573.1,1233077.2,
213,244.1192269713686,4.0280604,,,,,,,,,,,56941.992,62182.348,39744.094,52081.996,58508.15,42257.63,
17,245.04473340365746,0.3699738,,,,58,,,,,,,472415.06,456090.0,403786.75,549720.1,406842.72,400203.9,
147,245.04555313621557,3.3792138,,,,,,,,,,,21100.514,17345.766,0,7303.128,25171.3,15020.875,
207,245.04561827641945,3.967178,,,,,,,,,,,113858.875,108698.9,121498.36,141045.3,191568.39,143889.64,
128,245.09313066535216,3.205635,,,,162,,,,,,,1344594.5,1372759.4,1527262.2,1903875.4,1597047.5,1819790.5,
254,249.11076651823092,4.3353524,,,,129,,,,,,,426986.97,377436.94,478491.66,527548.4,520323.34,536813.6,
936,249.14963703608737,6.620891,,,,66,,,,,,,779766.6,718835.6,1063337.4,1120886.6,1047851.2,830571.5,
360,253.14443459180657,4.8475018,,,,,,,,,,,360587.16,361624.8,452817.5,475084.25,404502.1,369331.5,
1441,255.23288883716668,7.6834297,,,,72,,,,,,,417123.34,325194.97,388496.56,405863.16,455369.28,505286.3,
150,257.1029841179887,3.447971,,,,128,,,,,,,611563.25,562630.1,811688.1,1030088.5,712229.8,906718.8,
317,257.13942520257734,4.700526,,,,,,,,,,,773825.56,875285.3,577788.06,1095330.8,762583.44,823725.44,
972,257.2122453185164,6.7589436,,,,48,,,,,,,1875199.9,1024521.1,1485788.9,1678699.6,1404674.5,892451.56,
835,257.2122620604316,6.3330894,,,,,,,,,,,44797.13,44560.047,31579.164,43119.516,63001.58,39210.438,
901,257.2122955814443,6.542581,,,,103,,,,,,,284932.28,261425.53,231724.45,256761.42,346556.5,251409.66,
281,258.17098877315954,4.551063,,,,,,,,,,,7819826.5,8236994.0,7295707.0,8287453.0,9235233.0,1.0603202E7,
135,261.13429565035545,3.2750282,,,,113,,,,,,,308868.66,335660.06,346736.94,399631.44,248526.95,287355.78,
143,261.13431725868764,3.3627346,,,,35,,,,,,,1916157.4,1967704.8,2150559.0,2504456.5,1637845.5,1764719.9,
437,263.07132429106076,5.155356,,,,62,,,,,,,434819.44,403454.3,367665.38,411017.03,525604.94,475892.62,
1990,265.1477366434163,10.231212,,,,,,,,,,,132609.27,129080.26,97523.94,211381.83,109999.47,123691.47,
681,265.14790878315284,5.920069,,,,142,,,,,,,4.0663224E7,3.954927E7,2.554209E7,1.812229E7,4.2125156E7,2.0043714E8,
844,265.14792468349793,6.365491,,,,,,,,,,,7008.4404,6907.6514,0,0,10528.031,666723.25,
399,267.1601483951367,5.0307183,,,,,,,,,,,231287.02,238982.08,221974.95,249501.69,342240.28,379452.25,
690,268.1469469823373,5.9361424,,,,,,,,,,,152743.73,191808.84,101268.21,0,86482.375,1123653.9,
354,269.13116429835253,4.8627973,,,,,,,,,,,405953.3,506962.1,601071.1,862281.44,797813.44,225429.86,
142,271.1662869971546,3.3563023,,,,,,,,,,,321050.44,502480.7,554522.5,447603.97,345076.6,408636.47,
165,271.1663816475157,3.5974798,,,,,,,,,,,696812.75,663496.9,972125.9,1134186.9,854740.56,1039833.4,
534,271.19149621942523,5.4515,,,,,,,,,,,537118.3,589160.56,481287.6,536692.56,508048.94,424776.25,
711,271.2277402045668,5.9751053,,,,14,,,,,,,717592.44,707058.3,664756.5,718248.44,864526.75,547587.8,
1087,271.22784981147333,7.069302,,,,,,,,,,,1.1235074E7,9772062.0,8724125.0,9903223.0,1.3224934E7,8875634.0,
1013,271.22786826033047,6.8636,,,,11,,,,,,,3678618.0,3367781.2,2827939.0,3024431.2,4308211.5,2974864.0,
373,272.1867071138998,4.9140983,,,,,,,,,,,822769.25,880090.7,818801.3,944072.1,966841.56,1104299.2,
307,278.1396201170082,4.6748967,,,,18,,,,,,,500246.22,479477.84,720725.56,853494.25,507429.44,601322.0,
899,279.16350114208717,6.4818597,,,,,,,,,,,189915.05,8614.935,82107.695,0,0,871053.44,
694,280.0978284839454,5.936333,,,,101,,,,,,,233430.9,229606.84,267528.4,300592.22,313151.25,182666.92,
639,280.09783229892565,5.8279824,,,,,,,,,,,1010569.1,1090496.2,1000299.5,908949.25,963931.7,1021395.06,
174,285.18189730947,3.6871374,,,,126,,,,,,,3026004.8,3314054.8,3473514.2,4016421.5,3351584.0,3884577.8,
210,285.18208998666665,4.0059323,,,,,,,,,,,21406.031,37409.734,26587.322,45637.324,36724.336,46399.98,
611,285.20710923219264,5.7466865,,,,,,,,,,,84444.734,138132.05,100406.63,131296.75,158356.22,97822.875,
573,285.2071685571855,5.5966477,,,,,,,,,,,118313.85,127086.76,126927.76,144138.95,139888.16,127028.84,
1217,285.24341826093445,7.357158,,,,,,,,,,,501113.47,367767.78,493768.28,533803.25,550914.1,424914.56,
1095,285.2434346137375,7.1036916,,,,,,,,,,,1184782.2,1004504.1,880966.7,988631.6,1320009.8,925833.75,
1163,285.2434528839929,7.2732406,,,,30,,,,,,,666175.06,533212.9,502807.3,565745.4,836647.44,496138.38,
173,286.18532268708503,3.6880295,,,,,,,,,,,415632.34,476925.06,482387.25,556335.25,463993.94,534626.6,
482,286.202370713983,5.289692,,,,,,,,,,,508288.38,552975.75,528496.6,610221.94,549109.8,739093.44,
529,293.1757950511387,5.4277706,,,,84,,,,,,,671393.44,720786.3,646890.2,688009.5,594845.44,675463.7,
470,293.1758637391586,5.272074,,,,59,,,,,,,430124.8,262606.88,677687.8,774243.3,688081.0,802417.25,
430,293.1759003216182,5.124617,,,,93,,,,,,,2521876.8,2152406.5,2638617.5,2535913.5,2113001.5,2251248.0,
1060,293.1792497945316,6.910545,,,,,,,,,,,2052371.6,1574435.0,2085110.4,0,0,3472908.2,
974,293.1792536521752,6.7991066,,,,,,,,,,,668769.56,2145975.5,1080209.5,2037219.4,2283789.2,0,
644,293.2122519337309,5.8498516,,,,16,,,,,,,393838.72,391960.72,523454.03,532471.44,572333.8,662823.75,
951,293.21226165140735,6.6722665,,,,91,,,,,,,92576.41,87890.69,97099.9,93961.086,91483.945,88000.38,
840,293.2122622063419,6.361179,,,,152,,,,,,,903080.9,1062717.9,1053190.2,1090592.8,989506.3,1044088.25,
795,293.21228060912193,6.231096,,,,139,,,,,,,681144.6,1073623.8,710676.3,793617.25,654751.1,1113159.9,
903,293.21233244549467,6.546219,,,,103,,,,,,,74967.664,73022.78,92502.42,99650.13,84571.07,68962.664,
2043,295.2276577119721,10.865276,,,,,,,,,,,25399.203,129480.57,30304.078,5190.293,13417.785,15494.26,
2062,295.22767746486096,11.11681,,,,,,,,,,,8241.236,36633.4,4390.2886,204314.75,11817.535,54178.285,
2051,295.22768221580003,10.993501,,,,,,,,,,,5175.074,22991.21,19137.4,6030.812,11817.535,200732.19,
749,295.2277565261889,6.0945783,,,,19,,,,,,,1685984.0,5762638.5,2171095.2,2687865.8,2355788.5,2353396.5,
782,295.2277668889829,6.170889,,,,36,,,,,,,9393921.0,1.0738771E7,1.3324205E7,1.4276428E7,1.2896696E7,1.351349E7,
948,295.22779096949375,6.666879,,,,91,,,,,,,856845.06,884865.4,880412.06,905259.5,1008666.75,1053188.1,
1251,297.2433513273,7.436912,,,,32,,,,,,,2598057.8,1559648.5,3727457.5,3993466.2,3174817.8,3595276.2,
1079,297.2433579171929,7.0355926,,,,65,,,,,,,161951.97,133360.66,152617.12,162006.61,224127.0,164700.47,
1022,297.24336580757,6.8894672,,,,,,,,,,,463268.9,397907.84,439977.4,403683.97,474918.84,424738.8,
1146,297.24337209522326,7.2327294,,,,,,,,,,,128630.78,89195.45,113097.63,116156.21,190430.9,96280.93,
848,297.2433862959037,6.400748,,,,94,,,,,,,1230558.9,1201823.5,1458827.9,1515172.8,991917.25,848991.75,
1266,299.2589593482399,7.444052,,,,22,,,,,,,4271662.5,2668093.5,3070003.0,3254199.5,5566318.0,4602514.5,
2057,299.25898678647695,11.103245,,,,,,,,,,,0,29814.271,0,67920.4,11795.848,4256.3887,
1350,299.2590467255148,7.640205,,,,,,,,,,,1.9032562E7,1.4000948E7,2.8847022E7,3.1769386E7,1.9341652E7,1.9092196E7,
916,299.2591370978001,6.575028,,,,79,,,,,,,385405.25,369831.94,399648.84,399219.53,454275.22,390752.6,
352,300.0875187288373,4.823965,,,,,,,,,,,89329.27,86418.78,315008.0,355020.25,127567.484,389234.9,
375,300.08760189009075,4.9221187,,,,123,,,,,,,127013.41,126738.25,224915.86,254991.08,194304.2,306076.47,
238,300.08772058726896,4.1521153,,,,118,,,,,,,53108.043,54276.32,159821.38,179804.25,79163.61,203717.66,
183,300.1451477868326,3.7512999,,,,75,,,,,,,286819.5,299579.3,317503.25,373543.38,326428.03,481667.6,
193,300.1452024653335,3.81345,,,,61,,,,,,,283596.16,138483.56,143786.39,178913.4,138225.6,235862.69,
1267,300.2623097240752,7.444052,,,,22,,,,,,,793602.44,494171.66,559566.2,599182.94,1055543.6,856631.3,
240,301.1656403283953,4.1530213,,,,118,,,,,,,857145.94,860356.3,944291.94,1095925.5,849704.2,855571.9,
221,301.1657394243723,4.0793233,,,,,,,,,,,118032.39,134547.06,125013.836,137873.92,107490.18,121831.05,
993,301.23831963679567,6.808389,,,,120,,,,,,,193189.4,134874.81,128097.125,139273.23,201232.58,121625.03,
956,301.2383364876273,6.6906447,,,,43,,,,,,,899369.4,766584.9,699683.9,778527.3,1101933.9,642559.94,
2033,304.91388322817573,10.578858,,,,26,,,,,,,1872521.1,784689.1,2037703.2,2312090.8,2366058.2,851604.75,
1287,307.1948007748695,7.429258,,,,,,,,,,,263529.1,0,208947.27,0,0,658807.4,
1153,307.2277734931142,7.2664027,,,,,,,,,,,95877.6,41249.68,245022.3,299000.6,158862.86,97007.4,
976,307.2278370213188,6.7623115,,,,,,,,,,,265065.06,233039.61,293525.78,263638.78,301293.38,267581.56,
392,309.1707555141579,4.996735,,,,140,,,,,,,666239.56,648350.7,726644.7,844711.56,774592.2,695219.4,
250,309.170791554234,4.2933555,,,,,,,,,,,31512.084,28476.816,39682.992,53752.1,43021.316,51647.89,
471,309.1707932503532,5.273906,,,,59,,,,,,,612893.75,270770.16,766605.94,879477.8,733181.94,777800.4,
246,309.1708414167015,4.2303944,,,,,,,,,,,46378.406,49357.184,79019.33,96977.875,90671.195,96844.67,
842,309.1740686494033,6.419145,,,,,,,,,,,561361.0,1571453.5,855495.5,1461179.8,1263355.0,0,
880,309.17415827455346,6.4759164,,,,,,,,,,,1543922.0,1431259.8,1616321.8,15739.703,607199.4,1473833.4,
912,309.17421038708744,6.540624,,,,,,,,,,,1739214.0,0,713909.5,0,0,2790286.8,
469,309.2070958762351,5.263839,,,,,,,,,,,624482.06,822366.9,1028440.8,1172741.6,972257.94,1054666.5,
736,309.20711276665384,6.045538,,,,25,,,,,,,448306.9,485682.56,473204.66,498163.94,451863.1,375634.8,
680,309.2072458084929,5.9195313,,,,101,,,,,,,174988.17,236839.92,219023.12,242823.05,197067.64,72427.67,
2035,311.1685567902615,10.56285,,,,,,,,,,,356573.84,0,325021.8,454808.6,547176.7,0,
1692,311.1685750244664,8.136348,,,,37,,,,,,,615419.1,728683.44,809542.7,292919.88,693988.0,685600.56,
2020,311.1686132334251,10.374492,,,,,,,,,,,71763.99,601445.94,91936.5,166872.08,118658.586,536323.7,
838,311.16866427084386,6.3773026,,,,,,,,,,,840300.75,1709637.1,1181544.6,631680.44,1518158.4,177442.72,
874,311.1687523703406,6.4132657,,,,,,,,,,,1744051.1,1085925.0,1733407.9,274873.88,317394.38,2352272.5,
669,311.2226398849486,5.8905654,,,,77,,,,,,,84667.164,148625.14,119396.99,227584.39,107870.6,125246.93,
1158,311.22273707205767,7.250298,,,,,,,,,,,495953.47,352983.03,454805.66,413650.47,560264.3,458246.44,
796,311.2227380418129,6.23201,,,,139,,,,,,,531600.9,736830.9,561984.94,607340.56,425218.25,741911.56,
1129,311.2227563459582,7.2076955,,,,,,,,,,,70964.94,256120.1,318418.6,638810.25,486085.06,67987.35,
453,311.22278178696655,5.218064,,,,38,,,,,,,830285.8,1050345.2,1328660.4,1354807.2,1346962.0,1320918.9,
535,311.2227858813819,5.454325,,,,87,,,,,,,465643.16,375936.53,451765.0,480732.6,424006.22,743328.3,
395,311.2227879619696,5.00195,,,,140,,,,,,,388154.84,432328.2,391119.44,518859.2,507556.25,457715.97,
565,311.22281530327047,5.5633335,,,,157,,,,,,,469402.12,627066.56,575047.9,671169.2,585693.4,665424.8,
157,313.18802448072125,3.463855,,,,34,,,,,,,295057.12,238964.31,496480.34,607169.6,317122.47,485710.5,
1390,313.2383910865906,7.6764717,,,,72,,,,,,,777785.06,550539.9,660320.7,750207.8,984949.3,984435.75,
473,313.238435686327,5.2783694,,,,,,,,,,,221488.6,217275.38,185378.38,245221.14,330044.84,259001.92,
829,313.23844403998413,6.3187556,,,,,,,,,,,164001.61,162998.52,131729.88,148423.27,207054.2,148328.11,
1127,313.2384470134608,7.166816,,,,,,,,,,,89271.766,64453.348,174319.7,190146.62,88698.81,76190.94,
558,313.23845968096447,5.51923,,,,8,,,,,,,462745.0,489248.94,473533.44,489596.38,543244.94,534188.2,
891,313.2385312095856,6.5112324,,,,,,,,,,,116474.02,180361.3,116987.984,133894.67,134327.61,207592.9,
1790,313.27471376590626,8.280949,,,,52,,,,,,,121321.98,114785.74,133454.6,212361.56,148081.8,141343.19,
1336,313.27474509950395,7.5956116,,,,,,,,,,,834303.0,874455.2,590063.06,590945.8,971734.44,646777.4,
1565,313.27478842524266,7.867691,,,,,,,,,,,182753.78,121667.54,209813.53,211179.03,192451.83,139204.64,
252,314.103406376186,4.3344493,,,,129,,,,,,,503751.66,520534.7,365100.84,403876.97,504776.06,390010.94,
146,314.1034388219795,3.3727894,,,,,,,,,,,64140.195,77031.234,55715.266,58925.77,72538.41,63866.51,
1071,315.2538929062976,6.9991055,,,,116,,,,,,,775521.0,593813.0,920582.25,1044232.1,461319.66,563163.06,
1026,315.25391686222065,6.9002094,,,,1,,,,,,,166467.53,145493.2,137097.94,146870.67,189556.81,129698.83,
667,315.2539208807264,5.8843703,,,,77,,,,,,,1580905.5,1577157.2,1513304.1,1607978.8,1794691.5,1385309.5,
629,315.2539476213597,5.780624,,,,107,,,,,,,479562.9,504911.84,465385.97,525867.44,659593.4,554574.9,
1456,321.21029175379226,7.675299,,,,108,,,,,,,240149.2,1071614.6,529585.3,20525.994,782305.4,11090.45,
926,321.2199948581152,6.6005516,,,,,,,,,,,805240.5,806782.5,976135.3,1136333.8,967239.9,915206.25,
48,323.0787636633878,0.45154896,,,,,,,,,,,243513.36,451888.7,584398.4,176387.02,228646.42,559322.5,
780,323.2227154838594,6.166473,,,,36,,,,,,,3881148.0,3847734.2,4658567.0,4952922.0,4059643.0,3676172.2,
975,323.22272822836175,6.7642303,,,,48,,,,,,,178800.6,152806.84,242073.62,264589.84,212397.44,173955.36,
1488,323.2590313075645,7.6960754,,,,72,,,,,,,1010232.5,610611.25,669922.3,816925.56,1509079.0,1232152.9,
1327,323.2590622399756,7.543875,,,,67,,,,,,,134834.78,93569.17,74356.98,73174.76,136320.84,97751.3,
908,323.25921907549855,6.5561867,,,,,,,,,,,29149.855,27618.074,54331.883,63844.707,49589.496,52021.566,
1688,325.1841590705274,8.133819,,,,37,,,,,,,529052.2,464199.53,683232.2,674362.2,727239.2,684430.8,
1032,325.1842355565215,6.8636813,,,,,,,,,,,2157846.2,891639.75,2244451.8,201999.69,476412.16,2310354.8,
2030,325.1842472983223,10.489239,,,,,,,,,,,0,402215.28,0,153018.75,16893.457,447052.88,
980,325.18425904129646,6.7939835,,,,,,,,,,,930297.0,1700749.9,1320453.4,736864.94,2022423.8,299673.22,
943,325.1842946613194,6.7236595,,,,,,,,,,,177457.34,582074.5,526954.1,2512262.0,1115893.8,211935.06,
1282,325.23830048886305,7.4448285,,,,22,,,,,,,256817.72,178621.16,299009.84,564168.4,574568.25,574076.25,
282,326.1584611190122,4.551063,,,,,,,,,,,325417.94,258563.2,300087.1,318344.03,392629.47,318106.44,
1567,327.2903624576459,7.8796062,,,,,,,,,,,293748.9,217709.02,159805.1,239428.88,346308.0,227042.6,
1641,327.290367945391,8.086959,,,,,,,,,,,1622936.9,1041272.2,1833464.0,1649682.9,1719548.4,1566874.9,
1482,327.2903746170936,7.692101,,,,72,,,,,,,5188437.5,3248866.2,3281173.5,3875795.0,7261875.5,5861007.5,
1110,327.2903841355004,7.140625,,,,111,,,,,,,3404932.0,2969576.5,3696227.8,3564071.5,2966481.0,3277715.5,
503,329.1757432431023,5.355423,,,,,,,,,,,119008.54,135830.89,357382.78,383724.44,180841.69,255634.27,
691,333.1354035818343,5.9175544,,,,,,,,,,,384389.56,344627.7,239414.52,53852.59,249975.86,1219086.0,
987,333.22016573930097,6.7931952,,,,,,,,,,,591608.3,558700.2,524436.56,627659.3,645546.56,512587.5,
1200,337.205421906688,7.3420854,,,,,,,,,,,612531.75,1322599.2,869883.3,106623.0,1364631.1,0,
1311,337.20544942189224,7.4391794,,,,,,,,,,,1378297.9,283549.72,1532574.5,0,44865.895,2145063.5,
1140,339.19978844361066,7.2001743,,,,,,,,,,,473116.72,1440546.4,749100.1,481444.06,713764.6,163370.23,
1180,339.19980056208504,7.3082123,,,,,,,,,,,1672194.0,810209.25,1222860.0,219477.64,411803.78,661088.2,
1288,339.1999303334193,7.4209085,,,,,,,,,,,838100.1,362300.47,612715.6,77633.23,118978.02,2440605.8,
1226,339.2538883347046,7.435555,,,,,,,,,,,5419286.5,5180459.5,4870202.0,3955162.5,5826481.0,5308040.0,
708,341.2694691534667,5.9724045,,,,14,,,,,,,120535.11,122047.664,86676.85,108760.625,156254.67,62060.89,
1791,341.2694981981872,8.282621,,,,52,,,,,,,451982.2,435251.3,517064.22,780527.7,596123.0,492110.53,
1171,341.26958426848876,7.307941,,,,,,,,,,,239791.17,119995.414,148269.22,155592.69,327018.38,159332.16,
1012,341.2695845033473,6.8627048,,,,11,,,,,,,253448.22,224888.34,205369.28,232623.81,290240.44,215142.45,
1794,341.30579126711626,8.2855015,,,,,,,,,,,127398.445,98666.87,150695.92,131600.94,133610.78,111513.44,
1235,341.30587687944336,7.4022355,,,,,,,,,,,536340.3,382313.53,580031.3,587356.75,470516.12,520335.8,
296,343.22358957387974,4.6701784,,,,18,,,,,,,109786.25,129646.83,214813.52,264852.5,136026.9,336314.12,
326,343.22365253217896,4.767736,,,,,,,,,,,284948.1,300533.97,506390.84,635863.06,336831.53,726595.06,
1246,343.2851546774921,7.426188,,,,32,,,,,,,4036323.2,2508501.0,3409446.5,2869880.0,4569652.0,3851963.2,
760,343.285360645652,6.12035,,,,3,,,,,,,177073.44,188967.27,110913.3,123796.09,240425.33,150655.94,
530,347.2226822596568,5.4339657,,,,84,,,,,,,267210.94,268515.78,457268.66,508155.0,293582.06,373186.78,
955,347.22281667036117,6.691553,,,,43,,,,,,,84664.484,73699.65,76266.25,93158.87,76852.414,74178.516,
205,347.2228791116507,3.9354208,,,,,,,,,,,45112.4,47216.29,40164.86,56692.133,43358.37,41210.28,
1562,349.2512042932188,7.9005995,,,,,,,,,,,0,0,0,1629208.4,121908.445,0,
123,351.05972782403154,3.0515306,,,,,,,,,,,182256.98,128259.12,249345.89,286337.16,174661.53,98330.305,
417,351.1846786105148,5.07209,,,,,,,,,,,218623.08,284392.28,308353.28,395903.75,342327.78,325492.47,
1396,351.18635843335136,7.677255,,,,72,,,,,,,3715833.8,2504907.2,3668957.2,4104155.5,4287215.5,4198514.0,
761,351.2177611964926,6.1238327,,,,,,,,,,,129428.664,197180.84,304153.5,302467.56,246517.47,240859.67,
793,351.2187269219332,6.214716,,,,,,,,,,,133653.97,36649.17,108288.97,1035462.06,429727.6,212828.78,
1494,351.2205954916388,7.7107186,,,,,,,,,,,100505.07,439965.84,258269.73,390213.53,932543.6,4546.5933,
862,351.22095934239417,6.480027,,,,,,,,,,,865821.06,2031784.0,996866.3,2105672.8,3323434.2,0,
1582,351.22102818563036,7.9404297,,,,,,,,,,,148722.4,0,97123.414,0,0,386064.84,
896,351.2210607460704,6.53307,,,,,,,,,,,2230015.8,3070129.5,2167409.5,186869.81,1535185.4,854604.56,
939,351.22113050793195,6.6100116,,,,,,,,,,,3118177.0,0,982658.6,0,0,3033883.2,
1047,351.2540578204001,6.9506164,,,,31,,,,,,,881190.4,683427.94,637258.2,653510.44,1054416.1,953427.7,
934,353.20033495191564,6.6658187,,,,,,,,,,,561679.25,1804252.4,922847.4,1931042.5,2153977.5,0,
966,353.20038063876046,6.744176,,,,,,,,,,,1782651.4,2255765.0,2014054.5,0,922630.0,874264.25,
1001,353.2004012309891,6.802145,,,,,,,,,,,2266668.2,35672.03,816359.6,0,0,3299520.8,
