row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML Peak area,NEG_TJGIp1_3_Run180.mzML Peak area,NEG_TJGIp1_1_Run50.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML Peak area,NEG_TJGIp1_2_Run106.mzML Peak area,
643,183.13901579004104,5.1795983,,,,101,,,,,,,199189.95,158944.62,273036.22,340639.62,384749.3,350173.84,
623,183.1390221679271,5.1335626,,,,73,,,,,,,78875.516,73497.414,107662.06,213861.4,209810.19,138092.02,
510,184.134280765459,4.4938607,,,,164,,,,,,,872783.06,859080.56,936528.75,995205.8,1105648.8,1141966.6,
424,185.08192097197045,3.8348742,,,,45,,,,,,,1941219.4,1662337.2,2472035.2,2699313.0,2434548.0,3476738.8,
3,186.03811583034837,0.34172216,,,,,,,,,,,1034159.8,638304.0,900829.75,965217.44,893876.56,912601.6,
269,186.11344988562317,2.9538743,,,,145,,,,,,,929137.5,864202.25,684950.75,844762.8,1463137.9,919132.25,
438,186.11352963753276,3.931632,,,,104,,,,,,,124052.734,203113.39,213787.4,236812.81,190415.22,250591.98,
338,186.1135563252778,3.3552217,,,,76,,,,,,,2474596.5,2059337.4,2340256.0,2545360.5,2884688.2,3096938.5,
362,187.09754393521231,3.4497979,,,,72,5,[M+H]+,,2,362;360,186.09023,2.955062E7,2.5399812E7,3.0226626E7,3.467751E7,3.4929676E7,3.5539692E7,
236,188.0352388001687,2.7868493,,,,55,,,,,,,240752.45,258941.02,236823.6,256916.3,255086.11,299831.53,
183,188.0352717878175,2.404878,,,,89,,,,,,,228752.94,278123.0,262930.12,249219.92,262610.22,268849.9,
302,188.03528595811568,3.144378,,,,,,,,,,,757300.0,462862.12,528692.44,673478.44,656840.5,746432.1,
69,188.05630248148006,0.38669994,,,,9,,,,,,,812908.2,1328531.0,1267294.8,972390.94,1276577.9,1039163.06,
122,188.05635944503328,0.7586908,,,,128,,,,,,,1503022.9,2270689.2,2101454.8,1973242.0,1897723.1,2090366.2,
304,188.0927806701445,3.1626337,,,,,,,,,,,506230.62,230750.12,231663.72,270339.16,297596.2,312805.88,
164,188.09278141166737,2.1267526,,,,,,,,,,,154817.62,152205.61,215421.11,176592.69,176442.84,226224.3,
351,189.11296794783405,3.425831,,,,32,,,,,,,134481.92,69286.805,144785.7,130120.555,149010.05,177991.62,
407,189.11322606144861,3.7528389,,,,81,,,,,,,774086.0,682153.06,759624.2,878179.25,845859.9,935652.7,
64,190.07196217344517,0.38364825,,,,9,,,,,,,1355620.4,1958920.5,1900886.0,1243427.6,1525697.6,1403616.6,
114,190.07199385325785,0.67871666,,,,63,,,,,,,1190243.9,1568880.2,1728122.8,1462464.6,1583431.4,1510261.4,
1,190.92838913224105,0.03690384,,,,,,,,,,,546036.3,1188866.9,1215474.6,509615.38,475078.8,573257.0,
1938,190.92840208758219,10.445679,,,,,,,,,,,364911.88,565076.5,575643.5,200733.11,178704.05,331793.16,
97,191.01957622008842,0.5039224,,,,,,,,,,,126975.24,606370.0,346843.4,169115.8,596312.25,211481.66,
55,191.01959470889437,0.380658,,,,9,0,[M+Na]+,,2,61;55,168.02983,505064.53,2905501.8,1208641.6,627672.2,1122075.0,669819.5,
368,191.07460283985742,3.4653265,,,,,,,,,,,91806.555,105576.305,102505.36,105357.7,131285.88,82179.98,
389,191.07482179513696,3.609084,,,,,,,,,,,265235.34,318434.38,305521.62,357183.3,392281.34,261719.92,
275,192.06654675928175,2.9749734,,,,145,,,,,,,3683569.2,1980855.2,2650130.8,2552194.5,3597811.0,3707337.0,
232,192.06657422347567,2.7788057,,,,55,,,,,,,173240.45,160429.67,123681.13,202818.0,198011.17,248080.34,
187,192.06661603645966,2.473668,,,,,,,,,,,170025.83,131128.92,143734.3,163904.11,163705.55,205992.0,
400,192.06665511953358,3.7278016,,,,,,,,,,,572438.3,537911.1,614599.1,786404.75,670251.9,881194.1,
336,193.05056829890358,3.349466,,,,,,,,,,,179436.86,249730.14,267225.28,559518.6,306427.62,682854.56,
179,194.04579139203383,2.390997,,,,,,,,,,,880258.56,931751.8,1016596.44,1001987.3,1008394.7,1190608.5,
571,195.10258191740843,4.8570232,,,,7,,,,,,,319639.94,401795.03,323522.72,380603.7,384386.47,397283.12,
1929,195.81087359993344,10.362715,,,,,,,,,,,144976.12,2123761.5,1657065.2,24525.664,52690.27,56250.72,
500,197.06078091919494,4.359547,,,,,,,,,,,479033.16,243826.53,15525.273,531801.7,1220928.0,378447.56,
1930,197.80788517176234,10.361814,,,,,,,,,,,183645.81,2615454.8,2044803.2,61761.41,65645.1,62187.215,
573,198.14987763900024,4.864055,,,,7,,,,,,,840951.8,806998.1,868427.4,937355.3,1013041.6,1016875.0,
490,199.0975654887142,4.2956123,,,,,,,,,,,152531.22,108772.13,175827.28,217365.62,206377.5,296403.72,
396,199.0976164250508,3.6927006,,,,40,6,[M+H]+,,2,394;396,198.09031,4102197.5,4148100.0,3358978.0,4861577.5,5475703.0,4178816.2,
1931,199.80492386717083,10.360937,,,,,,,,,,,84368.07,1244087.2,963323.06,3836.727,11598.331,75801.96,
379,200.09281906999186,3.5480835,,,,23,,,,,,,880780.3,965518.44,878629.8,1183867.9,1082907.5,1144844.8,
397,200.1009350747233,3.6927006,,,,40,,,,,,,436076.03,437927.12,344723.25,518236.34,588483.25,438442.25,
402,200.12918994934648,3.7384374,,,,,,,,,,,2982703.0,2449429.2,2840643.0,3077693.0,3495608.8,3781631.0,
454,200.12926068073958,4.0312743,,,,48,,,,,,,715876.56,604431.06,682494.75,1025837.8,971982.6,1377571.9,
421,201.1132627914669,3.826788,,,,118,,,,,,,413901.66,289748.06,295640.3,445484.25,493488.94,420977.25,
206,202.10846978508343,2.6503007,,,,,,,,,,,474561.78,413619.75,445908.62,484075.2,452821.6,650263.9,
271,202.10853090114418,2.9529867,,,,,,,,,,,202386.33,208566.38,186974.08,218103.36,250384.5,246843.6,
326,202.10866607284166,3.276881,,,,,,,,,,,174263.14,85065.62,98509.02,67805.45,89652.41,88305.26,
300,206.08219853734542,3.1270058,,,,,,,,,,,3843150.2,2898816.8,3147996.2,4064301.8,4162824.8,4933377.5,
216,208.00728005894257,2.7365513,,,,78,,,,,,,474160.2,395234.97,553206.7,594309.6,586219.6,679727.56,
775,208.09781774571516,5.6285386,,,,,,,,,,,945818.5,604946.1,0,455774.03,403992.38,594130.3,
502,208.09786318758458,4.37224,,,,,,,,,,,118351.05,103899.61,126530.12,122906.555,129510.734,151805.66,
360,209.07941972821607,3.4472246,,,,72,5,[M+Na]+,,2,362;360,186.09023,1647146.1,1570192.4,1697081.9,1599804.2,1592474.4,1752521.6,
469,210.09243391822875,4.1256166,,,,4,,,,,,,558453.0,431410.62,502862.03,535947.1,686716.6,583806.75,
148,211.07237002147,1.1660018,,,,,,,,,,,3693248.5,4063657.8,4035403.0,4115565.0,4401521.0,4489955.5,
556,212.1080346599729,4.788817,,,,50,,,,,,,531696.1,473358.47,531280.6,671147.0,649847.3,662760.4,
487,212.10810021956888,4.2490926,,,,,,,,,,,144194.4,112294.766,118615.22,147795.66,175554.12,150705.1,
437,213.0153525439927,3.9272711,,,,104,,,,,,,663260.6,644371.2,598238.56,768652.4,531354.75,567201.3,
160,213.08807406125845,2.0472276,,,,,,,,,,,516115.84,516653.53,544761.06,1019396.1,1091048.2,1141760.9,
188,213.08808290127442,2.4999921,,,,161,,,,,,,65390.56,64601.875,66830.45,69068.7,75845.19,85776.6,
358,213.11316427841396,3.447343,,,,,,,,,,,121598.33,146823.28,204418.23,269151.56,221478.81,311554.8,
456,213.1132220980684,4.136307,,,,,,,,,,,173350.25,106991.81,174142.55,217993.55,204289.84,363235.2,
203,213.96381147634997,2.6173682,,,,,,,,,,,113641.164,94091.27,1331134.8,90098.82,117866.95,135725.81,
192,214.1084748580804,2.5313942,,,,,,,,,,,150680.62,121577.18,96810.47,169554.88,179606.6,208519.58,
322,214.10850869098783,3.270396,,,,,,,,,,,161427.7,176439.47,146827.89,232841.1,260309.75,259840.3,
452,214.10854342395837,4.0286183,,,,48,,,,,,,320417.72,286090.16,346396.94,380091.28,415844.34,435192.9,
398,214.14485792431654,3.697178,,,,40,,,,,,,64521.633,55236.625,44482.75,41273.285,59995.094,37399.277,
462,214.14487628341317,4.0992594,,,,,,,,,,,475814.6,393918.44,668978.94,686810.94,547390.3,849900.9,
480,215.12881194344945,4.1830344,,,,,,,,,,,1382948.0,1042827.44,1298761.2,1310626.9,1491592.4,1585944.1,
10,217.04820575046506,0.35652658,,,,9,,,,,,,2412334.2,3722119.5,3025264.5,3512930.8,2891439.8,2919102.0,
163,218.10330823792592,2.107837,,,,120,,,,,,,3436624.8,3550657.0,4010061.5,4123485.0,4320134.0,4745681.0,
335,218.10469144378285,3.3344402,,,,,,,,,,,59418.21,46274.86,37505.957,88844.625,70508.5,76004.42,
371,220.09784837164716,3.4865696,,,,,,,,,,,900127.7,724671.0,822643.4,925130.8,993126.4,1148234.6,
394,221.07950169011346,3.693601,,,,40,6,[M+Na]+,,2,394;396,198.09031,391332.94,419802.75,318013.8,381433.7,423767.6,334031.75,
284,221.09307617475415,3.0172431,,,,11,,,,,,,9855014.0,9658485.0,8443743.0,1.2588962E7,1.0599535E7,1.34554E7,
613,221.0972618767092,5.0616784,,,,,,,,,,,286423.4,315691.5,316989.34,285976.28,374993.1,394007.22,
172,222.07717992211278,2.3421834,,,,,,,,,,,649239.7,706508.5,716123.56,902964.25,818667.06,969728.9,
381,222.0771839658846,3.5664377,,,,152,,,,,,,258102.66,175968.92,206304.31,249123.1,298216.44,288292.53,
265,224.0927088778145,2.9408996,,,,56,,,,,,,356370.4,420767.97,356224.47,383171.7,451546.28,433847.75,
162,225.08802233872828,2.0835872,,,,120,,,,,,,4990119.5,4938899.0,4984159.5,5519454.0,6004520.5,6331669.5,
591,225.11320500973923,4.9485316,,,,,,,,,,,255964.3,218087.34,319074.66,343587.12,316423.44,480138.84,
470,225.11322748660243,4.1264157,,,,4,,,,,,,363980.66,334526.03,402291.16,564902.5,424151.62,500446.34,
445,225.1132935900997,3.983286,,,,,,,,,,,942487.44,867684.56,1042109.94,1446887.6,1081272.2,1374448.2,
431,225.1133000620961,3.8956,,,,,,,,,,,75809.33,139584.98,71545.83,79682.484,98775.14,108282.43,
157,226.06964906633496,1.9433112,,,,6,,,,,,,203448.83,207146.23,267612.4,117095.88,121839.09,319837.47,
154,226.06966791499212,1.3881596,,,,,,,,,,,85668.82,84886.07,139132.39,32284.078,68909.31,189308.83,
178,226.06967130024236,2.3734832,,,,155,,,,,,,65718.34,70620.15,67551.85,57616.945,57712.727,77320.69,
217,226.06968184368029,2.7585804,,,,78,,,,,,,348397.88,389257.84,369092.47,627120.5,363283.7,353580.0,
242,226.07000462295096,2.8128707,,,,18,,,,,,,486590.28,522175.97,521236.12,586044.7,476544.75,491193.84,
415,226.10853580629046,3.8105726,,,,,,,,,,,515727.34,446632.88,470415.25,540823.2,605533.75,693712.9,
430,226.14492067987916,3.867525,,,,,,,,,,,314755.47,188627.39,191551.47,329567.53,277221.28,323973.28,
79,227.07710181071153,0.4004929,,,,9,,,,,,,94318.766,5469830.0,4540998.0,1759034.1,1275647.4,1581837.4,
258,227.10367486385815,2.8967676,,,,,,,,,,,115161.68,143404.52,128649.22,135058.19,151110.27,161969.66,
186,227.10375181825248,2.4652927,,,,,,,,,,,2110531.8,2159141.2,2185796.2,2359389.5,2508676.2,2713984.5,
174,227.1037553720611,2.3528368,,,,,,,,,,,3287584.5,3230047.2,3267636.8,3563500.5,3848231.8,4127787.0,
497,227.12888971122217,4.338268,,,,105,8,[M+H]+,,2,497;493,226.12155,1.3065794E7,1.1474195E7,1.3224884E7,1.8202568E7,1.5388551E7,1.700731E7,
425,227.1289307866698,3.838464,,,,45,,,,,,,87807.72,71429.414,97867.67,158460.11,110812.44,137149.62,
625,227.12894324078104,5.1137757,,,,73,,,,,,,1386921.6,1333729.2,2031227.1,1746915.9,1914149.0,2390361.2,
182,227.139863070793,2.401183,,,,,,,,,,,1044382.94,364868.78,684528.94,735160.9,703846.9,1491224.0,
526,227.96665305288116,4.6186805,,,,173,,,,,,,1923906.5,1955804.8,1863623.1,1882844.8,1925723.9,1898239.4,
24,228.05466070834646,0.3663619,,,,9,,,,,,,930733.2,326700.16,843361.6,1286150.6,935180.1,1203209.4,
399,228.06664163492573,3.7116308,,,,,,,,,,,436894.66,288952.56,355228.56,380721.78,475194.84,499691.06,
403,228.08769046246277,3.740223,,,,,,,,,,,38582.848,25523.715,40413.22,27985.965,39819.36,41955.906,
194,228.08775219544904,2.5699358,,,,,,,,,,,653818.5,404302.22,623594.2,576266.6,756341.0,973361.94,
365,228.10297027048782,3.467987,,,,110,,,,,,,2760070.0,2208067.8,2221366.8,2661388.2,3078564.0,2851767.5,
882,228.10297415024993,5.940882,,,,106,,,,,,,127928.32,105046.59,101063.01,102136.22,92715.73,113717.71,
521,228.10309813522403,4.5768914,,,,,,,,,,,134494.69,87572.99,117869.28,143697.03,135423.48,167682.47,
482,228.12416155595648,4.2135377,,,,,,,,,,,57790.656,177233.19,120805.87,63534.24,95545.125,142160.64,
511,228.12424280342202,4.4938607,,,,164,,,,,,,2342583.2,2342872.5,2525064.2,2555699.8,2814310.0,2953208.0,
496,228.13207330497247,4.337093,,,,,,,,,,,1692188.8,1492271.8,1734262.8,2378652.0,1992384.8,2205221.2,
161,229.11919759200595,2.0399458,,,,,,,,,,,0,11552.524,14953.939,33197.027,25836.178,42527.926,
227,229.11921411956334,2.7665284,,,,87,,,,,,,816333.94,771753.1,750160.8,1075152.1,1071317.9,1164598.0,
204,229.1192604287363,2.634866,,,,,,,,,,,353183.6,297997.9,308236.9,428649.16,460689.97,487819.1,
330,229.1192987139331,3.295409,,,,,,,,,,,34794.36,20143.033,33226.746,39603.93,31863.89,53786.176,
527,229.96443497610937,4.6186805,,,,173,,,,,,,1866923.8,1899814.5,1799124.1,1829157.1,1870928.6,1852714.8,
267,230.10320661975584,2.9520676,,,,145,,,,,,,211518.81,257048.77,257131.19,298864.12,306783.0,318681.12,
369,230.10322919714486,3.476751,,,,110,,,,,,,728677.7,621769.44,772774.4,805332.94,807598.3,1007233.6,
270,231.13483311223732,2.954729,,,,145,,,,,,,652832.3,415493.56,467661.0,841528.0,861525.9,699468.94,
537,232.09785623034762,4.707848,,,,,,,,,,,551146.7,386313.53,493407.38,508594.88,580363.75,562983.1,
428,234.11354831464698,3.8546875,,,,178,,,,,,,857773.0,686721.1,823859.7,892821.9,975217.3,1086051.8,
273,236.09268283425163,2.9670608,,,,145,,,,,,,347860.5,329455.66,374869.44,441069.3,420392.6,492176.1,
205,236.09287598951286,2.642106,,,,,,,,,,,65900.336,64573.55,64324.31,78571.24,80319.44,92604.33,
418,236.0961769657072,3.8104703,,,,,,,,,,,577858.2,346369.84,259431.67,715454.2,631209.5,546610.0,
202,238.0755206434451,2.62288,,,,,,,,,,,682753.06,314668.56,373014.78,314139.72,357451.22,389817.66,
905,239.06728302971467,6.031074,,,,,,,,,,,1768551.4,1798363.0,118580.61,357321.9,424728.66,909539.0,
261,240.08527638565852,2.9164689,,,,122,,,,,,,384759.4,923733.6,397009.2,391375.53,364629.56,434438.4,
355,241.0618160016553,3.4405031,,,,72,,,,,,,266276.1,372974.62,294758.03,370894.7,301723.88,447975.88,
250,241.11931778485226,2.8542194,,,,31,,,,,,,6975125.0,7035724.5,7101713.5,7960434.0,8719396.0,8933823.0,
208,241.1193489536953,2.6576393,,,,,,,,,,,2654453.0,2715671.8,2720308.5,2886469.5,3031254.2,3170503.8,
340,241.11939105757702,3.3563936,,,,76,,,,,,,85687.484,233238.67,179376.02,185281.5,245805.0,290665.4,
574,242.13974795606768,4.864055,,,,7,,,,,,,2550268.0,2436012.8,2649181.0,2740943.5,2946973.8,3047411.8,
354,242.13975823384752,3.4353383,,,,32,,,,,,,95175.016,59043.34,87382.69,74595.18,99064.336,131303.12,
501,242.17612026004375,4.357759,,,,105,,,,,,,911300.9,1146954.5,948993.3,683127.6,1163119.9,511085.66,
741,242.17615773380572,5.478232,,,,,,,,,,,0,53507.86,39292.32,41279.477,27310.508,31840.373,
238,243.05965981302586,2.779425,,,,,,,,,,,152619.64,209367.75,115614.84,320403.03,173242.53,100644.375,
45,243.06193682889833,0.3784,,,,9,,,,,,,826173.06,1040099.0,1067540.1,804345.56,941714.6,902752.7,
113,243.06203522211936,0.67781776,,,,63,,,,,,,1141615.6,2380434.8,2372807.8,1255577.5,1470065.8,1475230.9,
349,243.12366678244226,3.43427,,,,,,,,,,,123537.125,89925.766,93284.19,112840.64,94114.15,141912.16,
383,243.12372649031295,3.5691988,,,,152,,,,,,,1460402.0,1168161.2,1389202.1,1723460.4,2375271.5,1715124.6,
453,243.1237598008062,4.02771,,,,48,,,,,,,110469.85,28637.982,110826.414,77491.125,75820.734,162672.52,
249,243.13469767363958,2.854226,,,,31,,,,,,,753862.44,500857.3,614741.06,779227.9,939040.3,927919.1,
170,243.13487829041722,2.2448559,,,,,,,,,,,263653.3,207391.83,302075.66,263453.84,311795.7,327488.3,
219,243.17117240762136,2.7302854,,,,,,,,,,,338735.12,120012.57,182261.14,270979.94,328216.1,373831.34,
200,243.1712095802777,2.6225913,,,,,,,,,,,430046.03,136899.42,284103.84,364314.78,335589.7,533026.8,
345,245.04549491832952,3.3790216,,,,,,,,,,,24153.201,41907.35,35813.332,53946.71,41530.723,54835.43,
443,245.04552032900702,3.9630573,,,,176,,,,,,,486009.72,655576.4,656825.25,775092.25,598971.7,763643.9,
195,245.09306255053025,2.570883,,,,,,,,,,,100174.03,57272.156,80686.54,78011.63,81417.99,131039.37,
311,245.0931088864385,3.2034912,,,,100,,,,,,,1366942.9,1411114.8,1357531.1,2094761.1,1778629.1,2102971.8,
493,249.1107094469187,4.3361917,,,,105,8,[M+Na]+,,2,497;493,226.12155,806881.94,822174.0,852817.1,941802.9,787350.44,890920.3,
1094,249.1495617635516,6.6192803,,,,,,,,,,,1002974.8,723623.44,1126833.9,1236628.5,651737.75,830615.75,
312,250.07205072756312,3.2071543,,,,100,,,,,,,336745.34,315371.03,360809.62,389060.56,371545.78,452167.3,
547,254.17611860913246,4.7740636,,,,,,,,,,,229266.89,186486.17,198461.6,231697.34,213210.62,294041.03,
252,255.13488021600435,2.8688133,,,,,,,,,,,167421.02,183979.55,161540.64,206277.67,214599.08,248132.98,
285,255.13491578448952,3.0201433,,,,11,,,,,,,204101.84,133167.28,152829.03,169916.16,214713.61,210847.19,
299,255.13496243990235,3.1188343,,,,,,,,,,,849189.7,584235.2,697798.6,799839.6,918105.6,1027021.1,
757,256.19183294829946,5.5486856,,,,90,,,,,,,1070242.5,1090079.5,1330044.4,1378651.2,1319903.6,1703403.6,
681,256.19185837221113,5.305225,,,,,,,,,,,190209.92,169210.36,196971.28,202395.95,209439.95,215161.75,
405,257.1007553142684,3.751024,,,,81,,,,,,,73125.59,67554.95,77291.93,69994.64,68479.34,84715.55,
359,257.10299273566983,3.4456823,,,,72,,,,,,,969534.6,938761.7,1364929.8,1647233.8,1325118.2,1937922.6,
536,257.13950408533753,4.692189,,,,,,,,,,,302272.78,266560.0,381313.56,412729.47,436547.0,579998.75,
280,257.1505553386721,2.9874287,,,,109,,,,,,,198640.16,176727.12,188492.39,267961.44,308501.44,335589.66,
220,257.1505894234247,2.7546139,,,,,,,,,,,95735.49,116602.83,108600.0,135900.03,135746.03,145652.62,
319,257.1506995071699,3.2426136,,,,,,,,,,,1344707.4,810444.4,1982951.4,2418580.0,2793321.5,2971100.5,
391,257.1507841224334,3.6823587,,,,,,,,,,,106863.58,92245.93,97429.625,142353.56,146943.4,157446.77,
1125,257.21218397836196,6.760287,,,,38,,,,,,,1527201.0,1290181.1,1322902.8,983905.7,1301197.2,1545099.6,
1064,257.2122123226938,6.542036,,,,115,,,,,,,192751.02,59085.56,128837.484,122887.69,158233.8,162010.62,
479,258.0769646473961,4.1514134,,,,36,7,[M-2H2O+H]+,,2,479;476,293.0905,34180.066,44619.992,49222.92,58723.797,44801.004,56264.867,
566,258.0769862695716,4.821832,,,,28,9,[M-2H2O+H]+,,2,566;563,293.09048,292031.03,358350.2,412032.9,448617.97,433080.28,495559.9,
518,258.1710398064024,4.550474,,,,165,,,,,,,2157355.2,1939391.4,2370827.2,2900913.5,2528951.8,3236123.8,
555,259.0610381130603,4.7880383,,,,50,,,,,,,1725121.6,2752732.5,4612129.0,3725918.0,2699311.8,3553762.5,
513,259.06113562342966,4.5222054,,,,,,,,,,,0,51153.383,0,86248.41,87705.02,3298.652,
441,259.06118787014805,3.94628,,,,,,,,,,,0,35201.45,59982.715,134765.47,117344.41,55323.16,
6,259.09087287137396,0.34648493,,,,2,,,,,,,2115327.2,1154668.2,1318758.5,2098056.5,1991734.9,1857158.6,
218,259.1297719231399,2.741865,,,,78,,,,,,,1541911.8,1492008.9,1588417.0,1876528.8,2037500.6,2118292.8,
184,259.1297883100862,2.4122965,,,,89,,,,,,,911272.06,1139344.6,1156775.4,1302883.1,1285481.5,1469376.5,
135,259.12981524849175,0.90610987,,,,,,,,,,,40606.508,182773.42,135300.45,107775.11,122953.54,93014.54,
423,261.0768241494496,3.826788,,,,118,,,,,,,338749.88,674415.56,1061974.4,609311.44,335013.8,783496.5,
442,261.07683135301374,3.9603035,,,,176,,,,,,,653693.44,1056053.8,1968320.2,1320338.1,715371.4,1569895.8,
324,261.13426442326767,3.2741172,,,,172,,,,,,,300229.16,150345.62,215903.7,167041.7,227510.0,253307.83,
342,261.13430511474274,3.3615253,,,,76,,,,,,,1528485.4,881181.44,1162712.1,915216.25,1268114.6,1313838.4,
1908,265.1477094674744,10.227969,,,,,,,,,,,173266.33,154118.05,136787.56,159998.27,151697.11,185378.45,
869,265.1477620810688,5.917251,,,,106,,,,,,,1.6789734E7,1.0223451E7,8637092.0,3.783106E7,2.5171908E7,3.3327756E7,
132,267.0733938529675,0.8629435,,,,10,,,,,,,1214898.6,1010556.0,882512.9,1438293.9,1338722.2,1561825.4,
314,269.15065425672867,3.2234619,,,,,,,,,,,1050853.1,971392.94,1009614.5,1249983.9,1367598.6,1393463.2,
507,269.1506889486847,4.4591007,,,,,,,,,,,54915.742,44702.484,61758.72,60761.438,58268.754,121046.64,
388,269.1507865502699,3.6465073,,,,,,,,,,,28296.42,11234.766,18687.582,32661.973,58004.773,29722.951,
306,271.16626940742043,3.166336,,,,,,,,,,,86871.086,76804.08,77068.38,116982.98,126537.39,132552.73,
352,271.1663015539561,3.394653,,,,32,,,,,,,642312.5,784071.9,633737.2,1974280.6,901383.7,1415729.1,
341,271.16632495687116,3.3579662,,,,76,,,,,,,845989.1,759530.44,762480.5,1999256.1,1185631.6,1334515.0,
440,271.1663874719889,3.9521115,,,,,,,,,,,82034.45,82892.9,100376.76,111432.56,116583.734,126631.805,
386,271.16640881929067,3.5953147,,,,141,,,,,,,3601517.8,3020989.2,3512996.2,4715117.5,4319502.5,5028352.0,
732,271.1914705671486,5.452884,,,,,,,,,,,309772.2,225480.53,312791.16,275859.0,332230.4,381809.28,
889,271.22776175727967,5.9723077,,,,37,,,,,,,683843.06,370923.53,464327.9,378750.22,468779.8,539768.56,
1147,271.22781483836434,6.8623104,,,,69,,,,,,,2520429.2,1873376.9,2084259.8,1890119.9,2107249.5,2646577.5,
1193,271.22783820406715,7.068064,,,,,,,,,,,1.0539675E7,1.3360391E7,9817692.0,6146828.5,9331216.0,1.0657209E7,
385,272.16978496615246,3.5964575,,,,,,,,,,,426623.28,363068.1,409498.72,575084.3,499606.66,677770.94,
580,272.18672598008635,4.9127326,,,,,,,,,,,726314.1,626358.3,682839.56,871992.9,753293.6,903559.06,
520,272.18678010692287,4.566834,,,,,,,,,,,11015.939,21182.807,28878.074,27261.549,28913.736,36848.285,
489,273.0404950099139,4.2598596,,,,,,,,,,,516216.84,1040044.94,1226222.0,1386197.5,741860.7,1124825.0,
419,273.0405265178117,3.8198082,,,,,,,,,,,0,65166.793,41373.7,33509.965,15168.295,23692.1,
264,273.1454939333467,2.9400399,,,,56,,,,,,,270704.25,283284.5,334092.0,449443.97,445769.12,510867.84,
244,273.1454982467798,2.8322468,,,,131,,,,,,,548493.9,561010.4,543221.56,1116398.1,971221.3,1087687.2,
214,273.1455118586932,2.768753,,,,,,,,,,,372768.78,134917.94,133533.89,314569.6,507905.03,254598.53,
557,275.0561206896031,4.790501,,,,50,,,,,,,146030.06,212171.52,352428.2,285541.47,211392.64,282166.25,
446,275.056222412394,3.9943914,,,,,,,,,,,41718.086,494872.94,147670.64,351284.88,430495.1,79409.67,
523,275.05627008002733,4.6111946,,,,,,,,,,,0,15752.265,0,54139.25,66308.04,0,
282,275.103646862407,2.9927652,,,,109,,,,,,,1806815.2,1816401.9,1902671.9,2138691.8,2230337.0,2372823.0,
209,275.10368430336644,2.6854136,,,,,,,,,,,210319.55,238605.03,235983.56,256501.34,259420.53,273561.12,
576,276.1239778893227,4.8728833,,,,92,,,,,,,518098.25,486668.53,558241.5,587909.94,616781.8,669355.44,
535,278.1397219224427,4.674462,,,,43,,,,,,,1323346.1,655987.3,732803.6,692770.56,742291.6,785182.06,
112,279.03873469714233,0.6807563,,,,,,,,,,,203860.78,208296.45,278772.66,344847.3,415676.66,247855.53,
1017,279.16343366149766,6.370693,,,,,,,,,,,195203.58,42746.188,84772.36,479259.9,875744.2,126108.914,
1326,279.23278953948994,7.4426,,,,,,,,,,,259321.52,231965.66,247388.58,475334.3,298161.56,331970.62,
30,280.0258012095346,0.3693664,,,,9,,,,,,,551968.2,1065287.8,813857.5,868408.56,974766.5,849767.0,
832,280.0976784548841,5.8282127,,,,,,,,,,,717359.56,610654.6,687154.7,773072.2,887686.1,771040.4,
881,280.09773457913826,5.9392667,,,,106,,,,,,,445614.34,317208.8,327760.94,303374.25,330054.3,367912.4,
774,280.0977723004028,5.6216564,,,,,,,,,,,75854.15,66153.73,64506.555,86602.625,78721.15,117969.0,
332,283.12986694765755,3.3223963,,,,,,,,,,,258418.78,205009.11,222676.38,307128.72,298710.66,370599.3,
651,284.1292122178759,5.2386446,,,,,,,,,,,256111.7,174063.9,182462.9,345076.88,253214.84,301186.9,
543,285.0880545769987,4.754194,,,,,,,,,,,330933.3,445883.97,399596.22,292481.72,323604.9,361395.0,
393,285.18197582000874,3.6872795,,,,40,,,,,,,5904787.0,5685149.5,5668959.0,8432378.0,8555546.0,9407422.0,
1201,285.2433957245207,7.1050353,,,,,,,,,,,825350.75,581028.2,677836.94,622349.44,618007.75,824562.4,
1274,285.2434344678052,7.3545938,,,,95,,,,,,,321378.03,439553.62,404833.1,253546.22,330547.97,387709.12,
1245,285.243456161236,7.2719045,,,,,,,,,,,473076.7,359554.06,408452.62,358759.8,382159.22,498845.22,
545,286.0720506068629,4.760246,,,,169,,,,,,,374050.9,545248.9,639416.94,612067.8,545628.9,639447.5,
346,287.1246932976182,3.3855546,,,,,,,,,,,142402.62,34005.805,40243.41,71641.1,96071.71,91845.63,
193,287.1247667171296,2.5389326,,,,,,,,,,,396277.1,714045.06,485154.8,573885.8,706222.3,525395.2,
417,287.17248671467047,3.8051636,,,,,,,,,,,2871348.0,2117066.8,2264450.5,3295610.2,2832481.2,3430443.0,
363,291.1349582258676,3.4601164,,,,110,,,,,,,424605.47,243640.88,315994.06,360618.12,443628.66,477490.7,
